,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_random_state,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
90,5.441893362998963,0.15437672144431008,0.10772690773010254,0.021117280138988732,0.8244122061030515,0.8571,0.464,42,2,51,0.12380090045022511,0.012828814407203602,0.17293646823411707,"{'subsample': 0.8244122061030515, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 51, 'learning_rate': 0.12380090045022511, 'gamma': 0.012828814407203602, 'colsample_bytree': 0.17293646823411707}",-0.11932136451482447,-0.11596222894166702,-0.11736124569625542,-0.16026228970359216,-0.15285979793551968,-0.1058792205492249,-0.12872660365055683,-0.10979399873478762,-0.13952714266073593,-0.13548162227751964,-0.12851755146646834,0.017319818250922728,1
34,18.475742983818055,1.0391152153264935,0.09512341022491455,0.04234177354731196,0.9734367183591797,0.8571,0.464,42,1,48,0.11093746873436719,0.021234917458729363,0.8100050025012506,"{'subsample': 0.9734367183591797, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 48, 'learning_rate': 0.11093746873436719, 'gamma': 0.021234917458729363, 'colsample_bytree': 0.8100050025012506}",-0.1250115381609292,-0.11772190600938161,-0.12121150177898712,-0.16302008469965046,-0.16151833638612265,-0.11025993964785016,-0.1332589175262697,-0.10701519200400729,-0.11600894630736144,-0.13607882701853494,-0.12911051895390946,0.018681508096147277,2
88,3.93526771068573,0.1645438767061124,0.12420129776000977,0.02171129975378771,0.8140570285142571,0.8571,0.464,42,6,54,0.13531815907953978,0.011198449224612305,0.14097048524262132,"{'subsample': 0.8140570285142571, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 6, 'max_depth': 54, 'learning_rate': 0.13531815907953978, 'gamma': 0.011198449224612305, 'colsample_bytree': 0.14097048524262132}",-0.12369781908762731,-0.11887409972988346,-0.11846270841269058,-0.16203158268039944,-0.16029664765179527,-0.10995226473847429,-0.1199626904301063,-0.11692441161229947,-0.13330181576248876,-0.12973480518083724,-0.12932388452866023,0.01708962452691721,3
18,14.369164443016052,0.8657751910094443,0.11438596248626709,0.027470877728618066,0.673136568284142,0.8571,0.464,42,4,54,0.13726263131565783,0.020621660830415205,0.9680340170085042,"{'subsample': 0.673136568284142, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 54, 'learning_rate': 0.13726263131565783, 'gamma': 0.020621660830415205, 'colsample_bytree': 0.9680340170085042}",-0.1182038708532797,-0.12127079660512721,-0.12374700167908027,-0.16537183108620668,-0.1580758815153781,-0.10294827291461642,-0.11677374151318712,-0.12203197410368044,-0.1307959534353901,-0.13486546851189649,-0.12940847922178428,0.018124281629793536,4
56,7.417365717887878,0.4837032600551476,0.12032649517059327,0.01765904018852346,0.7096048024012006,0.8571,0.464,42,4,50,0.15461330665332668,0.018183591795897947,0.3890445222611306,"{'subsample': 0.7096048024012006, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 50, 'learning_rate': 0.15461330665332668, 'gamma': 0.018183591795897947, 'colsample_bytree': 0.3890445222611306}",-0.12032545332482435,-0.11806181898512094,-0.11743714674832206,-0.15756538095832368,-0.1615063853266764,-0.11053629740818016,-0.12867943582910607,-0.1140903988924108,-0.13208560371395203,-0.13542708426430342,-0.12957150054512198,0.016769337283321455,5
51,8.32594804763794,0.6268288280040055,0.12016301155090332,0.021033110586988014,0.7226613306653327,0.8571,0.464,42,6,51,0.11078789394697348,0.020157978989494747,0.5511255627813907,"{'subsample': 0.7226613306653327, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 6, 'max_depth': 51, 'learning_rate': 0.11078789394697348, 'gamma': 0.020157978989494747, 'colsample_bytree': 0.5511255627813907}",-0.12326458854748285,-0.1194203121521419,-0.1202465359875358,-0.16002547382691368,-0.15632859373027871,-0.1105267397337041,-0.12771483656433733,-0.11681531752865461,-0.13523148108545588,-0.1284552763070423,-0.12980291554635473,0.01560378601812128,6
47,10.621504998207092,0.9544017568021855,0.10471692085266113,0.023410548861905058,0.6641320660330166,0.8571,0.464,42,4,53,0.18078889444722362,0.01525192596298149,0.624512256128064,"{'subsample': 0.6641320660330166, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 53, 'learning_rate': 0.18078889444722362, 'gamma': 0.01525192596298149, 'colsample_bytree': 0.624512256128064}",-0.12204556303499177,-0.11372176355010026,-0.11919033106755093,-0.16338460539310604,-0.16318252731936791,-0.1100755631092145,-0.12155887689279306,-0.11796783102425235,-0.12823881565665865,-0.13934241100150727,-0.1298708288049543,0.01834104518547177,7
15,14.64874358177185,0.9699423556392819,0.10962426662445068,0.024288327374401848,0.7235617808904452,0.8571,0.464,42,2,40,0.13666433216608304,0.025617458729364682,0.7726363181590795,"{'subsample': 0.7235617808904452, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 40, 'learning_rate': 0.13666433216608304, 'gamma': 0.025617458729364682, 'colsample_bytree': 0.7726363181590795}",-0.12393227673516896,-0.12264219989171865,-0.12592773598413792,-0.1580780174264255,-0.15166670247711866,-0.09934722726657755,-0.1285361513306841,-0.11698273848756578,-0.13177634350576187,-0.14124044078291062,-0.13001298338880696,0.01614324789847091,8
57,8.09941749572754,0.2814636012946161,0.10868983268737793,0.029967034028509823,0.8005502751375688,0.8571,0.464,42,1,49,0.09059529764882442,0.016373736868434217,0.33411705852926465,"{'subsample': 0.8005502751375688, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 49, 'learning_rate': 0.09059529764882442, 'gamma': 0.016373736868434217, 'colsample_bytree': 0.33411705852926465}",-0.12187677231868545,-0.1170177071089171,-0.1266399573509758,-0.16996049915429873,-0.15069597050662897,-0.11083927931494213,-0.13147795414407898,-0.11183428354991261,-0.12975133387134474,-0.13196274432185842,-0.1302056501641643,0.01724466129308333,9
38,11.502580499649047,0.6971999440291695,0.09860239028930665,0.025909953143512483,0.796048024012006,0.8571,0.464,42,1,41,0.1392071035517759,0.026275587793896948,0.43586793396698353,"{'subsample': 0.796048024012006, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 41, 'learning_rate': 0.1392071035517759, 'gamma': 0.026275587793896948, 'colsample_bytree': 0.43586793396698353}",-0.11062253004035151,-0.12430419592175095,-0.12847390431380637,-0.16631054999396414,-0.16451389205640665,-0.10622799418826757,-0.13177013120918216,-0.11662053516474952,-0.11557438033117759,-0.13862531209630344,-0.130304342531596,0.019871442453518552,10
19,4.305391955375671,0.24939783328282997,0.10466563701629639,0.021817204670604818,0.5605802901450726,0.8571,0.464,42,2,60,0.1383096548274137,0.02516873436718359,0.12341170585292646,"{'subsample': 0.5605802901450726, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 60, 'learning_rate': 0.1383096548274137, 'gamma': 0.02516873436718359, 'colsample_bytree': 0.12341170585292646}",-0.11361312038058662,-0.10935372946301208,-0.12160549395411925,-0.16018238569482993,-0.1686429232849674,-0.11316010123881118,-0.12784081676693296,-0.11950119084671126,-0.14030012675243583,-0.13276848036358144,-0.13069683687459877,0.019175214479221138,11
28,13.192415738105774,0.7954063875120106,0.11901378631591797,0.012361136969848143,0.9248124062031016,0.8571,0.464,42,6,58,0.17375887943971985,0.011871535767883941,0.7856928464232116,"{'subsample': 0.9248124062031016, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 6, 'max_depth': 58, 'learning_rate': 0.17375887943971985, 'gamma': 0.011871535767883941, 'colsample_bytree': 0.7856928464232116}",-0.1310543519245777,-0.12434261229904892,-0.12489146233388439,-0.1527065744326291,-0.1598269889451854,-0.10838755771064,-0.12764102009084563,-0.10687893083643815,-0.13398719942731932,-0.1387207437232917,-0.13084374417238603,0.01598914950187066,12
