,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_random_state,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
8,11.092865705490112,0.7082989866570821,0.11100897789001465,0.029592049346638213,0.8046023011505753,0.8571,0.464,42,4,46,0.0868,0.026606853426713355,0.8172086043021511,"{'subsample': 0.8046023011505753, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 46, 'learning_rate': 0.0868, 'gamma': 0.026606853426713355, 'colsample_bytree': 0.8172086043021511}",-0.12157422540316423,-0.11738464567608171,-0.11940060426911579,-0.15459332051229382,-0.15735434038211407,-0.10767721343390568,-0.12421698533180951,-0.1096903473129351,-0.1343887034044777,-0.1324131018351408,-0.12786934875610384,0.0161848647368482,1
65,16.06156976222992,0.9173010350375924,0.10594170093536377,0.026345249738746974,0.823511755877939,0.8571,0.464,42,2,48,0.11120000000000001,0.03397208604302151,0.9441720860430215,"{'subsample': 0.823511755877939, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 48, 'learning_rate': 0.11120000000000001, 'gamma': 0.03397208604302151, 'colsample_bytree': 0.9441720860430215}",-0.11467531977543907,-0.11221766734481989,-0.12946009145690807,-0.15218220886689812,-0.15540134139414707,-0.11322749427653496,-0.12944412259524404,-0.10728688376394696,-0.13296893570371776,-0.13630272362521462,-0.12831667888028706,0.015831430814014617,2
91,6.567542815208435,0.28705077391827755,0.11271886825561524,0.01196589277326293,0.562831415707854,0.8571,0.464,42,1,48,0.11420000000000001,0.011517108554277138,0.24947473736868436,"{'subsample': 0.562831415707854, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 48, 'learning_rate': 0.11420000000000001, 'gamma': 0.011517108554277138, 'colsample_bytree': 0.24947473736868436}",-0.1186041566413354,-0.11926169062008332,-0.11726804170604294,-0.16306161580538833,-0.1602991504581935,-0.11408676224718556,-0.12093185641452996,-0.1152430334150591,-0.131890289954028,-0.12717667254849618,-0.12878232698103423,0.017228858868756643,3
80,10.011400365829468,0.6350102821164549,0.11208281517028809,0.029940717219565118,0.8541270635317659,0.8571,0.464,42,1,53,0.11680000000000001,0.031876288144072035,0.34582291145572785,"{'subsample': 0.8541270635317659, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 53, 'learning_rate': 0.11680000000000001, 'gamma': 0.031876288144072035, 'colsample_bytree': 0.34582291145572785}",-0.12273926239554322,-0.11683385477398549,-0.11941182777512868,-0.16949200363292338,-0.15378721118936456,-0.11158557457448752,-0.13988665219026838,-0.1047216842191108,-0.11844392528494184,-0.1321706934166113,-0.12890726894523655,0.01914619861486089,4
66,6.078368306159973,0.4672568663522101,0.11206061840057373,0.014234707394262004,0.5808404202101051,0.8571,0.464,42,1,51,0.08090000000000001,0.003992196098049025,0.287743871935968,"{'subsample': 0.5808404202101051, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 51, 'learning_rate': 0.08090000000000001, 'gamma': 0.003992196098049025, 'colsample_bytree': 0.287743871935968}",-0.11939770527994754,-0.11894300719709128,-0.12054542515911083,-0.1599400292962972,-0.16533916742184884,-0.11645975695703213,-0.12361209631500529,-0.10746114520341128,-0.12077569667150312,-0.13711909927712487,-0.12895931287783724,0.018238419221997947,5
5,16.469685196876526,1.7096870657525358,0.12858667373657226,0.02342397360057463,0.8217108554277138,0.8571,0.464,42,2,52,0.08950000000000001,0.035509004502251126,0.9716358179089545,"{'subsample': 0.8217108554277138, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 52, 'learning_rate': 0.08950000000000001, 'gamma': 0.035509004502251126, 'colsample_bytree': 0.9716358179089545}",-0.11755165666742534,-0.11784795398806683,-0.12352996925420286,-0.1620978447643384,-0.15931933851858185,-0.10801240132039265,-0.13476073267169406,-0.11083438021414921,-0.1295236490186484,-0.12615152017979256,-0.12896294465972918,0.017641181774401788,6
78,9.417020559310913,0.8096620035802657,0.11182074546813965,0.026453443372551795,0.7276138069034518,0.8571,0.464,42,4,51,0.11460000000000001,0.02886233116558279,0.5902951475737869,"{'subsample': 0.7276138069034518, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 51, 'learning_rate': 0.11460000000000001, 'gamma': 0.02886233116558279, 'colsample_bytree': 0.5902951475737869}",-0.12511035380483226,-0.12203558845519547,-0.12091569279829834,-0.1580125410546568,-0.15341778377971668,-0.10863134182210664,-0.1296510821325523,-0.11116425343935164,-0.13444099262652293,-0.12757835407325635,-0.12909579839864893,0.015270552726209861,7
13,4.444615817070007,0.3686279398455968,0.11714444160461426,0.02269186142393425,0.8901450725362682,0.8571,0.464,42,6,44,0.08950000000000001,0.035349324662331164,0.20220110055027515,"{'subsample': 0.8901450725362682, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 6, 'max_depth': 44, 'learning_rate': 0.08950000000000001, 'gamma': 0.035349324662331164, 'colsample_bytree': 0.20220110055027515}",-0.12126541065960038,-0.12159102076435827,-0.11886104418438384,-0.15655928153095047,-0.1568374607716633,-0.11125785761648598,-0.12704918107806967,-0.11078820575022814,-0.13892807525904172,-0.13412669274512348,-0.12972642303599052,0.01588012910692127,8
47,11.305678462982177,0.8137933191360187,0.1248159646987915,0.019166219074887286,0.6168584292146073,0.8571,0.464,42,2,54,0.1277,0.03109784892446223,0.5844422211105553,"{'subsample': 0.6168584292146073, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 54, 'learning_rate': 0.1277, 'gamma': 0.03109784892446223, 'colsample_bytree': 0.5844422211105553}",-0.12743356518734983,-0.12102250971571966,-0.12152194743685656,-0.1534660157154543,-0.15899451388681612,-0.10280336258354475,-0.12977103025110412,-0.11558075552208276,-0.1323722606724526,-0.13457094150341542,-0.12975369024747962,0.015886892682371555,9
19,9.78833212852478,0.5268435776596373,0.11746871471405029,0.01760426390573768,0.9576788394197099,0.8571,0.464,42,8,47,0.1034,0.029401250625312653,0.7631815907953977,"{'subsample': 0.9576788394197099, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 8, 'max_depth': 47, 'learning_rate': 0.1034, 'gamma': 0.029401250625312653, 'colsample_bytree': 0.7631815907953977}",-0.13346200218045481,-0.11642391016771626,-0.12026819536295369,-0.1601207580740353,-0.15861275663645857,-0.10549799312899173,-0.1273048915718472,-0.11175497919621696,-0.13415311566057675,-0.13107851512748625,-0.12986771171067374,0.017250167830921075,10
