,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_l1_ratio,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
66,0.24398159980773926,0.03663818988886326,0.015154695510864258,0.002541731021326004,42,0.935032516258129,0.0003853976988494247,"{'random_state': 42, 'l1_ratio': 0.935032516258129, 'alpha': 0.0003853976988494247}",-0.11277393802671486,-0.09951807041266787,-0.1118247240192922,-0.11804408805958626,-0.14227682482400084,-0.09884367915636207,-0.11624346229010102,-0.09101344723592418,-0.09492504992886637,-0.12197617658410552,-0.11074394605376212,0.0145481196074783,1
4,0.3807523727416992,0.09072050041137086,0.02086796760559082,0.008631517427890546,42,0.8555722861430715,0.0003725212606303152,"{'random_state': 42, 'l1_ratio': 0.8555722861430715, 'alpha': 0.0003725212606303152}",-0.11329742791269484,-0.09949345586081977,-0.11168782234156105,-0.11823483433781079,-0.1424492547694145,-0.0986999101434442,-0.11630486640167687,-0.09093399535762968,-0.09442337928545848,-0.12195894742010312,-0.11074838938306134,0.014682909964421197,2
57,0.3901074886322021,0.08195358560514365,0.018021106719970703,0.006574847602470004,42,0.8280860430215107,0.00036855927963981995,"{'random_state': 42, 'l1_ratio': 0.8280860430215107, 'alpha': 0.00036855927963981995}",-0.11356327972928051,-0.09947195977567955,-0.11166284281766921,-0.11828532308066375,-0.14249266375213965,-0.09871212674976251,-0.11631095563796007,-0.0909305420395436,-0.09425046580305636,-0.12195219503709907,-0.11076323544228543,0.014719671859780577,3
98,0.47120091915130613,0.08314610844560565,0.014603328704833985,0.0021712572230405476,42,0.7761120560280139,0.00046612306153076544,"{'random_state': 42, 'l1_ratio': 0.7761120560280139, 'alpha': 0.00046612306153076544}",-0.1128224436617267,-0.0995319726722787,-0.11183192351030373,-0.11812293666037313,-0.14220871957608344,-0.09891107351754845,-0.11627585159469568,-0.09108208500493371,-0.09503755287881008,-0.1218939436111515,-0.11077185026879051,0.014504850038735695,4
47,0.4884952545166016,0.11127099181503244,0.022425198554992677,0.018654660189893955,42,0.7616193096548274,0.0003834167083541771,"{'random_state': 42, 'l1_ratio': 0.7616193096548274, 'alpha': 0.0003834167083541771}",-0.113819264488298,-0.09947634739425507,-0.11163300606820195,-0.11836247840575234,-0.142501647742141,-0.09876649583830763,-0.11632534960819604,-0.09100801290758964,-0.09412005532778646,-0.1219335179531777,-0.11079461757337057,0.014729064685325017,5
45,0.3854966163635254,0.09728233559668847,0.014293146133422852,0.005754995130350605,42,0.6406798399199599,0.0005726013006503252,"{'random_state': 42, 'l1_ratio': 0.6406798399199599, 'alpha': 0.0005726013006503252}",-0.11286204549054868,-0.09955027756110266,-0.11185639644456263,-0.1182157374876828,-0.14210710667392687,-0.09902025353393132,-0.11632294354704524,-0.09121965383858589,-0.09522751743947251,-0.12179991026509805,-0.11081818422819567,0.014433310677354552,6
40,0.38223838806152344,0.05948342500845848,0.015113472938537598,0.002296502417868454,42,0.646177088544272,0.00058943971985993,"{'random_state': 42, 'l1_ratio': 0.646177088544272, 'alpha': 0.00058943971985993}",-0.11276726918697631,-0.09954141694642016,-0.11191471465508648,-0.11816649587508574,-0.14201292920161673,-0.09911646749814865,-0.1163179756750036,-0.09126600719640632,-0.09537990769456693,-0.12181974602243181,-0.11083029299517426,0.014380943552449713,7
8,0.3668608903884888,0.05229162075036179,0.020209622383117676,0.007859486352521762,42,0.5337333666833416,0.0006246023011505753,"{'random_state': 42, 'l1_ratio': 0.5337333666833416, 'alpha': 0.0006246023011505753}",-0.11318489961983848,-0.09959444738459956,-0.11171719850698215,-0.1184102080205862,-0.1422140310291934,-0.09891561493489354,-0.11639602855037517,-0.09125191149763805,-0.09492824830876379,-0.12170534045221704,-0.11083179283050874,0.014499519897668895,8
68,0.38317103385925294,0.09288668859679816,0.01551833152770996,0.003913983123538273,42,0.8520740370185091,0.0003229964982491246,"{'random_state': 42, 'l1_ratio': 0.8520740370185091, 'alpha': 0.0003229964982491246}",-0.11412149789490773,-0.09947959511517208,-0.11160688405343301,-0.11849210928229753,-0.1426114757128746,-0.09878364710895582,-0.11634296223768988,-0.09102063531498467,-0.09385647668844557,-0.12201275696402027,-0.1108328040372781,0.014799027277317132,9
49,0.38796846866607665,0.10428812899202143,0.01659853458404541,0.005571569565490426,42,0.5132436218109054,0.0006166783391695848,"{'random_state': 42, 'l1_ratio': 0.5132436218109054, 'alpha': 0.0006166783391695848}",-0.11344736959748981,-0.09956512027927307,-0.11168230308427494,-0.11847304897321478,-0.1422451004175114,-0.09890333827893222,-0.11640631699278167,-0.09122839349516339,-0.09469479074748618,-0.12170234827075344,-0.1108348130136881,0.014546186931990923,10
69,0.3271763801574707,0.04285860744197253,0.015147709846496582,0.00684477366876853,42,0.510744872436218,0.0006142021010505253,"{'random_state': 42, 'l1_ratio': 0.510744872436218, 'alpha': 0.0006142021010505253}",-0.11349324824311922,-0.09955972289618203,-0.11167878535147946,-0.11847999840558071,-0.14225010091989246,-0.09890469230757602,-0.11640754957278845,-0.09122904634330918,-0.09465555444165696,-0.12170058677272541,-0.11083592852543098,0.014552934730398811,11
42,0.3309323310852051,0.07441680057600611,0.016183304786682128,0.005006110550589155,42,0.511744372186093,0.0006805652826413207,"{'random_state': 42, 'l1_ratio': 0.511744372186093, 'alpha': 0.0006805652826413207}",-0.11309501969965341,-0.09961043090755935,-0.11177484523491739,-0.1184120949561224,-0.14212378625364508,-0.09902426935972143,-0.11641275435783771,-0.0913343501979549,-0.0951924485846558,-0.12167280868968136,-0.11086528082417488,0.014427060857804905,12
62,0.34090046882629393,0.0904637601702937,0.017193603515625,0.004592524213541578,42,0.8910545272636318,0.0005166383191595798,"{'random_state': 42, 'l1_ratio': 0.8910545272636318, 'alpha': 0.0005166383191595798}",-0.11235180508956615,-0.09944431821182921,-0.11183803871121206,-0.11784158831111013,-0.141727630435323,-0.09954408113296259,-0.1160751226064645,-0.09176544836070168,-0.09603572442688056,-0.12204651215535428,-0.11086702694414041,0.014141425492057238,13
74,0.3125920295715332,0.021361610360069696,0.015022611618041993,0.0013226950906449796,42,0.5792106053026512,0.0006592696348174087,"{'random_state': 42, 'l1_ratio': 0.5792106053026512, 'alpha': 0.0006592696348174087}",-0.11282759129984685,-0.0995658248169872,-0.11191962635515847,-0.11824531751415789,-0.14197054250986574,-0.09918067894593278,-0.11634993901695395,-0.09136595049358755,-0.09548563906848227,-0.12176130393740452,-0.11086724139583773,0.014341318630815912,14
1,0.3601758718490601,0.06484191419762976,0.016777515411376953,0.002730861108925828,42,0.47226413206603296,0.0007008704352176088,"{'random_state': 42, 'l1_ratio': 0.47226413206603296, 'alpha': 0.0007008704352176088}",-0.11330268677547352,-0.09962615874196205,-0.11171455574226563,-0.11850281412039332,-0.14215976313904316,-0.09898180895988282,-0.11643324624447206,-0.09133252765099718,-0.09499785411519344,-0.12163600939242872,-0.11086874248821119,0.014464397368930735,15
63,0.30030198097229005,0.049235320953302665,0.015180516242980956,0.003411856609633977,42,0.45677188594297147,0.0006706603301650826,"{'random_state': 42, 'l1_ratio': 0.45677188594297147, 'alpha': 0.0006706603301650826}",-0.11366612869085413,-0.09957630662567085,-0.11166564109610189,-0.11856529256949842,-0.1422131397993924,-0.09897767990192959,-0.11643657310629824,-0.09130857739866975,-0.09465478930240807,-0.1216349815186541,-0.11086991100094776,0.014530966875239394,16
33,0.353098726272583,0.0496010486044524,0.016666436195373537,0.004379545557023528,42,0.5052476238119059,0.000546848424212106,"{'random_state': 42, 'l1_ratio': 0.5052476238119059, 'alpha': 0.000546848424212106}",-0.11409407731156453,-0.09954039901742667,-0.1115860233419102,-0.11859529526904007,-0.1423643000477477,-0.09895991576494184,-0.11639560498725446,-0.09128226843428179,-0.09415399918645695,-0.12174936166423506,-0.11087212450248592,0.014644743555246443,17
89,0.33161919116973876,0.06009167746793715,0.016999316215515137,0.008263837907713527,42,0.5442281140570284,0.0006879939969984993,"{'random_state': 42, 'l1_ratio': 0.5442281140570284, 'alpha': 0.0006879939969984993}",-0.11291135340298326,-0.09958932894781775,-0.11189802946846535,-0.11831338465744762,-0.14199365282877047,-0.09916529643600393,-0.11636874599168714,-0.0913802220240376,-0.09546098946691368,-0.12171627379075609,-0.11087972770148828,0.014348272722810496,18
34,0.3015669107437134,0.03587556419247315,0.015252423286437989,0.005543651395793274,42,0.463768384192096,0.0005750775387693847,"{'random_state': 42, 'l1_ratio': 0.463768384192096, 'alpha': 0.0005750775387693847}",-0.11424960621820783,-0.0995523061524778,-0.11156983713616318,-0.11867805277931717,-0.14232490270487483,-0.09901935441935096,-0.11646118329662467,-0.09137632702713785,-0.09409766398346647,-0.12171489244871238,-0.11090441261663331,0.014632128414255412,19
83,0.4050858736038208,0.05958545097819142,0.014467811584472657,0.0023508565130533872,42,0.8280860430215107,0.0005641820910455228,"{'random_state': 42, 'l1_ratio': 0.8280860430215107, 'alpha': 0.0005641820910455228}",-0.11238891392214767,-0.0994709795255042,-0.11184576951838654,-0.1178965101127119,-0.14168126330451034,-0.09961009213407211,-0.1161093285552104,-0.09188471029482895,-0.09616552853562171,-0.1220162650164676,-0.11090693609194616,0.014096194736101133,20
27,0.5198873519897461,0.12312025716125133,0.021743226051330566,0.00937399080628545,42,0.5482261130565282,0.0004740470235117559,"{'random_state': 42, 'l1_ratio': 0.5482261130565282, 'alpha': 0.0004740470235117559}",-0.11430177849720308,-0.09952112593911429,-0.11156701067261644,-0.11865918197963396,-0.14245420532475941,-0.09896167320043979,-0.11655671449040017,-0.09133721601251613,-0.0938884021452897,-0.12184358296842658,-0.11090908912303996,0.014709686537518966,21
28,0.31283066272735593,0.037807628850981656,0.017265987396240235,0.004371676069623138,42,0.46926563281640815,0.0007786243121560781,"{'random_state': 42, 'l1_ratio': 0.46926563281640815, 'alpha': 0.0007786243121560781}",-0.1131061009383605,-0.09964092839043281,-0.11185858558119055,-0.11846122332185836,-0.14197657234839442,-0.09920157485863434,-0.11643472515612026,-0.0914751745837593,-0.09550675655329642,-0.12162278965344747,-0.11092844313854944,0.014325537182450386,22
82,0.30550107955932615,0.04383534454961242,0.014511704444885254,0.00126441646628354,42,0.43728164082041016,0.0005904302151075538,"{'random_state': 42, 'l1_ratio': 0.43728164082041016, 'alpha': 0.0005904302151075538}",-0.1143684365767835,-0.09957108046091956,-0.11155272991849098,-0.11874552007562425,-0.14231179044789213,-0.09907141585624728,-0.1165927943061303,-0.09147343534183902,-0.09402786016256234,-0.12170362228822103,-0.11094186854347103,0.014629209967468039,23
