,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
71,0.04217934608459473,0.005162783049369482,0.008019781112670899,0.0013362785279297225,42,0.026012006003001503,"{'random_state': 42, 'alpha': 0.026012006003001503}",-0.1587985615356467,-0.15053665273618436,-0.15890351329883726,-0.18633647891724228,-0.18828625112142763,-0.14438962681174772,-0.16160862710129756,-0.15601636188987394,-0.2198252959472141,-0.1621480325351786,-0.168684940189465,0.02162744050040575,1
62,0.03769307136535645,0.008750864748793937,0.007168698310852051,0.0016521164751377654,42,0.0760360180090045,"{'random_state': 42, 'alpha': 0.0760360180090045}",-0.19443028634755394,-0.19450841734517624,-0.2103255846887977,-0.21639438328586116,-0.24280961026313932,-0.18129362768748084,-0.20415318379573594,-0.18804630947656742,-0.2292715474885517,-0.20121096350915374,-0.20624439138880182,0.01802129054283159,2
72,0.030481815338134766,0.0071729427897906685,0.008612728118896485,0.0013050614853091184,42,45.19769484742371,"{'random_state': 42, 'alpha': 45.19769484742371}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,3
70,0.0252208948135376,0.0008908071019625272,0.007819890975952148,0.0008475205446204243,42,17.98463231615808,"{'random_state': 42, 'alpha': 17.98463231615808}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,3
69,0.02534971237182617,0.0007299018137915468,0.008007168769836426,0.0006583997267467014,42,16.308827913956982,"{'random_state': 42, 'alpha': 16.308827913956982}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,3
68,0.02772672176361084,0.005236404274203442,0.007419657707214355,0.0007536780334899213,42,41.89611005502751,"{'random_state': 42, 'alpha': 41.89611005502751}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,3
67,0.025787997245788574,0.0025048382324375103,0.007911896705627442,0.0013915376970186019,42,26.363654327163584,"{'random_state': 42, 'alpha': 26.363654327163584}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,3
66,0.02377274036407471,0.002998664912301202,0.007793521881103516,0.0006581569659319956,42,26.563750375187595,"{'random_state': 42, 'alpha': 26.563750375187595}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,3
65,0.023846006393432616,0.001283644975382906,0.008105850219726563,0.001130165057206357,42,42.34632616308154,"{'random_state': 42, 'alpha': 42.34632616308154}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,3
64,0.02501204013824463,0.005783234644155376,0.007967019081115722,0.001383147804655776,42,4.0779569784892455,"{'random_state': 42, 'alpha': 4.0779569784892455}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,3
