,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
42,0.3259376287460327,0.08639938445263735,0.011294198036193848,0.005663928119848674,svd,42,11.606686843421711,"{'solver': 'svd', 'random_state': 42, 'alpha': 11.606686843421711}",-0.11727645095581807,-0.10530880600932721,-0.11315221716272544,-0.1556792932802615,-0.13995320004701658,-0.1069165345006166,-0.12350205443424121,-0.10295354600216801,-0.1816348612917428,-0.1268804184608618,-0.12732573821447793,0.023926633947469002,1
48,0.04172627925872803,0.006237422726830052,0.006488227844238281,0.001183082551852057,lsqr,42,12.60717708854427,"{'solver': 'lsqr', 'random_state': 42, 'alpha': 12.60717708854427}",-0.11758268291727507,-0.10569470075104406,-0.11290180682129858,-0.15601660097934034,-0.13985270659019905,-0.10661574630159772,-0.12365402015011305,-0.10286554693816963,-0.18147169586061213,-0.1268581317233891,-0.12735136390330387,0.02392415578932721,2
12,0.9786722898483277,0.07035063663859678,0.005838966369628907,0.000770493660990804,saga,42,12.857299649824911,"{'solver': 'saga', 'random_state': 42, 'alpha': 12.857299649824911}",-0.11763514313123283,-0.10604272371482594,-0.11307046497824755,-0.15609326532524564,-0.13990675898559154,-0.10662631725305043,-0.12354773898926918,-0.10331730994661317,-0.18156853633409636,-0.12660794215660198,-0.12744162008147747,0.023869951573356835,3
93,0.09195382595062256,0.025554426508098606,0.011513328552246094,0.002807990242845443,lsqr,42,14.408059529764882,"{'solver': 'lsqr', 'random_state': 42, 'alpha': 14.408059529764882}",-0.11756010266649287,-0.1062013789104869,-0.11277461877908454,-0.1564492178988758,-0.13979685305111222,-0.10644284300624643,-0.12345186678395072,-0.10324425280427113,-0.18208020505861797,-0.12691957187239536,-0.1274920910831534,0.02405412034162518,4
66,0.05813710689544678,0.01831036352244917,0.009676909446716309,0.0032918788117232835,sparse_cg,42,15.808745872936468,"{'solver': 'sparse_cg', 'random_state': 42, 'alpha': 15.808745872936468}",-0.1176699245964026,-0.10626241411365048,-0.11286510637199741,-0.1565837641380305,-0.13977841181662243,-0.10632249329925184,-0.12373325863696402,-0.10335562112022523,-0.18185797388098804,-0.12692260487879747,-0.12753515728529302,0.023998347427833494,5
4,0.28348071575164796,0.07185442841242982,0.013782191276550292,0.0054412710829153865,svd,42,5.903892446223112,"{'solver': 'svd', 'random_state': 42, 'alpha': 5.903892446223112}",-0.1174866602276103,-0.10325877429370707,-0.1143820608642877,-0.15412755381867668,-0.1409835366947694,-0.10917439681557602,-0.12472561820334353,-0.10235204673533767,-0.18210519912018694,-0.12796663845917064,-0.1276562485232666,0.02389238911180623,6
47,0.5153233051300049,0.06895201495599428,0.00814990997314453,0.002167147971824892,sag,42,17.459554777388696,"{'solver': 'sag', 'random_state': 42, 'alpha': 17.459554777388696}",-0.11750008548791817,-0.10693337414060258,-0.11280706427619473,-0.15730519617962185,-0.1398529984915434,-0.10618804251087667,-0.12338506971448475,-0.10419203596803996,-0.18242338793297444,-0.12692539765469726,-0.1277512652356954,0.02410494509224944,7
83,0.05118794441223144,0.0067145417950449605,0.007126212120056152,0.0013995390296085602,lsqr,42,18.760192096048026,"{'solver': 'lsqr', 'random_state': 42, 'alpha': 18.760192096048026}",-0.11742940827186954,-0.10695741713086164,-0.11276150484539718,-0.1574534883156576,-0.13981545999180137,-0.10612614830657634,-0.12341593898533061,-0.1041439305479454,-0.18231156671650908,-0.1271038650935264,-0.1277518728205475,0.02410887227896944,8
11,0.1756880521774292,0.009800348837747176,0.006293177604675293,0.0011372910212966466,svd,42,4.90340220110055,"{'solver': 'svd', 'random_state': 42, 'alpha': 4.90340220110055}",-0.11759297338325117,-0.10279011688567496,-0.1147696433834089,-0.15392741703986715,-0.14140126206840448,-0.10999119860658244,-0.12519858491531694,-0.10239186289061461,-0.18264290086101373,-0.12848355787488408,-0.12791895179090185,0.02396803667417789,9
90,0.08304476737976074,0.013293330508808482,0.010132670402526855,0.002680629153151538,lsqr,42,4.90340220110055,"{'solver': 'lsqr', 'random_state': 42, 'alpha': 4.90340220110055}",-0.11798530939624657,-0.10239101432795529,-0.11517319722393891,-0.15410283956085977,-0.14135667542310362,-0.10982311506471462,-0.1253438617761451,-0.10313336378377966,-0.1824933658423518,-0.12875969172439453,-0.12805624341234897,0.02388781339522067,10
34,0.7375091552734375,0.08352371907251574,0.005983161926269531,0.0008123975561605492,saga,42,21.311442221110557,"{'solver': 'saga', 'random_state': 42, 'alpha': 21.311442221110557}",-0.11776384729845482,-0.10789049626865987,-0.11281679877689654,-0.15834578054664647,-0.13999642628458647,-0.10606092860637621,-0.12358204351749248,-0.10515411314353955,-0.18312948568180923,-0.12719480352997115,-0.1281934723654433,0.024221459822038854,11
81,0.10603671073913574,0.015343650610267682,0.01121063232421875,0.0029062225330087886,sparse_cg,42,4.303108054027014,"{'solver': 'sparse_cg', 'random_state': 42, 'alpha': 4.303108054027014}",-0.11819902456815382,-0.10231647381913891,-0.11559921365637166,-0.15405490485517234,-0.14167650589989506,-0.11026909705464495,-0.1255437347861657,-0.10333656727495258,-0.1827491088869422,-0.12917370030211214,-0.1282918331103549,0.023879030385659646,12
51,0.051202034950256346,0.013141654215723622,0.010715842247009277,0.005543225307101693,cholesky,42,23.212373686843424,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 23.212373686843424}",-0.11755959646887133,-0.10800669910175734,-0.11282259391353515,-0.1586665256674994,-0.1400388854792217,-0.10603291264091402,-0.12352558089088235,-0.10540678023704314,-0.1835041762412548,-0.12746314276271992,-0.12830268934036992,0.024326057721135014,13
25,0.8555474758148194,0.13154500264929242,0.007704353332519532,0.0019580368767715913,saga,42,23.212373686843424,"{'solver': 'saga', 'random_state': 42, 'alpha': 23.212373686843424}",-0.11782386132326905,-0.10824316804983794,-0.11286106149756454,-0.15879548766884238,-0.14008761314177615,-0.10605627786723208,-0.12367173524459506,-0.1055757475994876,-0.18349496819517866,-0.12738438474394315,-0.12839943053317265,0.024288122736137018,14
41,0.0670917272567749,0.020395037326811048,0.008866333961486816,0.0022282934213128146,sparse_cg,42,24.36293746873437,"{'solver': 'sparse_cg', 'random_state': 42, 'alpha': 24.36293746873437}",-0.11798023367410508,-0.10821455666231353,-0.11322284167638935,-0.15889514591286552,-0.14059503203498064,-0.10598535812075702,-0.12360748488964501,-0.10553481084818742,-0.18343270959288643,-0.1271040064024064,-0.12845721798145365,0.024297098078902624,15
