,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.02300095558166504,0.006071441840528447,0.006796145439147949,0.0007098944997836338,42,21.611373186593298,"{'random_state': 42, 'alpha': 21.611373186593298}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
72,0.02408261299133301,0.0022716424847321302,0.008276844024658203,0.001103196861872952,42,35.46802451225613,"{'random_state': 42, 'alpha': 35.46802451225613}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
71,0.02675302028656006,0.004538815185584156,0.009379434585571288,0.0028739774965655194,42,18.559908454227116,"{'random_state': 42, 'alpha': 18.559908454227116}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
70,0.023561310768127442,0.0006971419269085558,0.007955527305603028,0.0009707889892791731,42,43.797022511255626,"{'random_state': 42, 'alpha': 43.797022511255626}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
69,0.023515748977661132,0.0010424104975108185,0.0077615022659301754,0.0007083427817753037,42,13.107291145572786,"{'random_state': 42, 'alpha': 13.107291145572786}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
68,0.02488236427307129,0.0014979629774690725,0.007795476913452148,0.00066110573755646,42,37.26888894447224,"{'random_state': 42, 'alpha': 37.26888894447224}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
67,0.02317352294921875,0.001858942441105566,0.008182883262634277,0.001717205148562782,42,23.912477738869438,"{'random_state': 42, 'alpha': 23.912477738869438}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
66,0.02352449893951416,0.0019059834644751844,0.007549715042114258,0.0006874909825052818,42,30.390587293646824,"{'random_state': 42, 'alpha': 30.390587293646824}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
65,0.025016212463378908,0.0019664611350998468,0.007888460159301757,0.0017230202358173967,42,16.358851925962984,"{'random_state': 42, 'alpha': 16.358851925962984}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
64,0.024891090393066407,0.0031129284710439994,0.00787956714630127,0.0009022096243644294,42,24.737873936968487,"{'random_state': 42, 'alpha': 24.737873936968487}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
63,0.024107766151428223,0.0006560039355453408,0.007164883613586426,0.0012685806354477344,42,9.905754377188595,"{'random_state': 42, 'alpha': 9.905754377188595}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
62,0.026045751571655274,0.0031139267439259342,0.0077714681625366214,0.0007980775557345014,42,2.5272126063031517,"{'random_state': 42, 'alpha': 2.5272126063031517}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
61,0.022829818725585937,0.001722259990447763,0.010771536827087402,0.008013808605855694,42,8.054865932966482,"{'random_state': 42, 'alpha': 8.054865932966482}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
60,0.02386791706085205,0.0024004484289275015,0.00773463249206543,0.0006887509118623112,42,3.3275967983991994,"{'random_state': 42, 'alpha': 3.3275967983991994}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
59,0.025208044052124023,0.00200706173598781,0.007911229133605957,0.0005672721811015123,42,32.066391695847926,"{'random_state': 42, 'alpha': 32.066391695847926}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
58,0.02411785125732422,0.002105449059295984,0.008008027076721191,0.0007142938062250482,42,10.33095847923962,"{'random_state': 42, 'alpha': 10.33095847923962}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
57,0.023463845252990723,0.001504870528440784,0.007361030578613282,0.000999041740504739,42,47.04858329164582,"{'random_state': 42, 'alpha': 47.04858329164582}",-0.3787020576128994,-0.3953552623203588,-0.42447957499954897,-0.4257868662698087,-0.45436010453218095,-0.3600608178224553,-0.3900682145684271,-0.37468489791460685,-0.37972936864820334,-0.40453690198533826,-0.39877640666738273,0.02728653910633347,1
