,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
37,4.712381815910339,0.3760217205671048,0.28575336933135986,0.04968220862756392,42,127,4,1,81,"{'random_state': 42, 'n_estimators': 127, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 81}",-0.14594852498345876,-0.1281268537481414,-0.14326876985409304,-0.14358239160051664,-0.16825785158532153,-0.1125805625868235,-0.1421092916844306,-0.12709389420034287,-0.1343899558490112,-0.1424446485025865,-0.1387802744594726,0.013942004653799047,34
30,4.617030477523803,0.4285690677717117,0.29240965843200684,0.07861710584136417,42,113,3,1,66,"{'random_state': 42, 'n_estimators': 113, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 66}",-0.14363130794469106,-0.1289537574287333,-0.14382119107605298,-0.14356050395085915,-0.16903721482155132,-0.11333114441831674,-0.14274594287282907,-0.12727953575408543,-0.13401904006460164,-0.14145029477704496,-0.13878299331087654,0.013817694675139243,35
35,4.6286849021911625,0.5654243192641242,0.2585162162780762,0.0658217584491562,42,113,3,1,89,"{'random_state': 42, 'n_estimators': 113, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 89}",-0.14363130794469092,-0.1289537574287333,-0.14382119107605298,-0.14356050395085923,-0.16903721482155135,-0.11333114441831674,-0.14274594287282905,-0.1272795357540855,-0.1340190400646019,-0.14145029477704488,-0.13878299331087657,0.013817694675139231,36
59,6.0125937223434445,0.39825902906420113,0.24665226936340331,0.04192529123397295,42,171,3,1,43,"{'random_state': 42, 'n_estimators': 171, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 43}",-0.14212809659229692,-0.12800196167795008,-0.1445388792734923,-0.1454119131692823,-0.16933601477208376,-0.11322437279767698,-0.14216236187457829,-0.12702316233760555,-0.13403971772346518,-0.14203943655086612,-0.13879059167692973,0.014050052059031834,37
15,4.04699981212616,0.25954626285115806,0.1787355661392212,0.08071334751562093,42,127,7,2,54,"{'random_state': 42, 'n_estimators': 127, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 54}",-0.14376781343936962,-0.1286316579922879,-0.14391440009217407,-0.14499030231077445,-0.16816972758905996,-0.11358109620826329,-0.14293705396834863,-0.12609216947945692,-0.13395922953123834,-0.1420459296168314,-0.13880893802278046,0.013797455485234504,38
0,4.622886276245117,0.45667085741799984,0.14885008335113525,0.06479907838473878,42,156,5,2,55,"{'random_state': 42, 'n_estimators': 156, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 55}",-0.14317040552716293,-0.1280973901932216,-0.14441380204474905,-0.14578017164362186,-0.16773853918094803,-0.11332017210361871,-0.1421763389629073,-0.12572111098105088,-0.13465284279802547,-0.1430204232749842,-0.138809119671029,0.01384922960612931,39
32,7.438118863105774,0.6869265549944875,0.3607621431350708,0.08925357394329786,42,200,5,2,85,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 85}",-0.1424246542286209,-0.12816766076267244,-0.14484671905343133,-0.1457579151700118,-0.16776635121079467,-0.11376391579922959,-0.14297212328262407,-0.12577040851525031,-0.13430366843197364,-0.14243364606786188,-0.13882070625224704,0.01377536978126623,40
25,6.221883511543274,0.34225870101803346,0.31441686153411863,0.11116145114235845,42,185,7,2,100,"{'random_state': 42, 'n_estimators': 185, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 100}",-0.14223482566681578,-0.128460350409046,-0.14484837495173894,-0.1456641544071894,-0.1686775658152856,-0.11330092279036279,-0.1430260667160516,-0.1257105205292582,-0.13406000801027787,-0.14249410720339747,-0.13884768964994237,0.014037674435841042,41
18,5.914613890647888,0.3952765715106763,0.3001744508743286,0.06126248165894265,42,185,7,2,56,"{'random_state': 42, 'n_estimators': 185, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 56}",-0.14223482566681572,-0.12846035040904616,-0.14484837495173875,-0.14566415440718952,-0.16867756581528554,-0.11330092279036294,-0.14302606671605178,-0.12571052052925805,-0.1340600080102778,-0.14249410720339742,-0.13884768964994237,0.014037674435841009,41
5,3.10849392414093,0.28334655820971133,0.20566837787628173,0.10356205127780346,42,84,5,1,82,"{'random_state': 42, 'n_estimators': 84, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 82}",-0.1443422648865678,-0.12833258746530168,-0.1437566623592964,-0.1430350863549224,-0.17067410592257884,-0.11394809672885342,-0.14189258399142105,-0.1273898660976918,-0.13410155955713582,-0.14129558445924983,-0.1388768397823019,0.014086742278695615,43
44,4.008207559585571,0.4316603482341718,0.2518334865570068,0.12534196724065796,42,98,7,2,87,"{'random_state': 42, 'n_estimators': 98, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 87}",-0.14366012084853846,-0.12896174501966406,-0.1449637570988154,-0.1451342902852676,-0.16809067157084265,-0.11438309897801853,-0.14367528810583685,-0.1255650210839944,-0.13428169264165185,-0.14077034906451114,-0.1389486034697141,0.013695493109889783,44
47,3.9901681661605837,0.5545498702280065,0.23104345798492432,0.09779313764129942,42,98,7,2,60,"{'random_state': 42, 'n_estimators': 98, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 60}",-0.1436601208485384,-0.12896174501966423,-0.14496375709881557,-0.14513429028526753,-0.16809067157084265,-0.11438309897801865,-0.14367528810583696,-0.12556502108399434,-0.13428169264165185,-0.14077034906451089,-0.1389486034697141,0.013695493109889757,44
63,2.795130491256714,0.1678579502009468,0.1954111337661743,0.09774698782436791,42,98,7,2,54,"{'random_state': 42, 'n_estimators': 98, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 54}",-0.1436601208485385,-0.1289617450196641,-0.1449637570988153,-0.14513429028526742,-0.16809067157084273,-0.11438309897801857,-0.14367528810583693,-0.12556502108399428,-0.13428169264165182,-0.1407703490645112,-0.1389486034697141,0.013695493109889793,44
10,3.972253441810608,0.33777731083518064,0.295243239402771,0.08043411678005598,42,113,4,1,76,"{'random_state': 42, 'n_estimators': 113, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 76}",-0.1457520320367919,-0.1286896356564994,-0.14368168532909795,-0.14319883101544462,-0.16830720928968013,-0.11306271882415912,-0.1432728176893186,-0.12727521811895237,-0.1343165364142173,-0.14197449815292015,-0.13895311825270815,0.013818773291017439,47
75,3.7493576288223265,0.2941694675058107,0.22760119438171386,0.054181469958420575,42,113,4,1,42,"{'random_state': 42, 'n_estimators': 113, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 42}",-0.14575203203679207,-0.1286896356564996,-0.1436816853290979,-0.1431988310154446,-0.16830720928968013,-0.11306271882415914,-0.1432728176893184,-0.12727521811895237,-0.13431653641421737,-0.14197449815292007,-0.13895311825270817,0.013818773291017416,48
40,3.7683531045913696,0.25280347660286456,0.26902868747711184,0.04936459503832256,42,113,4,1,58,"{'random_state': 42, 'n_estimators': 113, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 58}",-0.14575203203679216,-0.12868963565649957,-0.14368168532909784,-0.14319883101544456,-0.1683072092896802,-0.11306271882415907,-0.1432728176893186,-0.12727521811895245,-0.13431653641421729,-0.14197449815292007,-0.1389531182527082,0.013818773291017453,49
27,7.347676920890808,0.6488217647055133,0.31782639026641846,0.06869695412221384,42,200,5,1,57,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 57}",-0.1423245728791775,-0.1274899639350054,-0.14454842711989985,-0.1453032021167749,-0.1702983555416751,-0.1133913043257152,-0.14257968295842854,-0.12730079395771762,-0.1342777887762735,-0.1420886191488763,-0.1389602710759544,0.014251140601875725,50
64,3.1599558115005495,0.09936640691899508,0.19244613647460937,0.07667571024659961,42,113,7,2,68,"{'random_state': 42, 'n_estimators': 113, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 68}",-0.14365604779975852,-0.12913159023123502,-0.14420731782024954,-0.14439292822118008,-0.16860242700451397,-0.11424443247806988,-0.1437462563379928,-0.12616957501012147,-0.13418958883813775,-0.14129084078705637,-0.13896310045283153,0.01371104328629676,51
73,7.048456907272339,0.33390304809341953,0.3172107934951782,0.08640393311437278,42,200,4,1,66,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 66}",-0.14378701936558247,-0.12758967913007027,-0.14468906937166637,-0.14510758777441926,-0.16843628633398675,-0.11308916251126624,-0.14276540738386725,-0.12740011677048405,-0.13390147147594317,-0.14291137445601712,-0.1389677174573303,0.013966619395287424,52
3,3.1134321689605713,0.17123815976867404,0.2613386154174805,0.1057933956841036,42,98,4,1,40,"{'random_state': 42, 'n_estimators': 98, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 40}",-0.1464853657587202,-0.12885075055469764,-0.14411671643040283,-0.14421751028255272,-0.16762751692022118,-0.11335808290008838,-0.14308843158693027,-0.12682631399396826,-0.13460311269362757,-0.14126716647551746,-0.13904409675967266,0.01370711830905298,53
62,2.267081356048584,0.21583791641594055,0.18463332653045655,0.07760219622801798,42,70,4,2,62,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 62}",-0.14320652705941989,-0.12894806778796417,-0.14635534617011076,-0.14615310769553855,-0.16853800902694469,-0.11266057897361444,-0.14385494818672037,-0.1255046549747769,-0.13409228374225785,-0.14140506537769731,-0.13907185889950446,0.014232977889158956,54
86,2.2210249662399293,0.28786844109631565,0.2501783847808838,0.061834975106387274,42,70,2,2,63,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 63}",-0.14320652705942,-0.1289480677879642,-0.14635534617011087,-0.1461531076955384,-0.16853800902694463,-0.11266057897361435,-0.14385494818672045,-0.1255046549747769,-0.13409228374225768,-0.14140506537769726,-0.1390718588995045,0.014232977889158966,55
78,3.089736270904541,0.22466268454842686,0.1914306640625,0.09236661441264483,42,98,5,1,44,"{'random_state': 42, 'n_estimators': 98, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 44}",-0.144581977297736,-0.128284713739535,-0.1442319558663389,-0.14437956323071305,-0.1697524975513382,-0.11428247797656248,-0.14202332413300547,-0.12680482358526013,-0.13510144638394897,-0.14133105612331945,-0.13907738358877578,0.013919038655416908,56
50,6.861039352416992,0.506121715717201,0.19748322963714598,0.09045923134338357,42,200,7,1,90,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 90}",-0.14372430872185182,-0.12744339015079034,-0.1452146359824654,-0.14576046287705274,-0.1698122130043339,-0.11316056483533773,-0.14258105633585275,-0.12757391105318142,-0.1338838761762854,-0.1423122879977813,-0.1391466707134933,0.014274379452519212,57
19,5.139109635353089,0.4083481547217539,0.2926567316055298,0.11760581979045835,42,142,7,1,45,"{'random_state': 42, 'n_estimators': 142, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 45}",-0.14546130321865852,-0.12764319268286872,-0.14436483895431446,-0.1447611966269769,-0.17004610309430326,-0.11307982193646117,-0.14149147313506918,-0.12724455334089396,-0.13528222826839434,-0.14243757196915785,-0.13918122832270985,0.014276283825526103,58
84,2.3077810049057006,0.10491851061848675,0.1993602991104126,0.08695804778198694,42,70,3,1,85,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 85}",-0.14259226966681932,-0.13028515944147975,-0.14547863233923514,-0.14532012331639702,-0.1700348417318563,-0.11440422060091734,-0.1420596080870463,-0.1284099736005435,-0.1331344386947332,-0.14032357079765245,-0.13920428382766806,0.013770012489674854,59
49,2.3237915515899656,0.15359479864664363,0.1445378541946411,0.06698305155939323,42,70,5,2,92,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 92}",-0.1437579581522474,-0.12926142438727273,-0.14617849591677065,-0.14565325698482146,-0.16989493885253326,-0.11335931084800929,-0.1436144660340654,-0.12552080792348624,-0.13391989411990138,-0.14149054838576677,-0.13926511016048745,0.014350979857226862,60
