,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lambda_2,param_lambda_1,param_alpha_2,param_alpha_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
10,0.4688411712646484,0.029808600492144684,0.01126394271850586,0.004802406547210676,1.0495247623811906e-07,5.99344672336168e-06,8.09824912456228e-06,6.5332666333166575e-06,"{'lambda_2': 1.0495247623811906e-07, 'lambda_1': 5.99344672336168e-06, 'alpha_2': 8.09824912456228e-06, 'alpha_1': 6.5332666333166575e-06}",-0.1174677523320492,-0.10358094114053534,-0.11437869291839858,-0.15412325167096458,-0.1412576020671998,-0.10944260838248086,-0.12473143963989838,-0.10235215165786343,-0.1817975671510914,-0.12828642526511297,-0.12774184322255946,0.023785317299155898,1
72,0.5162918329238891,0.058940723514200245,0.009640192985534668,0.0010850099403193069,1.7923961980990496e-07,1.2737368684342171e-06,9.62856428214107e-06,5.225812906453226e-06,"{'lambda_2': 1.7923961980990496e-07, 'lambda_1': 1.2737368684342171e-06, 'alpha_2': 9.62856428214107e-06, 'alpha_1': 5.225812906453226e-06}",-0.1174677525711828,-0.10358093959625772,-0.1143786938514284,-0.1541232510385907,-0.14125760292672934,-0.10944261022029211,-0.12473144076348042,-0.10235215163621576,-0.1817975681156744,-0.12828642633860918,-0.1277418437058461,0.02378531744034728,2
95,0.5180048227310181,0.0618982635271842,0.012867045402526856,0.00622235109957566,3.0800400200100047e-07,3.1606303151575784e-06,4.799899949974987e-06,7.464332166083041e-06,"{'lambda_2': 3.0800400200100047e-07, 'lambda_1': 3.1606303151575784e-06, 'alpha_2': 4.799899949974987e-06, 'alpha_1': 7.464332166083041e-06}",-0.11746775401825892,-0.10358093137714794,-0.11437869976465705,-0.15412324688650028,-0.14125760997057635,-0.10944262346511169,-0.12473144802256947,-0.10235215150534803,-0.18179757308865646,-0.1282864350005042,-0.12774184730993304,0.023785317873364978,3
27,0.4883419513702393,0.040183488482326384,0.009469079971313476,0.0017907608201347522,3.52576288144072e-07,8.692546273136568e-06,5.176288144072035e-06,5.95247623811906e-07,"{'lambda_2': 3.52576288144072e-07, 'lambda_1': 8.692546273136568e-06, 'alpha_2': 5.176288144072035e-06, 'alpha_1': 5.95247623811906e-07}",-0.11746775413939971,-0.1035809305991744,-0.11437870023070362,-0.15412324654630266,-0.1412576104192506,-0.10944262437274999,-0.12473144859314853,-0.10235215149452609,-0.18179757361150028,-0.1282864355464533,-0.12774184755532092,0.023785317952915806,4
49,0.4894381523132324,0.05652168410632827,0.009529995918273925,0.0016282744731885266,5.259129564782391e-07,3.9975987993997e-06,2.6653826913456724e-06,9.375987993996998e-06,"{'lambda_2': 5.259129564782391e-07, 'lambda_1': 3.9975987993997e-06, 'alpha_2': 2.6653826913456724e-06, 'alpha_1': 9.375987993996998e-06}",-0.11746775557264032,-0.1035809222884834,-0.11437870604955364,-0.15412324249018391,-0.14125761711448567,-0.10944263718157277,-0.12473145571329566,-0.10235215136486037,-0.18179757865360757,-0.1282864438001001,-0.12774185102287833,0.023785318441921693,5
11,0.47900214195251467,0.07028103132312301,0.009700632095336914,0.0011874833546536613,8.52776388194097e-07,4.616658329164582e-06,8.078439219609806e-06,7.662431215607803e-06,"{'lambda_2': 8.52776388194097e-07, 'lambda_1': 4.616658329164582e-06, 'alpha_2': 8.078439219609806e-06, 'alpha_1': 7.662431215607803e-06}",-0.11746775659375518,-0.10358091572684683,-0.11437871002386803,-0.15412323974018993,-0.1412576208503426,-0.10944264502156704,-0.12473146052316839,-0.10235215127277268,-0.18179758282952693,-0.12828644843224327,-0.12774185310142808,0.023785319053756943,6
88,0.505551791191101,0.03997093691828859,0.01043236255645752,0.0026154563512780136,9.56778389194597e-07,7.612906453226613e-06,9.494847423711857e-06,9.326463231615808e-06,"{'lambda_2': 9.56778389194597e-07, 'lambda_1': 7.612906453226613e-06, 'alpha_2': 9.494847423711857e-06, 'alpha_1': 9.326463231615808e-06}",-0.11746775693789854,-0.10358091354324214,-0.11437871136830643,-0.15412323880177756,-0.14125762215599375,-0.10944264771029023,-0.12473146215546399,-0.10235215124176769,-0.18179758422280617,-0.12828645004564024,-0.12774185381831865,0.0237853192514072,7
17,0.47866091728210447,0.07622279846146837,0.010693812370300293,0.0027364966158462604,9.122061030515257e-07,3.4726363181590794e-06,5.83991995997999e-06,1.5807903951975986e-06,"{'lambda_2': 9.122061030515257e-07, 'lambda_1': 3.4726363181590794e-06, 'alpha_2': 5.83991995997999e-06, 'alpha_1': 1.5807903951975986e-06}",-0.1174677572726206,-0.1035809118701567,-0.11437871279877279,-0.15412323779426934,-0.14125762415319476,-0.10944265123629457,-0.12473146392842192,-0.10235215121139211,-0.18179758515971875,-0.12828645249493245,-0.12774185479197742,0.02378531925634007,8
90,0.502142858505249,0.04162124587428947,0.010461068153381348,0.001728531552838061,1.1301150575287644e-06,5.443721860930465e-06,9.806853426713356e-06,4.62656328164082e-06,"{'lambda_2': 1.1301150575287644e-06, 'lambda_1': 5.443721860930465e-06, 'alpha_2': 9.806853426713356e-06, 'alpha_1': 4.62656328164082e-06}",-0.11746775788918176,-0.10358090784565754,-0.11437871518117977,-0.15412323614667203,-0.14125762630795438,-0.10944265584319053,-0.12473146680688753,-0.10235215115583153,-0.1817975877398968,-0.12828645516950601,-0.12774185600859578,0.023785319651940466,9
92,0.49004440307617186,0.09150313194714814,0.010944414138793945,0.0036130772367719854,1.110305152576288e-06,6.596298149074537e-07,8.568734367183591e-06,9.62856428214107e-06,"{'lambda_2': 1.110305152576288e-06, 'lambda_1': 6.596298149074537e-07, 'alpha_2': 8.568734367183591e-06, 'alpha_1': 9.62856428214107e-06}",-0.11746775802765189,-0.10358090714576508,-0.11437871577449413,-0.15412323574111053,-0.14125762711815704,-0.10944265730224263,-0.12473146753720968,-0.10235215114319268,-0.18179758811549884,-0.12828645617050424,-0.12774185640758265,0.023785319652283334,10
