,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
58,2.8134831190109253,0.14191441515898515,0.010403823852539063,0.0008078933063814745,0.15866343171585792,42,198,5,2,47,0.03761500750375188,"{'subsample': 0.15866343171585792, 'random_state': 42, 'n_estimators': 198, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 47, 'learning_rate': 0.03761500750375188}",-0.11590870516303262,-0.12532204479284223,-0.11995053950452944,-0.1638046676061357,-0.1599124815484372,-0.10426040237022974,-0.11519534903689929,-0.1163372158575812,-0.13950686033234386,-0.12781994291419105,-0.12880182091262224,0.018729934793066654,1
47,11.244759798049927,0.5235527790129397,0.015808582305908203,0.0059894919762611435,0.5458183091545773,42,156,3,2,54,0.07362941470735368,"{'subsample': 0.5458183091545773, 'random_state': 42, 'n_estimators': 156, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 54, 'learning_rate': 0.07362941470735368}",-0.13094713770879668,-0.13162288330856112,-0.12786618360296234,-0.16115686633728887,-0.15268473864610269,-0.10420613612720346,-0.12992290028357964,-0.11553306003234406,-0.12790651156970453,-0.14283955076024038,-0.13246859683767837,0.015736424129501506,2
22,9.300349164009095,0.4375804483786727,0.011348080635070801,0.0011565264016612628,0.3902560780390195,42,190,4,3,77,0.12364942471235618,"{'subsample': 0.3902560780390195, 'random_state': 42, 'n_estimators': 190, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 77, 'learning_rate': 0.12364942471235618}",-0.12715693178936133,-0.12738765918857523,-0.1263573724409842,-0.16703129337245098,-0.16160378018469918,-0.1120213657596405,-0.12645088228877036,-0.12471339555961963,-0.1399122657432348,-0.1467383657267829,-0.1359373312054119,0.016697228215559325,3
74,0.5845946550369263,0.09720332807330699,0.012109732627868653,0.008609553687137894,0.09513801900950476,42,97,7,3,43,0.03461380690345173,"{'subsample': 0.09513801900950476, 'random_state': 42, 'n_estimators': 97, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 43, 'learning_rate': 0.03461380690345173}",-0.13150845916260678,-0.1250001154512455,-0.12435309888885292,-0.1632481244691469,-0.16822842922204995,-0.11811851823733847,-0.13271101816047942,-0.11960905364924683,-0.1520015436985061,-0.13933435987932255,-0.13741127208187956,0.01704239426656658,4
3,5.474782991409302,0.1630855596099832,0.009532737731933593,0.0003750712974176817,0.419767883941971,42,113,3,2,47,0.14365742871435716,"{'subsample': 0.419767883941971, 'random_state': 42, 'n_estimators': 113, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 47, 'learning_rate': 0.14365742871435716}",-0.14031549432005344,-0.12770544861615826,-0.1487204617876894,-0.16788055868936744,-0.15999067870631273,-0.12297288636562505,-0.11463606228101347,-0.1276103731945151,-0.1316511014364952,-0.14458263080099903,-0.13860656961982293,0.01600717867053541,5
62,5.973256182670593,0.4485767452685272,0.010940003395080566,0.0026103955986557397,0.4972988994497249,42,88,3,1,40,0.1326530265132566,"{'subsample': 0.4972988994497249, 'random_state': 42, 'n_estimators': 88, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 40, 'learning_rate': 0.1326530265132566}",-0.13896030809378646,-0.1361172510442751,-0.13525204876928373,-0.17070513227806872,-0.16278964435767404,-0.11621981000628814,-0.1348637791340917,-0.12317926627710346,-0.1307638728363841,-0.14336115168846664,-0.13922122644854223,0.015704224160629932,6
6,17.093853306770324,0.970884675208079,0.013322734832763672,0.0026719079068864247,0.6608643321660831,42,158,7,2,55,0.14915962981490744,"{'subsample': 0.6608643321660831, 'random_state': 42, 'n_estimators': 158, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 55, 'learning_rate': 0.14915962981490744}",-0.13812759222401705,-0.12676556563103145,-0.13493698850028987,-0.17658714629967207,-0.17066003302338473,-0.11243410772010953,-0.13397126268213105,-0.12824909393261555,-0.13336722394318343,-0.13869601464130552,-0.13937950285977402,0.018598653074900637,7
93,4.56760687828064,0.1474998419871836,0.011693215370178223,0.0032020824968550334,0.24669864932466232,42,200,3,3,42,0.10264102051025513,"{'subsample': 0.24669864932466232, 'random_state': 42, 'n_estimators': 200, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 42, 'learning_rate': 0.10264102051025513}",-0.1267766782533495,-0.13327001273622688,-0.13346158919214457,-0.16675197387531945,-0.16227611087959015,-0.13449357070942203,-0.1273873433536192,-0.12158743538341568,-0.14051027626613877,-0.14964533873685018,-0.13961603293860764,0.014474232434811125,8
71,8.650184655189515,0.4236845209182594,0.0131378173828125,0.004831712081536601,0.37324927463731866,42,180,7,3,71,0.1361544272136068,"{'subsample': 0.37324927463731866, 'random_state': 42, 'n_estimators': 180, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 71, 'learning_rate': 0.1361544272136068}",-0.13278208285243567,-0.13228366962237012,-0.13871493913197167,-0.1817170339563724,-0.1650461586894328,-0.1165315076433565,-0.14117943180383918,-0.1292752151336108,-0.11981887798004542,-0.13908173725964007,-0.13964306540730745,0.018854552563791715,9
55,13.458781123161316,0.47003833175089416,0.013585996627807618,0.0039801857918203,0.6303521260630315,42,138,3,2,45,0.1541616308154077,"{'subsample': 0.6303521260630315, 'random_state': 42, 'n_estimators': 138, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 45, 'learning_rate': 0.1541616308154077}",-0.1302964905193406,-0.12427458175893762,-0.1398345342850841,-0.17083488794328414,-0.16957457226102612,-0.11671485995534497,-0.14125634423453146,-0.12036834783201428,-0.13735651036968155,-0.15051416427974124,-0.1401025293438986,0.01792631689093145,10
