,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
38,0.0497300386428833,0.009785929672037891,0.008347487449645996,0.0020271590083327964,42,0.009603801900950474,"{'random_state': 42, 'alpha': 0.009603801900950474}",-0.15055634147430297,-0.1430328849769324,-0.14666437132297347,-0.1814328168352775,-0.17428542019717458,-0.13787281720967617,-0.15134489359478118,-0.15181134539769447,-0.21927483397769335,-0.1538392822542719,-0.16101150072407777,0.02321884953409055,1
1,0.043611884117126465,0.0026544086600178954,0.008298730850219727,0.001107634550234905,42,0.014605802901450726,"{'random_state': 42, 'alpha': 0.014605802901450726}",-0.15281005437916254,-0.1454368750839987,-0.15014008983908847,-0.18314873257451594,-0.17830144592658445,-0.1394284069039309,-0.15381687508344183,-0.15309588278643724,-0.21986440940949942,-0.15630017567096516,-0.16323429476576248,0.02287733025284892,2
77,0.047062230110168454,0.0055281064374076,0.00823659896850586,0.0008667837721567365,42,0.023609404702351174,"{'random_state': 42, 'alpha': 0.023609404702351174}",-0.15730704044548197,-0.1492224940059975,-0.15689404650486838,-0.1855470484072199,-0.18597761715740335,-0.14311084278227026,-0.1594442821542341,-0.1551597897162847,-0.21975107673644,-0.16079040747117843,-0.16732046453813784,0.021919046245804995,3
67,0.04535939693450928,0.0033097799431276173,0.008001279830932618,0.0010415216164159297,42,0.029111605802901452,"{'random_state': 42, 'alpha': 0.029111605802901452}",-0.1609225668091951,-0.15248980089323022,-0.1616511928834158,-0.18750522358978475,-0.19147514873889676,-0.14622930268239448,-0.16484516808644276,-0.15731044362460211,-0.22007036617468317,-0.16407299554638657,-0.1706572209029032,0.02125280935354853,4
34,0.0442068338394165,0.003525458094098925,0.008942270278930664,0.0018462508388999302,42,0.03361340670335168,"{'random_state': 42, 'alpha': 0.03361340670335168}",-0.16411490392364297,-0.15571109260202043,-0.1659364222462271,-0.189497431067105,-0.1964777709586112,-0.14914783569819676,-0.16870491263766302,-0.15949307033956628,-0.22040945776144927,-0.16720386827023212,-0.1736696765504714,0.02073088075940738,5
72,0.04333035945892334,0.0033609659492543982,0.008741188049316406,0.0015846335592106836,42,0.04761900950475238,"{'random_state': 42, 'alpha': 0.04761900950475238}",-0.17333099382911485,-0.16794174715878724,-0.18102733758519862,-0.1965792162402899,-0.2122894427974495,-0.15900840632047739,-0.18013617094634973,-0.16810775724167668,-0.22208316913349202,-0.1777370261068916,-0.18382412673597276,0.019288278208546256,6
74,0.04575095176696777,0.0047394648937503885,0.007924437522888184,0.0008051814579381556,42,0.0541216108054027,"{'random_state': 42, 'alpha': 0.0541216108054027}",-0.17847966115581157,-0.17465899025667994,-0.1888850872755677,-0.20075289070166114,-0.22031907577287682,-0.16415947617469642,-0.18605908321293682,-0.17296676760074578,-0.22384734330093237,-0.18346493359513963,-0.1893593309047048,0.01887278068219429,7
8,0.03956868648529053,0.005396205130668229,0.008583450317382812,0.0011924758210283132,42,0.07513001500750376,"{'random_state': 42, 'alpha': 0.07513001500750376}",-0.1937632324633242,-0.19366549366672467,-0.20941217030723833,-0.2157079974210502,-0.24185767980391654,-0.18056746353350614,-0.20339195374503857,-0.18740854935308546,-0.22898790501975955,-0.20043681371006417,-0.20551992590237078,0.018027439663832634,8
5,0.03712356090545654,0.003679827477431682,0.008235526084899903,0.0015649451051000236,42,0.07763101550775388,"{'random_state': 42, 'alpha': 0.07763101550775388}",-0.1956173495380964,-0.19600768608340732,-0.21194577938218584,-0.2176193768033311,-0.2444968323570278,-0.18256800788113647,-0.20550550245545615,-0.18918448394651916,-0.22979222884608191,-0.2025886810645226,-0.20753259283577646,0.018017483964950197,9
99,0.03548107147216797,0.005901263381375622,0.006609129905700684,0.002448463886268115,42,0.0861344172086043,"{'random_state': 42, 'alpha': 0.0861344172086043}",-0.20217603405945214,-0.20403499668957964,-0.22081160048050555,-0.22449281855966083,-0.25372037996551927,-0.18940227976125504,-0.21297692292282436,-0.19545073843191124,-0.2330191901285173,-0.21021126268398857,-0.21462962236832142,0.018153794923583984,10
33,0.03651175498962402,0.004233904135154777,0.008579492568969727,0.0009357956868027614,42,0.09513801900950476,"{'random_state': 42, 'alpha': 0.09513801900950476}",-0.2095069431270474,-0.21291369692120163,-0.23049589571258206,-0.23216765634617642,-0.2638720424210245,-0.19708306182249283,-0.22126037179127384,-0.20252102025806737,-0.23723849408723421,-0.21867286862456317,-0.22257320511116635,0.018461565924288745,11
0,0.03987505435943604,0.007835557130361695,0.00823061466217041,0.0017232817713066426,42,0.10314122061030516,"{'random_state': 42, 'alpha': 0.10314122061030516}",-0.21563946093337508,-0.22044896053161395,-0.2389231743110496,-0.23940146295595544,-0.2726807308558697,-0.20395975131089752,-0.22833235128579854,-0.20922512564083934,-0.24069133266542456,-0.22569854838554734,-0.2295000898876371,0.01878797955266215,12
6,0.03599503040313721,0.00247952907681171,0.008641672134399415,0.0014318665079021328,42,0.12915162581290646,"{'random_state': 42, 'alpha': 0.12915162581290646}",-0.23687389684648863,-0.24554647038525632,-0.2664907354868189,-0.2644637634503789,-0.30108069080360655,-0.22633083383773958,-0.25170381571457995,-0.23183830799900168,-0.25537609803701866,-0.24974965328489798,-0.2529454265845787,0.020292115439548085,13
21,0.03713204860687256,0.013635607924983507,0.0089430570602417,0.0021602075301050266,42,0.14265702851425713,"{'random_state': 42, 'alpha': 0.14265702851425713}",-0.24893925715803664,-0.25835820986751956,-0.2808769512313733,-0.2786146756308277,-0.31560520436276607,-0.2377838195666636,-0.26359291408951424,-0.24410864538098723,-0.26456888012848856,-0.2633181340519012,-0.2655766691468078,0.02116417408889823,14
41,0.035730838775634766,0.0048162185232904844,0.008866262435913087,0.0011071769235593142,42,0.15666263131565783,"{'random_state': 42, 'alpha': 0.15666263131565783}",-0.2617285841073263,-0.2721970159150427,-0.29610590837939377,-0.2939243710274822,-0.3311046301158063,-0.25006189596156925,-0.2764587798040649,-0.257154627025215,-0.27484301642617853,-0.27788790550275755,-0.27914667342648364,0.022168035439450267,15
61,0.03035120964050293,0.002048397277885478,0.0069112062454223635,0.0006248288977336149,42,0.16366543271635817,"{'random_state': 42, 'alpha': 0.16366543271635817}",-0.2683471838694717,-0.27930298801035186,-0.303876812858331,-0.3018855683410765,-0.3390025287817526,-0.25636061032785407,-0.28307271112890486,-0.26389076346307433,-0.28035214461276,-0.28536192705870084,-0.2861453238452278,0.022684017857404794,16
13,0.03546018600463867,0.004883638695764725,0.010292148590087891,0.003954581933210261,42,0.16516603301650826,"{'random_state': 42, 'alpha': 0.16516603301650826}",-0.2697833560303861,-0.28084051249847286,-0.30555481575703625,-0.3036159203271915,-0.3407068375901638,-0.2577230371698405,-0.28450488034171206,-0.26535122251573706,-0.2815628799881316,-0.28697927336303014,-0.2876622735581702,0.022795523459838662,17
76,0.033771514892578125,0.003111494825185603,0.00967104434967041,0.0012065247756055026,42,0.1741696348174087,"{'random_state': 42, 'alpha': 0.1741696348174087}",-0.27852404841137957,-0.29016884361913586,-0.31571013357057737,-0.31416711778871176,-0.35101590619644296,-0.26598617574637184,-0.29319971247787885,-0.27423086454075407,-0.2890404340067504,-0.29679316434297,-0.29688364007009727,0.02347023162078381,18
95,0.03238389492034912,0.0015584803331942035,0.008205771446228027,0.0014364166694312776,42,0.18117243621810905,"{'random_state': 42, 'alpha': 0.18117243621810905}",-0.28546225449715673,-0.29753906239314054,-0.3237058815724363,-0.3225613548504542,-0.3591265366738237,-0.2725118941668803,-0.3000765855727011,-0.28126963288643925,-0.2950963963071368,-0.3045481493964057,-0.30418977483165743,0.023999896857332698,19
10,0.0347027063369751,0.0029825413189990646,0.008385825157165527,0.0009077298012790087,42,0.18317323661830914,"{'random_state': 42, 'alpha': 0.18317323661830914}",-0.28746553058863217,-0.2996621288464133,-0.3260050317586943,-0.32490797581943454,-0.36128749330392085,-0.27439130666412376,-0.3020587056407204,-0.28330046407722514,-0.2968632500219953,-0.3067821824690865,-0.30627240691902463,0.024106798023013482,20
