,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_loss,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
96,2.736807656288147,0.15666595346028983,0.04337737560272217,0.005865284919104247,42,72,linear,3.3517724862431213,"{'random_state': 42, 'n_estimators': 72, 'loss': 'linear', 'learning_rate': 3.3517724862431213}",-0.18164562140280954,-0.18208922779734935,-0.16406184443285066,-0.18386295124053115,-0.1846548838803777,-0.1691022028627011,-0.17552266968450222,-0.16847598414632323,-0.20212804651931368,-0.17303110503803298,-0.17845745370047914,0.010410191838700915,1
97,6.926736569404602,1.5394222429939657,0.09351167678833008,0.059000973253442494,42,197,exponential,2.9515727863931964,"{'random_state': 42, 'n_estimators': 197, 'loss': 'exponential', 'learning_rate': 2.9515727863931964}",-0.18246936999437297,-0.17945559895357238,-0.16826264418474304,-0.18950615025603185,-0.18913570363906024,-0.1642147868503481,-0.1775675712463118,-0.17425897537987586,-0.19854735492617284,-0.16805007869156796,-0.17914682341220572,0.01041903342215355,2
60,7.807045102119446,0.46811463414755505,0.10895714759826661,0.020341477845247563,42,176,linear,2.4513231615807904,"{'random_state': 42, 'n_estimators': 176, 'loss': 'linear', 'learning_rate': 2.4513231615807904}",-0.18639172723332192,-0.1760151992594527,-0.17108629819274498,-0.18925785925880795,-0.18851621083099968,-0.1629806564501398,-0.18373760630414532,-0.17512782852537076,-0.19798291061476306,-0.16408086066971636,-0.17951771573394626,0.01093738816877003,3
76,5.673442006111145,0.36800722263798796,0.0973320722579956,0.02732016148365719,42,131,exponential,2.0511234617308656,"{'random_state': 42, 'n_estimators': 131, 'loss': 'exponential', 'learning_rate': 2.0511234617308656}",-0.183467391527122,-0.17995165645770939,-0.17235346183886704,-0.19526325829552035,-0.1892944614277013,-0.16564046168402285,-0.17909391191499338,-0.17896483903511481,-0.19982975041890885,-0.1623453454838844,-0.18062045380838443,0.011397341123885678,4
6,3.992408561706543,0.37333615174604273,0.06870443820953369,0.02112610353345753,42,82,exponential,2.7014479739869937,"{'random_state': 42, 'n_estimators': 82, 'loss': 'exponential', 'learning_rate': 2.7014479739869937}",-0.19793447012113524,-0.18653815611787825,-0.16529689027321148,-0.18857930831539133,-0.19214506290053937,-0.16783443003305573,-0.17695090115749632,-0.18062690488434102,-0.19577766862145995,-0.1613875193982201,-0.18130713118227287,0.012400184158808867,5
90,2.6404723167419433,0.268471230042323,0.050926804542541504,0.02689629860954031,42,61,exponential,2.3512732366183093,"{'random_state': 42, 'n_estimators': 61, 'loss': 'exponential', 'learning_rate': 2.3512732366183093}",-0.18769859904996117,-0.17971899962524054,-0.16199914829191084,-0.20460102212001466,-0.18854999114687962,-0.1690968020984945,-0.18146905348475761,-0.18242540429020865,-0.18990025156963192,-0.16968389914403037,-0.18151431708211302,0.011705197448452734,6
18,3.963300585746765,0.3667361175091246,0.05657958984375,0.0065307604592884155,42,90,linear,1.150674137068534,"{'random_state': 42, 'n_estimators': 90, 'loss': 'linear', 'learning_rate': 1.150674137068534}",-0.1908229340270642,-0.1857816393618219,-0.17196487293232315,-0.196495776547395,-0.1923615200374782,-0.17096297479408612,-0.17885634730484065,-0.18129996771825757,-0.20261544159557876,-0.17093200956004828,-0.18420934838788935,0.010682745602140059,7
49,2.251321721076965,0.31562568376034505,0.034293317794799806,0.012153730296965972,42,33,exponential,0.3002497748874437,"{'random_state': 42, 'n_estimators': 33, 'loss': 'exponential', 'learning_rate': 0.3002497748874437}",-0.18436083604209033,-0.18037134563765359,-0.18528649457347557,-0.19975486869984924,-0.2139877576365669,-0.1713747654853642,-0.19850342873956028,-0.1680249861720275,-0.20363908702390843,-0.16993754648066503,-0.1875241116491161,0.014988774688932744,8
28,2.881277084350586,0.4777324096764423,0.062077450752258304,0.013179151719210464,42,76,exponential,5.752970685342671,"{'random_state': 42, 'n_estimators': 76, 'loss': 'exponential', 'learning_rate': 5.752970685342671}",-0.17777294957653594,-0.1817199681149111,-0.20490391922579232,-0.2221525173708753,-0.22796143356429185,-0.18268297690507365,-0.18564469804248976,-0.17148433825997939,-0.2085083252729112,-0.19264115672361004,-0.19554722830564705,0.018363537012748992,9
80,0.07994110584259033,0.016139816791131512,0.012225985527038574,0.0038193743052052065,42,1,linear,3.801997148574287,"{'random_state': 42, 'n_estimators': 1, 'loss': 'linear', 'learning_rate': 3.801997148574287}",-0.23957895185402414,-0.23237765396790255,-0.2578708119622108,-0.24514226506234837,-0.27344867585571864,-0.21815332505426815,-0.24851442358740486,-0.24975845883279937,-0.2597666161501206,-0.2391867205615182,-0.24637979028883156,0.014670595071140007,10
