,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_l1_ratio,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
49,0.28564913272857667,0.08318555077268526,0.01658198833465576,0.007325531321040006,42,0.9130435217608803,0.0003571685842921461,"{'random_state': 42, 'l1_ratio': 0.9130435217608803, 'alpha': 0.0003571685842921461}",-0.11123951068695812,-0.0919035583031823,-0.10415408576475071,-0.1168312636277162,-0.13978800535993877,-0.09263813261119712,-0.11424077225376034,-0.09146492025993579,-0.09176484087170123,-0.12198830224042377,-0.10760133919795642,0.015423541033968494,1
85,0.2823105096817017,0.09403964598266713,0.016751670837402345,0.006739953553068443,42,0.9320340170085042,0.000363111555777889,"{'random_state': 42, 'l1_ratio': 0.9320340170085042, 'alpha': 0.000363111555777889}",-0.11112774627451565,-0.09191822009368546,-0.10433556528473,-0.11675227348954954,-0.13972215575570798,-0.09266234824113173,-0.1142179908044696,-0.09155756359005358,-0.09185683804919074,-0.1220226949336302,-0.10761733965166645,0.015377795772757533,2
82,0.286126446723938,0.06243505052103496,0.015086603164672852,0.004766275899989446,42,0.8740630315157578,0.0003834167083541771,"{'random_state': 42, 'l1_ratio': 0.8740630315157578, 'alpha': 0.0003834167083541771}",-0.11116250538076969,-0.0919166196885115,-0.10429347230748472,-0.11678990769089577,-0.13972534194913788,-0.09267856465950418,-0.11423176261258908,-0.0915467885482091,-0.09184884645420267,-0.1219946604678059,-0.10761884697591104,0.015380902536874493,3
15,0.374428391456604,0.023009070586334848,0.015892910957336425,0.005783696121517762,42,0.6086958479239619,0.0005275337668834418,"{'random_state': 42, 'l1_ratio': 0.6086958479239619, 'alpha': 0.0005275337668834418}",-0.11139424067829351,-0.091935759181792,-0.10415419365955897,-0.11699750386526186,-0.1397030020055365,-0.09280202493047619,-0.11433476775275506,-0.09153116761646377,-0.09185620344962668,-0.12184550848101229,-0.10765543716207768,0.015374880639085544,4
22,0.30283341407775877,0.0289661827551545,0.016342353820800782,0.0043540222398016845,42,0.48975537768884436,0.0005929064532266134,"{'random_state': 42, 'l1_ratio': 0.48975537768884436, 'alpha': 0.0005929064532266134}",-0.11188545493974036,-0.091933349404941,-0.10384260556763192,-0.1171771320296286,-0.1398793835513978,-0.09283993147776462,-0.11444565986712012,-0.09137484053422297,-0.09164351342687879,-0.12173848077048499,-0.10767603515698113,0.015472665925727424,5
98,0.3061895132064819,0.0471633114613333,0.01352519989013672,0.00399722740691807,42,0.5247378689344672,0.0006008304152076039,"{'random_state': 42, 'l1_ratio': 0.5247378689344672, 'alpha': 0.0006008304152076039}",-0.1115265408080998,-0.0919491469120052,-0.104104959241805,-0.11707838318842291,-0.13969557006752864,-0.09285988136898943,-0.11438743683298039,-0.0915323476365038,-0.0918650717365454,-0.1217743118699364,-0.10767736496628169,0.015370415350216354,6
74,0.36545910835266116,0.09153774093863287,0.02317776679992676,0.009958636222558822,42,0.9120440220110054,0.0002913006503251626,"{'random_state': 42, 'l1_ratio': 0.9120440220110054, 'alpha': 0.0002913006503251626}",-0.11231232960319869,-0.09190151365039954,-0.1037791213028538,-0.11712351735763199,-0.1402846140075676,-0.09267589070805696,-0.11443270826711391,-0.09142943357919833,-0.09117178690119394,-0.1220301744929857,-0.10771410898702005,0.015656043834124885,7
68,0.40491018295288084,0.07386271451143828,0.011902213096618652,0.0017598522002400098,42,0.5447278639319659,0.0004958379189594797,"{'random_state': 42, 'l1_ratio': 0.5447278639319659, 'alpha': 0.0004958379189594797}",-0.11220137389176706,-0.0919333680260425,-0.10379429222166225,-0.11719882833542505,-0.140097744320187,-0.09282830064284588,-0.11448255416564226,-0.09142308480522758,-0.09136580922132669,-0.1218171582220216,-0.10771425138521477,0.015563262978645251,8
23,0.27924745082855223,0.033572372231146695,0.01426684856414795,0.0015895760222561378,42,0.4992506253126563,0.000679079539769885,"{'random_state': 42, 'l1_ratio': 0.4992506253126563, 'alpha': 0.000679079539769885}",-0.1113370519775447,-0.09201513031602487,-0.10446588692474071,-0.1170733733393495,-0.13953306569216792,-0.09297659240718631,-0.11438945817112552,-0.09174991854343245,-0.092139699872803,-0.12181045873921202,-0.1077490635983587,0.01525792765858466,9
31,0.2534825325012207,0.04711379392143009,0.013018512725830078,0.0016793380624480292,42,0.3683161580790395,0.0007345472736368185,"{'random_state': 42, 'l1_ratio': 0.3683161580790395, 'alpha': 0.0007345472736368185}",-0.11225813018925253,-0.09201510786365975,-0.1038500414885616,-0.11736636647850186,-0.13996132400847697,-0.0930075893646,-0.11458138847959728,-0.09151058441988592,-0.09157746633962606,-0.1216324004617746,-0.10777603990939366,0.015476284788211182,10
