,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
20,23.178327131271363,1.3113115173761936,0.013250136375427246,0.002229840214686285,0.700443171585793,42,158,5,1,50,0.5553720860430216,"{'subsample': 0.700443171585793, 'random_state': 42, 'n_estimators': 158, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 50, 'learning_rate': 0.5553720860430216}",-0.17744804196671268,-0.15937387965375208,-0.15604565797463682,-0.1986357446316625,-0.19680433852559892,-0.1589477307135068,-0.19539090706161857,-0.16022565503434372,-0.18485772066135878,-0.1712133424439915,-0.17589430186671823,0.016244305506836264,1
70,32.48771548271179,0.6695833674307708,0.018218135833740233,0.0012160762732558643,0.7854848424212106,42,255,3,2,50,1.790977538769385,"{'subsample': 0.7854848424212106, 'random_state': 42, 'n_estimators': 255, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 50, 'learning_rate': 1.790977538769385}",-11052628627.676773,-11624575256.632425,-14391962627.201723,-19894205047.70502,-20502828590.99297,-60264565533.94142,-34560793375.85945,-14304384245.877357,-40961528581.4097,-33400585528.5673,-26095805741.586414,15149198603.29551,2
62,1.08199200630188,0.05779317895638627,0.006901264190673828,0.00043378438712159096,0.6854358179089546,42,244,4,3,1,2.326239819909955,"{'subsample': 0.6854358179089546, 'random_state': 42, 'n_estimators': 244, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 1, 'learning_rate': 2.326239819909955}",-2.3559901129655234e+29,-2.149337543116682e+29,-2.320422733988612e+29,-2.058795376649054e+29,-1.980673496591603e+29,-2.0061096956015674e+29,-2.0227673532705094e+29,-2.0502372675061392e+29,-2.251210251776219e+29,-2.0164517820930143e+29,-2.1211995613558924e+29,1.3232353517951378e+28,3
86,4.720522856712341,0.9109519852147351,0.008700895309448241,0.001196002380365478,0.6204039519759881,42,99,2,1,50,4.627367383691846,"{'subsample': 0.6204039519759881, 'random_state': 42, 'n_estimators': 99, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 50, 'learning_rate': 4.627367383691846}",-4.791031086350675e+58,-5.440601791372278e+58,-3.426240798668951e+58,-5.348938984062322e+58,-5.969859662082739e+58,-4.19299321386273e+58,-3.9432184220370703e+58,-5.63115759689849e+58,-4.9862083591138895e+58,-6.457439542234091e+58,-5.018768945668323e+58,8.980037200294337e+57,4
6,8.002065706253052,0.5044166368542449,0.015320634841918946,0.006097835097314769,0.8205020010005003,42,170,7,3,50,5.532811055527764,"{'subsample': 0.8205020010005003, 'random_state': 42, 'n_estimators': 170, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 50, 'learning_rate': 5.532811055527764}",-1.2682307446213203e+111,-1.2573957114910901e+111,-1.4178169400145437e+111,-1.4594929461262537e+111,-1.3036133386759636e+111,-1.2263157670973194e+111,-1.265219060464093e+111,-1.1647765911295181e+111,-1.3905122385242587e+111,-1.5434226757141293e+111,-1.3296796013858489e+111,1.1212449583019584e+110,5
39,0.5551525354385376,0.029845325534950503,0.0065162420272827145,0.00042294850406913927,0.4553230615307654,42,163,5,1,1,8.044041570785394,"{'subsample': 0.4553230615307654, 'random_state': 42, 'n_estimators': 163, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 1, 'learning_rate': 8.044041570785394}",-4.240709896703711e+137,-4.098317090663635e+137,-4.0394053635840435e+137,-3.982316560638537e+137,-3.768720110436015e+137,-3.8635182054327585e+137,-3.7838261146524855e+137,-3.7817528219420135e+137,-3.804281378207112e+137,-3.6580077053055125e+137,-3.902085524756582e+137,1.7185624874325133e+136,6
47,4.9412311792373655,0.1358984779520597,0.013463091850280762,0.0019007032322187949,0.28523971985992996,42,256,5,2,25,9.754879889944974,"{'subsample': 0.28523971985992996, 'random_state': 42, 'n_estimators': 256, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 25, 'learning_rate': 9.754879889944974}",-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,,7
71,0.012064814567565918,0.0013748246818543813,0.0,0.0,6.343208154077039,42,267,2,3,1,3.576852626313157,"{'subsample': 6.343208154077039, 'random_state': 42, 'n_estimators': 267, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 1, 'learning_rate': 3.576852626313157}",,,,,,,,,,,,,8
69,0.010835719108581544,0.0007498174179366284,0.0,0.0,3.942031565782892,42,218,2,3,1,7.78891655827914,"{'subsample': 3.942031565782892, 'random_state': 42, 'n_estimators': 218, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 1, 'learning_rate': 7.78891655827914}",,,,,,,,,,,,,9
68,0.00968928337097168,0.0006487523644526023,0.0,0.0,1.0706245622811406,42,224,7,3,50,7.138597898949475,"{'subsample': 1.0706245622811406, 'random_state': 42, 'n_estimators': 224, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 50, 'learning_rate': 7.138597898949475}",,,,,,,,,,,,,10
67,0.01211564540863037,0.003588559021882957,0.0,0.0,3.5118207603801905,42,139,2,2,50,1.0456123061530767,"{'subsample': 3.5118207603801905, 'random_state': 42, 'n_estimators': 139, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 50, 'learning_rate': 1.0456123061530767}",,,,,,,,,,,,,11
66,0.012358307838439941,0.002579384885992272,0.0,0.0,2.4362937468734374,42,279,7,1,25,1.7309481240620312,"{'subsample': 2.4362937468734374, 'random_state': 42, 'n_estimators': 279, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 25, 'learning_rate': 1.7309481240620312}",,,,,,,,,,,,,12
65,0.011446356773376465,0.0033271344119767524,0.0,0.0,1.2206980990495249,42,272,3,2,25,5.552820860430216,"{'subsample': 1.2206980990495249, 'random_state': 42, 'n_estimators': 272, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 25, 'learning_rate': 5.552820860430216}",,,,,,,,,,,,,13
64,0.009917354583740235,0.0005949597962830463,0.0,0.0,8.7493871935968,42,238,5,3,1,6.628347873936969,"{'subsample': 8.7493871935968, 'random_state': 42, 'n_estimators': 238, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 1, 'learning_rate': 6.628347873936969}",,,,,,,,,,,,,14
0,0.016529345512390138,0.000967517854601689,0.0,0.0,8.744384742371187,42,247,7,2,25,8.459245022511256,"{'subsample': 8.744384742371187, 'random_state': 42, 'n_estimators': 247, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 25, 'learning_rate': 8.459245022511256}",,,,,,,,,,,,,15
72,0.013112807273864746,0.00453022759063355,0.0,0.0,6.04306108054027,42,204,7,2,25,9.934968134067034,"{'subsample': 6.04306108054027, 'random_state': 42, 'n_estimators': 204, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 25, 'learning_rate': 9.934968134067034}",,,,,,,,,,,,,16
61,0.012438702583312988,0.0027530086312837995,0.0,0.0,8.319176388194098,42,127,2,1,50,0.6053965982991496,"{'subsample': 8.319176388194098, 'random_state': 42, 'n_estimators': 127, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 50, 'learning_rate': 0.6053965982991496}",,,,,,,,,,,,,17
60,0.012476420402526856,0.0008901811052788032,0.0,0.0,6.483276788394197,42,233,7,3,25,1.320747123561781,"{'subsample': 6.483276788394197, 'random_state': 42, 'n_estimators': 233, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 25, 'learning_rate': 1.320747123561781}",,,,,,,,,,,,,18
59,0.01478726863861084,0.004439076696493232,0.0,0.0,2.5363427713856934,42,71,2,2,50,5.5077987993997,"{'subsample': 2.5363427713856934, 'random_state': 42, 'n_estimators': 71, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 50, 'learning_rate': 5.5077987993997}",,,,,,,,,,,,,19
58,0.015315937995910644,0.005375516753594826,0.0,0.0,1.5108402701350676,42,231,7,2,25,3.276705552776389,"{'subsample': 1.5108402701350676, 'random_state': 42, 'n_estimators': 231, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 25, 'learning_rate': 3.276705552776389}",,,,,,,,,,,,,20
57,0.015472173690795898,0.004825744964556944,0.0,0.0,3.3667496748374193,42,50,5,3,1,0.7904872936468235,"{'subsample': 3.3667496748374193, 'random_state': 42, 'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 1, 'learning_rate': 0.7904872936468235}",,,,,,,,,,,,,21
56,0.01199803352355957,0.001592973314352918,0.0,0.0,2.6614040520260134,42,156,4,2,1,6.818441020510256,"{'subsample': 2.6614040520260134, 'random_state': 42, 'n_estimators': 156, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 1, 'learning_rate': 6.818441020510256}",,,,,,,,,,,,,22
55,0.010816597938537597,0.00110008391257491,0.0,0.0,6.888475337668835,42,244,4,1,25,1.5958819409704854,"{'subsample': 6.888475337668835, 'random_state': 42, 'n_estimators': 244, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 25, 'learning_rate': 1.5958819409704854}",,,,,,,,,,,,,23
54,0.010526943206787109,0.0010431677907766323,0.0,0.0,2.6513991495747877,42,123,7,2,1,4.65237963981991,"{'subsample': 2.6513991495747877, 'random_state': 42, 'n_estimators': 123, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 1, 'learning_rate': 4.65237963981991}",,,,,,,,,,,,,24
