,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_l1_ratio,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
27,0.30308501720428466,0.03208507558766397,0.013564562797546387,0.002729356580769726,42,0.5797103551775887,0.0005602201100550275,"{'random_state': 42, 'l1_ratio': 0.5797103551775887, 'alpha': 0.0005602201100550275}",-0.11136672771272364,-0.09195633125013362,-0.10421904654235102,-0.11700686611495878,-0.13966566330209906,-0.09283883622685433,-0.11434337845458134,-0.09158008567914384,-0.09191592655035817,-0.1218354405236024,-0.10767283023568061,0.015348051984593606,1
68,0.22580106258392335,0.05035508254979934,0.015053653717041015,0.002569257002586741,42,0.9505247623811905,0.000383911955977989,"{'random_state': 42, 'l1_ratio': 0.9505247623811905, 'alpha': 0.000383911955977989}",-0.11095790729517165,-0.0919272130985109,-0.10478254941965551,-0.11672399155671008,-0.1395926251730611,-0.09272763777681048,-0.11418668913310547,-0.09175616772855635,-0.0921376933138979,-0.1220675057519092,-0.10768599802473885,0.015282478375052963,2
5,0.2407837390899658,0.03699313867361003,0.012216687202453613,0.001124261798540667,42,0.4112946473236618,0.0007216708354177089,"{'random_state': 42, 'l1_ratio': 0.4112946473236618, 'alpha': 0.0007216708354177089}",-0.11186396097187537,-0.09197576574281649,-0.10393491112030104,-0.11725811032061423,-0.13977084321194097,-0.09295182729819007,-0.11449905483986782,-0.09148343428609053,-0.09181660235478684,-0.12165858301863204,-0.10772130931651154,0.015402905678909546,3
74,0.359661865234375,0.03178354537022743,0.01348271369934082,0.0020851308020513864,42,0.7611195597798899,0.0004809804902451226,"{'random_state': 42, 'l1_ratio': 0.7611195597798899, 'alpha': 0.0004809804902451226}",-0.1109957770390437,-0.09194280888114553,-0.10482115927645232,-0.11684835614845557,-0.1395287608252567,-0.09282222698219264,-0.11423643965349346,-0.09183011907109899,-0.0922338661498648,-0.12199978621784095,-0.10772593002448447,0.015244035327118403,4
89,0.3524013996124268,0.0330954550852425,0.014218473434448242,0.004335779355176214,42,0.7216393196598299,0.0003655877938969485,"{'random_state': 42, 'l1_ratio': 0.7216393196598299, 'alpha': 0.0003655877938969485}",-0.11232322979469148,-0.09191998287487824,-0.10378929514810109,-0.11716502267234251,-0.14024610183289818,-0.09274958981308468,-0.11445692830047358,-0.09145368605721337,-0.09121710988144123,-0.12194933818892693,-0.10772702845640511,0.015628012563977365,5
50,0.33902251720428467,0.055947868938424315,0.012801837921142579,0.0012941846516884455,42,0.743128564282141,0.0004988094047023512,"{'random_state': 42, 'l1_ratio': 0.743128564282141, 'alpha': 0.0004988094047023512}",-0.11098052388821283,-0.09194384587819547,-0.10490569389504284,-0.11687354029914997,-0.13950274315318656,-0.09284716789867255,-0.11423926183941456,-0.09188031686586036,-0.09230290020836089,-0.12199080010813045,-0.10774667940342264,0.015222685345705275,6
79,0.22868659496307372,0.03499792226303652,0.013172316551208495,0.0026961820265733994,42,0.8780610305152575,0.00043591295647823916,"{'random_state': 42, 'l1_ratio': 0.8780610305152575, 'alpha': 0.00043591295647823916}",-0.11087595600571541,-0.09193339118055745,-0.10503679090380852,-0.11679807529010304,-0.13950644824288988,-0.09282007776553446,-0.11419245080301411,-0.09193910217078344,-0.09239281892092478,-0.12204558569451616,-0.10775406969778471,0.015206040728664515,7
51,0.20744335651397705,0.03585961557503457,0.012104606628417969,0.001355233680927829,42,0.9400300150075036,0.00041313156578289147,"{'random_state': 42, 'l1_ratio': 0.9400300150075036, 'alpha': 0.00041313156578289147}",-0.11086288245853294,-0.0919364337433803,-0.10508805253798874,-0.11676878099760403,-0.1394972378598149,-0.09281488863018145,-0.11418064516174818,-0.09197113590136244,-0.09244738294300053,-0.12206458803270574,-0.10776320282663192,0.015193845724224907,8
97,0.30528485774993896,0.07715799449804721,0.014011645317077636,0.004091230463256263,42,0.5167418709354676,0.0006805652826413207,"{'random_state': 42, 'l1_ratio': 0.5167418709354676, 'alpha': 0.0006805652826413207}",-0.11126240413771032,-0.09201365753683034,-0.10464498942725191,-0.11708855382763866,-0.13947396136179116,-0.09298364298569196,-0.1143692689120827,-0.09183171792090869,-0.09224971709787425,-0.12183740507652066,-0.10777553182843007,0.015222311971330216,9
52,0.2211512804031372,0.04604927046328785,0.011493396759033204,0.0027967550683971267,42,0.3268369184592296,0.0008439969984992497,"{'random_state': 42, 'l1_ratio': 0.3268369184592296, 'alpha': 0.0008439969984992497}",-0.11224004624957794,-0.09202617512635991,-0.10389031355901863,-0.11743588388688497,-0.13986702192005726,-0.09307962714493759,-0.11461019888769594,-0.09154631346111496,-0.09173331205713946,-0.12156695272965465,-0.10779958450224411,0.015426844532133596,10
82,0.2608113050460815,0.09425497943865677,0.012853622436523438,0.0034511118033995077,42,0.30634717358679336,0.0008751975987993997,"{'random_state': 42, 'l1_ratio': 0.30634717358679336, 'alpha': 0.0008751975987993997}",-0.11236941798423188,-0.09203631821592996,-0.10388749222298575,-0.11749178132640255,-0.1399088250921196,-0.09312638348110625,-0.11464170184380981,-0.09161460135233931,-0.09167241425085948,-0.1215417634267446,-0.10782906991965291,0.01543569209365561,11
19,0.2277310609817505,0.026782529205150372,0.011548185348510742,0.001763251726707725,42,0.45677188594297147,0.0007835767883941972,"{'random_state': 42, 'l1_ratio': 0.45677188594297147, 'alpha': 0.0007835767883941972}",-0.1113363308221416,-0.092044671154731,-0.10477654078725887,-0.11723116895899935,-0.13939301187879297,-0.09307795387172804,-0.11442338351999082,-0.09191553050695868,-0.09241725724782177,-0.12178646761704275,-0.10784023163654659,0.015172675319441027,12
64,0.2359543561935425,0.06111897569624525,0.015311336517333985,0.0047084770152013055,42,0.9490255127563781,0.00043393196598299154,"{'random_state': 42, 'l1_ratio': 0.9490255127563781, 'alpha': 0.00043393196598299154}",-0.11093448061416553,-0.09195990295149908,-0.10525562123517214,-0.11680273217235938,-0.13943315093353598,-0.09293205441285324,-0.11417742719026035,-0.09216360511047161,-0.09273631339724378,-0.12208946678191457,-0.10784847547994758,0.015120241982267184,13
80,0.20159339904785156,0.057674191953440604,0.01616945266723633,0.008648081653529564,42,0.9430285142571284,0.00044482741370685346,"{'random_state': 42, 'l1_ratio': 0.9430285142571284, 'alpha': 0.00044482741370685346}",-0.11097101143165958,-0.09197664131711394,-0.10532143758386975,-0.11683177584329373,-0.13939191095786183,-0.09296596517630883,-0.11417861752710091,-0.09222664839179533,-0.0928431828588017,-0.12210317859175512,-0.10788103696795606,0.01509200230569831,14
42,0.3051057100296021,0.1087280641649494,0.013189911842346191,0.0035512608851583894,42,0.5617193596798399,0.0006934417208604302,"{'random_state': 42, 'l1_ratio': 0.5617193596798399, 'alpha': 0.0006934417208604302}",-0.11108910564001846,-0.09199834921396331,-0.10518781524830857,-0.11715043895972924,-0.13934748886930828,-0.09307110213351892,-0.11433729615980737,-0.09210007879906375,-0.0927032709563651,-0.12188919700182785,-0.10788741429819108,0.015107988422972165,15
23,0.25388972759246825,0.06648620880644569,0.011117291450500489,0.0019336028868702235,42,0.9305347673836918,0.0002556428214107054,"{'random_state': 42, 'l1_ratio': 0.9305347673836918, 'alpha': 0.0002556428214107054}",-0.1127943676602,-0.09208025483437894,-0.10387390070152576,-0.11731298522309605,-0.14055403974220515,-0.09270602436314511,-0.11484226267924805,-0.09180710658263616,-0.09085583692805119,-0.1221411654221737,-0.10789679441366602,0.015737428505655012,16
6,0.25148897171020507,0.017730939123240315,0.012837076187133789,0.0018631730558367136,42,0.3743131565782891,0.0006226213106553277,"{'random_state': 42, 'l1_ratio': 0.3743131565782891, 'alpha': 0.0006226213106553277}",-0.11272160921696496,-0.09213606893658825,-0.10386097617563067,-0.1174937847535845,-0.14033633238841114,-0.0930292979093852,-0.11486636005217403,-0.09182890010171918,-0.09104503939544988,-0.12173267173895198,-0.10790510406688598,0.01560640882799421,17
12,0.24202291965484618,0.031264986158266735,0.01243143081665039,0.001701477301908854,42,0.5022491245622811,0.0007687193596798399,"{'random_state': 42, 'l1_ratio': 0.5022491245622811, 'alpha': 0.0007687193596798399}",-0.11117178197656188,-0.09202745529769855,-0.10518237050406336,-0.11724838277434925,-0.13931970962559667,-0.0931244455234507,-0.11438231333095918,-0.09210669713484021,-0.09272867112405045,-0.12183908605346533,-0.10791309133450355,0.015095859014302805,18
1,0.30734636783599856,0.05481621785320382,0.015428376197814942,0.006164519638159383,42,0.7641180590295147,0.0003002151075537769,"{'random_state': 42, 'l1_ratio': 0.7641180590295147, 'alpha': 0.0003002151075537769}",-0.11288479839073612,-0.09215379254601751,-0.10389862366966204,-0.11738744800041925,-0.14056618610464539,-0.09277906316178527,-0.11494301164912203,-0.09192486014207894,-0.09078338614785116,-0.1221061978217687,-0.10794273676340864,0.01572934124603295,19
88,0.40772576332092286,0.048729303611169575,0.017622971534729005,0.005677418465192563,42,0.6911545772886443,0.0006087543771885944,"{'random_state': 42, 'l1_ratio': 0.6911545772886443, 'alpha': 0.0006087543771885944}",-0.11108889577602497,-0.09201629218463592,-0.10539440168422998,-0.1170611373229926,-0.13930428917241047,-0.09312353294763479,-0.11428538114899532,-0.09230904803439625,-0.09302393988131707,-0.1220239558851423,-0.10796308740377798,0.015039392996679108,20
38,0.28054683208465575,0.02760051565089124,0.011853694915771484,0.0013408864882533122,42,0.7231385692846423,0.0003076438219109555,"{'random_state': 42, 'l1_ratio': 0.7231385692846423, 'alpha': 0.0003076438219109555}",-0.11296608394798931,-0.09222103818947021,-0.103932404810019,-0.11745287607865929,-0.14061842809068684,-0.09283204944502069,-0.11504516862464215,-0.09201642233962998,-0.09071493546320747,-0.1221191556994082,-0.10799185626887331,0.015737855329766678,21
4,0.24236612319946288,0.04727750121508022,0.010560393333435059,0.0020590610024683324,42,0.25087493746873435,0.0008410255127563782,"{'random_state': 42, 'l1_ratio': 0.25087493746873435, 'alpha': 0.0008410255127563782}",-0.11301342995023154,-0.09227252254727189,-0.10389990728324018,-0.11784528074780692,-0.14018076812639899,-0.09331512209846429,-0.1149909667213414,-0.09211104104713098,-0.09094105465300861,-0.1215686508308707,-0.10801387440057655,0.01553680284165908,22
20,0.31380252838134765,0.0454881706970085,0.011059045791625977,0.0021358424179110658,42,0.6491755877938968,0.00033587293646823415,"{'random_state': 42, 'l1_ratio': 0.6491755877938968, 'alpha': 0.00033587293646823415}",-0.11300133011085527,-0.0922659361011192,-0.1039534664782588,-0.11749614445956756,-0.14062893745260824,-0.09288608693788204,-0.11509673589884971,-0.09205656665526683,-0.09067968577449659,-0.12209472558059148,-0.10801596154494957,0.015733441911152175,23
92,0.17095627784729003,0.028108884594660537,0.012253379821777344,0.0018101490891208806,42,0.9965017508754376,0.00045423711855927966,"{'random_state': 42, 'l1_ratio': 0.9965017508754376, 'alpha': 0.00045423711855927966}",-0.11102030787260261,-0.09208816847499317,-0.10559423636548497,-0.11694784016763769,-0.13925002528283192,-0.09311205908943775,-0.11419305592510501,-0.09251642349324057,-0.09328740681185238,-0.12215773726513508,-0.1080167260748321,0.01497120321649252,24
16,0.2592379331588745,0.04336173004163461,0.013213801383972167,0.0011758567594684591,42,0.20139969984992495,0.0009593896948474238,"{'random_state': 42, 'l1_ratio': 0.20139969984992495, 'alpha': 0.0009593896948474238}",-0.11324371554882877,-0.09237278231137291,-0.10391911923259316,-0.118104608915668,-0.14006102026882436,-0.09343826990207293,-0.11513726140295928,-0.09224535430544678,-0.09082961783288819,-0.12154163720449326,-0.10808933869251476,0.015516712628524313,25
37,0.28390071392059324,0.03434611451692846,0.011970114707946778,0.0011267854912992428,42,0.7021490745372686,0.00029476738369184596,"{'random_state': 42, 'l1_ratio': 0.7021490745372686, 'alpha': 0.00029476738369184596}",-0.11322074539586571,-0.09239457489687507,-0.10405044649192048,-0.11762836695895469,-0.14063958642451588,-0.09293791091457293,-0.11533553493832546,-0.09221790451346658,-0.09053610055748877,-0.12220023522477162,-0.10811614063167571,0.015750184812944677,26
43,0.24005837440490724,0.02694162538968455,0.01070866584777832,0.0015523385503509886,42,0.5442281140570284,0.0008078439219609806,"{'random_state': 42, 'l1_ratio': 0.5442281140570284, 'alpha': 0.0008078439219609806}",-0.11139043792315961,-0.09213347574588752,-0.10563396029917874,-0.11740258706454017,-0.1391385550466912,-0.09337434555920904,-0.11443361822815369,-0.09256125110379475,-0.09347489773595875,-0.12198746712670852,-0.10815305958332819,0.014922827472812709,27
61,0.33358168601989746,0.06574570394993828,0.015616035461425782,0.00551729774795423,42,0.3933036518259129,0.00047899949974987497,"{'random_state': 42, 'l1_ratio': 0.3933036518259129, 'alpha': 0.00047899949974987497}",-0.11342088376377465,-0.09253342778547252,-0.10414648724543608,-0.11799205533798324,-0.14048291416490444,-0.09316990691745451,-0.11546190426618394,-0.09236321614305304,-0.09045495210068435,-0.12204505528997114,-0.1082070803014918,0.015694634200252987,28
18,0.3095217704772949,0.016888229288462387,0.011339831352233886,0.0014561092768985216,42,0.552224112056028,0.00034577788894447225,"{'random_state': 42, 'l1_ratio': 0.552224112056028, 'alpha': 0.00034577788894447225}",-0.11346835881207343,-0.09255837891136572,-0.10417557648520875,-0.11792971467488171,-0.14057316083029164,-0.09306642570612346,-0.11554594674060677,-0.09240663257321395,-0.09040852146248238,-0.12221572844364188,-0.10823484446398897,0.015737485375274658,29
84,0.2947299718856812,0.07781401464026515,0.014742755889892578,0.006573270684066292,42,0.2308849424712356,0.0007390045022511256,"{'random_state': 42, 'l1_ratio': 0.2308849424712356, 'alpha': 0.0007390045022511256}",-0.11371202266338407,-0.09251711218535437,-0.10382245098405819,-0.11839182807702471,-0.140342671289447,-0.09344858690549789,-0.11558834116922027,-0.09253883395461414,-0.09036806490081037,-0.12177827680672779,-0.10825081889361388,0.015659848520497906,30
9,0.19719269275665283,0.01791801080659651,0.013642835617065429,0.0019364949415520008,42,0.4497753876938469,0.0009831615807903951,"{'random_state': 42, 'l1_ratio': 0.4497753876938469, 'alpha': 0.0009831615807903951}",-0.11157614814600646,-0.09222277990662595,-0.10572383078290046,-0.11765966183496197,-0.1390634551165959,-0.09354271338538461,-0.11455951464842173,-0.09268184807809689,-0.09367536901493513,-0.12191855828254815,-0.1082623879196477,0.014866259639163147,31
46,0.3117301225662231,0.01973011973849877,0.011507201194763183,0.0012811545419070803,42,0.5082461230615307,0.0003641020510255128,"{'random_state': 42, 'l1_ratio': 0.5082461230615307, 'alpha': 0.0003641020510255128}",-0.11357002716954952,-0.09260134889792138,-0.10411482344222703,-0.11804097722896488,-0.14057739323637933,-0.09311801937708791,-0.11565653971904546,-0.09248216884246258,-0.09036917959211603,-0.12221866226999924,-0.10827491397757534,0.015743269891369472,32
78,0.29162495136260985,0.06293147977664056,0.012495160102844238,0.0015824425913766407,42,0.15142471235617808,0.0009697898949474737,"{'random_state': 42, 'l1_ratio': 0.15142471235617808, 'alpha': 0.0009697898949474737}",-0.1140619320258236,-0.09253075708671603,-0.10352039262579099,-0.11888808148754561,-0.1400713128092109,-0.09373130052512915,-0.11566260350697007,-0.09268939144537798,-0.09020003093650829,-0.12161257692392932,-0.10829683793730019,0.015624393861176413,33
14,0.2837839603424072,0.07267882580046459,0.012403130531311035,0.0008647050949281729,42,0.9170415207603801,0.00020562281140570286,"{'random_state': 42, 'l1_ratio': 0.9170415207603801, 'alpha': 0.00020562281140570286}",-0.11364667157643657,-0.0926309377230976,-0.10421248289838152,-0.11797193535338564,-0.14068703400437405,-0.09299634854611356,-0.11584574998975042,-0.09258555109588855,-0.09032710113505266,-0.12246849335481462,-0.10833723056772951,0.01579595499554681,34
31,0.3360018253326416,0.05848007355129751,0.011914825439453125,0.0016828380101311506,42,0.727136568284142,0.0006815557778889445,"{'random_state': 42, 'l1_ratio': 0.727136568284142, 'alpha': 0.0006815557778889445}",-0.11112979269556603,-0.09238182363958096,-0.10599206520692657,-0.11748215227016881,-0.13899206270365078,-0.09358562403525464,-0.11443220883444565,-0.09307440371613572,-0.09414611332821672,-0.1221821550596121,-0.10833984014895581,0.014737719476670125,35
30,0.3143646717071533,0.03358611829900776,0.012294244766235352,0.0012454290821496063,42,0.5562221110555277,0.00031853926963481746,"{'random_state': 42, 'l1_ratio': 0.5562221110555277, 'alpha': 0.00031853926963481746}",-0.11376000015731662,-0.09269124185404966,-0.10400652042241149,-0.11820336503925231,-0.14062922758273697,-0.09315118840574176,-0.11594173690460412,-0.09265067800697784,-0.09027357529838402,-0.1223305622874797,-0.10836380959589545,0.015778739994423915,36
55,0.27102911472320557,0.015806393603820208,0.012364459037780762,0.0017329367654933124,42,0.6231885942971485,0.0007944722361180591,"{'random_state': 42, 'l1_ratio': 0.6231885942971485, 'alpha': 0.0007944722361180591}",-0.11128732029641078,-0.09240544393695582,-0.10603418400677833,-0.11764866490114738,-0.1389707743183843,-0.0936915215439051,-0.11452527582646786,-0.09313117902051227,-0.09425634319087683,-0.1221582856113889,-0.10841089926528276,0.01471800622315179,37
29,0.18281047344207763,0.0219703202337776,0.012249159812927245,0.001897834317785273,42,0.9285357678839419,0.000573591795897949,"{'random_state': 42, 'l1_ratio': 0.9285357678839419, 'alpha': 0.000573591795897949}",-0.1109520882661613,-0.09254718291428812,-0.10608800700096004,-0.11745994847737867,-0.13896666778281858,-0.0937003487055994,-0.11451872683118273,-0.09342475821538246,-0.0946022307516248,-0.12233560538308492,-0.1084595564328481,0.014635213077074702,38
60,0.34181187152862547,0.07827299190292598,0.013597869873046875,0.002746311928627335,42,0.19040520260130064,0.0007147373686843422,"{'random_state': 42, 'l1_ratio': 0.19040520260130064, 'alpha': 0.0007147373686843422}",-0.11435709463764956,-0.09274902316057429,-0.10350828692898197,-0.11905419767000831,-0.14040861300476032,-0.0938781689965285,-0.11619684582494223,-0.09305686209888782,-0.08993786119511417,-0.12196374024119214,-0.10851106937586392,0.01572965562077617,39
26,0.3007655620574951,0.05919346376907004,0.016460466384887695,0.007457359938935512,42,0.6601700850425212,0.0007929864932466233,"{'random_state': 42, 'l1_ratio': 0.6601700850425212, 'alpha': 0.0007929864932466233}",-0.11118148731736976,-0.09258532838667195,-0.10615047072093162,-0.11776483640262092,-0.1389239199244928,-0.09386872966681371,-0.11465005898219757,-0.09346622270413629,-0.09468230958365179,-0.12226453890314397,-0.10855379025920305,0.014614080382744001,40
48,0.30241692066192627,0.06277874105464344,0.01387932300567627,0.0014958663027050164,42,0.23038519259629814,0.0005924112056028014,"{'random_state': 42, 'l1_ratio': 0.23038519259629814, 'alpha': 0.0005924112056028014}",-0.11441043146953124,-0.09280023005722518,-0.103542935948918,-0.1190549610063086,-0.14056281612433658,-0.09386533843242884,-0.11644052882746976,-0.09317276629028776,-0.08987593991984544,-0.12213452263080724,-0.10858604707071587,0.015780529239512526,41
86,0.33859517574310305,0.06533645603459212,0.013773775100708008,0.004050815542676106,42,0.2548729364682341,0.0005319909954977489,"{'random_state': 42, 'l1_ratio': 0.2548729364682341, 'alpha': 0.0005319909954977489}",-0.11446493386131623,-0.09283672345843756,-0.10355655967234356,-0.11908522349412788,-0.14062361609236204,-0.0938740603982977,-0.11658180249363538,-0.09326645874967693,-0.08984389346710744,-0.12225310769384716,-0.10863863793811519,0.015803893301212048,42
76,0.326845383644104,0.029601099462285767,0.012768363952636719,0.0015462073928753177,42,0.7426288144072035,0.0007756528264132067,"{'random_state': 42, 'l1_ratio': 0.7426288144072035, 'alpha': 0.0007756528264132067}",-0.11095291669828976,-0.09275434638437902,-0.10632743750330217,-0.11788141483260871,-0.1387947538344295,-0.09416540776771341,-0.11490318589847942,-0.09396031028106583,-0.09512977792762346,-0.12244945105503449,-0.10873190021829257,0.014474604095423192,43
71,0.2989238977432251,0.0518356214179206,0.012445330619812012,0.0012593931335002344,42,0.1669169584792396,0.0006874987493746873,"{'random_state': 42, 'l1_ratio': 0.1669169584792396, 'alpha': 0.0006874987493746873}",-0.11483284075456247,-0.09308583896071163,-0.10341516098981811,-0.11949873880127014,-0.140578253784111,-0.09432246812374359,-0.11653738044736725,-0.09357202215365036,-0.08983661813291506,-0.12233923162713545,-0.10880185537752851,0.01575095186513956,44
22,0.3280947208404541,0.06264047889688429,0.012121033668518067,0.0013104434584991099,42,0.6331835917958979,0.00021849924962481242,"{'random_state': 42, 'l1_ratio': 0.6331835917958979, 'alpha': 0.00021849924962481242}",-0.11480551879724754,-0.09295946623646988,-0.10365722961863548,-0.11911010574241396,-0.14085038790932378,-0.09366862539043246,-0.11744681883460098,-0.09365812336722906,-0.08972347308475692,-0.12298378902383604,-0.1088863538004946,0.015953006239008916,45
40,0.15922582149505615,0.025470491258259793,0.01430671215057373,0.0018742677766618054,42,0.950025012506253,0.0006701650825412707,"{'random_state': 42, 'l1_ratio': 0.950025012506253, 'alpha': 0.0006701650825412707}",-0.1106669327312164,-0.09299264925215803,-0.10654254500485948,-0.1179271182933888,-0.1387421272888951,-0.09440459150370405,-0.11503976514498376,-0.09444611026334578,-0.09547497229442865,-0.12271593536247175,-0.10889527471394518,0.014358288918031127,46
45,0.3008840560913086,0.05821912322900729,0.011953926086425782,0.0015022801028496294,42,0.13093496748374187,0.0007776338169084543,"{'random_state': 42, 'l1_ratio': 0.13093496748374187, 'alpha': 0.0007776338169084543}",-0.11511451055167876,-0.09320762544636858,-0.1033841352458712,-0.11974175069174198,-0.14055342880776575,-0.09460662709095974,-0.11653272275738367,-0.09374859653812227,-0.08993988366468732,-0.12245317907988042,-0.10892824598744597,0.01571645420188284,47
49,0.3791879415512085,0.08540315365969682,0.013627195358276367,0.004297319473728781,42,0.7981010505252626,0.0007949674837418709,"{'random_state': 42, 'l1_ratio': 0.7981010505252626, 'alpha': 0.0007949674837418709}",-0.11083067237519367,-0.093035827551933,-0.10659225651722015,-0.11811718349828873,-0.13868211998332505,-0.09451810647215507,-0.11514927726872326,-0.09451826267876266,-0.09557109999679957,-0.12266709285920467,-0.10896818992016058,0.01432664965806325,48
