,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
44,22.164327716827394,0.4705291109923327,0.024433135986328125,0.0052771366459726,0.2917166583291646,42,625,7,2,57,0.04761900950475238,"{'subsample': 0.2917166583291646, 'random_state': 42, 'n_estimators': 625, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 57, 'learning_rate': 0.04761900950475238}",-0.11497626704559415,-0.1081260747173075,-0.12030432272522686,-0.1295364042897171,-0.1578111142530924,-0.09601119016027534,-0.11468841112945422,-0.1051461200979848,-0.10058259647284344,-0.1362894299729074,-0.11834719308644033,0.017681405708307885,1
43,40.04212782382965,1.067131598158217,0.03617298603057861,0.0034017212676676627,0.35924367183591793,42,875,3,2,57,0.02511000500250125,"{'subsample': 0.35924367183591793, 'random_state': 42, 'n_estimators': 875, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 57, 'learning_rate': 0.02511000500250125}",-0.11338002812381874,-0.11097872931197307,-0.12173536563806614,-0.12877640312447752,-0.15344731945876225,-0.09875525461821356,-0.11933432588890633,-0.10913731852719591,-0.09863419060003487,-0.13608270857185875,-0.11902616438633074,0.016122702076832186,2
58,57.93878064155579,1.2725984776503432,0.03674838542938232,0.0031073710418011626,0.4352740870435218,42,875,5,1,59,0.029111605802901452,"{'subsample': 0.4352740870435218, 'random_state': 42, 'n_estimators': 875, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 59, 'learning_rate': 0.029111605802901452}",-0.1226703457921705,-0.10859110540392695,-0.12357810237398456,-0.1258623014824813,-0.1581558276341819,-0.1007776073150744,-0.12240047441052575,-0.11441933837077901,-0.10103620266796014,-0.1436189799128195,-0.1221110285363904,0.017086995198047312,3
19,17.485819602012633,0.4890833663104559,0.0206249475479126,0.005290407231018438,0.5443177088544272,42,500,7,2,46,0.008603401700850425,"{'subsample': 0.5443177088544272, 'random_state': 42, 'n_estimators': 500, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 46, 'learning_rate': 0.008603401700850425}",-0.12438629650015587,-0.116325830174742,-0.12795931393140597,-0.1312196804424427,-0.15956183813677693,-0.1025637183210378,-0.12644562234834086,-0.11525584602364004,-0.10684973801808716,-0.13563947202511478,-0.12462073559217442,0.015359679455080533,4
35,42.694422650337216,1.324628054665864,0.025106334686279298,0.005250131568620168,0.540316108054027,42,500,7,1,54,0.061624612306153084,"{'subsample': 0.540316108054027, 'random_state': 42, 'n_estimators': 500, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 54, 'learning_rate': 0.061624612306153084}",-0.12362839628117238,-0.11607633862981194,-0.12750126892115235,-0.12941176706770907,-0.1612550674532992,-0.10660352677641004,-0.12666063173132572,-0.12000800607162931,-0.10732455138889788,-0.14099914657988483,-0.12594687009012925,0.015320572617683012,5
94,73.05221564769745,3.0951606810147556,0.0493682861328125,0.005870192416787695,0.44327728864432214,42,875,2,1,55,0.0681272136068034,"{'subsample': 0.44327728864432214, 'random_state': 42, 'n_estimators': 875, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 55, 'learning_rate': 0.0681272136068034}",-0.1210751302072472,-0.11572056198920677,-0.12527495184006118,-0.13926740187800757,-0.15936174079851667,-0.10282289439601677,-0.1307035869103667,-0.11744728168778909,-0.11034336547788617,-0.1448779660180469,-0.1266894881203145,0.016274770032827294,6
22,7.058487319946289,0.11953467428397926,0.014404797554016113,0.0003320415834452437,0.1826730365182591,42,500,5,3,58,0.06712681340670336,"{'subsample': 0.1826730365182591, 'random_state': 42, 'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 58, 'learning_rate': 0.06712681340670336}",-0.13522985752807926,-0.11463907656031858,-0.12803931075852745,-0.13092213878041656,-0.15893607911605295,-0.11787344295966329,-0.1272457293040674,-0.11390220113414486,-0.10525016931239792,-0.14096115190664485,-0.12729991573603133,0.014761014993661349,7
88,73.89626591205597,2.534949809085764,0.03720591068267822,0.0007182172060529758,0.4682872936468234,42,1000,7,2,61,0.09063621810905453,"{'subsample': 0.4682872936468234, 'random_state': 42, 'n_estimators': 1000, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 61, 'learning_rate': 0.09063621810905453}",-0.1258526556525787,-0.11778742085118565,-0.1321962025045869,-0.13650693319232374,-0.15879692749808166,-0.10580205668099942,-0.13257824900556603,-0.11813940275584231,-0.1152633013951566,-0.14169954742721008,-0.1284622696963531,0.014512199074016357,8
61,57.2859121799469,1.8671054277682135,0.03347084522247314,0.0015234754955544341,0.43777508754377187,42,875,4,2,46,0.10014002001000501,"{'subsample': 0.43777508754377187, 'random_state': 42, 'n_estimators': 875, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 46, 'learning_rate': 0.10014002001000501}",-0.130760553953887,-0.11356114302903358,-0.1308335299265704,-0.1362153977845867,-0.1634499202088433,-0.11009596438161164,-0.13707606277123716,-0.121898920778978,-0.10663589131475283,-0.14098315048310528,-0.12915105346326058,0.016125167950504504,9
85,22.436709332466126,0.35523766306165916,0.018749570846557616,0.00036704651679712034,0.38175267633816906,42,500,5,3,56,0.12314922461230617,"{'subsample': 0.38175267633816906, 'random_state': 42, 'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 56, 'learning_rate': 0.12314922461230617}",-0.13281399794843796,-0.12086748119383194,-0.14538140122004622,-0.12882794916320836,-0.15884984940394578,-0.11195401376318496,-0.13174123577173508,-0.11330309088132982,-0.12030870160958289,-0.1395853571927586,-0.13036330781480615,0.013976956779629597,10
32,95.04130418300629,2.0735564497784837,0.03495936393737793,0.0035318598717829826,0.6628651325662831,42,750,7,1,65,0.08563421710855429,"{'subsample': 0.6628651325662831, 'random_state': 42, 'n_estimators': 750, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 65, 'learning_rate': 0.08563421710855429}",-0.1338450489407363,-0.11760975810950829,-0.13523326396744806,-0.14565173006809318,-0.16994401090296393,-0.10748593899617391,-0.1270547499785517,-0.11362179932235426,-0.12493791289315861,-0.13895216185509,-0.1314336375034078,0.017044664470767325,11
71,78.82926454544068,2.5841005167499884,0.036647677421569824,0.001264953822014326,0.5153061030515258,42,1000,5,2,46,0.09913961980990496,"{'subsample': 0.5153061030515258, 'random_state': 42, 'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 46, 'learning_rate': 0.09913961980990496}",-0.13305833013738605,-0.12626124017524606,-0.13556116783829802,-0.148505961780714,-0.15545000190627004,-0.10581615030736062,-0.13033562828284923,-0.12295635909030826,-0.11650055740724627,-0.14016025024637907,-0.13146056471720574,0.013939687107171006,12
67,68.45278537273407,2.10857897802249,0.039097023010253903,0.0031258955013293227,0.4107642821410705,42,875,4,1,58,0.12014802401200601,"{'subsample': 0.4107642821410705, 'random_state': 42, 'n_estimators': 875, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 58, 'learning_rate': 0.12014802401200601}",-0.12118612284364651,-0.12015653873304605,-0.13278715203309385,-0.15195755916655773,-0.16006401083405736,-0.10801997808240835,-0.14194296725860686,-0.12037593408736436,-0.11526917604956775,-0.14687608177547085,-0.13186355208638195,0.016594502253376674,13
6,60.07116332054138,2.987657462121738,0.03204636573791504,0.007420701280677033,0.60034012006003,42,625,4,3,54,0.1581632316158079,"{'subsample': 0.60034012006003, 'random_state': 42, 'n_estimators': 625, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 54, 'learning_rate': 0.1581632316158079}",-0.13388479021828573,-0.11712941228989708,-0.1362394376379716,-0.15105976614922964,-0.16604879719537705,-0.11856707394033886,-0.13368830896294473,-0.11539150611399084,-0.12473994500355678,-0.13315383049413293,-0.1329902868005725,0.01506195181023785,14
57,45.84090909957886,0.8345740127649209,0.033865737915039065,0.0007816747248043671,0.3042216608304152,42,875,4,1,51,0.1361544272136068,"{'subsample': 0.3042216608304152, 'random_state': 42, 'n_estimators': 875, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 51, 'learning_rate': 0.1361544272136068}",-0.12531670020368058,-0.13939013766586958,-0.13205890031277,-0.14858948091387095,-0.15370353897471664,-0.12054938949914425,-0.12331517278761325,-0.1109595855503281,-0.12523930257259194,-0.16752870100590556,-0.1346650909486491,0.016528003064935376,15
30,83.75529098510742,3.238882568890263,0.029224085807800292,0.0005778983971059336,0.8679471735867934,42,625,3,3,61,0.19117643821910954,"{'subsample': 0.8679471735867934, 'random_state': 42, 'n_estimators': 625, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 61, 'learning_rate': 0.19117643821910954}",-0.13321104651877286,-0.12871950419788317,-0.15504129213270015,-0.14043430996602776,-0.16716072118904823,-0.10738139151495697,-0.14478082915612323,-0.1328585953474132,-0.13349929458133658,-0.1466181260925937,-0.13897051106968555,0.015332198933169146,16
