,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
46,6.589433026313782,0.5724888114160179,0.30754780769348145,0.061917352580620304,42,166,2,2,170,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 170}",-0.14119688572130293,-0.12728295834377554,-0.1441898585728556,-0.14568381894371907,-0.16827568753658356,-0.11369424385370328,-0.1419519005760564,-0.12521263457354762,-0.13428640493084754,-0.14221713729092658,-0.1383991530343318,0.013924559443935279,1
33,7.362753796577453,0.37512324449225254,0.2640504837036133,0.09066227198038428,42,166,3,2,115,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 115}",-0.14119688572130293,-0.12728295834377562,-0.1441898585728557,-0.1456838189437189,-0.16827568753658362,-0.11369424385370339,-0.1419519005760564,-0.1252126345735474,-0.13428640493084756,-0.1422171372909265,-0.1383991530343318,0.013924559443935279,1
14,6.4993996858596805,0.30603071320451736,0.3381267786026001,0.05882898610917957,42,166,3,2,126,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 126}",-0.14119688572130296,-0.12728295834377562,-0.1441898585728557,-0.14568381894371893,-0.16827568753658365,-0.11369424385370332,-0.14195190057605642,-0.12521263457354767,-0.13428640493084762,-0.14221713729092636,-0.13839915303433187,0.01392455944393527,3
73,11.129509711265564,1.371572121924452,0.34086835384368896,0.07950944915569406,42,216,2,1,58,"{'random_state': 42, 'n_estimators': 216, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 58}",-0.14312583758630248,-0.1269152160015686,-0.14310688189477938,-0.1438567238354633,-0.16906957957608787,-0.11263841044414984,-0.14287806672339273,-0.1262795024450352,-0.13361417154983127,-0.14289087108995177,-0.13843752611465626,0.014214304492151516,4
16,7.4888897180557255,0.8035735665832638,0.325809907913208,0.11414906889582886,42,183,2,2,175,"{'random_state': 42, 'n_estimators': 183, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 175}",-0.1414538464556512,-0.12730214759217182,-0.14463065007529138,-0.14533084642926175,-0.16840372360708106,-0.11365710965510396,-0.14297239950918694,-0.1250020808477032,-0.1337627014359429,-0.14196934482101095,-0.13844848504284052,0.014022882439248424,5
15,12.470374464988708,1.23959263136654,0.29796419143676756,0.064093483077053,42,250,2,1,40,"{'random_state': 42, 'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 40}",-0.14314995058604515,-0.12728954357153302,-0.14240734036832942,-0.14412717978260264,-0.16865391245096073,-0.11301474369227098,-0.14272058625919892,-0.1270537915382948,-0.13292150312183004,-0.14324784850384942,-0.1384586399874915,0.01398377339228162,6
66,5.509198451042176,0.4933682118022455,0.29574673175811766,0.10435020918639965,42,116,3,2,186,"{'random_state': 42, 'n_estimators': 116, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 186}",-0.1420065152334118,-0.12797182483097944,-0.14392145790314198,-0.14474367072925665,-0.16804468303963757,-0.11437537696830526,-0.14302129935364166,-0.12494506563083477,-0.1342262809021749,-0.14149514218924927,-0.1384751316780633,0.013703310712017245,7
26,4.712815570831299,0.3218666685881671,0.19750602245330812,0.055781295957853805,42,116,4,2,45,"{'random_state': 42, 'n_estimators': 116, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 45}",-0.14200651523341204,-0.12797182483097932,-0.14392145790314192,-0.1447436707292567,-0.16804468303963768,-0.11437537696830526,-0.14302129935364163,-0.12494506563083471,-0.13422628090217503,-0.1414951421892493,-0.13847513167806338,0.013703310712017283,8
17,8.748996925354003,0.8849642314632336,0.3290999174118042,0.1088746695903554,42,200,4,2,121,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 121}",-0.14158359922338595,-0.12757202822407127,-0.14468118599662902,-0.14549876883712276,-0.16815141568065337,-0.11416886268377308,-0.14322820520534024,-0.12549816025708677,-0.13355541324624673,-0.14189182832668074,-0.13858294676809899,0.013836972461121118,9
23,7.830614185333252,0.5855341776322127,0.37051413059234617,0.09267051193680842,42,200,3,2,178,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 178}",-0.14158359922338634,-0.12757202822407115,-0.14468118599662896,-0.14549876883712268,-0.16815141568065328,-0.11416886268377303,-0.14322820520534021,-0.12549816025708688,-0.13355541324624676,-0.14189182832668076,-0.138582946768099,0.013836972461121106,10
