,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_random_state,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
45,17.045797491073607,1.0132048036284216,0.11825752258300781,0.025747609941556636,0.7919167583791896,0.8571,0.464,42,5,43,0.29,0.148,0.9894957978989495,"{'subsample': 0.7919167583791896, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 5, 'max_depth': 43, 'learning_rate': 0.29, 'gamma': 0.148, 'colsample_bytree': 0.9894957978989495}",-0.13764045919961962,-0.14433028689217764,-0.12478902663950542,-0.16774649454273108,-0.15950031981355683,-0.11976091514252642,-0.13855925799980667,-0.12019267336887873,-0.13979463926961194,-0.1435554521485193,-0.13958695250169337,0.014902438634244362,1
14,16.869713735580444,0.810351075771003,0.11095783710479737,0.019832417414504,0.7764105552776388,0.8571,0.464,42,3,57,0.154,0.364,0.9719887943971987,"{'subsample': 0.7764105552776388, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 3, 'max_depth': 57, 'learning_rate': 0.154, 'gamma': 0.364, 'colsample_bytree': 0.9719887943971987}",-0.13561308314809606,-0.1370066561990937,-0.13657550339556915,-0.1770208215707655,-0.1767701629629964,-0.12167108348943194,-0.14628637357563098,-0.12789751767433927,-0.15707980436875538,-0.1428666699399783,-0.14587876763246566,0.01799665139505302,2
92,6.165734481811524,0.3654919077834657,0.11684887409210205,0.014566745560290223,0.37274907453726863,0.8571,0.464,42,7,77,0.10400000000000001,0.35100000000000003,0.5563225112556278,"{'subsample': 0.37274907453726863, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 77, 'learning_rate': 0.10400000000000001, 'gamma': 0.35100000000000003, 'colsample_bytree': 0.5563225112556278}",-0.13445813871073478,-0.1327972563057936,-0.1337886964485024,-0.1783597014058908,-0.17528493676117096,-0.12815899497401873,-0.14933143520412925,-0.13742330778884193,-0.1673816593243672,-0.13993577653004255,-0.14769199034534922,0.01797131645789264,3
7,6.134515285491943,0.3007098298673642,0.11529507637023925,0.01851344421214407,0.47478989494747376,0.8571,0.464,42,5,46,0.17500000000000002,0.338,0.3297318659329665,"{'subsample': 0.47478989494747376, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 5, 'max_depth': 46, 'learning_rate': 0.17500000000000002, 'gamma': 0.338, 'colsample_bytree': 0.3297318659329665}",-0.1394275445627578,-0.13959898730060005,-0.13701789530361494,-0.17805589342246347,-0.17561339881001123,-0.12828732303501073,-0.14136396602887982,-0.1421746639746244,-0.16493229792348124,-0.15167569093367822,-0.1498147661295122,0.016322891683112347,4
53,2.5664419174194335,0.22434462185675264,0.09792721271514893,0.011833353269017343,0.3912564782391196,0.8571,0.464,42,7,68,0.122,0.298,0.08413361680840421,"{'subsample': 0.3912564782391196, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 68, 'learning_rate': 0.122, 'gamma': 0.298, 'colsample_bytree': 0.08413361680840421}",-0.13182736213530358,-0.1423951998959094,-0.14252468983269787,-0.18049557559530843,-0.1807648945101536,-0.1368987097292055,-0.15452018044096827,-0.1450580270623407,-0.1750806187125785,-0.14569290515806702,-0.15352581630725332,0.01749340020677883,5
42,14.196689414978028,0.9457245408712386,0.10506219863891601,0.026177454204861908,0.6313525262631315,0.8571,0.464,42,7,45,0.537,0.216,0.9114645822911456,"{'subsample': 0.6313525262631315, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 45, 'learning_rate': 0.537, 'gamma': 0.216, 'colsample_bytree': 0.9114645822911456}",-0.1471597337809076,-0.1550772271178113,-0.13871733827949054,-0.1750239398610139,-0.1842194199798506,-0.11883263732126798,-0.13867684667235794,-0.15069624607598137,-0.17584788967237458,-0.15108318930323192,-0.15353344680642877,0.01898116794429716,6
79,9.40733277797699,0.6348542745629875,0.10389790534973145,0.022350374780483476,0.7028811405702852,0.8571,0.464,42,7,66,0.386,0.47700000000000004,0.5058023011505753,"{'subsample': 0.7028811405702852, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 66, 'learning_rate': 0.386, 'gamma': 0.47700000000000004, 'colsample_bytree': 0.5058023011505753}",-0.14754394037323354,-0.13996166298986015,-0.15036850639641405,-0.17862727397181044,-0.1816148955216997,-0.12760968445597995,-0.15579229725746013,-0.13905654990808014,-0.1841156647518268,-0.15448973599767607,-0.1559180211624041,0.01847809858530851,7
49,15.165183329582215,0.3009170494347954,0.12506389617919922,0.017329279953235206,0.5673269134567284,0.8571,0.464,42,1,41,0.442,0.435,0.5538215107553777,"{'subsample': 0.5673269134567284, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 41, 'learning_rate': 0.442, 'gamma': 0.435, 'colsample_bytree': 0.5538215107553777}",-0.16456022240229468,-0.15317710906795198,-0.14665821016029548,-0.18346331873683508,-0.17512156150476535,-0.12163069446658853,-0.1646305047116622,-0.14021865989402144,-0.16007854745990374,-0.16412149039439763,-0.15736603187987164,0.016902962294314032,8
94,7.3336484909057615,0.2302003524142133,0.1154637098312378,0.020244475072679687,0.7544017508754377,0.8571,0.464,42,1,72,0.47300000000000003,0.212,0.13765502751375688,"{'subsample': 0.7544017508754377, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 72, 'learning_rate': 0.47300000000000003, 'gamma': 0.212, 'colsample_bytree': 0.13765502751375688}",-0.15392385169385306,-0.14332075528193627,-0.16235428540334856,-0.1947078866244585,-0.18529926954619244,-0.13784801607569208,-0.1534741545230219,-0.1342184991265628,-0.14988401860584652,-0.16017192633853836,-0.15752026632194507,0.01845048660936105,9
57,2.6762255430221558,0.15420245389204862,0.12191431522369385,0.02765603047523692,0.7103841420710355,0.8571,0.464,42,7,74,0.354,0.281,0.04211680840420211,"{'subsample': 0.7103841420710355, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 74, 'learning_rate': 0.354, 'gamma': 0.281, 'colsample_bytree': 0.04211680840420211}",-0.15158438713932695,-0.129619931042111,-0.15118430793392212,-0.17815599159771112,-0.18692016982135928,-0.13854616993659855,-0.1630002241034177,-0.1499144093516559,-0.17479131456019698,-0.16453350678343884,-0.15882504122697383,0.01709485544599537,10
