,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
16,7.473620176315308,0.8137173770335273,0.31949260234832766,0.06756505942778228,42,166,2,1,134,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 134}",-0.142772338571634,-0.1264854959767647,-0.14282771528935057,-0.14396969765544662,-0.1692986181011616,-0.11219076631454719,-0.1416949890033506,-0.12611797475553216,-0.13503091259746555,-0.14322761370676895,-0.1383616121972022,0.014316753964265223,1
79,9.719378519058228,0.9898489014237184,0.2775225877761841,0.08618041781514188,42,200,2,1,48,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 48}",-0.142531865313964,-0.12680963989772395,-0.1431604469124315,-0.14399295709679022,-0.16909852741427706,-0.11239633740529745,-0.14275310205872366,-0.1262325588173673,-0.13407345309590238,-0.14278231882282091,-0.13838312068352987,0.014243801583992565,2
77,6.6839539289474486,0.6566094507844987,0.2763312339782715,0.12026547227098514,42,166,2,2,80,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 80}",-0.14119688572130304,-0.12728295834377537,-0.1441898585728556,-0.1456838189437189,-0.16827568753658378,-0.11369424385370328,-0.1419519005760562,-0.12521263457354756,-0.1342864049308476,-0.14221713729092644,-0.13839915303433176,0.01392455944393533,3
53,6.253509211540222,0.5798847510869463,0.3022675275802612,0.08429213881293643,42,166,4,2,143,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 143}",-0.14119688572130304,-0.12728295834377532,-0.1441898585728556,-0.14568381894371887,-0.16827568753658362,-0.11369424385370329,-0.14195190057605647,-0.1252126345735474,-0.1342864049308475,-0.14221713729092647,-0.13839915303433176,0.01392455944393532,3
52,6.548804211616516,0.621136301973761,0.28135616779327394,0.1045273182519988,42,166,3,2,91,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 91}",-0.14119688572130293,-0.12728295834377548,-0.1441898585728556,-0.1456838189437189,-0.16827568753658362,-0.1136942438537033,-0.1419519005760563,-0.12521263457354753,-0.13428640493084765,-0.14221713729092655,-0.13839915303433176,0.013924559443935284,3
4,5.847739338874817,0.523446169648626,0.2785836458206177,0.06421586282701305,42,166,4,2,115,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 115}",-0.14119688572130293,-0.12728295834377537,-0.14418985857285557,-0.14568381894371904,-0.16827568753658362,-0.11369424385370354,-0.14195190057605642,-0.12521263457354753,-0.13428640493084748,-0.14221713729092655,-0.1383991530343318,0.013924559443935265,6
64,8.93309063911438,0.7245599899200416,0.3101885557174683,0.08438595101867288,42,183,2,1,69,"{'random_state': 42, 'n_estimators': 183, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 69}",-0.14269541414776102,-0.1265850871161995,-0.14326239346496014,-0.14369359041424873,-0.16955868501440247,-0.11227914073554043,-0.1425102632891807,-0.12600018968966403,-0.1345792495584292,-0.1431575194599624,-0.13843215328903485,0.014390072989468723,7
90,7.315201640129089,0.5750170146803969,0.27466554641723634,0.11722969924473553,42,183,2,2,162,"{'random_state': 42, 'n_estimators': 183, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 162}",-0.14145384645565118,-0.12730214759217187,-0.14463065007529133,-0.1453308464292616,-0.16840372360708122,-0.11365710965510398,-0.14297239950918694,-0.1250020808477032,-0.1337627014359429,-0.141969344821011,-0.13844848504284052,0.014022882439248444,8
94,7.4752528190612795,0.6070699643827595,0.22550408840179442,0.13118904455630911,42,183,3,2,162,"{'random_state': 42, 'n_estimators': 183, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 162}",-0.14145384645565123,-0.12730214759217195,-0.1446306500752913,-0.14533084642926183,-0.16840372360708106,-0.1136571096551038,-0.14297239950918703,-0.12500208084770312,-0.13376270143594304,-0.1419693448210107,-0.13844848504284052,0.014022882439248444,8
96,11.554512286186219,0.6233658434287599,0.32698664665222166,0.08723390211910562,42,250,2,1,191,"{'random_state': 42, 'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 191}",-0.14314995058604518,-0.12728954357153305,-0.14240734036832944,-0.1441271797826027,-0.16865391245096076,-0.11301474369227098,-0.14272058625919892,-0.12705379153829488,-0.13292150312183004,-0.1432478485038495,-0.13845863998749156,0.013983773392281624,10
