,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_gamma,param_epsilon,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
63,1.7322713375091552,0.10207855900200562,0.17210307121276855,0.03248908008982098,rbf,0.0013084042021010507,0.019339169584792395,8,"{'kernel': 'rbf', 'gamma': 0.0013084042021010507, 'epsilon': 0.019339169584792395, 'C': 8}",-0.11270935069542055,-0.08677459385561513,-0.0994134890733471,-0.1262403131577306,-0.13386514940164618,-0.09263021412270571,-0.12034377457187387,-0.09365196102786055,-0.09002149612293206,-0.12422049792263536,-0.10798708399517672,0.01651948484289671,1
87,1.6879562854766845,0.12431798558649276,0.1611407995223999,0.01745258499650358,rbf,0.0014569784892446225,0.014832416208104052,8,"{'kernel': 'rbf', 'gamma': 0.0014569784892446225, 'epsilon': 0.014832416208104052, 'C': 8}",-0.11230331475331555,-0.08643453121037337,-0.09950146672294485,-0.12636682253264117,-0.13341940808282926,-0.09268775662518455,-0.12023831393496744,-0.09476256905722807,-0.09072212854444817,-0.12449007134155028,-0.10809263828054827,0.016337477426302486,2
53,1.2717949390411376,0.06125014833533697,0.13742032051086425,0.017955478181278805,rbf,0.001437168584292146,0.0347128564282141,6,"{'kernel': 'rbf', 'gamma': 0.001437168584292146, 'epsilon': 0.0347128564282141, 'C': 6}",-0.1130645969508518,-0.08817174346801797,-0.09931737288117987,-0.12598592071524084,-0.13410646013919217,-0.09260820029453215,-0.12116745827779439,-0.09197418914749829,-0.09118565641590248,-0.12415555225289597,-0.10817371505431059,0.01646139980907257,3
98,1.3520447254180907,0.06715946886517411,0.15047059059143067,0.03327913412117376,rbf,0.0009815407703851926,0.03358129064532266,7,"{'kernel': 'rbf', 'gamma': 0.0009815407703851926, 'epsilon': 0.03358129064532266, 'C': 7}",-0.11443570022476639,-0.08841020248361793,-0.09979131204001816,-0.12637882470517411,-0.13566599251179445,-0.09361241635712142,-0.11908294261915131,-0.0914434789815278,-0.09077119877489871,-0.12393961093624549,-0.10835316796343157,0.016581186272733223,4
33,1.7227633476257325,0.08372703493413836,0.18255376815795898,0.030410351081002752,rbf,0.0017194597298649326,0.014871435717858927,6,"{'kernel': 'rbf', 'gamma': 0.0017194597298649326, 'epsilon': 0.014871435717858927, 'C': 6}",-0.1122884310258262,-0.08681548357773833,-0.09981558823873764,-0.1270479402824263,-0.1335650742474632,-0.09269775818749289,-0.12040630628159055,-0.09487565427535558,-0.09128265986228007,-0.12499665787628524,-0.10837915538551961,0.01636397801816083,5
9,1.4890149116516114,0.12256213626740559,0.1535362720489502,0.02420518519597307,rbf,0.0012044022011005503,0.03141570785392696,6,"{'kernel': 'rbf', 'gamma': 0.0012044022011005503, 'epsilon': 0.03141570785392696, 'C': 6}",-0.11404387152892087,-0.08799469502212272,-0.09970423416182857,-0.1266828480581704,-0.13525194495802634,-0.09306525857068586,-0.1200966532780228,-0.09178105456611584,-0.09072084855076704,-0.12450020197012009,-0.10838416106647805,0.01673038347559471,6
64,1.3456789016723634,0.07966080360457703,0.14204003810882568,0.014934571635967021,rbf,0.0015609804902451227,0.03280090045022511,7,"{'kernel': 'rbf', 'gamma': 0.0015609804902451227, 'epsilon': 0.03280090045022511, 'C': 7}",-0.11279306195753307,-0.08765214159208384,-0.09957064690075888,-0.12595891660102831,-0.13427114585378463,-0.09276035293181319,-0.12217579322145825,-0.09287416313449226,-0.09119342163649806,-0.12502951043311317,-0.10842791542625636,0.01659332290773824,7
66,2.0762160301208494,0.16281118283011548,0.16985938549041749,0.03402440777626275,rbf,0.0016996498249124564,0.007165082541270635,6,"{'kernel': 'rbf', 'gamma': 0.0016996498249124564, 'epsilon': 0.007165082541270635, 'C': 6}",-0.11169060352069123,-0.0870833583220259,-0.10058227569872115,-0.12714409099149773,-0.13353900721813738,-0.09352802630291529,-0.11896439351492111,-0.09577911069136866,-0.09093475920690698,-0.1253658485047406,-0.10846114739719262,0.01610764057380767,8
84,2.1690119743347167,0.20500128547678734,0.19234247207641603,0.028574346832904024,rbf,0.0007438219109554778,0.0011365682841420711,10,"{'kernel': 'rbf', 'gamma': 0.0007438219109554778, 'epsilon': 0.0011365682841420711, 'C': 10}",-0.11323069403850046,-0.0896485476248969,-0.10049360561285899,-0.12443089856239159,-0.13597396146515273,-0.09770204928584697,-0.11520159824376255,-0.09546812198438828,-0.08993539810525811,-0.1225646547460437,-0.10846495296691001,0.015245507004895829,9
83,1.5119192361831666,0.19702722713360948,0.15666704177856444,0.04201386592212965,rbf,0.000763631815907954,0.033230115057528764,8,"{'kernel': 'rbf', 'gamma': 0.000763631815907954, 'epsilon': 0.033230115057528764, 'C': 8}",-0.11518885482298759,-0.08898540738800799,-0.09994410121755941,-0.12677457392544594,-0.13624097863286044,-0.09455802639738119,-0.11819168851070462,-0.09129988840633492,-0.09095073351145773,-0.123026442846228,-0.1085160695658968,0.016448186714638456,10
