,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
40,0.3457115650177002,0.10207378786340779,0.018508362770080566,0.007056462903727775,42,0.0002992246123061531,"{'random_state': 42, 'alpha': 0.0002992246123061531}",-0.11168580423014242,-0.09184508618479702,-0.10378180109948114,-0.11693171115239706,-0.13999023041011252,-0.09256979069725406,-0.11430290429669056,-0.09127549935248265,-0.09148369094776948,-0.12199142924019976,-0.10758579476113266,0.015555930321480954,1
33,0.3054520845413208,0.06405720827264967,0.015485119819641114,0.004027837830360953,42,0.0002967483741870936,"{'random_state': 42, 'alpha': 0.0002967483741870936}",-0.11172754175121442,-0.091844341696901,-0.10375582539015041,-0.11694433699582683,-0.14001116384878676,-0.0925687461022302,-0.11431982611846644,-0.09126396579459681,-0.09145443061891274,-0.12199088558343643,-0.1075881063900522,0.015567888354316887,2
78,0.29389634132385256,0.08582391943347686,0.0155120849609375,0.005241177884045792,42,0.0003220060030015008,"{'random_state': 42, 'alpha': 0.0003220060030015008}",-0.111291560677617,-0.09188833041306461,-0.10408512323067892,-0.11683337053269968,-0.13984083856435098,-0.09259769054884748,-0.11423987071512887,-0.09142105586859599,-0.09170359216248875,-0.12200894343124354,-0.10759103761447157,0.015455721845848288,3
4,0.3202850818634033,0.06662225342534386,0.01880629062652588,0.0036084228399876675,42,0.00029427213606803406,"{'random_state': 42, 'alpha': 0.00029427213606803406}",-0.111768836509831,-0.09184415492766597,-0.10375242437478253,-0.116957370168207,-0.1400325236798105,-0.09256802537857839,-0.11433543276565089,-0.09125276475510949,-0.09142610875647177,-0.12199487229771436,-0.10759325136138218,0.015579549818214865,4
44,0.35439066886901854,0.10901736530865878,0.019381093978881835,0.007513901074187927,42,0.00029328164082041024,"{'random_state': 42, 'alpha': 0.00029328164082041024}",-0.11178619340542285,-0.0918441164315887,-0.10375133037935098,-0.11696283077899605,-0.14004114236819346,-0.09256776383079342,-0.11434140734817026,-0.09124838564794475,-0.09141529778670299,-0.12199659598311552,-0.10759550639602788,0.015584193939231687,5
28,0.2715245485305786,0.06079407732484029,0.014810943603515625,0.0021939170077888677,42,0.00032794897448724366,"{'random_state': 42, 'alpha': 0.00032794897448724366}",-0.11122577874895358,-0.09190104474858704,-0.1041710195832334,-0.11679865229030345,-0.13980652250851483,-0.09261055520368969,-0.11422462237758961,-0.09146455412128351,-0.09175665699032094,-0.12202137710196932,-0.10759807836744455,0.015430962248788293,6
27,0.26919896602630616,0.06782891584571167,0.016157698631286622,0.00819451885552909,42,0.00035766383191595803,"{'random_state': 42, 'alpha': 0.00035766383191595803}",-0.11100088211169856,-0.09193063042294256,-0.10465101094164032,-0.11669478157451806,-0.13965318667824395,-0.09268653310686249,-0.11418339870817627,-0.09168077458375717,-0.09203656920637694,-0.12208187071529136,-0.10765996380495077,0.015319911483898664,7
79,0.2644697427749634,0.0854410597695159,0.016338920593261717,0.004266062430773167,42,0.00035964482241120565,"{'random_state': 42, 'alpha': 0.00035964482241120565}",-0.11098818331873854,-0.09193504666242261,-0.10468570660688367,-0.11669641997073714,-0.13964415423592189,-0.09269296752138327,-0.11418370624684707,-0.09169798021427146,-0.09205926026439636,-0.12208226974463302,-0.10766656947862349,0.015312027247529449,8
29,0.32358708381652834,0.09254620346685946,0.014842486381530762,0.006999404273135353,42,0.0002739669834917459,"{'random_state': 42, 'alpha': 0.0002739669834917459}",-0.11215766730355643,-0.09186951518113726,-0.10375654182422608,-0.11706949635171678,-0.14021479809948925,-0.09262526868051035,-0.11440849901513356,-0.09135057970199494,-0.09121957444796061,-0.12203944800122307,-0.10767113886069483,0.015645434990063538,9
52,0.2642266273498535,0.07919199117006505,0.013463544845581054,0.003714208187925685,42,0.00036855927963981995,"{'random_state': 42, 'alpha': 0.00036855927963981995}",-0.1109320492111937,-0.09192967410652443,-0.10484423317550955,-0.11670647337737201,-0.13960297625858925,-0.09272144009615467,-0.1141734673810785,-0.09177818609283744,-0.09216883997861622,-0.12208536933477472,-0.10769427090126504,0.015277905062548836,10
