,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lambda_2,param_lambda_1,param_alpha_2,param_alpha_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
86,0.45792384147644044,0.08498858507209446,0.014403414726257325,0.007151793424856281,3.968784392196098e-07,4.538769384692346e-06,1.6963481740870434e-06,3.2331165582791394e-06,"{'lambda_2': 3.968784392196098e-07, 'lambda_1': 4.538769384692346e-06, 'alpha_2': 1.6963481740870434e-06, 'alpha_1': 3.2331165582791394e-06}",-0.11753843255357474,-0.09436178593755198,-0.10372485657948552,-0.12175854528558705,-0.13838816792312986,-0.09636037858024311,-0.11609043195067778,-0.09395907746651404,-0.09257571031371531,-0.12136957280297907,-0.10961269593934583,0.01482136105972063,1
49,0.48878648281097414,0.06589206371477371,0.012247633934020997,0.0029820758801834034,3.8107553776888445e-07,4.5852926463231615e-06,1.4762381190595297e-06,6.322661330665332e-06,"{'lambda_2': 3.8107553776888445e-07, 'lambda_1': 4.5852926463231615e-06, 'alpha_2': 1.4762381190595297e-06, 'alpha_1': 6.322661330665332e-06}",-0.11753843263511188,-0.09436178607880721,-0.10372485657576312,-0.12175854542295926,-0.13838816760442885,-0.09636037853934439,-0.1160904318805944,-0.09395907754420403,-0.09257571079267682,-0.1213695728068515,-0.10961269598807415,0.014821360936715579,2
72,0.5269952535629272,0.06543368261695898,0.014286994934082031,0.005966300641040763,3.635167583791896e-07,5.539769884942471e-06,1.2801400700350175e-06,2.0885442721360683e-06,"{'lambda_2': 3.635167583791896e-07, 'lambda_1': 5.539769884942471e-06, 'alpha_2': 1.2801400700350175e-06, 'alpha_1': 2.0885442721360683e-06}",-0.11753843275936202,-0.09436178629292256,-0.10372485657007482,-0.12175854563668766,-0.13838816707145124,-0.09636037847594069,-0.11609043177279374,-0.09395907766284359,-0.09257571150665193,-0.12136957281301393,-0.10961269605617421,0.014821360742437293,3
38,0.4434253931045532,0.05119971626452036,0.010716128349304199,0.0016377674702557515,3.8887943971985995e-07,4.84792396198099e-06,4.137568784392196e-06,7.139069534767384e-06,"{'lambda_2': 3.8887943971985995e-07, 'lambda_1': 4.84792396198099e-06, 'alpha_2': 4.137568784392196e-06, 'alpha_1': 7.139069534767384e-06}",-0.11753843308367576,-0.0943617868114292,-0.10372485655549687,-0.12175854625933866,-0.13838816497703382,-0.096360378304843,-0.11609043147973756,-0.09395907796181253,-0.0925757130795312,-0.12136957283269298,-0.10961269613455915,0.014821360143077606,4
37,0.5132697105407715,0.09368169725887125,0.01573071479797363,0.007332512311768302,3.4127563781890944e-07,4.117058529264632e-06,1.2921460730365182e-06,8.479739869934968e-06,"{'lambda_2': 3.4127563781890944e-07, 'lambda_1': 4.117058529264632e-06, 'alpha_2': 1.2921460730365182e-06, 'alpha_1': 8.479739869934968e-06}",-0.11753843291521192,-0.09436178655742489,-0.10372485656301239,-0.12175854590714522,-0.1383881663764668,-0.09636037839730058,-0.11609043163749798,-0.0939590778097245,-0.09257571238503073,-0.12136957282084555,-0.10961269613696605,0.014821360496326453,5
70,0.5832255840301513,0.0933619977261644,0.017653369903564455,0.0046122709702751275,3.9414707353676837e-07,5.385192596298149e-06,4.701850925462731e-06,6.042521260630315e-06,"{'lambda_2': 3.9414707353676837e-07, 'lambda_1': 5.385192596298149e-06, 'alpha_2': 4.701850925462731e-06, 'alpha_1': 6.042521260630315e-06}",-0.11753843315711371,-0.09436178693006365,-0.10372485655218042,-0.12175854639931279,-0.13838816451405297,-0.09636037826594543,-0.11609043141348234,-0.09395907803002371,-0.09257571344180178,-0.12136957283709471,-0.10961269615410715,0.014821360008597424,6
36,0.47286229133605956,0.06320193851663412,0.012269949913024903,0.004062481701487877,3.463481740870435e-07,6.132566283141571e-06,1.9204602301150576e-06,6.398699349674837e-06,"{'lambda_2': 3.463481740870435e-07, 'lambda_1': 6.132566283141571e-06, 'alpha_2': 1.9204602301150576e-06, 'alpha_1': 6.398699349674837e-06}",-0.1175384330211453,-0.09436178673108064,-0.10372485655819626,-0.12175854610601963,-0.13838816574162965,-0.09636037834119181,-0.11609043154238054,-0.09395907790898204,-0.09257571292296596,-0.12136957282703897,-0.10961269617006308,0.014821360306391241,7
95,0.4941626787185669,0.09321049789018108,0.012462425231933593,0.0058565526018203,3.9785392696348175e-07,5.281640820410205e-06,5.226113056528264e-06,5.0460230115057526e-06,"{'lambda_2': 3.9785392696348175e-07, 'lambda_1': 5.281640820410205e-06, 'alpha_2': 5.226113056528264e-06, 'alpha_1': 5.0460230115057526e-06}",-0.1175384332281326,-0.09436178704485824,-0.10372485654897592,-0.12175854653388891,-0.13838816407477714,-0.09636037822857269,-0.11609043134961254,-0.09395907809587623,-0.0925757137945288,-0.12136957284130676,-0.10961269617405298,0.014821359879837489,8
48,0.45858516693115237,0.02794338210044313,0.01028285026550293,0.001410864794174988,3.7190595297648825e-07,4.1665832916458225e-06,3.849424712356178e-06,7.807403701850927e-06,"{'lambda_2': 3.7190595297648825e-07, 'lambda_1': 4.1665832916458225e-06, 'alpha_2': 3.849424712356178e-06, 'alpha_1': 7.807403701850927e-06}",-0.11753843315788375,-0.09436178694083777,-0.10372485655211394,-0.12175854638243025,-0.13838816470785162,-0.0963603782679226,-0.11609043141635574,-0.0939590780326486,-0.0925757135230289,-0.12136957283610313,-0.10961269618171762,0.014821360034030801,9
52,0.5021563053131104,0.0922742090966254,0.011159515380859375,0.001982304986350087,3.691745872936468e-07,6.963981990995497e-06,3.7973986993496746e-06,8.923961980990496e-06,"{'lambda_2': 3.691745872936468e-07, 'lambda_1': 6.963981990995497e-06, 'alpha_2': 3.7973986993496746e-06, 'alpha_1': 8.923961980990496e-06}",-0.11753843319993389,-0.09436178701380588,-0.1037248565501581,-0.12175854645612506,-0.13838816451304817,-0.09636037824581267,-0.1160904313794283,-0.0939590780733304,-0.09257571376242067,-0.12136957283827766,-0.10961269620323408,0.014821359965788254,10
