,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
80,4.226797366142273,0.20574553995535153,0.010538935661315918,0.0010588649749261284,0.5933669834917459,42,91,3,1,46,0.03311485742871436,"{'subsample': 0.5933669834917459, 'random_state': 42, 'n_estimators': 91, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 46, 'learning_rate': 0.03311485742871436}",-0.12999434892661507,-0.12828328979182088,-0.1354294539586002,-0.174481653543232,-0.16955928883070945,-0.10865834454902655,-0.1389080253407977,-0.1221654055400865,-0.13122868343501468,-0.13738751520088774,-0.13760960091167906,0.019102894434042964,1
60,9.298705434799194,0.5436963138237061,0.018891787528991698,0.013859062372247568,0.40928414207103553,42,164,3,1,31,0.16117248624312155,"{'subsample': 0.40928414207103553, 'random_state': 42, 'n_estimators': 164, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 31, 'learning_rate': 0.16117248624312155}",-0.1474874846002473,-0.13241846319514647,-0.1393580878847079,-0.18866966209909702,-0.16691802125794752,-0.13467706188430992,-0.14521864505331358,-0.12010440263743238,-0.1283346494545693,-0.14303386458848621,-0.14462203426552578,0.018948154277847486,2
35,0.7722772836685181,0.09157477787090168,0.00881333351135254,0.0016771834205616977,0.08914007003501752,42,111,5,2,36,0.08914007003501752,"{'subsample': 0.08914007003501752, 'random_state': 42, 'n_estimators': 111, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 36, 'learning_rate': 0.08914007003501752}",-0.15220170872713842,-0.13075628717357715,-0.14054255678028235,-0.16246924586673503,-0.16369676852601697,-0.13215512061892687,-0.14069806565691087,-0.13206989832154764,-0.1551676689358987,-0.1492955086805446,-0.14590528292875787,0.01180543551768592,3
18,27.985015416145323,2.1584843961583102,0.017762351036071777,0.0045309597378031434,0.9415236618309155,42,294,2,3,94,0.031113956978489246,"{'subsample': 0.9415236618309155, 'random_state': 42, 'n_estimators': 294, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 94, 'learning_rate': 0.031113956978489246}",-0.1423327868705804,-0.13870342211359998,-0.14366672720247722,-0.17798924100850816,-0.16554139066892468,-0.11636381741576149,-0.15734796556463806,-0.13268607020682674,-0.146085394386866,-0.13876712228839924,-0.1459483937726582,0.016474057483928665,4
98,7.805393147468567,0.8203325585188056,0.009461784362792968,0.0011953604081768902,0.7614426213106554,42,104,2,3,26,0.20519229614807405,"{'subsample': 0.7614426213106554, 'random_state': 42, 'n_estimators': 104, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 26, 'learning_rate': 0.20519229614807405}",-0.1474963449965649,-0.13087203648077766,-0.14705798206702791,-0.17854302541085443,-0.17103517220153208,-0.12636029717464634,-0.1403671377608382,-0.13336662729549303,-0.15131787819109815,-0.14352253739349283,-0.14699390389723255,0.01587328061400957,5
31,21.229580283164978,1.394489268133993,0.01307368278503418,0.0012433408570187382,0.8664898949474737,42,164,2,3,43,0.2131958979489745,"{'subsample': 0.8664898949474737, 'random_state': 42, 'n_estimators': 164, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 43, 'learning_rate': 0.2131958979489745}",-0.1502995458944561,-0.13618895594027955,-0.13489805058378654,-0.18622964028064806,-0.17488394622486,-0.11312140660402642,-0.1448660143433241,-0.13520879291413423,-0.14310792568205688,-0.15284302348501974,-0.14716473019525916,0.019826914397980126,6
15,12.78413908481598,0.7080300301877676,0.015665578842163085,0.0017997559226973943,0.3642638819409705,42,190,2,1,89,0.1971886943471736,"{'subsample': 0.3642638819409705, 'random_state': 42, 'n_estimators': 190, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 89, 'learning_rate': 0.1971886943471736}",-0.14955093108187492,-0.12657569873469102,-0.14305373996124837,-0.19145622541303267,-0.16721905532731593,-0.13668288185540375,-0.14229151666275516,-0.12947144135489858,-0.13211970206725443,-0.1564726804421171,-0.14748938729005917,0.01889185414036408,7
99,5.6465819597244264,1.023091409658974,0.008495402336120606,0.0013075595289555237,0.42529134567283644,42,126,4,3,78,0.2632184092046023,"{'subsample': 0.42529134567283644, 'random_state': 42, 'n_estimators': 126, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 78, 'learning_rate': 0.2632184092046023}",-0.1687656158535056,-0.13863682191001142,-0.14845817295996974,-0.1869619649413842,-0.1693244229355131,-0.13392326736790833,-0.14098331202821116,-0.130890855179898,-0.1417569821448614,-0.16167016230780867,-0.15213715776290718,0.01756887750506955,8
51,1.458725595474243,0.05831591157381834,0.008285903930664062,0.0009153492712153374,0.4663098049024513,42,57,4,3,79,0.03011350675337669,"{'subsample': 0.4663098049024513, 'random_state': 42, 'n_estimators': 57, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 79, 'learning_rate': 0.03011350675337669}",-0.14625533646321284,-0.14625299721952728,-0.16290319576756584,-0.18557030649898468,-0.19204280081361816,-0.13630831043949101,-0.1614774110314163,-0.14277205565111967,-0.1571742686373366,-0.15611453909649814,-0.15868712216187705,0.01712609737023437,9
27,22.105019545555116,1.5787709664378096,0.013328886032104493,0.000675634212445037,0.6483917458729365,42,134,5,1,92,0.390275587793897,"{'subsample': 0.6483917458729365, 'random_state': 42, 'n_estimators': 134, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 92, 'learning_rate': 0.390275587793897}",-0.1616763499669338,-0.1347999505953388,-0.1690953184509659,-0.20309543023226248,-0.2058170657506173,-0.13972850001310172,-0.15974504065465617,-0.15675556341361016,-0.16602811476129894,-0.1771181241187758,-0.1673859457957561,0.022096082346257918,10
6,27.11947364807129,1.4971506825449548,0.01661653518676758,0.0019133249139577655,0.4843179089544773,42,284,7,1,52,0.35325892946473236,"{'subsample': 0.4843179089544773, 'random_state': 42, 'n_estimators': 284, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 52, 'learning_rate': 0.35325892946473236}",-0.17774050494458568,-0.17890253057228447,-0.16832083995035726,-0.19510774724941635,-0.19385635432894768,-0.1404667407262669,-0.1637829293492412,-0.15694053736714522,-0.1631114926867266,-0.17553370327984716,-0.17137633804548186,0.015754554692449452,11
95,2.7952356576919555,0.17241554636228176,0.009075808525085449,0.0014912840426153631,0.3712670335167584,42,72,5,3,39,0.41828819409704854,"{'subsample': 0.3712670335167584, 'random_state': 42, 'n_estimators': 72, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 39, 'learning_rate': 0.41828819409704854}",-0.2244472125318609,-0.1980847774786832,-0.18649133389584732,-0.20620602233154872,-0.1953878752860877,-0.19674547426814484,-0.17712138744944989,-0.18024035158193336,-0.1932254577742956,-0.19665067078682044,-0.1954600563384672,0.012724279331200933,12
75,34.95388739109039,0.9936403080263626,0.01923084259033203,0.002402858866342748,0.6323845422711356,42,250,3,2,84,0.602371035517759,"{'subsample': 0.6323845422711356, 'random_state': 42, 'n_estimators': 250, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 84, 'learning_rate': 0.602371035517759}",-0.19386571844405634,-0.18345982103268615,-0.21972246508433974,-0.23288604604897495,-0.2133145356387703,-0.17162524258088618,-0.1932048950974792,-0.1794408118290911,-0.21097242625011864,-0.2095166133679074,-0.20080085753743102,0.018540437726292575,13
53,15.350929713249206,0.7414615876052872,0.014417195320129394,0.004668390959509557,0.6643989494747374,42,137,4,1,37,0.6503926463231616,"{'subsample': 0.6643989494747374, 'random_state': 42, 'n_estimators': 137, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 37, 'learning_rate': 0.6503926463231616}",-0.2375119428815961,-0.19695414437975772,-0.17662980303493167,-0.24766397577652932,-0.2650107482288792,-0.19811848809518504,-0.17209916919813922,-0.1850206273663662,-0.2219869074354012,-0.19339746959777265,-0.20943932759945585,0.03017155560369386,14
79,21.13590407371521,1.2391457552767695,0.020548295974731446,0.013549565462096059,0.4062827913956979,42,258,5,1,55,0.5123305152576288,"{'subsample': 0.4062827913956979, 'random_state': 42, 'n_estimators': 258, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 55, 'learning_rate': 0.5123305152576288}",-0.2351601826117924,-0.20703475972472704,-0.20548150621238076,-0.23192475031596413,-0.22897138645050857,-0.20922769788692533,-0.18699113684184157,-0.18512082830165513,-0.21114072547782364,-0.2285277567247801,-0.21295807305483988,0.01705551783441547,15
44,7.2652384519577025,0.3811098465023524,0.012666916847229004,0.004301298502416749,0.8454804402201102,42,143,7,2,89,0.006102701350675339,"{'subsample': 0.8454804402201102, 'random_state': 42, 'n_estimators': 143, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 89, 'learning_rate': 0.006102701350675339}",-0.19871820909542656,-0.20575315541061723,-0.22727627481735627,-0.2328054530160922,-0.2586650223355205,-0.18899105112257486,-0.22259354403389214,-0.20354425833846163,-0.21471151628036358,-0.21551197013469256,-0.21685704545849976,0.018857880616937106,16
