,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_weights,param_n_neighbors,param_leaf_size,param_algorithm,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
64,0.055942416191101074,0.014307009990333984,0.15363721847534179,0.044674313248203305,distance,16,42,ball_tree,"{'weights': 'distance', 'n_neighbors': 16, 'leaf_size': 42, 'algorithm': 'ball_tree'}",-0.16301608039863633,-0.1747547085809975,-0.1642457610471538,-0.19093419604494977,-0.1958002637782907,-0.1646877493502492,-0.18457367539771935,-0.15141566430825285,-0.18300511744196213,-0.1662753196378917,-0.17387085359861032,0.013518685698027446,12
16,0.11750552654266358,0.0491089973750088,0.1728496551513672,0.04985930322155402,distance,16,37,kd_tree,"{'weights': 'distance', 'n_neighbors': 16, 'leaf_size': 37, 'algorithm': 'kd_tree'}",-0.16301608039863633,-0.1747547085809975,-0.1642457610471538,-0.19093419604494977,-0.1958002637782907,-0.1646877493502492,-0.18457367539771935,-0.15141566430825285,-0.18300511744196213,-0.1662753196378917,-0.17387085359861032,0.013518685698027446,12
62,0.09974534511566162,0.03612423991763599,0.1490574836730957,0.04742889061083086,distance,9,41,kd_tree,"{'weights': 'distance', 'n_neighbors': 9, 'leaf_size': 41, 'algorithm': 'kd_tree'}",-0.16571742634837333,-0.17669605725293347,-0.1632241414319416,-0.19061619101279806,-0.18574186271116053,-0.1628459460303347,-0.1877291046844472,-0.153762735090004,-0.18686509530010117,-0.16608316547207871,-0.17392817253341727,0.012476143246980348,14
28,0.08920650482177735,0.03142783557000882,0.14527080059051514,0.038276344731982936,distance,9,42,ball_tree,"{'weights': 'distance', 'n_neighbors': 9, 'leaf_size': 42, 'algorithm': 'ball_tree'}",-0.16571742634837333,-0.17669605725293347,-0.1632241414319416,-0.19061619101279806,-0.18574186271116053,-0.1628459460303347,-0.1877291046844472,-0.153762735090004,-0.18686509530010117,-0.16608316547207871,-0.17392817253341727,0.012476143246980348,14
83,0.06457083225250244,0.01264553317384143,0.1620307445526123,0.04027322839890707,distance,9,24,ball_tree,"{'weights': 'distance', 'n_neighbors': 9, 'leaf_size': 24, 'algorithm': 'ball_tree'}",-0.16571742634837333,-0.17669605725293347,-0.1632241414319416,-0.19061619101279806,-0.18574186271116053,-0.1628459460303347,-0.1877291046844472,-0.153762735090004,-0.18686509530010117,-0.16608316547207871,-0.17392817253341727,0.012476143246980348,14
0,0.09105165004730224,0.04405687564051416,0.2277036190032959,0.06934402384214229,distance,9,37,kd_tree,"{'weights': 'distance', 'n_neighbors': 9, 'leaf_size': 37, 'algorithm': 'kd_tree'}",-0.16571742634837333,-0.17669605725293347,-0.1632241414319416,-0.19061619101279806,-0.18574186271116053,-0.1628459460303347,-0.1877291046844472,-0.153762735090004,-0.18686509530010117,-0.16608316547207871,-0.17392817253341727,0.012476143246980348,14
72,0.07608177661895751,0.021829784481433682,0.16199274063110353,0.04486664668850831,distance,5,45,kd_tree,"{'weights': 'distance', 'n_neighbors': 5, 'leaf_size': 45, 'algorithm': 'kd_tree'}",-0.16451775847774702,-0.17922518267069593,-0.16244172163171108,-0.18884615178422007,-0.1853987111974652,-0.15761597966011012,-0.184553007910567,-0.1573633672201559,-0.18982380507582036,-0.1711412276299165,-0.1740926913258409,0.012313436544129759,18
15,0.09289259910583496,0.02253552350721021,0.23850600719451903,0.07543177569120545,distance,18,17,kd_tree,"{'weights': 'distance', 'n_neighbors': 18, 'leaf_size': 17, 'algorithm': 'kd_tree'}",-0.16161974967136847,-0.1722261097296054,-0.16494097662003565,-0.19109954058518677,-0.1974302625459449,-0.16374204907450451,-0.18586363024392072,-0.15145580477694678,-0.18414345734149304,-0.16848394612165918,-0.17410055267106656,0.014025983628702913,19
26,0.12517168521881103,0.04202785857199547,0.20492019653320312,0.07806840468079375,distance,6,16,kd_tree,"{'weights': 'distance', 'n_neighbors': 6, 'leaf_size': 16, 'algorithm': 'kd_tree'}",-0.1650535910469529,-0.17891235741039793,-0.16008603999066448,-0.18941697455635137,-0.1864066038658839,-0.1569817065595054,-0.18748872196954483,-0.15808749639596448,-0.18782397312594348,-0.1723312285818278,-0.17425886935030363,0.012678198989425694,20
92,0.05947082042694092,0.012680758337886986,0.16968181133270263,0.048390675969342475,distance,10,23,ball_tree,"{'weights': 'distance', 'n_neighbors': 10, 'leaf_size': 23, 'algorithm': 'ball_tree'}",-0.16350044032843347,-0.17682945063456573,-0.1645265800528689,-0.19151782054158192,-0.18891350917076075,-0.16368738466698374,-0.1857485149936796,-0.1541374854814501,-0.1835159712837962,-0.17108432452389774,-0.1743461481678018,0.012140975380819702,21
87,0.10414843559265137,0.020772221601313604,0.16703193187713622,0.04058719112852257,uniform,14,24,kd_tree,"{'weights': 'uniform', 'n_neighbors': 14, 'leaf_size': 24, 'algorithm': 'kd_tree'}",-0.1636765588431588,-0.17644233424575934,-0.1635868390611096,-0.19016050479037175,-0.19323981308062696,-0.16474273927330266,-0.18454337823367872,-0.1551504389330495,-0.18196501721575647,-0.17114569273040708,-0.1744653316407221,0.012140401822502554,22
43,0.11301968097686768,0.05737097492548895,0.1962033987045288,0.0657216255054883,uniform,13,16,kd_tree,"{'weights': 'uniform', 'n_neighbors': 13, 'leaf_size': 16, 'algorithm': 'kd_tree'}",-0.16411696045148547,-0.17705550174377555,-0.1644724983669041,-0.19028678376293784,-0.1916842359016496,-0.16483180685068213,-0.1840387067021723,-0.1560448645067482,-0.18214547703674155,-0.17091040284229397,-0.17455872381653906,0.011643737999182342,23
32,0.10828044414520263,0.03884167234714296,0.18653347492218017,0.04622071927995828,uniform,13,37,kd_tree,"{'weights': 'uniform', 'n_neighbors': 13, 'leaf_size': 37, 'algorithm': 'kd_tree'}",-0.16411696045148547,-0.17705550174377555,-0.1644724983669041,-0.19028678376293784,-0.1916842359016496,-0.16483180685068213,-0.1840387067021723,-0.1560448645067482,-0.18214547703674155,-0.17091040284229397,-0.17455872381653906,0.011643737999182342,23
25,0.08108229637145996,0.024804017326896757,0.15425598621368408,0.04510870871553872,uniform,13,45,ball_tree,"{'weights': 'uniform', 'n_neighbors': 13, 'leaf_size': 45, 'algorithm': 'ball_tree'}",-0.16411696045148547,-0.17705550174377555,-0.1644724983669041,-0.19028678376293784,-0.1916842359016496,-0.16483180685068213,-0.1840387067021723,-0.1560448645067482,-0.18214547703674155,-0.17091040284229397,-0.17455872381653906,0.011643737999182342,23
2,0.09798686504364014,0.03651163738420917,0.14729852676391603,0.03842398534243827,uniform,13,27,kd_tree,"{'weights': 'uniform', 'n_neighbors': 13, 'leaf_size': 27, 'algorithm': 'kd_tree'}",-0.16411696045148547,-0.17705550174377555,-0.1644724983669041,-0.19028678376293784,-0.1916842359016496,-0.16483180685068213,-0.1840387067021723,-0.1560448645067482,-0.18214547703674155,-0.17091040284229397,-0.17455872381653906,0.011643737999182342,23
94,0.1144860029220581,0.04383275034597918,0.1966553211212158,0.04286576800043454,uniform,13,18,kd_tree,"{'weights': 'uniform', 'n_neighbors': 13, 'leaf_size': 18, 'algorithm': 'kd_tree'}",-0.16411696045148547,-0.17705550174377555,-0.1644724983669041,-0.19028678376293784,-0.1916842359016496,-0.16483180685068213,-0.1840387067021723,-0.1560448645067482,-0.18214547703674155,-0.17091040284229397,-0.17455872381653906,0.011643737999182342,23
95,0.0835839033126831,0.026508076963810353,0.1754211187362671,0.049849043523440606,uniform,8,24,kd_tree,"{'weights': 'uniform', 'n_neighbors': 8, 'leaf_size': 24, 'algorithm': 'kd_tree'}",-0.16732137742740913,-0.1785255006597791,-0.16273925811945705,-0.19118917429844604,-0.18572217528107235,-0.157976807305392,-0.18831344603657282,-0.1561771527930514,-0.18843598002383274,-0.16936473285774958,-0.1745765604802762,0.012769478825537695,28
81,0.08689980506896973,0.024139584437254186,0.15934877395629882,0.05147407443284776,uniform,8,40,kd_tree,"{'weights': 'uniform', 'n_neighbors': 8, 'leaf_size': 40, 'algorithm': 'kd_tree'}",-0.16732137742740913,-0.1785255006597791,-0.16273925811945705,-0.19118917429844604,-0.18572217528107235,-0.157976807305392,-0.18831344603657282,-0.1561771527930514,-0.18843598002383274,-0.16936473285774958,-0.1745765604802762,0.012769478825537695,28
17,0.1001638650894165,0.057246500898459854,0.16730122566223143,0.04673758622892182,uniform,8,40,ball_tree,"{'weights': 'uniform', 'n_neighbors': 8, 'leaf_size': 40, 'algorithm': 'ball_tree'}",-0.16732137742740913,-0.1785255006597791,-0.16273925811945705,-0.19118917429844604,-0.18572217528107235,-0.157976807305392,-0.18831344603657282,-0.1561771527930514,-0.18843598002383274,-0.16936473285774958,-0.1745765604802762,0.012769478825537695,28
23,0.11007561683654785,0.02765521178152154,0.22448179721832276,0.098688172800631,distance,19,18,kd_tree,"{'weights': 'distance', 'n_neighbors': 19, 'leaf_size': 18, 'algorithm': 'kd_tree'}",-0.16233129265918744,-0.1739164757954808,-0.1652961026697832,-0.1903075495401738,-0.19818748167744318,-0.1626661164974772,-0.18710039167846182,-0.1516185154858443,-0.185115255256626,-0.16947646400937247,-0.174601564526985,0.014157310771638626,31
51,0.068436598777771,0.02861616760846771,0.13954603672027588,0.05237901618647917,distance,20,42,ball_tree,"{'weights': 'distance', 'n_neighbors': 20, 'leaf_size': 42, 'algorithm': 'ball_tree'}",-0.1620419131609426,-0.17277849928702396,-0.16497073519988273,-0.18961749708069683,-0.19940044618466227,-0.1646100200743842,-0.1867889584085129,-0.15192620223281555,-0.18465429853878035,-0.16957525143718385,-0.17463638216048855,0.014082360568522563,32
18,0.11125755310058594,0.037780728726294864,0.23496098518371583,0.06850701757137218,distance,20,17,kd_tree,"{'weights': 'distance', 'n_neighbors': 20, 'leaf_size': 17, 'algorithm': 'kd_tree'}",-0.1620419131609426,-0.17277849928702396,-0.16497073519988273,-0.18961749708069683,-0.19940044618466227,-0.1646100200743842,-0.1867889584085129,-0.15192620223281555,-0.18465429853878035,-0.16957525143718385,-0.17463638216048855,0.014082360568522563,32
97,0.06944143772125244,0.020540258019726077,0.1416337013244629,0.02909991133574249,distance,21,21,ball_tree,"{'weights': 'distance', 'n_neighbors': 21, 'leaf_size': 21, 'algorithm': 'ball_tree'}",-0.16094871493348809,-0.17242634190276146,-0.16513644838457686,-0.19108732967154904,-0.19863638109854617,-0.163448942150642,-0.18732203645238232,-0.15355071832446993,-0.184858911990834,-0.1698749672136398,-0.17472907921228895,0.01409572274142129,34
71,0.11065406799316406,0.031902347622280634,0.19953975677490235,0.06582599921159067,distance,21,18,kd_tree,"{'weights': 'distance', 'n_neighbors': 21, 'leaf_size': 18, 'algorithm': 'kd_tree'}",-0.16094871493348809,-0.17242634190276146,-0.16513644838457686,-0.19108732967154904,-0.19863638109854617,-0.163448942150642,-0.18732203645238232,-0.15355071832446993,-0.184858911990834,-0.1698749672136398,-0.17472907921228895,0.01409572274142129,34
11,0.09605345726013184,0.03257252481822545,0.2090294599533081,0.042854150920577046,uniform,15,17,ball_tree,"{'weights': 'uniform', 'n_neighbors': 15, 'leaf_size': 17, 'algorithm': 'ball_tree'}",-0.16346507870391164,-0.17539400567736338,-0.16477127964235497,-0.19201355976911783,-0.19556974540203817,-0.16619434038658462,-0.1844794144429227,-0.15349213250523128,-0.18203689083010025,-0.17016630080140221,-0.17475827481610268,0.012855728237988666,36
80,0.07623364925384521,0.020509657887382435,0.13330960273742676,0.03843532249186097,uniform,12,24,ball_tree,"{'weights': 'uniform', 'n_neighbors': 12, 'leaf_size': 24, 'algorithm': 'ball_tree'}",-0.1623793211016516,-0.1752462743398379,-0.16477791237483289,-0.1910029003498893,-0.19093571155635136,-0.16560324336413432,-0.1870716554946519,-0.15566984876326306,-0.1826390495697096,-0.1723969867317275,-0.17477229036460495,0.012025655378610868,37
50,0.10717506408691406,0.03910106913391026,0.18408992290496826,0.06230058532331337,uniform,12,16,kd_tree,"{'weights': 'uniform', 'n_neighbors': 12, 'leaf_size': 16, 'algorithm': 'kd_tree'}",-0.1623793211016516,-0.1752462743398379,-0.16477791237483289,-0.1910029003498893,-0.19093571155635136,-0.16560324336413432,-0.1870716554946519,-0.15566984876326306,-0.1826390495697096,-0.1723969867317275,-0.17477229036460495,0.012025655378610868,37
88,0.06363465785980224,0.017108100159885245,0.15914542675018312,0.04127344261902608,distance,25,27,ball_tree,"{'weights': 'distance', 'n_neighbors': 25, 'leaf_size': 27, 'algorithm': 'ball_tree'}",-0.15941198144656002,-0.17214874014570059,-0.1650389165864027,-0.1938584111309022,-0.1978748334008786,-0.16524754382291673,-0.1865081012198997,-0.15703716267498025,-0.18275835185043696,-0.16846426381117255,-0.17483483060898503,0.013718900258687692,39
9,0.13342926502227784,0.048374997185380596,0.205245304107666,0.0418468626529487,distance,25,21,kd_tree,"{'weights': 'distance', 'n_neighbors': 25, 'leaf_size': 21, 'algorithm': 'kd_tree'}",-0.15941198144656002,-0.17214874014570059,-0.1650389165864027,-0.1938584111309022,-0.1978748334008786,-0.16524754382291673,-0.1865081012198997,-0.15703716267498025,-0.18275835185043696,-0.16846426381117255,-0.17483483060898503,0.013718900258687692,39
21,0.08747529983520508,0.031209319603463168,0.15436792373657227,0.027735583118205814,distance,25,34,ball_tree,"{'weights': 'distance', 'n_neighbors': 25, 'leaf_size': 34, 'algorithm': 'ball_tree'}",-0.15941198144656002,-0.17214874014570059,-0.1650389165864027,-0.1938584111309022,-0.1978748334008786,-0.16524754382291673,-0.1865081012198997,-0.15703716267498025,-0.18275835185043696,-0.16846426381117255,-0.17483483060898503,0.013718900258687692,39
74,0.09391694068908692,0.03879356149815013,0.16520380973815918,0.04950099239522656,uniform,11,21,kd_tree,"{'weights': 'uniform', 'n_neighbors': 11, 'leaf_size': 21, 'algorithm': 'kd_tree'}",-0.16473597011086158,-0.17614752929084365,-0.16597990902801527,-0.1904879991360719,-0.18874444676817495,-0.16667168053703776,-0.185688190286496,-0.15577556510997131,-0.18227951828773886,-0.1720355309978327,-0.17485463395530437,0.011097578438554946,42
12,0.1200941562652588,0.032657636536388986,0.24611244201660157,0.07393914154854281,distance,23,17,ball_tree,"{'weights': 'distance', 'n_neighbors': 23, 'leaf_size': 17, 'algorithm': 'ball_tree'}",-0.1607277413270169,-0.17182609135544769,-0.1660480395354918,-0.19272201379360107,-0.19810979824250072,-0.16424981847120992,-0.1870636922946819,-0.1552539350151264,-0.18355117423998277,-0.1697731915205836,-0.17493254957956425,0.013760247006579247,43
82,0.0890570878982544,0.029972741807825897,0.11954190731048583,0.0326090101287469,distance,23,41,ball_tree,"{'weights': 'distance', 'n_neighbors': 23, 'leaf_size': 41, 'algorithm': 'ball_tree'}",-0.1607277413270169,-0.17182609135544769,-0.1660480395354918,-0.19272201379360107,-0.19810979824250072,-0.16424981847120992,-0.1870636922946819,-0.1552539350151264,-0.18355117423998277,-0.1697731915205836,-0.17493254957956425,0.013760247006579247,43
19,0.10289781093597412,0.049246012683676905,0.16747665405273438,0.058666429952169405,uniform,6,18,ball_tree,"{'weights': 'uniform', 'n_neighbors': 6, 'leaf_size': 18, 'algorithm': 'ball_tree'}",-0.1667800644840081,-0.17948751676525018,-0.16077692774874794,-0.19036413915306716,-0.1870874780753695,-0.15834115954912706,-0.1888789822861667,-0.15969384426660485,-0.18729776988995236,-0.17330575800564482,-0.17520136402239384,0.012370474818356719,45
55,0.08923227787017822,0.028357397962347597,0.1523301601409912,0.03385841200404328,uniform,6,37,kd_tree,"{'weights': 'uniform', 'n_neighbors': 6, 'leaf_size': 37, 'algorithm': 'kd_tree'}",-0.1667800644840081,-0.17948751676525018,-0.16077692774874794,-0.19036413915306716,-0.1870874780753695,-0.15834115954912706,-0.1888789822861667,-0.15969384426660485,-0.18729776988995236,-0.17330575800564482,-0.17520136402239384,0.012370474818356719,45
20,0.08921940326690674,0.034155511088899984,0.1895503282546997,0.06578659461241416,uniform,16,18,ball_tree,"{'weights': 'uniform', 'n_neighbors': 16, 'leaf_size': 18, 'algorithm': 'ball_tree'}",-0.16495314224274432,-0.17672355263310294,-0.16550357459962065,-0.19202843190922533,-0.19775336811485036,-0.1662039788598183,-0.18557335908855094,-0.1531174794947678,-0.1841502823195827,-0.16766038480902645,-0.17536675540712898,0.013438893072290273,47
4,0.10547387599945068,0.028076551791352187,0.195585298538208,0.06220740823178792,uniform,16,38,ball_tree,"{'weights': 'uniform', 'n_neighbors': 16, 'leaf_size': 38, 'algorithm': 'ball_tree'}",-0.16495314224274432,-0.17672355263310294,-0.16550357459962065,-0.19202843190922533,-0.19775336811485036,-0.1662039788598183,-0.18557335908855094,-0.1531174794947678,-0.1841502823195827,-0.16766038480902645,-0.17536675540712898,0.013438893072290273,47
85,0.0978698968887329,0.03359399831814993,0.14419310092926024,0.045611946721795464,uniform,16,37,kd_tree,"{'weights': 'uniform', 'n_neighbors': 16, 'leaf_size': 37, 'algorithm': 'kd_tree'}",-0.16495314224274432,-0.17672355263310294,-0.16550357459962065,-0.19202843190922533,-0.19775336811485036,-0.1662039788598183,-0.18557335908855094,-0.1531174794947678,-0.1841502823195827,-0.16766038480902645,-0.17536675540712898,0.013438893072290273,47
77,0.0826991081237793,0.032183348262487324,0.1473531723022461,0.048757061764103604,uniform,16,34,ball_tree,"{'weights': 'uniform', 'n_neighbors': 16, 'leaf_size': 34, 'algorithm': 'ball_tree'}",-0.16495314224274432,-0.17672355263310294,-0.16550357459962065,-0.19202843190922533,-0.19775336811485036,-0.1662039788598183,-0.18557335908855094,-0.1531174794947678,-0.1841502823195827,-0.16766038480902645,-0.17536675540712898,0.013438893072290273,47
58,0.08961708545684814,0.023987559568362075,0.20093057155609131,0.05142368839162061,uniform,17,15,kd_tree,"{'weights': 'uniform', 'n_neighbors': 17, 'leaf_size': 15, 'algorithm': 'kd_tree'}",-0.16535106712045977,-0.17577042473243432,-0.16466894602795762,-0.1911111770369456,-0.19914872878385276,-0.1652586539904692,-0.18611756538810426,-0.15356106986480048,-0.18392161702018286,-0.16879700190062835,-0.17537062518658356,0.013557204271205105,51
49,0.08518397808074951,0.033053350723432656,0.14175119400024414,0.05327399074634748,uniform,17,22,ball_tree,"{'weights': 'uniform', 'n_neighbors': 17, 'leaf_size': 22, 'algorithm': 'ball_tree'}",-0.16535106712045977,-0.17577042473243432,-0.16466894602795762,-0.1911111770369456,-0.19914872878385276,-0.1652586539904692,-0.18611756538810426,-0.15356106986480048,-0.18392161702018286,-0.16879700190062835,-0.17537062518658356,0.013557204271205105,51
98,0.08334643840789795,0.025162828754407184,0.1174433946609497,0.02521586692092112,uniform,17,18,ball_tree,"{'weights': 'uniform', 'n_neighbors': 17, 'leaf_size': 18, 'algorithm': 'ball_tree'}",-0.16535106712045977,-0.17577042473243432,-0.16466894602795762,-0.1911111770369456,-0.19914872878385276,-0.1652586539904692,-0.18611756538810426,-0.15356106986480048,-0.18392161702018286,-0.16879700190062835,-0.17537062518658356,0.013557204271205105,51
42,0.08897171020507813,0.03151814080593217,0.14945104122161865,0.056923105925110115,uniform,17,19,ball_tree,"{'weights': 'uniform', 'n_neighbors': 17, 'leaf_size': 19, 'algorithm': 'ball_tree'}",-0.16535106712045977,-0.17577042473243432,-0.16466894602795762,-0.1911111770369456,-0.19914872878385276,-0.1652586539904692,-0.18611756538810426,-0.15356106986480048,-0.18392161702018286,-0.16879700190062835,-0.17537062518658356,0.013557204271205105,51
47,0.08612189292907715,0.03889110584214586,0.15383429527282716,0.029861810456274913,uniform,17,25,ball_tree,"{'weights': 'uniform', 'n_neighbors': 17, 'leaf_size': 25, 'algorithm': 'ball_tree'}",-0.16535106712045977,-0.17577042473243432,-0.16466894602795762,-0.1911111770369456,-0.19914872878385276,-0.1652586539904692,-0.18611756538810426,-0.15356106986480048,-0.18392161702018286,-0.16879700190062835,-0.17537062518658356,0.013557204271205105,51
91,0.09530553817749024,0.02599251097045675,0.16087641716003417,0.04185859578955361,distance,27,21,kd_tree,"{'weights': 'distance', 'n_neighbors': 27, 'leaf_size': 21, 'algorithm': 'kd_tree'}",-0.15840418423985372,-0.17127157330239853,-0.16663077123414546,-0.19503541381863096,-0.19893422323126797,-0.1663357220209038,-0.18720075285372345,-0.15723247861000933,-0.1821482057132081,-0.17069334871473743,-0.1753886673738879,0.013933332234120036,56
79,0.08454205989837646,0.04009494624717672,0.14717752933502198,0.03517192001524031,distance,28,41,ball_tree,"{'weights': 'distance', 'n_neighbors': 28, 'leaf_size': 41, 'algorithm': 'ball_tree'}",-0.15830065932339157,-0.17013388640200397,-0.16778118557795912,-0.1955118811869594,-0.1987312789444117,-0.16512202057299025,-0.1874938029216261,-0.15815551209545112,-0.18351674583842,-0.1714984701183523,-0.17562454429815655,0.013988819355340123,57
41,0.0922558069229126,0.03350429961153377,0.1774056911468506,0.052484268628695326,distance,28,34,kd_tree,"{'weights': 'distance', 'n_neighbors': 28, 'leaf_size': 34, 'algorithm': 'kd_tree'}",-0.15830065932339157,-0.17013388640200397,-0.16778118557795912,-0.1955118811869594,-0.1987312789444117,-0.16512202057299025,-0.1874938029216261,-0.15815551209545112,-0.18351674583842,-0.1714984701183523,-0.17562454429815655,0.013988819355340123,57
65,0.08099374771118165,0.020404622671036373,0.21747806072235107,0.03025040705516499,distance,28,40,kd_tree,"{'weights': 'distance', 'n_neighbors': 28, 'leaf_size': 40, 'algorithm': 'kd_tree'}",-0.15830065932339157,-0.17013388640200397,-0.16778118557795912,-0.1955118811869594,-0.1987312789444117,-0.16512202057299025,-0.1874938029216261,-0.15815551209545112,-0.18351674583842,-0.1714984701183523,-0.17562454429815655,0.013988819355340123,57
89,0.07925550937652588,0.020989716537020767,0.16228766441345216,0.03590168274937838,uniform,10,19,ball_tree,"{'weights': 'uniform', 'n_neighbors': 10, 'leaf_size': 19, 'algorithm': 'ball_tree'}",-0.16513897762903748,-0.17809997440004946,-0.1659868669630401,-0.19263109810067333,-0.190075619610385,-0.1652120306793331,-0.18691741861674221,-0.15610184790642476,-0.18382934896623002,-0.17241450419615917,-0.17564076870680745,0.01183943329015336,60
5,0.08733985424041749,0.03350860424539092,0.2221426010131836,0.052901289640184,uniform,10,35,kd_tree,"{'weights': 'uniform', 'n_neighbors': 10, 'leaf_size': 35, 'algorithm': 'kd_tree'}",-0.16513897762903748,-0.17809997440004946,-0.1659868669630401,-0.19263109810067333,-0.190075619610385,-0.1652120306793331,-0.18691741861674221,-0.15610184790642476,-0.18382934896623002,-0.17241450419615917,-0.17564076870680745,0.01183943329015336,60
