,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_gamma,param_epsilon,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
88,1.559121298789978,0.10057478537208596,0.1679769515991211,0.015720839211090167,rbf,0.001496598299149575,0.00983791895947974,5,"{'kernel': 'rbf', 'gamma': 0.001496598299149575, 'epsilon': 0.00983791895947974, 'C': 5}",-0.110925867019821,-0.09588778599720253,-0.10155832216285689,-0.17125678425671906,-0.13621502589795875,-0.09352691899948952,-0.11296577381839897,-0.09722758412568983,-0.15294639482827008,-0.1208908781826242,-0.11934013352890308,0.02498961958699005,1
26,1.550827646255493,0.09427864942337749,0.13967697620391845,0.022563984258245108,rbf,0.0014866933466733368,0.02199249624812406,8,"{'kernel': 'rbf', 'gamma': 0.0014866933466733368, 'epsilon': 0.02199249624812406, 'C': 8}",-0.11316938276271919,-0.0949603040527159,-0.10046447448805924,-0.1714560815948846,-0.1361575733485177,-0.09252358501230176,-0.11419984628274356,-0.09631818585233329,-0.1533781035569021,-0.12150921755980792,-0.11941367545109852,0.02535041858942534,2
56,1.472717833518982,0.09527459529155838,0.14323704242706298,0.031237374706370283,rbf,0.002199849924962481,0.024665332666333164,6,"{'kernel': 'rbf', 'gamma': 0.002199849924962481, 'epsilon': 0.024665332666333164, 'C': 6}",-0.11300076889949766,-0.09508390996815572,-0.1008010996942734,-0.17460184855279653,-0.13777428745143433,-0.09435969948524903,-0.11675308398696448,-0.096479301296995,-0.14281708833163986,-0.12401541704316132,-0.11956865047101672,0.024681488858198965,3
16,1.1280969381332397,0.047637559399837444,0.1223374366760254,0.026489434975469614,rbf,0.002001750875437719,0.03678089044522261,5,"{'kernel': 'rbf', 'gamma': 0.002001750875437719, 'epsilon': 0.03678089044522261, 'C': 5}",-0.11327713074030697,-0.09710688973961411,-0.10157461283894312,-0.17220181244237026,-0.13709827623189755,-0.09426470287318799,-0.11588643763755585,-0.09554363008929746,-0.14641902441764928,-0.12266407026603574,-0.11960365872768583,0.024304318203002707,4
13,1.0816758394241333,0.07862579800177641,0.10501060485839844,0.014634744637106343,rbf,0.0019967983991995997,0.03785392696348174,5,"{'kernel': 'rbf', 'gamma': 0.0019967983991995997, 'epsilon': 0.03785392696348174, 'C': 5}",-0.11343378525875633,-0.09726903038501762,-0.1016310638051005,-0.1721168746570608,-0.13702424435741578,-0.09444655587446033,-0.11589018248414694,-0.09554320311584065,-0.146570675291499,-0.12278504540869373,-0.11967106606379918,0.024256757411313428,5
27,1.7399560928344726,0.1249815388824383,0.14280228614807128,0.016581472573800816,rbf,0.0016055527763881943,0.00968184092046023,10,"{'kernel': 'rbf', 'gamma': 0.0016055527763881943, 'epsilon': 0.00968184092046023, 'C': 10}",-0.11210555142672073,-0.09315153141665888,-0.10086375347994246,-0.1742384278597379,-0.1358804449696698,-0.09422476342933726,-0.11448816033035426,-0.0982577633115019,-0.1528320489780108,-0.12294692197609668,-0.11989893671780305,0.025685302816879002,6
1,1.354751992225647,0.043214742204707064,0.1087681531906128,0.015708615239592102,rbf,0.0031358679339669837,0.02581640820410205,5,"{'kernel': 'rbf', 'gamma': 0.0031358679339669837, 'epsilon': 0.02581640820410205, 'C': 5}",-0.11321836275302058,-0.09652374905070077,-0.10141171866935232,-0.1779697210157681,-0.13958366331085623,-0.09702099352688552,-0.11883087250504996,-0.09737472607297529,-0.13242024136284164,-0.1272967957740769,-0.12016508440415274,0.02436225626223695,7
10,1.2857796192169189,0.1569985272014038,0.10526573657989502,0.018514902149931692,rbf,0.00268024012006003,0.036702851425712855,5,"{'kernel': 'rbf', 'gamma': 0.00268024012006003, 'epsilon': 0.036702851425712855, 'C': 5}",-0.11415563691515353,-0.09721530364372452,-0.10160939039683096,-0.17462784079818008,-0.13917709995055857,-0.09692914324899013,-0.11807484785071815,-0.09636881616204043,-0.1377354817906819,-0.12660488180166535,-0.12024984425585436,0.0238650931075558,8
43,1.5407182455062867,0.08218239226490386,0.1415787696838379,0.029028156438702567,rbf,0.0032349174587293647,0.014110555277638819,5,"{'kernel': 'rbf', 'gamma': 0.0032349174587293647, 'epsilon': 0.014110555277638819, 'C': 5}",-0.11300301194327163,-0.09587683791234919,-0.10223280305630437,-0.17930336568109734,-0.13973222098315974,-0.09712903684391239,-0.11899047809170933,-0.09876247581536488,-0.13098353451182093,-0.12719438019580867,-0.12032081450347984,0.024493485348607527,9
5,1.1690040349960327,0.0863240261993387,0.10272331237792968,0.013801036359670145,rbf,0.001660030015007504,0.03685892946473236,8,"{'kernel': 'rbf', 'gamma': 0.001660030015007504, 'epsilon': 0.03685892946473236, 'C': 8}",-0.1133873903393979,-0.09593646055380262,-0.1016352794044666,-0.17214514152047442,-0.13743408529543719,-0.09555152912515051,-0.11583815926767205,-0.09505365692408212,-0.1530869493540729,-0.12317413169969556,-0.12032427834842518,0.025148051730556637,10
51,1.6150556802749634,0.1541926997408194,0.16250851154327392,0.02950349935226855,rbf,0.0010558279139569785,0.012608304152076037,6,"{'kernel': 'rbf', 'gamma': 0.0010558279139569785, 'epsilon': 0.012608304152076037, 'C': 6}",-0.11224222239261877,-0.09677653543428356,-0.10154165852862253,-0.17087934804549237,-0.13723962320672087,-0.09517138781070492,-0.11308825963240697,-0.09703319457322929,-0.16280358743395124,-0.12063031495150162,-0.12074061320095322,0.026162761819511732,11
90,1.3461596965789795,0.14871870820003885,0.1265104055404663,0.026281071108987145,rbf,0.0033686343171585795,0.03270335167583792,5,"{'kernel': 'rbf', 'gamma': 0.0033686343171585795, 'epsilon': 0.03270335167583792, 'C': 5}",-0.11369371555615093,-0.09855895665516173,-0.10188639133701535,-0.1774270851393027,-0.14071319184850867,-0.09860023486320263,-0.11976121301110988,-0.0980326611692688,-0.13058971925990462,-0.12857530112728707,-0.12078384699669123,0.023821422146616044,12
55,1.1828989505767822,0.07030232505973552,0.10599486827850342,0.014521025218234288,rbf,0.0010607803901950977,0.035629814907453726,6,"{'kernel': 'rbf', 'gamma': 0.0010607803901950977, 'epsilon': 0.035629814907453726, 'C': 6}",-0.11376091441083369,-0.09890385092661465,-0.10135987091662685,-0.17143554989218482,-0.13698924392601056,-0.09375448439747648,-0.11524215000171556,-0.09509448099933816,-0.16298148845067087,-0.12121441879455193,-0.12107364527160236,0.02633397697299319,13
95,1.1452970027923584,0.06064742364726484,0.12099535465240478,0.018517809302109448,rbf,0.003002151075537769,0.037444222111055525,6,"{'kernel': 'rbf', 'gamma': 0.003002151075537769, 'epsilon': 0.037444222111055525, 'C': 6}",-0.1141155388199639,-0.09832927626048713,-0.10202961836195545,-0.17667770595250953,-0.14099798918957945,-0.09916843560285958,-0.11957517051086371,-0.09815589555288468,-0.13337108436136846,-0.1286382484022825,-0.12110589630147543,0.023733803508121425,14
