,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
87,3.8400230169296266,0.25083497063271126,0.23715007305145264,0.092042293887067,42,114,13,2,151,"{'random_state': 42, 'n_estimators': 114, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_depth': 151}",-0.14306365963422984,-0.1337340947584784,-0.14538170451862922,-0.17650623661872708,-0.17479458290794256,-0.11741870123232072,-0.14727082753485862,-0.12981695975276147,-0.15120646723863057,-0.14255837656437545,-0.14617516107609538,0.017430596620277492,11
98,3.0742833614349365,0.2729961070718705,0.21423354148864746,0.09411288796489936,42,104,6,3,143,"{'random_state': 42, 'n_estimators': 104, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 143}",-0.1440545119552011,-0.1328234679270188,-0.14807684381456174,-0.17702957433567823,-0.17200836451235393,-0.1168445482246648,-0.14601829733891317,-0.13166654831114122,-0.152709235625591,-0.14171441588820352,-0.14629458079333277,0.017143481400369143,12
78,2.0506341457366943,0.1673581764150438,0.15600018501281737,0.08035814741145673,42,77,16,2,70,"{'random_state': 42, 'n_estimators': 77, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_depth': 70}",-0.14331635400791132,-0.13569128148304999,-0.14597302156092928,-0.1747737694020921,-0.17664156642237605,-0.1194448999040994,-0.14636898774261145,-0.13116177805237852,-0.1523331537921731,-0.14347481588313274,-0.14691796282507538,0.016863715241464308,13
1,2.644706153869629,0.22974111648659953,0.17010939121246338,0.10084233027831978,42,95,9,3,171,"{'random_state': 42, 'n_estimators': 95, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 171}",-0.14520778415409727,-0.1347586490690082,-0.14724699645613204,-0.17676420665861547,-0.1733646377666259,-0.11890931152238965,-0.14671309468969404,-0.1316584935193223,-0.15258303127217096,-0.14243488347538197,-0.14696410885834377,0.016765006413104352,14
35,3.0919703960418703,0.21930946542403712,0.28416202068328855,0.10707562003324099,42,104,17,1,122,"{'random_state': 42, 'n_estimators': 104, 'min_samples_split': 17, 'min_samples_leaf': 1, 'max_depth': 122}",-0.14345005037064154,-0.1336677896892689,-0.14537850896640916,-0.17637169240542994,-0.17679858970059414,-0.11774115639436113,-0.1497833214623664,-0.13048402505207088,-0.15269090427195156,-0.14461662561788893,-0.14709826639309825,0.01765844276326916,15
48,3.0375185012817383,0.25507478331948125,0.14297313690185548,0.06629165040040645,42,112,17,1,29,"{'random_state': 42, 'n_estimators': 112, 'min_samples_split': 17, 'min_samples_leaf': 1, 'max_depth': 29}",-0.14297753534724156,-0.13434124080442483,-0.1455300337211552,-0.17694558645275288,-0.1764701272548557,-0.1174367959374116,-0.14986661866921192,-0.13036977612725562,-0.15322486077290692,-0.14470180335394592,-0.14718643784411625,0.01773769896970634,16
0,2.694420266151428,0.3399134251558784,0.14796195030212403,0.101131280052373,42,95,17,1,25,"{'random_state': 42, 'n_estimators': 95, 'min_samples_split': 17, 'min_samples_leaf': 1, 'max_depth': 25}",-0.1441986578795882,-0.13427893070111482,-0.14451558103707454,-0.17649753718076205,-0.17691468401055685,-0.11811263570720994,-0.14963255549917182,-0.13000577077424352,-0.15311856894378942,-0.14496612494725528,-0.14722410466807667,0.01764121247078432,17
24,1.7563924074172974,0.25698161167234873,0.19722259044647217,0.11745749604821036,42,60,11,3,78,"{'random_state': 42, 'n_estimators': 60, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_depth': 78}",-0.14583433519418254,-0.13481594613661593,-0.14893601343326343,-0.17644576223033542,-0.17537665308391148,-0.12016573044122521,-0.14439867987312768,-0.1319627416831323,-0.1521476119709488,-0.1423381568344532,-0.1472421630881196,0.016812060351140943,18
21,3.0448906421661377,0.2678918899037974,0.20009467601776124,0.04808515083365358,42,97,11,3,82,"{'random_state': 42, 'n_estimators': 97, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_depth': 82}",-0.14541534278548898,-0.13438042309962572,-0.14672460184918348,-0.1779470139079198,-0.17488643965485853,-0.11975260137195531,-0.14656339012400613,-0.13220339608919782,-0.1528640920159249,-0.14366164939713,-0.1474398950295291,0.017036313630700482,19
97,2.951699995994568,0.34528688739651253,0.21158120632171631,0.04575500984779332,42,102,16,3,61,"{'random_state': 42, 'n_estimators': 102, 'min_samples_split': 16, 'min_samples_leaf': 3, 'max_depth': 61}",-0.14637025310183177,-0.13527708597762136,-0.14909286273993871,-0.17749742581328282,-0.17704509353424094,-0.12081898006040939,-0.14971859836366522,-0.13336888713303363,-0.1543411503444947,-0.14485118154058357,-0.1488381518609102,0.016965758757404574,20
75,1.5139179706573487,0.13877757955602688,0.14499640464782715,0.12312236259770055,42,53,16,3,13,"{'random_state': 42, 'n_estimators': 53, 'min_samples_split': 16, 'min_samples_leaf': 3, 'max_depth': 13}",-0.14697452032299854,-0.13590131769329047,-0.15095381296284224,-0.17547819660799482,-0.17886164578307198,-0.12242965471768642,-0.1490084210595608,-0.13295782385730195,-0.15305443421547318,-0.14428325359121336,-0.14899030808114339,0.016656314552029688,21
39,2.3950359582901,0.23115855853933606,0.2567572116851807,0.09710390885108476,42,83,10,4,74,"{'random_state': 42, 'n_estimators': 83, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 74}",-0.1475782355348907,-0.13706081716303742,-0.14898598537855318,-0.179480916876384,-0.17359926591577557,-0.12190487923653673,-0.1510909713401224,-0.13405860258784955,-0.15387862475066,-0.14276258177476195,-0.14904008805585714,0.01644150010385336,22
71,1.9150254726409912,0.26209496889620176,0.21907222270965576,0.06820074298028658,42,58,10,4,139,"{'random_state': 42, 'n_estimators': 58, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 139}",-0.14557693675163402,-0.13633329128171767,-0.15106522624110436,-0.17921545848867082,-0.17414935484997124,-0.12313752994943045,-0.15027500576862837,-0.13475990088702353,-0.15359426037389998,-0.1425917959433734,-0.14906987605354538,0.016301192940375343,23
58,2.9477078914642334,0.2302900697619166,0.16774678230285645,0.08262458060014906,42,102,23,1,135,"{'random_state': 42, 'n_estimators': 102, 'min_samples_split': 23, 'min_samples_leaf': 1, 'max_depth': 135}",-0.14507589014420283,-0.13672605037365385,-0.14847549641063532,-0.17695707253853263,-0.18026677402482508,-0.12164694949751803,-0.1530943374610823,-0.1325019322798898,-0.15267330429966727,-0.14776524186776258,-0.14951830488977697,0.017248197721846947,24
16,2.906159257888794,0.21675981510461265,0.24107820987701417,0.08806331691548262,42,107,19,3,61,"{'random_state': 42, 'n_estimators': 107, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_depth': 61}",-0.14631373436927114,-0.13574907890305418,-0.14986816531305455,-0.1784903458685638,-0.17833881287250405,-0.1224678734871108,-0.15114383890588232,-0.13433635175909753,-0.15476776806238932,-0.14586633246234249,-0.149734230200327,0.016956625629095716,25
22,3.1663923978805544,0.24759946357442222,0.25339422225952146,0.09194700844078318,42,108,11,5,94,"{'random_state': 42, 'n_estimators': 108, 'min_samples_split': 11, 'min_samples_leaf': 5, 'max_depth': 94}",-0.14901080723404322,-0.13567433239173182,-0.1498863261458637,-0.18070796950797716,-0.17630592979863133,-0.12275331289570207,-0.15149850011060284,-0.13491599959818074,-0.15518837339489142,-0.14359765123249124,-0.14995392023101153,0.016974216017262497,26
53,2.239015293121338,0.310177394121158,0.1666477680206299,0.06074289110030403,42,64,20,3,171,"{'random_state': 42, 'n_estimators': 64, 'min_samples_split': 20, 'min_samples_leaf': 3, 'max_depth': 171}",-0.146270065901405,-0.1370855283152245,-0.1501130553864434,-0.17786254241197202,-0.1805261960313959,-0.12397951319234064,-0.14881306175768796,-0.1333969434437611,-0.1545624642438864,-0.1470659769840747,-0.14996753476681918,0.016948241079335215,27
55,2.091705846786499,0.4213100220935952,0.1861588478088379,0.09773033197608151,42,57,23,2,118,"{'random_state': 42, 'n_estimators': 57, 'min_samples_split': 23, 'min_samples_leaf': 2, 'max_depth': 118}",-0.1440028194126984,-0.13843552784753904,-0.15105243805382698,-0.17625620366264652,-0.18262353191543873,-0.1232811871209168,-0.14977538885130282,-0.13333637765600845,-0.1531580734419207,-0.14801762641722854,-0.1499939174379527,0.017117296710638327,28
46,1.4204954385757447,0.20242889040084602,0.11283402442932129,0.06739137767419232,42,51,19,3,33,"{'random_state': 42, 'n_estimators': 51, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_depth': 33}",-0.1477176566829962,-0.13654378455024957,-0.15167530528285056,-0.17747139054994956,-0.17990413140213743,-0.12260725148062954,-0.15053850486092576,-0.1341772080240305,-0.15342233819683737,-0.14654513917592646,-0.15006027102065328,0.01691935397004018,29
11,3.0830377101898194,0.18003954902369507,0.20365803241729735,0.10121972097595645,42,113,24,2,118,"{'random_state': 42, 'n_estimators': 113, 'min_samples_split': 24, 'min_samples_leaf': 2, 'max_depth': 118}",-0.14412965551311333,-0.13737994539009515,-0.15044591935742205,-0.176810025584802,-0.18122873264201486,-0.12226376948278177,-0.15253114721702293,-0.1338336870493147,-0.15490281430014216,-0.14818635522859466,-0.15017120517653035,0.017181459275512748,30
4,2.128505229949951,0.2798523991513605,0.1807854652404785,0.08407652019629061,42,81,12,5,110,"{'random_state': 42, 'n_estimators': 81, 'min_samples_split': 12, 'min_samples_leaf': 5, 'max_depth': 110}",-0.1496601482068217,-0.1379756124658062,-0.1498264402610901,-0.1807009413078713,-0.17691394094314433,-0.12374598713986865,-0.15068588113300796,-0.13471545970911747,-0.15617352852442717,-0.14349622959169375,-0.15038941692828486,0.01677466946528273,31
23,1.8678486347198486,0.1862441310534987,0.20052599906921387,0.112307381196664,42,70,17,4,187,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 17, 'min_samples_leaf': 4, 'max_depth': 187}",-0.14815989329830567,-0.13680388092925028,-0.15142815693147588,-0.17847513455246225,-0.1782913654494266,-0.12433775965395585,-0.15133489898523825,-0.1341001898158266,-0.15626557579877506,-0.14541201769935594,-0.15046088731140722,0.01661961846587494,32
94,1.812602972984314,0.16244817410908743,0.1824777364730835,0.09723187085829588,42,77,21,3,122,"{'random_state': 42, 'n_estimators': 77, 'min_samples_split': 21, 'min_samples_leaf': 3, 'max_depth': 122}",-0.14634536257870256,-0.1382894197860215,-0.15019867207480478,-0.1785716810757713,-0.1797401446312765,-0.1242537995699167,-0.150188178118317,-0.13443226248867837,-0.15588196933496637,-0.14699758583684666,-0.15048990754953018,0.016726683338942835,33
28,2.7693740844726564,0.17393896402455367,0.19667274951934816,0.09858784000174987,42,98,25,2,33,"{'random_state': 42, 'n_estimators': 98, 'min_samples_split': 25, 'min_samples_leaf': 2, 'max_depth': 33}",-0.14564782076433425,-0.1365481126443811,-0.14994073702459226,-0.17738542365229568,-0.18184495282578308,-0.1235792681250865,-0.15230494679056558,-0.1342633946105962,-0.15553742184106703,-0.14874328219407876,-0.15057953604727803,0.017157660272903937,34
12,1.9357687473297118,0.22606992714515237,0.16672677993774415,0.06707165353694493,42,71,25,2,163,"{'random_state': 42, 'n_estimators': 71, 'min_samples_split': 25, 'min_samples_leaf': 2, 'max_depth': 163}",-0.14499578581246528,-0.1375277376478702,-0.15023541719346142,-0.17702263229835632,-0.18250451963685205,-0.12468142207280154,-0.1502951430661986,-0.134538417118363,-0.15570207836641586,-0.14869181550058283,-0.1506194968713367,0.01696462992747235,35
74,2.29177987575531,0.265863505097444,0.17619881629943848,0.06922156654200334,42,76,13,5,86,"{'random_state': 42, 'n_estimators': 76, 'min_samples_split': 13, 'min_samples_leaf': 5, 'max_depth': 86}",-0.1485120339951881,-0.13772377394858032,-0.15059281041271602,-0.1809078506448769,-0.17737312683176543,-0.12450754946034502,-0.15101584940320345,-0.13443591852450604,-0.15726511482877104,-0.14463410969802584,-0.15069681377479782,0.01681579998590468,36
54,1.8923910140991211,0.1861843962263519,0.17350587844848633,0.043010567374923085,42,54,18,4,29,"{'random_state': 42, 'n_estimators': 54, 'min_samples_split': 18, 'min_samples_leaf': 4, 'max_depth': 29}",-0.14871305358321565,-0.13685494729229106,-0.1525407640851032,-0.17856969371219264,-0.17890534651782444,-0.12446737781732162,-0.15216815431144048,-0.13501060047281124,-0.1553423996984728,-0.14508526269431896,-0.1507657600184992,0.01661559616781281,37
20,2.347030186653137,0.2050091561473413,0.22777376174926758,0.13357974834049371,42,86,14,4,9,"{'random_state': 42, 'n_estimators': 86, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_depth': 9}",-0.14972019291394664,-0.1379295135857055,-0.15089909770872223,-0.1804333684064109,-0.1768151545668188,-0.12464330030724732,-0.15309596765084718,-0.1349715964464836,-0.15579239617993654,-0.14573349911176134,-0.151003408687788,0.016467885352205655,38
56,3.3885489225387575,0.28140996355351583,0.2048567533493042,0.08602937501269536,42,108,3,6,171,"{'random_state': 42, 'n_estimators': 108, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_depth': 171}",-0.1490623651629258,-0.13677347734290649,-0.14984701672873887,-0.18026043805459455,-0.17844308374738424,-0.12501201028687353,-0.15409878982134573,-0.13666483291952955,-0.15740099444802327,-0.14424877426096247,-0.1511811782773284,0.016713684432057205,39
7,2.6480600357055666,0.29675045027746316,0.19952611923217772,0.11134555500720736,42,106,23,3,21,"{'random_state': 42, 'n_estimators': 106, 'min_samples_split': 23, 'min_samples_leaf': 3, 'max_depth': 21}",-0.14665493032175575,-0.1371831354493042,-0.15136361234745624,-0.17975161134359638,-0.18090927077394964,-0.1243820107974261,-0.15277487719868782,-0.13527886151873564,-0.15575694406580876,-0.14874648704107965,-0.15128017408578004,0.01707887823970484,40
57,2.7959702730178835,0.1713878012464263,0.20707011222839355,0.07132356631068607,42,104,28,1,33,"{'random_state': 42, 'n_estimators': 104, 'min_samples_split': 28, 'min_samples_leaf': 1, 'max_depth': 33}",-0.1463769174684294,-0.138234542898224,-0.14949800263271515,-0.17930354624355646,-0.1829357101054952,-0.12378030621928152,-0.1549365408633721,-0.13601951334493928,-0.1535441111085057,-0.14955477813507526,-0.1514183969019594,0.017306645443033772,41
2,1.7660537004470824,0.19715734476509764,0.17096414566040039,0.08978080365712551,42,66,28,1,41,"{'random_state': 42, 'n_estimators': 66, 'min_samples_split': 28, 'min_samples_leaf': 1, 'max_depth': 41}",-0.1468376879516636,-0.1387869178034708,-0.14963078711802455,-0.17970126872566802,-0.18343312447016397,-0.12548649222415292,-0.1522901908320348,-0.13567301803164725,-0.1532378867941022,-0.14939028413322186,-0.151446765808415,0.017138123365386317,42
25,1.8931979656219482,0.28032897209584057,0.196388578414917,0.09406454003760899,42,66,11,6,139,"{'random_state': 42, 'n_estimators': 66, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_depth': 139}",-0.14983319787282223,-0.1377250204539646,-0.15081707760838994,-0.18031521129559458,-0.17871568865953172,-0.12708902193537008,-0.15190071344948017,-0.13611813571704745,-0.15875378179083097,-0.1437638521977139,-0.15150317009807454,0.016459429479153714,43
14,2.4563167333602904,0.1915229985946112,0.2554417848587036,0.09107102438602543,42,96,28,2,21,"{'random_state': 42, 'n_estimators': 96, 'min_samples_split': 28, 'min_samples_leaf': 2, 'max_depth': 21}",-0.1467935404191703,-0.13769680964680522,-0.15098099130698098,-0.1790549049336019,-0.1831727562673392,-0.124531345670751,-0.15393249172178364,-0.13567184937735996,-0.15605879713265605,-0.15000084275894787,-0.1517894329235396,0.017266535683813148,44
68,3.1971959829330445,0.34350489880732926,0.25574281215667727,0.11611138857393502,42,120,16,6,45,"{'random_state': 42, 'n_estimators': 120, 'min_samples_split': 16, 'min_samples_leaf': 6, 'max_depth': 45}",-0.14890752770200216,-0.1377204087775967,-0.15117913382075912,-0.18052924618459876,-0.18015257936470164,-0.12508176718346062,-0.1553513194270487,-0.13643888838946477,-0.15837428317088662,-0.1458815733430367,-0.15196167273635558,0.01696069656516288,45
29,2.094967222213745,0.17480008155784316,0.15904724597930908,0.10369761885098085,42,70,22,4,163,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 22, 'min_samples_leaf': 4, 'max_depth': 163}",-0.1488355042897649,-0.1380666381267801,-0.15229128838315345,-0.18091930675994064,-0.18097055106568088,-0.1264870526181469,-0.1529240051699401,-0.13510512891549942,-0.15686581905168462,-0.14855917319160397,-0.1521024467572195,0.016889251188406094,46
95,2.2088266134262087,0.2688506081772333,0.16194159984588624,0.0729572143596684,42,71,16,6,126,"{'random_state': 42, 'n_estimators': 71, 'min_samples_split': 16, 'min_samples_leaf': 6, 'max_depth': 126}",-0.14974627974637497,-0.13881545089067854,-0.15115874888297728,-0.18051667545136338,-0.18034358570706724,-0.12718408973410844,-0.15316198068214118,-0.13752533558557373,-0.16032803936059836,-0.1457987204281174,-0.15245789064690005,0.016518443946049236,47
90,1.2973435163497924,0.1938388271128132,0.14858126640319824,0.06980242320027966,42,51,23,4,98,"{'random_state': 42, 'n_estimators': 51, 'min_samples_split': 23, 'min_samples_leaf': 4, 'max_depth': 98}",-0.14944385263517332,-0.13811381585597243,-0.15556994185476822,-0.18062277484125008,-0.18182497014233753,-0.1259603220420421,-0.15395709499358673,-0.13589935475018633,-0.15559748608447496,-0.14873601351248758,-0.15257256267122793,0.01697745454449945,48
50,2.091026544570923,0.28099334852509095,0.13403124809265138,0.1058337740320221,42,79,20,5,110,"{'random_state': 42, 'n_estimators': 79, 'min_samples_split': 20, 'min_samples_leaf': 5, 'max_depth': 110}",-0.15022448811061695,-0.14015874696864886,-0.1525081627557933,-0.1819276540635003,-0.18092128208377756,-0.12550224613042246,-0.15344771849585664,-0.137124858071583,-0.1581782256129038,-0.14705792300400347,-0.15270513052971063,0.016908134677745157,49
52,2.067764663696289,0.2777184637890731,0.17965233325958252,0.07324952883743487,42,64,5,7,90,"{'random_state': 42, 'n_estimators': 64, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_depth': 90}",-0.15103966076361175,-0.13903669311344502,-0.15030672872644257,-0.18082498262097182,-0.18024454014346228,-0.1282025625039639,-0.15322275911237201,-0.13966707108300433,-0.16106069309167262,-0.14478354170109736,-0.15283892328600437,0.016271202258236386,50
32,1.5388867378234863,0.2148520639898522,0.20872294902801514,0.06433524218301703,42,64,6,7,94,"{'random_state': 42, 'n_estimators': 64, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_depth': 94}",-0.15103966076361175,-0.1390366931134448,-0.15030672872644277,-0.18082498262097185,-0.18024454014346242,-0.1282025625039642,-0.15322275911237201,-0.1396670710830045,-0.16106069309167254,-0.14478354170109742,-0.1528389232860044,0.01627120225823636,51
77,2.238039827346802,0.2801883277127494,0.2562874317169189,0.051369467076367616,42,92,3,7,183,"{'random_state': 42, 'n_estimators': 92, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_depth': 183}",-0.15223389837740986,-0.13826519159935705,-0.14989666589198092,-0.18071840961155522,-0.18006085424292184,-0.12633201780835343,-0.1549250390799145,-0.13982764605665646,-0.16092199365218637,-0.1452868793407044,-0.15284685956610397,0.016547948176385788,52
31,1.3086965084075928,0.11526424245425182,0.18046925067901612,0.07800170717453314,42,52,17,6,118,"{'random_state': 42, 'n_estimators': 52, 'min_samples_split': 17, 'min_samples_leaf': 6, 'max_depth': 118}",-0.14966942727461408,-0.13710808442175743,-0.15432913357645772,-0.18042587442532576,-0.18134065054597992,-0.12701381932063546,-0.154327983515447,-0.13861425530085134,-0.16000912858687422,-0.14577509817850992,-0.15286134551464528,0.016750859587297634,53
63,2.8071717739105226,0.388293575827746,0.19156994819641113,0.11870557990475929,42,104,25,4,171,"{'random_state': 42, 'n_estimators': 104, 'min_samples_split': 25, 'min_samples_leaf': 4, 'max_depth': 171}",-0.148381632136469,-0.13735558332798264,-0.15295440093033585,-0.18183632691855453,-0.18200216607018374,-0.12575230505717058,-0.15668477212936469,-0.13735660223339272,-0.15740741756269439,-0.14914782321459844,-0.15288790295807467,0.01724415210452225,54
64,2.340387225151062,0.2711716946539431,0.17030854225158693,0.06583308623376215,42,90,4,7,114,"{'random_state': 42, 'n_estimators': 90, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_depth': 114}",-0.15186516146340412,-0.13874752485302472,-0.15006100049042312,-0.18082015619088698,-0.1798337885381291,-0.12637955007559912,-0.15503767627004425,-0.1400827969672594,-0.16111139921046,-0.1453298922302841,-0.1529268946289515,0.016466020896308813,55
38,1.7475598096847533,0.20922186116720504,0.23014585971832274,0.09065539888278473,42,70,11,7,74,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 11, 'min_samples_leaf': 7, 'max_depth': 74}",-0.15198326768620393,-0.1391942269487986,-0.1500875732884613,-0.18047897792337267,-0.17995932101555448,-0.1280693511967165,-0.1532181694263955,-0.1397890119414817,-0.16192839997992378,-0.14515285400109737,-0.15298611534080056,0.016184627622060924,56
81,1.8094430923461915,0.16634392494254188,0.16258625984191893,0.0679621670289399,42,71,25,4,37,"{'random_state': 42, 'n_estimators': 71, 'min_samples_split': 25, 'min_samples_leaf': 4, 'max_depth': 37}",-0.14856728220174276,-0.13843317142745795,-0.15330199460087215,-0.18175774954335394,-0.18262321648999405,-0.12748910285207377,-0.15472573575944637,-0.13616198047509878,-0.1584354945913725,-0.15026467871627194,-0.15317604066576843,0.01706017413754493,57
40,1.4728334188461303,0.1814914040432936,0.147507643699646,0.08477287336911983,42,57,14,7,94,"{'random_state': 42, 'n_estimators': 57, 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_depth': 94}",-0.15176371081558523,-0.13869890317469818,-0.1517318008067392,-0.1811642555672127,-0.18061460348046013,-0.1281830354707071,-0.15440976739365442,-0.1405351006514866,-0.1617909089384371,-0.14500984684695836,-0.1533901933145939,0.016359378762815648,58
3,2.1248764753341676,0.1564347701095857,0.22350568771362306,0.1154626532333955,42,88,22,5,29,"{'random_state': 42, 'n_estimators': 88, 'min_samples_split': 22, 'min_samples_leaf': 5, 'max_depth': 29}",-0.1505599833262743,-0.13945285800450405,-0.1535563467895367,-0.18242818484457196,-0.18284389172827784,-0.12580047976335337,-0.1558305875109233,-0.13810760398900793,-0.1593798760384375,-0.14819102661870334,-0.15361508386135905,0.01725143339984143,59
27,2.1323509216308594,0.15799965220168366,0.18508405685424806,0.09986774117727233,42,82,29,3,130,"{'random_state': 42, 'n_estimators': 82, 'min_samples_split': 29, 'min_samples_leaf': 3, 'max_depth': 130}",-0.14930308115579385,-0.1401753082352285,-0.1535735225877672,-0.1817065985888521,-0.1842442169043554,-0.12670466414729464,-0.15447880223410126,-0.13769028856083504,-0.15787654704450704,-0.15139184334461678,-0.1537144872803352,0.017111456731211422,60
