,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_loss,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
77,8.712117052078247,0.38962973521098065,0.15366411209106445,0.018106930155053574,42,231,exponential,5.236118059029515,"{'random_state': 42, 'n_estimators': 231, 'loss': 'exponential', 'learning_rate': 5.236118059029515}",-0.17521395228113013,-0.17655844145786423,-0.1614661648604618,-0.1814924042040249,-0.18270747597180742,-0.1614291177773449,-0.17040553081575951,-0.16778341484475282,-0.19503105032022125,-0.15983009024307104,-0.1731917642776438,0.010692168977912845,1
83,9.333473658561706,0.5332891802604243,0.17119834423065186,0.04812761560870239,42,240,exponential,4.965982991495748,"{'random_state': 42, 'n_estimators': 240, 'loss': 'exponential', 'learning_rate': 4.965982991495748}",-0.17559449510462052,-0.1737208966060586,-0.15907418553191344,-0.18829235261033514,-0.18091523149957892,-0.1611345686429081,-0.1740449261928872,-0.16801960606676908,-0.19327658292986225,-0.16928605476004244,-0.17433588999449756,0.010351126426464166,2
79,10.41504783630371,0.45103871828001396,0.18624141216278076,0.04107344188258505,42,248,exponential,4.390695347673837,"{'random_state': 42, 'n_estimators': 248, 'loss': 'exponential', 'learning_rate': 4.390695347673837}",-0.176536463962425,-0.17796180820674465,-0.16071026225340213,-0.1872457823888864,-0.18617588880501482,-0.15984090463183512,-0.16934023952506136,-0.16826488942621437,-0.19338728617026732,-0.16390546205587714,-0.1743368987425728,0.011198955838410633,3
72,8.3344801902771,0.3882472063874314,0.13445630073547363,0.02240731331069902,42,221,exponential,5.246123061530765,"{'random_state': 42, 'n_estimators': 221, 'loss': 'exponential', 'learning_rate': 5.246123061530765}",-0.18407689472820285,-0.1769509341551393,-0.15796773401008238,-0.18455401814900368,-0.18567171002460936,-0.16280176619366762,-0.17230583060476062,-0.16683227841337028,-0.19396878946956086,-0.15906554521871596,-0.1744195500967113,0.011893606010090598,4
82,7.501910281181336,0.29453232402135315,0.13634867668151857,0.04345752572176336,42,223,exponential,5.136068034017009,"{'random_state': 42, 'n_estimators': 223, 'loss': 'exponential', 'learning_rate': 5.136068034017009}",-0.17962370620246035,-0.1754847391318665,-0.1593696902102946,-0.18785304282125947,-0.17872717127011784,-0.165160419989801,-0.16830496415916152,-0.17000042250400077,-0.1949485459709797,-0.16876914190762768,-0.17482418441675693,0.010237716118319053,5
30,8.720364356040955,0.5767636253424432,0.1391664505004883,0.02139345482098173,42,219,exponential,4.140570285142571,"{'random_state': 42, 'n_estimators': 219, 'loss': 'exponential', 'learning_rate': 4.140570285142571}",-0.1811944029481798,-0.17553122342772595,-0.1612379383136643,-0.18856229663452606,-0.18342381717171238,-0.1604704934313507,-0.1736235003052796,-0.16709921281414541,-0.1936843517906169,-0.1669977475776034,-0.17518249844148046,0.010822086182286722,6
4,8.118112087249756,0.3322961262883632,0.12594459056854249,0.01068770730654334,42,209,exponential,4.413206603301651,"{'random_state': 42, 'n_estimators': 209, 'loss': 'exponential', 'learning_rate': 4.413206603301651}",-0.17578200953577303,-0.17452207641434064,-0.16509054954149904,-0.1847198354896527,-0.18566151110821444,-0.15993669546662295,-0.17028386008246252,-0.16987152004448458,-0.20119429677078865,-0.16507523649870462,-0.17521375909525433,0.01169107261768428,7
12,8.813367652893067,0.5658087886519624,0.14345345497131348,0.02183737382181924,42,228,exponential,4.468234117058529,"{'random_state': 42, 'n_estimators': 228, 'loss': 'exponential', 'learning_rate': 4.468234117058529}",-0.17602335192919252,-0.17711968755420604,-0.1644656570243912,-0.1868950209124962,-0.18221649309540197,-0.1641405669308504,-0.17052328204147052,-0.16873232217147058,-0.19826679375176193,-0.16588902625702845,-0.175427220166827,0.010535000904031335,8
2,11.692407965660095,0.3797234268778291,0.19146351814270018,0.03917018604419169,42,280,exponential,4.063031515757879,"{'random_state': 42, 'n_estimators': 280, 'loss': 'exponential', 'learning_rate': 4.063031515757879}",-0.17961430415482216,-0.17668912903547226,-0.16315195830122534,-0.18669642867949504,-0.18429288147747908,-0.16528410964631451,-0.17274505116626782,-0.16677676837607835,-0.19827025647565832,-0.1637375597643361,-0.17572584470771488,0.011035709722951538,9
36,12.310090279579162,1.071964824079903,0.19657249450683595,0.02568571645530541,42,295,exponential,3.632816408204102,"{'random_state': 42, 'n_estimators': 295, 'loss': 'exponential', 'learning_rate': 3.632816408204102}",-0.18329775298364184,-0.17679055375232025,-0.16105311371196546,-0.18517597399855767,-0.18484152867914963,-0.16158120275555382,-0.17166061306511002,-0.1729854371669525,-0.19671459175487419,-0.16495815138932393,-0.17590589192574493,0.011074341798936642,10
