,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
7,0.31834371089935304,0.10927398040628883,0.016912508010864257,0.005928587565803632,42,0.0003081390695347674,"{'random_state': 42, 'alpha': 0.0003081390695347674}",-0.11152822067377902,-0.09185275138816046,-0.10389473831866831,-0.11689102122944833,-0.13992716599513264,-0.09257655395620641,-0.11427192991267617,-0.09132622781543258,-0.09157038312677926,-0.12199440449914681,-0.10758333969154302,0.015516776149152936,1
46,0.3004319190979004,0.07437436594471314,0.019914841651916503,0.006287389199379886,42,0.0003091295647823912,"{'random_state': 42, 'alpha': 0.0003091295647823912}",-0.11151059482716581,-0.09185411184144603,-0.10390806708371703,-0.11688738490651152,-0.13992047500733096,-0.09257770660770331,-0.1142726360006736,-0.09133297709291897,-0.09157981472256249,-0.12199525148008677,-0.10758390195701165,0.015512579256246183,2
60,0.337894606590271,0.04650085148698095,0.01578097343444824,0.0031651029909772793,42,0.0003150725362681341,"{'random_state': 42, 'alpha': 0.0003150725362681341}",-0.1114066316020226,-0.09186821014448641,-0.10398864020335633,-0.11686793835433168,-0.139882687095775,-0.09258604982587104,-0.11426038129200188,-0.09137269920468581,-0.09163910982530593,-0.1219969157818811,-0.1075869263329718,0.01548616254317056,3
79,0.3203869819641113,0.06922490058043092,0.02140321731567383,0.013155208418827585,42,0.0003239869934967484,"{'random_state': 42, 'alpha': 0.0003239869934967484}",-0.1112673223058317,-0.09189450120883343,-0.1041129131390559,-0.11682303100197336,-0.13982924372586017,-0.09260179621223154,-0.11423455101552792,-0.09143535891225052,-0.09172132364778894,-0.12201305619186355,-0.10759330973612172,0.015447288698599576,4
61,0.32827484607696533,0.08721721606949191,0.017690277099609374,0.0062212353584266454,42,0.00033686343171585796,"{'random_state': 42, 'alpha': 0.00033686343171585796}",-0.11114351112938181,-0.09191190573074035,-0.10430341913881422,-0.11674361072032134,-0.1397576142726364,-0.09263260637403138,-0.11421381637038218,-0.0915311092706201,-0.09182531970501613,-0.12204125223124189,-0.10761041649431857,0.015396824018616128,5
11,0.27212326526641845,0.046412159591047435,0.019475555419921874,0.007594125306604343,42,0.0003393396698349175,"{'random_state': 42, 'alpha': 0.0003393396698349175}",-0.11112331772504812,-0.09191678300977336,-0.10434158970184072,-0.11672918363587964,-0.1397446162978225,-0.09263937054869134,-0.11420824015361647,-0.09154884448777337,-0.09184538728603674,-0.12204723748800339,-0.10761445703344856,0.01538723470590369,6
91,0.3242518901824951,0.07728639692612753,0.018812227249145507,0.005546223621520625,42,0.0002818909454727364,"{'random_state': 42, 'alpha': 0.0002818909454727364}",-0.11199080038594388,-0.09185116557757382,-0.10374727897051664,-0.11702772122860838,-0.14013859596322023,-0.092594293505902,-0.11439030510091165,-0.09127353262837609,-0.0912949616457287,-0.12201988183096606,-0.10763285368377476,0.015624980030522788,7
23,0.3315122127532959,0.07322532560037033,0.014551877975463867,0.004733962163385004,42,0.00028040520260130065,"{'random_state': 42, 'alpha': 0.00028040520260130065}",-0.11202094083384177,-0.09185260926642039,-0.10374786797507052,-0.1170352957771145,-0.14015173694225333,-0.09260047354367064,-0.1143933386800802,-0.0912874652084364,-0.09127974978784031,-0.12202331283370603,-0.10763927908484341,0.015628837018642486,8
26,0.3412572622299194,0.07887616181142579,0.02371182441711426,0.014301041420997874,42,0.0002739669834917459,"{'random_state': 42, 'alpha': 0.0002739669834917459}",-0.11215766730355643,-0.09186951518113726,-0.10375654182422608,-0.11706949635171678,-0.14021479809948925,-0.09262526868051035,-0.11440849901513356,-0.09135057970199494,-0.09121957444796061,-0.12203944800122307,-0.10767113886069483,0.015645434990063538,9
41,0.33828370571136473,0.06973260816641165,0.022681879997253417,0.008689948341872904,42,0.0002655477738869435,"{'random_state': 42, 'alpha': 0.0002655477738869435}",-0.11232920739991062,-0.09190430955377368,-0.10377684912117703,-0.11711796777561985,-0.14030847570050742,-0.09265437116710704,-0.11443035420114168,-0.09143113094703655,-0.09115405677478633,-0.12206194562513832,-0.10771686682661988,0.01566751704815124,10
