,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_l1_ratio,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
53,0.35848379135131836,0.0743777451212019,0.013447070121765136,0.00401880110478898,42,0.97549124062031,0.00047751375687843926,"{'random_state': 42, 'l1_ratio': 0.97549124062031, 'alpha': 0.00047751375687843926}",-0.10894658994989376,-0.10157418758345178,-0.10736328048241682,-0.15555101541027486,-0.1420304464781727,-0.10824601374246211,-0.11727730242863342,-0.09648555183406766,-0.17771379891533992,-0.12355394075762785,-0.1238742127582341,0.0250250010361341,1
95,0.3640192747116089,0.07810415242431527,0.013512468338012696,0.002329573647835232,42,0.6865987193596798,0.0004948474237118559,"{'random_state': 42, 'l1_ratio': 0.6865987193596798, 'alpha': 0.0004948474237118559}",-0.1097650202825932,-0.10018945638085815,-0.10729959345222,-0.15522850115645423,-0.1412571920589125,-0.1096638108894054,-0.1173728899239375,-0.09636665351560034,-0.17753430716540372,-0.12419960024315246,-0.12388770250685374,0.024900587737764514,2
59,0.3369349241256714,0.05333995561934797,0.016024255752563478,0.005355914123514241,42,0.6873490895447723,0.0005983541770885443,"{'random_state': 42, 'l1_ratio': 0.6873490895447723, 'alpha': 0.0005983541770885443}",-0.10941199498004901,-0.10133979285839935,-0.10818958578584804,-0.15431418410413084,-0.14194245559476906,-0.10688021312385784,-0.11779295333552123,-0.09725003348711038,-0.17752750181720856,-0.12430276552841626,-0.12389514806153108,0.024757818894930016,3
56,0.3513495922088623,0.08731668924828266,0.014527630805969239,0.006802254188151798,42,0.869689044522261,0.000583991995997999,"{'random_state': 42, 'l1_ratio': 0.869689044522261, 'alpha': 0.000583991995997999}",-0.10887428546693512,-0.10268695862525064,-0.1079543320087333,-0.1546587561726962,-0.14254110595574776,-0.10570453622618173,-0.11754925534141497,-0.09750885763317681,-0.1774869664277586,-0.12417194400874704,-0.1239136997866642,0.02482570394681562,4
45,0.38043382167816164,0.08171425741331825,0.014118838310241699,0.005235283293098607,42,0.6303209554777388,0.0005300100050025013,"{'random_state': 42, 'l1_ratio': 0.6303209554777388, 'alpha': 0.0005300100050025013}",-0.109846335445311,-0.10033735601788327,-0.10746748070476703,-0.15494531282027343,-0.14130449579861157,-0.10912398450317186,-0.11743273538651494,-0.09666880374914741,-0.17742244223080675,-0.1247632204087001,-0.12393121670651874,0.024812377381332493,5
65,0.31302671432495116,0.10126416635726637,0.014103341102600097,0.001909596977837768,42,1.218611180590295,0.0004973236618309154,"{'random_state': 42, 'l1_ratio': 1.218611180590295, 'alpha': 0.0004973236618309154}",-0.10845327215210904,-0.10328090802618575,-0.10735606429720129,-0.15612599119487955,-0.1427604589180781,-0.10491355895274423,-0.11748146692969888,-0.0973319968389777,-0.1777759664797063,-0.12401942481581107,-0.12394991086053919,0.02518299426301677,6
62,0.3219841480255127,0.08452437417287406,0.012721824645996093,0.004793770425432093,42,0.6228172536268133,0.0006275737868934468,"{'random_state': 42, 'l1_ratio': 0.6228172536268133, 'alpha': 0.0006275737868934468}",-0.10955501336123438,-0.10118899388001869,-0.10825248538884304,-0.15417164121904126,-0.14191367782210002,-0.10682081100708168,-0.11789396484547597,-0.09740983370600906,-0.1774120780978926,-0.1249062195749475,-0.12395247189026441,0.024700820871661575,7
92,0.32807943820953367,0.06716470441221714,0.011839985847473145,0.001970644262849947,42,0.8952016308154076,0.000394807403701851,"{'random_state': 42, 'l1_ratio': 0.8952016308154076, 'alpha': 0.000394807403701851}",-0.10960972077839763,-0.099758321356445,-0.10675453291388452,-0.15641360989435313,-0.14112202515702238,-0.11203062674109295,-0.11705018067715563,-0.09533369761383031,-0.17789531302903028,-0.12355910901749359,-0.12395271371787053,0.025207440717315503,8
6,0.3322529077529907,0.07895777567262838,0.014890766143798828,0.004652714984833038,42,1.144324532266133,0.0004809804902451226,"{'random_state': 42, 'l1_ratio': 1.144324532266133, 'alpha': 0.0004809804902451226}",-0.1086511808552407,-0.10280343274000783,-0.10734129839530528,-0.155957525734117,-0.14251947486960118,-0.10662441746788878,-0.11722614907671035,-0.09703877655974917,-0.17780716663002696,-0.12369847896233363,-0.1239667901290981,0.02509311063455741,9
67,0.2798940658569336,0.07071279456883374,0.013278651237487792,0.004795857235176992,42,1.493246668334167,0.00045473236618309156,"{'random_state': 42, 'l1_ratio': 1.493246668334167, 'alpha': 0.00045473236618309156}",-0.1079319122578906,-0.10368630592479079,-0.10738698735746915,-0.15764449696971222,-0.14285925084196263,-0.10367660807936466,-0.11764163119179814,-0.09724702221298293,-0.17756196293913526,-0.12404202025439752,-0.12396781980295038,0.025441131138125513,10
60,0.31822710037231444,0.060167094360197695,0.016528964042663574,0.006522796108104667,42,1.085045287643822,0.0005478389194597299,"{'random_state': 42, 'l1_ratio': 1.085045287643822, 'alpha': 0.0005478389194597299}",-0.10857856609797192,-0.1034852406437667,-0.10770648489958333,-0.15532879603330083,-0.14288808668567046,-0.1044622466463226,-0.11757388546371081,-0.09758828469433166,-0.1777344716279741,-0.12433632236223435,-0.12396823851548669,0.025040970057863328,11
