,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
22,0.31001882553100585,0.07139080209213287,0.017041921615600586,0.0056301527480514734,42,0.0003061580790395198,"{'random_state': 42, 'alpha': 0.0003061580790395198}",-0.11156388651566256,-0.09185031132641483,-0.10386822443573525,-0.11689891419445311,-0.13994060396489091,-0.09257442522745414,-0.1142778405259922,-0.09131416477222465,-0.0915516221230599,-0.12199314839073373,-0.10758331414766213,0.01552538552758008,1
4,0.3221557855606079,0.06208309430725398,0.020333695411682128,0.006545957768977463,42,0.00030318659329664835,"{'random_state': 42, 'alpha': 0.00030318659329664835}",-0.11161879395328844,-0.09184724882452931,-0.10382949222550882,-0.11691221181684501,-0.1399615342308501,-0.09257311635468778,-0.11428733371020369,-0.09129663172494805,-0.0915244171876822,-0.12199248272843578,-0.10758432627569792,0.015538325960508336,2
36,0.3587890625,0.06803894963298357,0.0194751501083374,0.006519946137967984,42,0.0002888244122061031,"{'random_state': 42, 'alpha': 0.0002888244122061031}",-0.11186279369989763,-0.09184499828382944,-0.10374786928556817,-0.11699004977353906,-0.14007852984911065,-0.09256950051918711,-0.1143691808806822,-0.09122941977548417,-0.09136612977583906,-0.12200485699610929,-0.10760633288392467,0.015604582672917254,3
30,0.28961050510406494,0.11213036357102735,0.01690826416015625,0.006777185514327048,42,0.00034676838419209606,"{'random_state': 42, 'alpha': 0.00034676838419209606}",-0.11106946273040323,-0.09193252226329798,-0.1044602397361562,-0.11668835475677848,-0.13970590464002447,-0.09265670071666669,-0.11419653889771648,-0.09159931296995813,-0.09191605628209398,-0.12206237438027966,-0.10762874673733754,0.01535815429525296,4
59,0.2947568416595459,0.0838853318332041,0.020844078063964842,0.004505017496281559,42,0.00034775887943971987,"{'random_state': 42, 'alpha': 0.00034775887943971987}",-0.11106297138623103,-0.09193387801123673,-0.1044765131950094,-0.11668317805071451,-0.13970091496438158,-0.09265852368743657,-0.11419515585639135,-0.09160641520706907,-0.09192688540251126,-0.12206418437603425,-0.10763086201370158,0.015354272238597784,5
25,0.30852551460266114,0.06398943860315183,0.015625500679016115,0.0030491085687594116,42,0.0003487493746873437,"{'random_state': 42, 'alpha': 0.0003487493746873437}",-0.11105657619056473,-0.09193527332285986,-0.10449289178682265,-0.11668242737794851,-0.13969590463745787,-0.09266064557343429,-0.11419381625103611,-0.0916135746517206,-0.09193774248057056,-0.12206608550626989,-0.1076334937778685,0.01535061733237703,6
76,0.3420937776565552,0.08867612194417207,0.02258601188659668,0.009555854093098523,42,0.0003497398699349675,"{'random_state': 42, 'alpha': 0.0003497398699349675}",-0.11104972034969757,-0.09193492950868701,-0.10450938096037285,-0.11668377153936423,-0.13969100468316575,-0.09266279128829912,-0.11419252061104335,-0.09162076347524735,-0.09194864072344014,-0.12206746643272859,-0.10763609895720458,0.015347219780299829,7
42,0.313848614692688,0.0727943502520488,0.021564793586730958,0.008508229508217797,42,0.0003502351175587794,"{'random_state': 42, 'alpha': 0.0003502351175587794}",-0.11104660873761074,-0.09193484098332873,-0.10451748518453469,-0.11668446539823682,-0.13968857963370565,-0.09266425651010383,-0.11419189027033962,-0.09162442369631925,-0.0919541055492541,-0.12207976241561566,-0.1076386418379049,0.015346575386394376,8
65,0.299466609954834,0.07809361271664042,0.017451000213623048,0.004893224310740753,42,0.0003507303651825913,"{'random_state': 42, 'alpha': 0.0003507303651825913}",-0.11104352170173053,-0.09193478828568742,-0.10452555116644661,-0.1166851302955727,-0.13968616480987406,-0.09266549385381206,-0.11419126686296585,-0.0916280982197486,-0.09195914777398813,-0.12208017170353436,-0.10763993346733605,0.015344875702844887,9
87,0.2898551940917969,0.0805603538729222,0.015883922576904297,0.003563385159345128,42,0.0003517208604302151,"{'random_state': 42, 'alpha': 0.0003517208604302151}",-0.11103742029309259,-0.09193416036661539,-0.10454082751280001,-0.11668659109449361,-0.13968131747136217,-0.0926685133512396,-0.11418988756233857,-0.09163548288461149,-0.09197015618787797,-0.12208069846409049,-0.10764250551885217,0.015341369857921453,10
