,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
88,36.60348908901214,0.8521193398982189,0.016506505012512208,0.0007028219086474139,0.8809523761880941,42,310,3,3,44,0.1621648324162081,"{'subsample': 0.8809523761880941, 'random_state': 42, 'n_estimators': 310, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 44, 'learning_rate': 0.1621648324162081}",-0.14472907668160775,-0.13624418944767044,-0.14378081486866984,-0.1818618493348547,-0.16999174909017278,-0.1119050588694994,-0.13766609779343666,-0.14021884067886403,-0.1448347272202071,-0.14832221564868917,-0.1459554619633672,0.01798739441932436,11
55,68.11265246868133,1.8662368382985282,0.02377641201019287,0.0011505982179315407,0.8514405702851426,42,457,5,2,55,0.22418964482241122,"{'subsample': 0.8514405702851426, 'random_state': 42, 'n_estimators': 457, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 55, 'learning_rate': 0.22418964482241122}",-0.14325241070695796,-0.14726190166241418,-0.14659641772335902,-0.1837922758887821,-0.17487632553583382,-0.1085946383229292,-0.14417617250283918,-0.12575530737634713,-0.1499772084649853,-0.1513692876825352,-0.1475651945866983,0.020258528463198873,12
39,71.46891548633576,4.628389421272596,0.024594759941101073,0.0007145971719472556,0.9514805902951476,42,426,7,2,80,0.11764702351175589,"{'subsample': 0.9514805902951476, 'random_state': 42, 'n_estimators': 426, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 80, 'learning_rate': 0.11764702351175589}",-0.1436513492499339,-0.13896418617290493,-0.13567539253393376,-0.18531951785620157,-0.17603172777243056,-0.11492652580276248,-0.15338701210933614,-0.13656261293322403,-0.15640500714225494,-0.14356930074517443,-0.14844926323181568,0.019424011180170203,13
85,35.07297410964966,0.7584975686602253,0.017763233184814452,0.0007387773158247672,0.6688675337668835,42,256,4,1,67,0.240196048024012,"{'subsample': 0.6688675337668835, 'random_state': 42, 'n_estimators': 256, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 67, 'learning_rate': 0.240196048024012}",-0.15906231991955708,-0.14206351762564842,-0.1478431365234492,-0.18412234736559913,-0.18427013464548125,-0.11782394866524298,-0.13836752049939127,-0.14163916468510052,-0.14926942336052912,-0.15277451558986455,-0.15172360288798634,0.019255082988756403,14
10,34.87862782478332,0.7561710307390859,0.020346665382385255,0.0012773190029462607,0.4912964982491246,42,478,5,2,42,0.2902160580290145,"{'subsample': 0.4912964982491246, 'random_state': 42, 'n_estimators': 478, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 42, 'learning_rate': 0.2902160580290145}",-0.15852806568888148,-0.15090372283041928,-0.1413743437586414,-0.18131286924227397,-0.17050447246207573,-0.13685475921089807,-0.14662989239610905,-0.1364783477229672,-0.13421834651002235,-0.1630392328500166,-0.1519844052672305,0.015151136375165951,15
31,31.435327768325806,1.234800401055185,0.027658629417419433,0.01328575920785435,0.9814925962981491,42,432,3,2,46,0.01910760380190095,"{'subsample': 0.9814925962981491, 'random_state': 42, 'n_estimators': 432, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 46, 'learning_rate': 0.01910760380190095}",-0.15182068081218603,-0.1456769790428581,-0.1441307511527189,-0.1825939042932666,-0.180833392841087,-0.13128028029201685,-0.16831604199433414,-0.14170339972590987,-0.15645196833741498,-0.14783253469317004,-0.15506399331849624,0.0161682917353558,16
38,34.46884174346924,1.5953307277859927,0.017165613174438477,0.0013567761215235068,0.7373949474737369,42,295,7,3,65,0.3577430715357679,"{'subsample': 0.7373949474737369, 'random_state': 42, 'n_estimators': 295, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 65, 'learning_rate': 0.3577430715357679}",-0.13164025887842082,-0.14303669215916764,-0.14596870236871995,-0.19302209192456188,-0.1857360850871157,-0.13145688349355272,-0.15131388470361692,-0.14789415056283603,-0.15397542065133582,-0.16849257531062253,-0.15525367451399502,0.019903677294085077,17
41,5.847633147239685,0.23158203651604517,0.009830689430236817,0.0002127376650417399,0.3462384692346173,42,165,2,3,76,0.24169664832416207,"{'subsample': 0.3462384692346173, 'random_state': 42, 'n_estimators': 165, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 76, 'learning_rate': 0.24169664832416207}",-0.15971987600313944,-0.15090486578349704,-0.15034970823019556,-0.18104481527287597,-0.17285753661941475,-0.14553333153970488,-0.1545708554595511,-0.13773937490041982,-0.15217498922924574,-0.1666631777802169,-0.15715585308182614,0.012422403617167248,18
16,11.298653316497802,0.6303672673513437,0.012550449371337891,0.0003309574028871259,0.3962584792396198,42,175,5,1,71,0.2542016508254127,"{'subsample': 0.3962584792396198, 'random_state': 42, 'n_estimators': 175, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 71, 'learning_rate': 0.2542016508254127}",-0.14109292817014601,-0.14767555207996896,-0.1507962705705319,-0.18117474972467573,-0.1799966428374414,-0.1615965988472193,-0.1487713504661499,-0.15907495147575712,-0.15230411534439917,-0.16224483350917218,-0.15847279930254615,0.012699384548917645,19
65,26.30077850818634,0.40839413577275424,0.012740182876586913,0.0006372378689849984,0.9694877938969485,42,183,5,3,48,0.3982592796398199,"{'subsample': 0.9694877938969485, 'random_state': 42, 'n_estimators': 183, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 48, 'learning_rate': 0.3982592796398199}",-0.15556308398605057,-0.1517684448914031,-0.14693432368532242,-0.18480322122914944,-0.17323063547386652,-0.1387253535662914,-0.16760838686204832,-0.16064610476601332,-0.15751972236095657,-0.16183072731736486,-0.15986300041384666,0.012524525351752408,20
79,17.293535804748537,0.7339866989666073,0.012985134124755859,0.0003591715588713829,0.5878351175587794,42,173,2,2,66,0.3517406703351676,"{'subsample': 0.5878351175587794, 'random_state': 42, 'n_estimators': 173, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 66, 'learning_rate': 0.3517406703351676}",-0.16431161443578365,-0.14820630625634265,-0.15871323434820808,-0.1790105079624957,-0.18584232840941428,-0.12361177838724204,-0.1579319165478241,-0.1486299944327141,-0.16467428346388652,-0.17728883734066875,-0.16082208015845798,0.017205271518185433,21
51,59.1846765756607,4.759518970614936,0.024434661865234374,0.0008487506540075808,0.7103841420710355,42,458,5,1,73,0.3632452726363182,"{'subsample': 0.7103841420710355, 'random_state': 42, 'n_estimators': 458, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 73, 'learning_rate': 0.3632452726363182}",-0.1686592909991445,-0.14354623656735524,-0.16673162677693865,-0.18472310327662403,-0.18236435268104054,-0.13505870270065246,-0.1659716717509998,-0.1383423979129894,-0.17105405135959778,-0.15242937011068078,-0.1608880804136023,0.016735653796744056,22
52,0.7057399272918701,0.01675231485508601,0.008742260932922363,0.0005026048118754536,0.04961980990495248,42,230,5,1,65,0.08663461730865434,"{'subsample': 0.04961980990495248, 'random_state': 42, 'n_estimators': 230, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 65, 'learning_rate': 0.08663461730865434}",-0.13985685300246795,-0.14419246506319988,-0.13958144086960947,-0.20888822155283254,-0.17585263149024233,-0.16370903190968425,-0.16203247159303283,-0.1306374586274772,-0.16842499160216806,-0.1771177452761228,-0.16102933109868373,0.02224265131797953,23
0,5.403972005844116,0.4535816769975056,0.01703815460205078,0.007040223287344066,0.15766303151575786,42,337,2,2,61,0.15916363181590795,"{'subsample': 0.15766303151575786, 'random_state': 42, 'n_estimators': 337, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 61, 'learning_rate': 0.15916363181590795}",-0.15061667133740547,-0.15695006875336898,-0.17117369287532935,-0.1789012837544945,-0.18609865046043353,-0.15987435853714344,-0.16282661218952474,-0.14128762187461136,-0.17002611002948667,-0.16059222751240954,-0.16383472973242075,0.01254025177256353,24
98,19.856664061546326,0.6330629531809348,0.010316967964172363,0.0009936688667967902,0.9489795897948975,42,111,7,2,70,0.5123049024512256,"{'subsample': 0.9489795897948975, 'random_state': 42, 'n_estimators': 111, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 70, 'learning_rate': 0.5123049024512256}",-0.16442208447678042,-0.15093956451627447,-0.16621351391630237,-0.19139226741929788,-0.18331170090604298,-0.12922511908481926,-0.1539772280006611,-0.16656112713064974,-0.18624381467603446,-0.16970262717794896,-0.16619890473048116,0.017590321150487153,25
66,16.569471955299377,1.0956636509604258,0.013266968727111816,0.0004908063819802684,0.9764905952976488,42,192,3,1,46,0.4822928964482241,"{'subsample': 0.9764905952976488, 'random_state': 42, 'n_estimators': 192, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 46, 'learning_rate': 0.4822928964482241}",-0.17648988675586982,-0.16291782399245347,-0.15648888532816901,-0.1762087503528653,-0.19988321799359807,-0.13506644299970808,-0.18129746852687173,-0.14857208397296326,-0.16695458631513815,-0.1749252107612934,-0.16788043569989303,0.017326655383485358,26
47,0.3504318714141846,0.006115554012598298,0.007186985015869141,0.00032674606846136764,0.12014802401200601,42,55,3,2,58,0.030112006003001502,"{'subsample': 0.12014802401200601, 'random_state': 42, 'n_estimators': 55, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 58, 'learning_rate': 0.030112006003001502}",-0.15778797886468357,-0.1520162450181519,-0.16765536117938176,-0.19156925317436876,-0.2006249755945974,-0.14865401222487343,-0.16716447595077624,-0.1549707351300315,-0.172511445665562,-0.1662188160006785,-0.16791732988031055,0.015962355102177073,27
2,12.798539876937866,0.488664842743302,0.012250590324401855,0.0009367415306539745,0.4852940970485243,42,181,7,2,74,0.3837534767383692,"{'subsample': 0.4852940970485243, 'random_state': 42, 'n_estimators': 181, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 74, 'learning_rate': 0.3837534767383692}",-0.1769404703616684,-0.1596785375753373,-0.15742365796948016,-0.18313642956248466,-0.18708945431075452,-0.1376761744364195,-0.18569737092546454,-0.15802351630923217,-0.16687055505653492,-0.17271710060533146,-0.16852532671127077,0.014857944297524519,28
95,33.02348403930664,1.3446467271029552,0.01500236988067627,0.0008013774014840826,0.7679071535767884,42,180,5,1,80,0.47478989494747376,"{'subsample': 0.7679071535767884, 'random_state': 42, 'n_estimators': 180, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 80, 'learning_rate': 0.47478989494747376}",-0.1461385393200519,-0.16535410683767665,-0.170712478321163,-0.1965878357235361,-0.19059244277460952,-0.1463272206017037,-0.1771144170838789,-0.1646541355662173,-0.17213047658761466,-0.17698403224296574,-0.17065956850594172,0.015527337100903359,29
63,7.557215404510498,0.30910463348359496,0.01363544464111328,0.000776013417293878,0.23169264632316158,42,390,3,3,66,0.24969984992496247,"{'subsample': 0.23169264632316158, 'random_state': 42, 'n_estimators': 390, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 66, 'learning_rate': 0.24969984992496247}",-0.165622408266661,-0.1710917335824266,-0.1611220980921542,-0.19516335844805358,-0.1856809146129172,-0.16905456917572098,-0.1648971007941708,-0.15866020504421458,-0.16654494329333688,-0.18647332908803835,-0.1724310660397694,0.01165328091975144,30
42,32.21568911075592,0.8188408288550036,0.018866324424743654,0.00039923898987347025,0.5468187093546774,42,416,5,3,52,0.4502800900450225,"{'subsample': 0.5468187093546774, 'random_state': 42, 'n_estimators': 416, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 52, 'learning_rate': 0.4502800900450225}",-0.1709603330517421,-0.1624683592892768,-0.17245641642068724,-0.21869977174448246,-0.17963387143308496,-0.16034406928909237,-0.1650924907615792,-0.15757538131392115,-0.162768072619521,-0.18862314606186953,-0.1738621911985257,0.017463705243743282,31
96,17.31506805419922,0.4523655436121871,0.0135986328125,0.0006432336004666989,0.7083833416708354,42,148,2,1,69,0.4842936968484242,"{'subsample': 0.7083833416708354, 'random_state': 42, 'n_estimators': 148, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 69, 'learning_rate': 0.4842936968484242}",-0.1800476884496794,-0.1545396888166579,-0.17810002613515657,-0.20123925156025976,-0.1981709356411022,-0.15787327825723682,-0.1720383810195327,-0.15661988940298172,-0.1881936405250885,-0.18282861513550777,-0.17696513949432033,0.015861179396537566,32
86,12.496596431732177,1.685093986443805,0.009423661231994628,0.00032332354909297685,0.9494797898949475,42,280,4,1,65,0.6668667333666833,"{'subsample': 0.9494797898949475, 'random_state': 42, 'n_estimators': 280, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 65, 'learning_rate': 0.6668667333666833}",-0.1763256576273616,-0.16123688451445675,-0.1634304066105419,-0.21201031134815515,-0.2152918545437552,-0.166472274809599,-0.1829806197813258,-0.16447465890996607,-0.18866964998015126,-0.18087727731843312,-0.18117695954437457,0.018453404881162566,33
25,29.17665567398071,2.20993509305239,0.019778943061828612,0.0012885778506562405,0.48779509754877437,42,398,3,1,42,0.4762904952476238,"{'subsample': 0.48779509754877437, 'random_state': 42, 'n_estimators': 398, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 42, 'learning_rate': 0.4762904952476238}",-0.19980538546559032,-0.16934962379032695,-0.18031682058840587,-0.21281998552117715,-0.1937874998487936,-0.15129688700893162,-0.1710324221381737,-0.16763644417035464,-0.17584873447420366,-0.1962297597773708,-0.18181235627833284,0.01754413349175046,34
84,38.481728720664975,4.050534930455122,0.019070029258728027,0.008361315883052802,0.7699079539769885,42,262,4,2,80,0.6568627313656829,"{'subsample': 0.7699079539769885, 'random_state': 42, 'n_estimators': 262, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 80, 'learning_rate': 0.6568627313656829}",-0.1801238764521379,-0.17747049244506144,-0.16593228094898752,-0.23666025905226712,-0.2177402283862898,-0.16897318876317774,-0.1717516747328513,-0.1633588026721746,-0.15619908870422836,-0.190717341784766,-0.1828927233941942,0.024296595356180575,35
5,4.671771478652954,0.21512921311154432,0.009988641738891602,0.0003960333864401645,0.27270905452726363,42,153,7,1,49,0.2862144572286143,"{'subsample': 0.27270905452726363, 'random_state': 42, 'n_estimators': 153, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 49, 'learning_rate': 0.2862144572286143}",-0.19782636395758507,-0.16563246642525603,-0.16639334557593047,-0.20002948990007802,-0.18573553350615182,-0.17191982975058115,-0.1795177587245259,-0.18364980904981593,-0.2034145188255482,-0.1781712227222232,-0.1832290338437696,0.012921236258084228,36
48,22.713827228546144,0.3136567546016231,0.015107321739196777,0.0011072976514343487,0.6098439219609805,42,278,3,3,40,0.5448179089544772,"{'subsample': 0.6098439219609805, 'random_state': 42, 'n_estimators': 278, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 40, 'learning_rate': 0.5448179089544772}",-0.1903595393676191,-0.17550173738207497,-0.1856699117391527,-0.20044451315777626,-0.2043091284383616,-0.16733758265933543,-0.18287315166940524,-0.16637824579688437,-0.17383770324062084,-0.18686149057260382,-0.18335730040238343,0.012227417800234498,37
75,42.592341136932376,3.2566422980507332,0.01653909683227539,0.001257061722042302,0.8124249624812406,42,378,2,2,57,0.6108443221610805,"{'subsample': 0.8124249624812406, 'random_state': 42, 'n_estimators': 378, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 57, 'learning_rate': 0.6108443221610805}",-0.18499691411278682,-0.1758165499257226,-0.1671371199261669,-0.20099915595321344,-0.22480199787916733,-0.15313499719479895,-0.18768079689024597,-0.16927987928170796,-0.19284707456077552,-0.18320650499358498,-0.18399009907181704,0.018888810845320386,38
72,51.09910168647766,1.9500880905875708,0.022421932220458983,0.0006784039370446414,0.6483593296648325,42,396,7,2,74,0.5723289144572287,"{'subsample': 0.6483593296648325, 'random_state': 42, 'n_estimators': 396, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 74, 'learning_rate': 0.5723289144572287}",-0.17928094137673833,-0.19045995155128947,-0.17951352806085763,-0.20971957276997094,-0.20702705202408686,-0.1628990469827287,-0.18154090169968778,-0.18569410327508945,-0.15635394432256014,-0.21406385753024867,-0.18665528995932582,0.01824190810254761,39
89,0.5835432529449462,0.029223147454144595,0.007408285140991211,0.0003081747903397301,0.1041416208104052,42,85,4,2,68,0.19117643821910954,"{'subsample': 0.1041416208104052, 'random_state': 42, 'n_estimators': 85, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 68, 'learning_rate': 0.19117643821910954}",-0.18403176656319484,-0.20494019939029207,-0.17039399180740963,-0.23433716127274187,-0.19394270507402275,-0.16173408987307522,-0.18165754512825444,-0.17591686929681968,-0.18956335813038325,-0.21472015670295477,-0.19112378432391486,0.02071254308123265,40
22,7.402767586708069,0.2557527229681247,0.008645367622375489,0.0005474167734567641,0.7118847423711856,42,63,7,2,70,0.6538615307653827,"{'subsample': 0.7118847423711856, 'random_state': 42, 'n_estimators': 63, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 70, 'learning_rate': 0.6538615307653827}",-0.18657650737065695,-0.18324911306341451,-0.1915032210478862,-0.23727269186002345,-0.21615556877628206,-0.15227268740483882,-0.20522466965905106,-0.16859826131055172,-0.1790026005267457,-0.20495185183949294,-0.19248071728589436,0.02318299335790545,41
54,10.61855170726776,0.5506260978457191,0.013484311103820801,0.0003391550512954175,0.4032612806403202,42,168,2,1,75,0.42126848424212104,"{'subsample': 0.4032612806403202, 'random_state': 42, 'n_estimators': 168, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 75, 'learning_rate': 0.42126848424212104}",-0.19946728827642432,-0.18078062392666658,-0.18652922662868265,-0.20772040502643602,-0.2064639048076275,-0.19468463457508386,-0.18040300924840735,-0.19343163782929176,-0.1783242253664437,-0.20764817068090213,-0.19354531263659658,0.011043817372831128,42
74,17.272374153137207,0.8770533302204586,0.01791996955871582,0.00035840364872706423,0.33723486743371683,42,405,2,2,57,0.3622448724362181,"{'subsample': 0.33723486743371683, 'random_state': 42, 'n_estimators': 405, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 57, 'learning_rate': 0.3622448724362181}",-0.19708201283723475,-0.20081753279808567,-0.18528416554966629,-0.2275437616942586,-0.2251909234264872,-0.18534144412989628,-0.18771452325582666,-0.1631981193106986,-0.1955181870512428,-0.19790075191066903,-0.19655914219640658,0.018014614374939442,43
83,50.72213110923767,4.23165812629135,0.016799569129943848,0.0012986197132026187,0.9554821910955478,42,354,7,3,77,0.9364745872936469,"{'subsample': 0.9554821910955478, 'random_state': 42, 'n_estimators': 354, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 77, 'learning_rate': 0.9364745872936469}",-0.2049172183235738,-0.18926611978617172,-0.2023919343648725,-0.2098994726536192,-0.22040373407264044,-0.20432189344708354,-0.1974090413656784,-0.1926467729000074,-0.21806258779584403,-0.20134056975991854,-0.20406593444694096,0.00949540019015255,44
9,24.169194650650024,0.4397949374463471,0.012336111068725586,0.0008040054476848708,0.9024609804902451,42,172,4,3,48,0.9014605802901451,"{'subsample': 0.9024609804902451, 'random_state': 42, 'n_estimators': 172, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 48, 'learning_rate': 0.9014605802901451}",-0.17678430311643906,-0.19107606605495753,-0.20210105869686001,-0.21379342784692631,-0.2411780094878498,-0.2087419580823343,-0.21938470183013492,-0.1790258540479832,-0.2034046674483729,-0.22883939444593732,-0.20643294410577956,0.01957162428613651,45
34,37.99965965747833,2.761790126634947,0.015203022956848144,0.0009259074550685371,0.8704481740870436,42,295,5,3,50,0.8919567783891946,"{'subsample': 0.8704481740870436, 'random_state': 42, 'n_estimators': 295, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 50, 'learning_rate': 0.8919567783891946}",-0.1991750852864226,-0.20887806441909326,-0.21615774247808575,-0.2201633293957443,-0.24886230412800794,-0.1867894839753326,-0.18744347007214418,-0.18816044176034097,-0.1993878902931921,-0.20937418917035164,-0.2064392000978715,0.018112521110517553,46
30,29.703489089012145,3.2266882833063453,0.014948344230651856,0.0011329181028527143,0.6628651325662831,42,229,4,1,70,0.640856328164082,"{'subsample': 0.6628651325662831, 'random_state': 42, 'n_estimators': 229, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 70, 'learning_rate': 0.640856328164082}",-0.18710065071027843,-0.23020602686977748,-0.2196448278298952,-0.23155737276954808,-0.24669814512821378,-0.18705902959264922,-0.2027474140066044,-0.17057632239333992,-0.21990427833109183,-0.1983277274674211,-0.20938217950988194,0.022805251011139307,47
14,16.705816531181334,0.8343969038724597,0.01590888500213623,0.0008572737121349216,0.42727088544272135,42,284,2,2,55,0.5218087043521761,"{'subsample': 0.42727088544272135, 'random_state': 42, 'n_estimators': 284, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 55, 'learning_rate': 0.5218087043521761}",-0.22102164918128286,-0.1965827390061575,-0.2028347788821849,-0.23264064135421922,-0.23193800260061018,-0.19086931630280743,-0.21822489977884293,-0.21354493916491732,-0.22346785794407167,-0.20926250457575155,-0.21403873287908456,0.013460039855615603,48
43,16.65066044330597,1.1312228755805638,0.010990428924560546,0.0006516192778543777,0.7323929464732366,42,210,4,1,56,0.7829131565782892,"{'subsample': 0.7323929464732366, 'random_state': 42, 'n_estimators': 210, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 56, 'learning_rate': 0.7829131565782892}",-0.2097207527328114,-0.2149688154738244,-0.19904336941487635,-0.2590919780613272,-0.24018105969773113,-0.2100861662048907,-0.24042335263495232,-0.2010055323154441,-0.20177443591567695,-0.20152900391589762,-0.2177824466367432,0.020014931216965324,49
