,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lambda_2,param_lambda_1,param_alpha_2,param_alpha_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
43,0.460127854347229,0.019289799473115647,0.009398341178894043,0.0013762981024757622,1.975487743871936e-08,5.401700850425212e-06,8.819909954977489e-06,6.078539269634818e-06,"{'lambda_2': 1.975487743871936e-08, 'lambda_1': 5.401700850425212e-06, 'alpha_2': 8.819909954977489e-06, 'alpha_1': 6.078539269634818e-06}",-0.11746775174497123,-0.10358094458168181,-0.11437869054708508,-0.1541232533301541,-0.14125759938235274,-0.1094426032195808,-0.12473143673860591,-0.10235215171092936,-0.1817975650405651,-0.12828642195807666,-0.12774184182540027,0.023785317080700214,1
58,0.4526942491531372,0.01674681322298263,0.009235477447509766,0.00037195595645870313,1.0195097548774388e-08,4.375187593796898e-06,8.19159579789895e-06,2.2486243121560777e-06,"{'lambda_2': 1.0195097548774388e-08, 'lambda_1': 4.375187593796898e-06, 'alpha_2': 8.19159579789895e-06, 'alpha_1': 2.2486243121560777e-06}",-0.11746775179068912,-0.10358094436380164,-0.11437869074536562,-0.15412325319000492,-0.14125759967252915,-0.10944260372220878,-0.1247314369851842,-0.10235215170677729,-0.1817975651591966,-0.1282864223133839,-0.12774184196491412,0.023785317077088967,2
35,0.5183435916900635,0.04067669669378593,0.009642434120178223,0.0014262528730156195,3.5947973986993495e-08,4.712856428214107e-06,8.743871935967985e-06,4.9539769884942466e-06,"{'lambda_2': 3.5947973986993495e-08, 'lambda_1': 4.712856428214107e-06, 'alpha_2': 8.743871935967985e-06, 'alpha_1': 4.9539769884942466e-06}",-0.11746775185400483,-0.10358094393928831,-0.11437869098722235,-0.15412325302402444,-0.1412575998753151,-0.10944260417404697,-0.12473143727614065,-0.10235215170106648,-0.181797565432884,-0.1282864225663375,-0.12774184208303305,0.0237853171219447,3
80,0.47826974391937255,0.07528188015593147,0.009341716766357422,0.0013977893915902045,4.1410705352676343e-08,4.198099049524762e-06,7.299149574787394e-06,4.537768884442221e-06,"{'lambda_2': 4.1410705352676343e-08, 'lambda_1': 4.198099049524762e-06, 'alpha_2': 7.299149574787394e-06, 'alpha_1': 4.537768884442221e-06}",-0.11746775210952191,-0.10358094254127258,-0.11437869204593207,-0.1541232522797795,-0.14125760120503916,-0.10944260662071721,-0.12473143857984817,-0.102352151677927,-0.18179756626127658,-0.12828642419992817,-0.12774184275212425,0.0237853171761883,4
77,0.535500168800354,0.07425847476451643,0.010820293426513672,0.005015125617174589,9.252626313156578e-08,4.5312656328164085e-06,8.927963981990997e-06,4.897948974487243e-06,"{'lambda_2': 9.252626313156578e-08, 'lambda_1': 4.5312656328164085e-06, 'alpha_2': 8.927963981990997e-06, 'alpha_1': 4.897948974487243e-06}",-0.11746775214883867,-0.10358094216526918,-0.11437869216655024,-0.15412325220248058,-0.14125760114907207,-0.10944260667772228,-0.12473143871440118,-0.1023521516744221,-0.1817975665311348,-0.12828642413836733,-0.12774184275682585,0.023785317249627482,5
15,0.5006753921508789,0.07011119450282251,0.010190796852111817,0.0016950945837996092,4.9019509754877434e-08,6.216608304152076e-06,7.375187593796898e-06,7.483241620810405e-06,"{'lambda_2': 4.9019509754877434e-08, 'lambda_1': 6.216608304152076e-06, 'alpha_2': 7.375187593796898e-06, 'alpha_1': 7.483241620810405e-06}",-0.11746775212395637,-0.1035809424442231,-0.11437869209948191,-0.15412325223878662,-0.14125760125167575,-0.1094426067175857,-0.12473143864591324,-0.10235215167664813,-0.18179756633052704,-0.12828642425578948,-0.12774184277845874,0.023785317188231698,6
34,0.5298385381698608,0.09068600033621528,0.014288997650146485,0.006490535180315064,2.736368184092046e-08,5.892446223111555e-06,6.138569284642321e-06,2.372686343171586e-06,"{'lambda_2': 2.736368184092046e-08, 'lambda_1': 5.892446223111555e-06, 'alpha_2': 6.138569284642321e-06, 'alpha_1': 2.372686343171586e-06}",-0.11746775218330968,-0.10358094219434313,-0.11437869236458642,-0.1541232520468936,-0.14125760168255583,-0.10944260743170356,-0.12473143897951472,-0.10235215167126213,-0.18179756646001458,-0.12828642478043586,-0.12774184297946195,0.023785317171398087,7
53,0.477720308303833,0.09504263610871135,0.010809206962585449,0.0024329522598692953,1.6048024012006004e-08,5.083541770885443e-06,5.562281140570285e-06,5.598299149574787e-06,"{'lambda_2': 1.6048024012006004e-08, 'lambda_1': 5.083541770885443e-06, 'alpha_2': 5.562281140570285e-06, 'alpha_1': 5.598299149574787e-06}",-0.1174677522216695,-0.10358094202026066,-0.11437869253384245,-0.154123251929449,-0.1412576019391436,-0.10944260787433384,-0.12473143918991467,-0.10235215166775732,-0.1817975665476212,-0.12828642509600932,-0.12774184310200015,0.023785317163758937,8
37,0.49464054107666017,0.04586040805260936,0.01092991828918457,0.003248170121489293,1.1281640820410205e-07,4.562781390695347e-06,8.551775887943973e-06,1.4722361180590295e-06,"{'lambda_2': 1.1281640820410205e-07, 'lambda_1': 4.562781390695347e-06, 'alpha_2': 8.551775887943973e-06, 'alpha_1': 1.4722361180590295e-06}",-0.11746775231444397,-0.10358094120735023,-0.1143786928385501,-0.15412325173044283,-0.1412576019276335,-0.10944260815774522,-0.12473143953809242,-0.10235215165945592,-0.18179756711720926,-0.12828642509587126,-0.12774184315867948,0.02378531730660258,9
91,0.5193925142288208,0.10090648546905721,0.010349273681640625,0.003735233766293803,1.272536268134067e-07,5.982491245622812e-06,8.859929964982493e-06,8.155577788894448e-06,"{'lambda_2': 1.272536268134067e-07, 'lambda_1': 5.982491245622812e-06, 'alpha_2': 8.859929964982493e-06, 'alpha_1': 8.155577788894448e-06}",-0.11746775234587989,-0.10358094099346477,-0.11437869295723933,-0.1541232516480694,-0.14125760202319573,-0.10944260837460952,-0.12473143968114904,-0.10235215165662623,-0.18179756725739746,-0.12828642521491176,-0.12774184321525434,0.02378531733053598,10
