,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_l1_ratio,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
16,0.3813126564025879,0.10040731107437587,0.021581339836120605,0.008486033672963892,42,0.9380310155077538,0.0002962531265632817,"{'random_state': 42, 'l1_ratio': 0.9380310155077538, 'alpha': 0.0002962531265632817}",-0.11206816200961067,-0.09185917654527365,-0.10375344607505534,-0.1170546758673653,-0.140159092001497,-0.09262704266767983,-0.1144026647192549,-0.09131574602208559,-0.09126916115138284,-0.12200889304925319,-0.10765180601084583,0.015626732299317745,1
73,0.33331372737884524,0.06176671858010619,0.016460752487182616,0.003646411413544712,42,0.8750625312656327,0.00040075037518759384,"{'random_state': 42, 'l1_ratio': 0.8750625312656327, 'alpha': 0.00040075037518759384}",-0.11105584660436231,-0.09194165212364269,-0.10453956841404723,-0.11674421847931304,-0.13964368571155478,-0.0927170759047515,-0.11421254414574145,-0.09166061455765044,-0.09199799352559533,-0.12203945954073922,-0.10765526590073979,0.015323474585363366,2
37,0.463514518737793,0.06384305806416275,0.0171353816986084,0.005065074373847206,42,0.7671165582791395,0.00047503751875937973,"{'random_state': 42, 'l1_ratio': 0.7671165582791395, 'alpha': 0.00047503751875937973}",-0.11100257942815246,-0.09194350035396612,-0.10479163707732954,-0.11684149894156849,-0.13954046718851223,-0.09281471916211778,-0.11423726494376651,-0.09181284954366217,-0.09220987918636939,-0.12200303968154148,-0.10771974355069862,0.015252019858401465,3
74,0.3403838396072388,0.046753711213443454,0.015700984001159667,0.0020633419299160858,42,0.45177438719359675,0.0006993846923461732,"{'random_state': 42, 'l1_ratio': 0.45177438719359675, 'alpha': 0.0006993846923461732}",-0.11159352989217432,-0.09198888949110313,-0.10415763411466107,-0.11716523467236506,-0.13964417489514816,-0.09294952445566225,-0.11444697807337038,-0.09159571103199597,-0.0919619593828765,-0.12171586951622636,-0.10772195055255833,0.015333427435542753,4
25,0.43434159755706786,0.10384113744361072,0.014830732345581054,0.006231205150580684,42,0.6376813406703351,0.0004161030515257629,"{'random_state': 42, 'l1_ratio': 0.6376813406703351, 'alpha': 0.0004161030515257629}",-0.1122852800992698,-0.09192655631395717,-0.10378858711886305,-0.1171814518858191,-0.14019677984298634,-0.09278563240771782,-0.11446794613874585,-0.0914471537862684,-0.09126729837743941,-0.12189639776493782,-0.10772430837360047,0.015604576408435222,5
45,0.35641481876373293,0.056771812021134696,0.016127562522888182,0.003751119483333826,42,0.4347828914457228,0.0006241070535267634,"{'random_state': 42, 'l1_ratio': 0.4347828914457228, 'alpha': 0.0006241070535267634}",-0.11220698601067214,-0.09197379818912184,-0.10382314612378538,-0.11728358332952976,-0.14001330133749262,-0.09292295145132623,-0.11453669058992565,-0.09145679149944085,-0.09148533919011624,-0.12171277645169672,-0.10774153641731074,0.01551402609185017,6
40,0.3135394096374512,0.057620483369170104,0.015725088119506837,0.003731339485283632,42,0.3758124062031015,0.0007092896448224113,"{'random_state': 42, 'l1_ratio': 0.3758124062031015, 'alpha': 0.0007092896448224113}",-0.11230231628375684,-0.0920127525173324,-0.10383951024500715,-0.11736620975803275,-0.14001013554016836,-0.09300358139155582,-0.11458178147518276,-0.09152525471605634,-0.09150799411131935,-0.12164997389915502,-0.10777995099375667,0.015495934388336626,7
83,0.30324649810791016,0.10791780249611566,0.014783263206481934,0.004754323510299025,42,0.33683191595797896,0.0008335967983991997,"{'random_state': 42, 'l1_ratio': 0.33683191595797896, 'alpha': 0.0008335967983991997}",-0.11216422534858467,-0.09202329048321313,-0.10389765315639175,-0.11741076370828571,-0.13983747996768767,-0.09306098881190858,-0.11458621624864337,-0.09151160745890057,-0.09177418018464666,-0.12157840023451168,-0.10778448056027737,0.015418229331833346,8
69,0.3040367841720581,0.058209412735455233,0.015442752838134765,0.0037712635818640313,42,0.40829614807403697,0.000805367683841921,"{'random_state': 42, 'l1_ratio': 0.40829614807403697, 'alpha': 0.000805367683841921}",-0.11153731243262462,-0.0920611200739621,-0.10437901148324641,-0.11722428767504683,-0.13952029268066835,-0.09307263085996291,-0.11449391563735124,-0.09173378516498619,-0.09217073887430774,-0.12170330798125632,-0.10778964028634126,0.015250505054909267,9
64,0.351517653465271,0.06196777289742115,0.02074456214904785,0.00964422440836986,42,0.3668169084542271,0.0006934417208604302,"{'random_state': 42, 'l1_ratio': 0.3668169084542271, 'alpha': 0.0006934417208604302}",-0.11247496484520968,-0.09203937786781631,-0.10382873660726698,-0.11741493907589019,-0.14012937355350366,-0.0930206279782258,-0.114664305461954,-0.09162150205849809,-0.09135442191977242,-0.12166088679769839,-0.10782091361658355,0.015535533646840165,10
