,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
53,3.1436048269271852,0.2791101478030906,0.20949509143829345,0.08640517249864074,42,74,2,1,88,"{'random_state': 42, 'n_estimators': 74, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 88}",-0.1429390180793121,-0.13290871332540555,-0.1412737174007153,-0.17437113792448275,-0.169435679018547,-0.11449058866556251,-0.14226308649563268,-0.12688190052589274,-0.14761497558433567,-0.14160795959154018,-0.14337867766114265,0.016978621181483675,1
89,2.4506108045578,0.26084294403195,0.2473745107650757,0.08649361858472569,42,73,6,1,78,"{'random_state': 42, 'n_estimators': 73, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 78}",-0.14018325552966196,-0.1321574873937427,-0.14293456411046263,-0.1763151924069545,-0.17183818786711108,-0.11419820353901189,-0.14123074421615217,-0.12720721472771543,-0.1471967717975431,-0.14093478370131943,-0.1434196405289675,0.017802371689372407,2
28,2.765453338623047,0.20279681323519402,0.21037204265594484,0.06714429905475149,42,74,4,1,52,"{'random_state': 42, 'n_estimators': 74, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 52}",-0.1417959215535289,-0.13404566435286205,-0.14129341558675412,-0.17571662769276497,-0.17113615789949524,-0.11407454333696261,-0.14209532347453907,-0.12850198803931565,-0.14544452917434195,-0.14027998116797644,-0.1434384152278541,0.01733697912233405,3
48,2.569922924041748,0.23945092512715585,0.24257373809814453,0.056867685853899584,42,75,6,1,94,"{'random_state': 42, 'n_estimators': 75, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 94}",-0.14018776562860846,-0.13324197338778268,-0.1425978998531402,-0.17676337136961548,-0.17195936698921005,-0.11413317217970755,-0.14103353258191917,-0.12715241937601002,-0.1474366562227654,-0.14029577402754748,-0.14348019316163066,0.01787427500258897,4
62,2.6261075735092163,0.19026591752745298,0.1991142988204956,0.0772357142929037,42,77,6,1,49,"{'random_state': 42, 'n_estimators': 77, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 49}",-0.14053982242959379,-0.13347989317107037,-0.1424505436931758,-0.1764759713421911,-0.17176075180433611,-0.11409420288459156,-0.14127856060408372,-0.1273809498011419,-0.14759109468988232,-0.14001561007312938,-0.14350674004931963,0.01776144245295336,5
96,2.820044827461243,0.28381133052454255,0.21171441078186035,0.07341391115427225,42,79,6,1,47,"{'random_state': 42, 'n_estimators': 79, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 47}",-0.14141588196631544,-0.13387146105686043,-0.14227422913982415,-0.17633512285632608,-0.17180630524536553,-0.11422072437371103,-0.1414008716944039,-0.12659551847045117,-0.14720016857994567,-0.1400556806986194,-0.1435175964081823,0.017750893885249436,6
18,2.495258116722107,0.24644624725103778,0.23573024272918702,0.07909438306133472,42,70,6,1,89,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 89}",-0.14031738310540348,-0.1325410837424871,-0.14318989031536744,-0.17630388423909862,-0.172327307809395,-0.11431712385106778,-0.1406688999455327,-0.12731068478906174,-0.14732299798228982,-0.14105903824648117,-0.1435358294026185,0.017831830096202962,7
93,3.070352482795715,0.4081760184657992,0.24602437019348145,0.10452707286037251,42,91,6,1,82,"{'random_state': 42, 'n_estimators': 91, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 82}",-0.14178020901271712,-0.13234817882623912,-0.1418571146418857,-0.17643008413993808,-0.1725167932097721,-0.11365184579454699,-0.142633836064628,-0.12666714680125327,-0.14745961105201869,-0.14020927677951273,-0.1435554096322512,0.018049567228726353,8
23,3.296914982795715,0.20522188988897713,0.24523591995239258,0.045877507808709965,42,79,2,1,96,"{'random_state': 42, 'n_estimators': 79, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 96}",-0.14429963921060926,-0.13387249764531423,-0.1410575863888152,-0.17424882093294863,-0.169666325582362,-0.11418989249310355,-0.14311185943895097,-0.12637589761794202,-0.1476160803567164,-0.14135000020958763,-0.14357885998763498,0.017039455851437343,9
30,3.0214581966400145,0.2694009437516371,0.25921432971954345,0.08016502152374187,42,87,6,1,49,"{'random_state': 42, 'n_estimators': 87, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 49}",-0.141852353075089,-0.13281562874702313,-0.1423288999864137,-0.1762844530333824,-0.17239384872589003,-0.1141475060478904,-0.14228867971758974,-0.12626593351594564,-0.14746405551422076,-0.14036828697121564,-0.14362096453346604,0.01792579466477855,10
67,3.4319692611694337,0.3405174605513525,0.24434504508972169,0.02780666573841758,42,84,2,1,54,"{'random_state': 42, 'n_estimators': 84, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 54}",-0.14458102072972517,-0.13292000893315953,-0.14216722858421588,-0.1741753993567265,-0.16989148058202294,-0.11440153627791266,-0.14379543223504115,-0.1256375336684014,-0.14710994319997345,-0.141805061228019,-0.1436484644795198,0.01712872188581167,11
73,2.848549795150757,0.22512047149282965,0.22538137435913086,0.07885278762244127,42,82,6,1,82,"{'random_state': 42, 'n_estimators': 82, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 82}",-0.14167734426159923,-0.13348087933839864,-0.14267407181402536,-0.17632333662030578,-0.17184260074834184,-0.1145059575121019,-0.1420716131485856,-0.12632109465076063,-0.14732252335104656,-0.14040814224294285,-0.14366275636881082,0.017739158392661693,12
70,3.5832512855529783,0.4080833760068278,0.21944067478179932,0.056533161175016014,42,85,2,1,92,"{'random_state': 42, 'n_estimators': 85, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 92}",-0.14458437733015217,-0.13309878944468187,-0.1420682751755997,-0.17466021097221357,-0.17023629133148374,-0.1142992476856098,-0.1437445948884122,-0.12546491028525447,-0.14684981343773948,-0.14177687688434912,-0.1436783387435496,0.017288954545742228,13
98,3.003044080734253,0.2596939358036943,0.255240273475647,0.08024321104907528,42,77,3,1,85,"{'random_state': 42, 'n_estimators': 77, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 85}",-0.14219905324399984,-0.13421029825683434,-0.14130577718508672,-0.17607905868149512,-0.1707882386538856,-0.11414034369068259,-0.14322349968384582,-0.1267766763012753,-0.14903742849937474,-0.14003656657544136,-0.14377969407719213,0.017556936783979158,14
