,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
33,0.31056053638458253,0.04363790000482654,0.01757180690765381,0.0024971294814139545,42,0.00033438719359679843,"{'random_state': 42, 'alpha': 0.00033438719359679843}",-0.1129993245829148,-0.09951778398023543,-0.1117268387328276,-0.11811799132977056,-0.14243505156867112,-0.09868816539293351,-0.11627161145598577,-0.09090964806707193,-0.0945911473549669,-0.12200572593077616,-0.11072632883961538,0.01465542914630847,1
38,0.30852038860321046,0.0691033634721698,0.017795848846435546,0.004214051818306697,42,0.0003650925462731366,"{'random_state': 42, 'alpha': 0.0003650925462731366}",-0.11272240487588127,-0.09951561701157836,-0.1118479463150599,-0.11799570577047785,-0.14226360735645285,-0.09885155467351549,-0.11622198655904378,-0.09100840107346794,-0.09493437307517304,-0.12200727925376083,-0.11073688759644114,0.014543108220396525,2
18,0.3182895421981812,0.07159621244863613,0.020195198059082032,0.008836577113393558,42,0.00036806403201600804,"{'random_state': 42, 'alpha': 0.00036806403201600804}",-0.1126977841284355,-0.09950958055963953,-0.11186297089036018,-0.11798478555347701,-0.14224110323098083,-0.09886901753934522,-0.11621894613539831,-0.09101693905603891,-0.09496166526214525,-0.12200977373713458,-0.11073725660929554,0.01453246195888503,3
8,0.3495650291442871,0.06332015692684986,0.020882725715637207,0.00774770760726921,42,0.00031160580290145074,"{'random_state': 42, 'alpha': 0.00031160580290145074}",-0.1134256632704878,-0.09946905519819958,-0.11167970171252647,-0.11820938076960358,-0.14252514315602094,-0.09865300017923567,-0.11628053952811838,-0.0908647692034189,-0.09425937065966776,-0.12202374713740372,-0.11073903708146829,0.014737601648693057,4
83,0.2822485685348511,0.02530381427170218,0.01666586399078369,0.008111632390893823,42,0.00031061530765382693,"{'random_state': 42, 'alpha': 0.00031061530765382693}",-0.11344616419405508,-0.09946724525582139,-0.11167841986169558,-0.11821250383723055,-0.14252922425979556,-0.09865308090713026,-0.11628032990581834,-0.09086373040345219,-0.09424536706734926,-0.12202357173535518,-0.11073996374277036,0.01474082398312792,5
55,0.321776294708252,0.08706771074765184,0.018424344062805176,0.01005635848956223,42,0.00038044522261130567,"{'random_state': 42, 'alpha': 0.00038044522261130567}",-0.1125899035557098,-0.09949289135794072,-0.11192679294857824,-0.11792775800277426,-0.14214137356991535,-0.09894836292272455,-0.11622601150361572,-0.09105637444614996,-0.09507935396596773,-0.12202503325092295,-0.11074138555242992,0.014485268838591235,6
37,0.3322311878204346,0.06654872468029333,0.017836499214172363,0.003050795096020745,42,0.00030516758379189597,"{'random_state': 42, 'alpha': 0.00030516758379189597}",-0.11355825111327339,-0.09946090715763417,-0.11166746999615036,-0.11823074461366918,-0.1425521815247849,-0.09865692586738943,-0.1162840963120696,-0.09086341876442272,-0.09416988663664584,-0.12202561693994647,-0.11074694989259862,0.014757697358045824,7
67,0.2571354866027832,0.07567112056817973,0.019626951217651366,0.009966042336854036,42,0.00039183591795897955,"{'random_state': 42, 'alpha': 0.00039183591795897955}",-0.11250120293873728,-0.09947894901839663,-0.11197147131103745,-0.11788000349832424,-0.14207175542121586,-0.0990269825208564,-0.1162201851188553,-0.09109945165115127,-0.0952045062733187,-0.12204325590473306,-0.1107497763656626,0.014443617015055681,8
53,0.30046103000640867,0.07309901709894061,0.016814613342285158,0.00296061959364649,42,0.000394807403701851,"{'random_state': 42, 'alpha': 0.000394807403701851}",-0.11249405344365614,-0.09947604784396506,-0.11196000640015237,-0.11786852615689637,-0.1420575353180125,-0.09904982465628596,-0.11620592168112949,-0.09111705868020625,-0.09523435795270989,-0.12204861837276965,-0.11075119505057836,0.01443243048753994,9
69,0.3256092548370361,0.07902613872971816,0.0188798189163208,0.009745150760464134,42,0.0003007103551775888,"{'random_state': 42, 'alpha': 0.0003007103551775888}",-0.11364886379017212,-0.09945852929981276,-0.1116564900471823,-0.11824965011479814,-0.14256744546850855,-0.09866470557162507,-0.1162890596641091,-0.09086496135809186,-0.09411316565448295,-0.1220270313527773,-0.11075399023215601,0.014769640663076835,10
10,0.3644888401031494,0.06318422288178878,0.019510579109191895,0.008193249012866034,42,0.0002987293646823412,"{'random_state': 42, 'alpha': 0.0002987293646823412}",-0.11368998134539762,-0.09945893399439548,-0.11165236515224983,-0.11825872163693382,-0.14257567066100071,-0.09866945724249351,-0.11629178231854684,-0.09087186659757052,-0.09408824442283484,-0.12202726696088144,-0.11075842903323045,0.014774238826574764,11
88,0.24832653999328613,0.04153436518842862,0.018497323989868163,0.004943578260061155,42,0.0004076838419209605,"{'random_state': 42, 'alpha': 0.0004076838419209605}",-0.11246584297882246,-0.0994484381681167,-0.11190698489718931,-0.11782320917093472,-0.1419993634366444,-0.09915343700171814,-0.11614916246987733,-0.09120628903658372,-0.09537059876229856,-0.12207255432430965,-0.11075958802464951,0.014383581614873473,12
3,0.3955763578414917,0.10944490317208783,0.021490263938903808,0.006128129867797147,42,0.0002977388694347174,"{'random_state': 42, 'alpha': 0.0002977388694347174}",-0.11371085241491143,-0.0994592407440781,-0.11165044577206662,-0.11826334055012051,-0.1425764426492857,-0.09867184873840439,-0.11629335796423829,-0.09087573692595957,-0.09407587225060984,-0.12202789628625887,-0.11076050342959334,0.014775806908243488,13
25,0.2826362133026123,0.032894615912183095,0.016916966438293456,0.003538651763044704,42,0.00041313156578289147,"{'random_state': 42, 'alpha': 0.00041313156578289147}",-0.11245569586796046,-0.09943714192831414,-0.11188489385362979,-0.11780548563544253,-0.14197586897923736,-0.09919792070882148,-0.11612997605642451,-0.09124929253655802,-0.09543336450298988,-0.1220827445530835,-0.11076523846224617,0.01436214914663555,14
60,0.2568583250045776,0.07587096416690832,0.018390893936157227,0.0088431431139284,42,0.000431455727863932,"{'random_state': 42, 'alpha': 0.000431455727863932}",-0.11239307156931784,-0.09940201731853657,-0.11184777822956356,-0.11777037101463786,-0.14188976895405422,-0.09934295892176988,-0.11608157179782763,-0.09140699003280775,-0.09565188357925038,-0.12212184412427515,-0.11079082555420408,0.014288477530605996,15
54,0.3054404020309448,0.06676815087107038,0.014980101585388183,0.002298938049712283,42,0.00028634817408704357,"{'random_state': 42, 'alpha': 0.00028634817408704357}",-0.11393873434777935,-0.09946837793257383,-0.1116305762791994,-0.11837107259937157,-0.14261766651052965,-0.09870410438505617,-0.11630362135948555,-0.09092529221574654,-0.09393521277788494,-0.12204692184096466,-0.11079415802485917,0.014802535990105309,16
7,0.3812276363372803,0.08696200789627631,0.019794750213623046,0.005574039972107427,42,0.00027941470735367684,"{'random_state': 42, 'alpha': 0.00027941470735367684}",-0.1140569950332703,-0.09947524762850339,-0.11162023947979914,-0.11843816298967638,-0.1426483855139085,-0.09872709608381612,-0.11631191206565854,-0.09095025992121344,-0.09384783038638009,-0.12206062105063299,-0.1108136750152859,0.01482064828273344,17
17,0.34796814918518065,0.10930443410680397,0.016288161277770996,0.00314818000141839,42,0.00027891945972986494,"{'random_state': 42, 'alpha': 0.00027891945972986494}",-0.11406570750918864,-0.09947442356431721,-0.11161963792544483,-0.11844308424805648,-0.1426509664538651,-0.09872878751953366,-0.11631367206135552,-0.0909523426361911,-0.09384177349494027,-0.12206231097295907,-0.1108152706385852,0.014822176460417119,18
62,0.32316386699676514,0.12377593940833444,0.01941840648651123,0.009050343752656495,42,0.0002744622311155578,"{'random_state': 42, 'alpha': 0.0002744622311155578}",-0.11413522565330911,-0.09947089625425339,-0.1116151008578897,-0.11847893886134366,-0.14268373675517448,-0.09874484758159334,-0.11633257130957972,-0.09097203643273652,-0.09378771912562925,-0.12207844647944908,-0.11082995193109582,0.014837020426845395,19
59,0.27939956188201903,0.05212101094778019,0.017966365814208983,0.011140169028803933,42,0.0004730565282641321,"{'random_state': 42, 'alpha': 0.0004730565282641321}",-0.11225655526238779,-0.09944824069032861,-0.1118402754651354,-0.11777124123685803,-0.14168509303503676,-0.09954132606215106,-0.11605305120123328,-0.09185272170318262,-0.09607594194981733,-0.12208602182682875,-0.11086104684329597,0.014113964324223275,20
97,0.21575090885162354,0.024069241760949617,0.014375519752502442,0.0021445359752076754,42,0.0004814757378689345,"{'random_state': 42, 'alpha': 0.0004814757378689345}",-0.11224314138498682,-0.09946957949306615,-0.11183982997226219,-0.11777413956439267,-0.14164823303868676,-0.09957573474645245,-0.11607060468243542,-0.0919524982739164,-0.09616225905306525,-0.12207961502279394,-0.1108815635232058,0.014079107965666847,21
36,0.34165430068969727,0.09854527179916356,0.01813187599182129,0.0025852756555363844,42,0.00025910955477738873,"{'random_state': 42, 'alpha': 0.00025910955477738873}",-0.11433116002180334,-0.09948361897666225,-0.111612174712305,-0.11858634137889801,-0.14277410925206988,-0.09878835785837727,-0.11658551364709506,-0.09112751910274654,-0.09360909157557862,-0.12213728321347685,-0.11090351697390129,0.014875726396021105,22
92,0.22399599552154542,0.04485942237691381,0.013234186172485351,0.0018992214587218487,42,0.000505247623811906,"{'random_state': 42, 'alpha': 0.000505247623811906}",-0.11220613041312524,-0.09953506018248356,-0.11188283411159532,-0.1178037394800966,-0.141555566387323,-0.09967993283024112,-0.11610440816809246,-0.09221862545495946,-0.09639151564740478,-0.12207697865564897,-0.11094547913309705,0.013987955458423317,23
80,0.2387908935546875,0.05279221444491844,0.014630889892578125,0.00513072312878,42,0.0005072286143071536,"{'random_state': 42, 'alpha': 0.0005072286143071536}",-0.11220395138777774,-0.09954094667785209,-0.11188938942426695,-0.11780687224066476,-0.1415490332139815,-0.09968868859215385,-0.116105901176679,-0.09223831478350976,-0.09640898280764579,-0.12208054493167528,-0.11095126252362067,0.013981404384288437,24
22,0.2914773225784302,0.04266352801836353,0.019190001487731933,0.005893745423252522,42,0.000521095547773887,"{'random_state': 42, 'alpha': 0.000521095547773887}",-0.11219510451639288,-0.0995671086574228,-0.11192823190726615,-0.11783497184182518,-0.1415054941805329,-0.09974738987367475,-0.11611547985045352,-0.09238743385446614,-0.09654644508288725,-0.12210469577196838,-0.11099323555368901,0.013934629369441408,25
6,0.2489255666732788,0.036640994872884025,0.017493772506713866,0.003926245510551932,42,0.0005394197098549275,"{'random_state': 42, 'alpha': 0.0005394197098549275}",-0.1122006342254747,-0.09961598124171615,-0.11199179270579031,-0.11788693923989581,-0.14142606476369896,-0.0998150830867339,-0.11612600971528067,-0.09261223372218506,-0.09673624383244908,-0.12213973580617637,-0.1110550718339401,0.0138643529344777,26
