,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
18,5.995449066162109,0.5416916224882744,0.35630223751068113,0.08936450565329669,42,116,2,1,102,"{'random_state': 42, 'n_estimators': 116, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 102}",-0.143433761638326,-0.12730927633608294,-0.1432347204882891,-0.14200706204927485,-0.16893416683826043,-0.1123149446537333,-0.1428527780589973,-0.12735695787211457,-0.134570056207787,-0.1417990199185732,-0.13838127440614384,0.014019586636678091,1
29,8.024952268600464,1.1081491984778697,0.39518985748291013,0.11625001676936342,42,116,2,1,113,"{'random_state': 42, 'n_estimators': 116, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 113}",-0.1434337616383256,-0.127309276336083,-0.1432347204882891,-0.14200706204927496,-0.16893416683826049,-0.11231494465373337,-0.14285277805899746,-0.12735695787211476,-0.13457005620778711,-0.1417990199185732,-0.13838127440614392,0.014019586636678062,2
3,7.476317977905273,0.2374572807880875,0.30529513359069826,0.11109294117083494,42,150,2,1,191,"{'random_state': 42, 'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 191}",-0.14283910600596864,-0.12688617130042124,-0.14341335274781053,-0.14329342886266222,-0.16855514184851017,-0.1125830963882628,-0.14200019340680492,-0.127626721790473,-0.13449498451402006,-0.14218816638731288,-0.13838803632522462,0.013913379145411527,3
87,9.542783784866334,0.8407101874596119,0.30866591930389403,0.11930959704708569,42,150,2,1,129,"{'random_state': 42, 'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 129}",-0.14283910600596864,-0.12688617130042135,-0.14341335274781064,-0.14329342886266225,-0.16855514184851042,-0.11258309638826283,-0.14200019340680492,-0.12762672179047296,-0.13449498451402006,-0.14218816638731288,-0.13838803632522467,0.013913379145411575,4
47,7.3305269241333,0.5161567874840536,0.30955967903137205,0.09096262478965292,42,166,2,2,94,"{'random_state': 42, 'n_estimators': 166, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 94}",-0.14179863194545356,-0.12758560381992182,-0.14445514460846728,-0.1456806544970801,-0.16765338417337897,-0.11265975116908304,-0.14174115895685901,-0.12567015995490596,-0.13476799559463648,-0.14252304774380609,-0.13845355324635925,0.013927921364631113,5
54,5.784299612045288,0.3983529162772343,0.29197211265563966,0.05716499587826376,42,116,2,2,137,"{'random_state': 42, 'n_estimators': 116, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 137}",-0.14257587036943237,-0.12834109407060587,-0.14401111560376886,-0.14417998177588873,-0.16743268438460962,-0.11331811125730214,-0.14295080971551896,-0.12559294888616124,-0.13477122507280523,-0.14145061861071742,-0.13846244597468105,0.013647988528155684,6
49,4.804158020019531,0.36423268070330295,0.3083764314651489,0.09036649378652198,42,116,3,2,143,"{'random_state': 42, 'n_estimators': 116, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 143}",-0.14257587036943245,-0.128341094070606,-0.14401111560376878,-0.14417998177588878,-0.1674326843846097,-0.11331811125730229,-0.14295080971551888,-0.1255929488861613,-0.13477122507280526,-0.14145061861071745,-0.13846244597468108,0.013647988528155656,7
32,8.543051767349244,1.0283336838808759,0.3221081972122192,0.09397157368664308,42,133,2,1,58,"{'random_state': 42, 'n_estimators': 133, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 58}",-0.1435048838552124,-0.1267541244961338,-0.1436942801906789,-0.1428726377281239,-0.16838408312965414,-0.1126525809016608,-0.14242317186690998,-0.127676093694141,-0.13456550044315033,-0.14225381288656125,-0.13847811691922263,0.013900997425277437,8
92,9.175051546096801,0.7476633136345088,0.3103398561477661,0.14122392168229295,42,183,2,2,164,"{'random_state': 42, 'n_estimators': 183, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 164}",-0.14186120820420095,-0.12775560165033664,-0.14488570991420566,-0.14544907134163512,-0.16798808198608553,-0.11261155529192712,-0.1428716249316747,-0.12538725636617856,-0.134188973248797,-0.142286727885002,-0.13852858108200433,0.014069600171364226,9
5,7.236455965042114,0.3263332179041879,0.31996338367462157,0.08362082478429442,42,183,2,2,129,"{'random_state': 42, 'n_estimators': 183, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 129}",-0.14186120820420087,-0.12775560165033667,-0.14488570991420577,-0.14544907134163515,-0.16798808198608556,-0.11261155529192732,-0.14287162493167502,-0.12538725636617842,-0.134188973248797,-0.1422867278850019,-0.13852858108200436,0.01406960017136422,10
