,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_loss,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
6,10.273389101028442,0.9880362808141119,0.18102049827575684,0.039930349521913266,42,288,exponential,4.878439219609804,"{'random_state': 42, 'n_estimators': 288, 'loss': 'exponential', 'learning_rate': 4.878439219609804}",-0.18205506452583572,-0.16616772128447735,-0.16015597701924414,-0.1666424477629307,-0.17637096856734766,-0.16077555550794742,-0.1668051978512231,-0.1600214046923024,-0.17500034957751393,-0.16704536149759705,-0.16810400482864193,0.007081193654904728,1
28,7.550911331176758,0.3387647056941672,0.1257234573364258,0.010832202617780565,42,210,exponential,4.988494247123562,"{'random_state': 42, 'n_estimators': 210, 'loss': 'exponential', 'learning_rate': 4.988494247123562}",-0.1743799816744228,-0.16805375846603032,-0.16189668990443673,-0.17208654790868433,-0.17675088266448172,-0.16535243181171938,-0.1652878884331723,-0.16254380804487822,-0.17303678856427096,-0.16684029393503483,-0.16862290714071318,0.004880619763218287,2
63,10.860822248458863,0.9133874937428037,0.16634345054626465,0.026001757201978434,42,250,exponential,4.578289144572286,"{'random_state': 42, 'n_estimators': 250, 'loss': 'exponential', 'learning_rate': 4.578289144572286}",-0.17992315390068297,-0.16444120857139108,-0.16130172634944756,-0.16990187926549094,-0.18243498454715693,-0.15791371409625257,-0.16910032304723785,-0.16312308568273584,-0.1740931405968833,-0.1672526812283597,-0.16894858972856389,0.007530565577918952,3
4,8.568552374839783,0.40357248242052096,0.13683726787567138,0.029624035656044788,42,217,exponential,4.643321660830415,"{'random_state': 42, 'n_estimators': 217, 'loss': 'exponential', 'learning_rate': 4.643321660830415}",-0.1764602651535397,-0.17065620840628318,-0.16348783748824358,-0.17202971616844423,-0.17404009001653467,-0.16135676422201398,-0.16724928885082785,-0.1634060768829906,-0.17508968353049206,-0.16573814370191536,-0.1689514074421285,0.005136541283851506,4
16,8.76782455444336,0.6438200435162763,0.1591259241104126,0.05535059826814863,42,236,exponential,4.84592296148074,"{'random_state': 42, 'n_estimators': 236, 'loss': 'exponential', 'learning_rate': 4.84592296148074}",-0.17597247256940893,-0.16683388508018454,-0.16625884970045593,-0.16747438446863666,-0.17790921584999964,-0.16620399292494129,-0.17168528062488583,-0.16693177036851597,-0.16837812153013185,-0.16888932893092848,-0.16965373020480892,0.003974346145844038,5
25,8.121632957458496,0.5967958309569315,0.13763582706451416,0.01912614080283775,42,222,exponential,3.982991495747874,"{'random_state': 42, 'n_estimators': 222, 'loss': 'exponential', 'learning_rate': 3.982991495747874}",-0.17956112637353916,-0.16980695879376903,-0.16403417363077266,-0.16949554323425908,-0.18476782083231544,-0.1654579054021698,-0.164981714945219,-0.16757055617754393,-0.1751332788646754,-0.166043957128307,-0.17068530353825703,0.006590955307788056,6
95,10.005803442001342,0.5790056288738316,0.15835368633270264,0.037836639049434566,42,243,linear,3.1300650325162582,"{'random_state': 42, 'n_estimators': 243, 'loss': 'linear', 'learning_rate': 3.1300650325162582}",-0.18037157752943628,-0.16703364149404987,-0.16561523579194362,-0.16965304639518675,-0.17420639782386294,-0.16741110765265044,-0.17002873536257146,-0.16610025795756847,-0.17842174621717735,-0.1692121392334054,-0.17080538854578525,0.004902860634299824,7
80,12.177338099479675,0.2803215336444329,0.19535574913024903,0.03554547822846664,42,300,exponential,3.545272636318159,"{'random_state': 42, 'n_estimators': 300, 'loss': 'exponential', 'learning_rate': 3.545272636318159}",-0.17963378939039754,-0.1717408657046665,-0.16380061650894387,-0.16988131515738147,-0.18159818364625835,-0.16579129791491934,-0.17175260664386507,-0.16322370892758353,-0.176695109576138,-0.16849760823450663,-0.17126151017046604,0.0060553722859327105,8
51,9.271937203407287,0.6092536053662254,0.18228554725646973,0.042730494187988195,42,229,exponential,3.862931465732866,"{'random_state': 42, 'n_estimators': 229, 'loss': 'exponential', 'learning_rate': 3.862931465732866}",-0.18178845454253842,-0.1746026751311363,-0.16293559063247023,-0.17203147538311822,-0.18286136176150583,-0.16193751839879353,-0.16916481339605188,-0.1635267608779189,-0.17490472698701132,-0.16897399571044958,-0.1712727372820994,0.00704353659648717,9
86,9.853287935256958,1.0314186118758994,0.1712731122970581,0.02989064470136464,42,225,exponential,3.4777388694347176,"{'random_state': 42, 'n_estimators': 225, 'loss': 'exponential', 'learning_rate': 3.4777388694347176}",-0.18313745879052415,-0.1742948439893183,-0.16313112512852346,-0.16865173233440145,-0.1810969437352142,-0.16441275794312873,-0.1712770788464151,-0.16450738116096283,-0.17619724977704007,-0.16798946565354492,-0.17146960373590733,0.006686163354048891,10
