,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lambda_2,param_lambda_1,param_alpha_2,param_alpha_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
66,0.5502951145172119,0.08970685226554967,0.009599542617797852,0.0011649315842740808,1.2971485742871435e-07,5.062381190595297e-06,3.8341670835417705e-06,6.201450725362681e-06,"{'lambda_2': 1.2971485742871435e-07, 'lambda_1': 5.062381190595297e-06, 'alpha_2': 3.8341670835417705e-06, 'alpha_1': 6.201450725362681e-06}",-0.11746775313027942,-0.1035809367502201,-0.11437869621924378,-0.1541232493503537,-0.14125760618418184,-0.1094426159783968,-0.12473144370311345,-0.10235215158559517,-0.18179756976130151,-0.12828643032324508,-0.1277418452985931,0.023785317478431513,1
75,0.518107271194458,0.06174346933939756,0.009270524978637696,0.00082304630428303,1.8914457228614306e-07,2.6554777388694346e-06,1.9076538269134564e-06,4.918759379689844e-06,"{'lambda_2': 1.8914457228614306e-07, 'lambda_1': 2.6554777388694346e-06, 'alpha_2': 1.9076538269134564e-06, 'alpha_1': 4.918759379689844e-06}",-0.11746775378465366,-0.10358093302018828,-0.11437869889245057,-0.15412324748190145,-0.14125760934610543,-0.10944262195170049,-0.12473144698045537,-0.10235215152637815,-0.18179757200955005,-0.12828643421651512,-0.12774184692098986,0.023785317676454074,2
22,0.5205223321914673,0.0587000288138475,0.01268007755279541,0.004501186123454353,3.921960980490245e-07,1.7541270635317659e-06,3.0615807903951972e-06,2.789194597298649e-06,"{'lambda_2': 3.921960980490245e-07, 'lambda_1': 1.7541270635317659e-06, 'alpha_2': 3.0615807903951972e-06, 'alpha_1': 2.789194597298649e-06}",-0.11746775476706077,-0.10358092706190282,-0.1143787028098517,-0.1541232447555163,-0.14125761351413144,-0.1094426302008644,-0.12473145175355216,-0.10235215143763379,-0.18179757571044206,-0.12828643936314865,-0.1277418491374104,0.02378531812089584,3
93,0.47611753940582274,0.037472441023323914,0.008793783187866212,0.000975343422480298,6.150575287643822e-07,8.99959979989995e-06,7.078039019509755e-06,8.598449224612307e-06,"{'lambda_2': 6.150575287643822e-07, 'lambda_1': 8.99959979989995e-06, 'alpha_2': 7.078039019509755e-06, 'alpha_1': 8.598449224612307e-06}",-0.11746775535029366,-0.1035809232168705,-0.11437870504900288,-0.15412324319572795,-0.14125761549371507,-0.10944263446590824,-0.12473145446043113,-0.10235215138515118,-0.18179757820526757,-0.12828644181543225,-0.12774185026378007,0.023785318515775193,4
36,0.5712090253829956,0.0854147417890132,0.016244983673095702,0.01175869852048994,6.051525762881441e-07,5.324862431215607e-06,7.933466733366683e-07,2.383091545772886e-06,"{'lambda_2': 6.051525762881441e-07, 'lambda_1': 5.324862431215607e-06, 'alpha_2': 7.933466733366683e-07, 'alpha_1': 2.383091545772886e-06}",-0.11746775627885815,-0.1035809182282945,-0.11437870892142955,-0.15412324047164996,-0.14125762047430515,-0.10944264354231542,-0.12473145923592584,-0.10235215130105485,-0.18179758113094768,-0.12828644793122282,-0.1277418527516004,0.023785318674867238,5
26,0.574349308013916,0.12338881469557446,0.012444543838500976,0.005711502069213017,7.438219109554777e-07,3.57168584292146e-06,4.8395197598799395e-06,5.582391195597798e-06,"{'lambda_2': 7.438219109554777e-07, 'lambda_1': 3.57168584292146e-06, 'alpha_2': 4.8395197598799395e-06, 'alpha_1': 5.582391195597798e-06}",-0.11746775647590302,-0.10358091671146191,-0.11437870962505517,-0.1541232400052439,-0.1412576207872233,-0.10944264456829553,-0.1247314600613389,-0.10235215128332288,-0.18179758214591688,-0.1282864483397482,-0.12774185300035096,0.023785318891067928,6
45,0.5180288791656494,0.05300966692045836,0.010777139663696289,0.003051914293404975,8.775387693846923e-07,3.0021510755377684e-06,6.003351675837918e-06,6.4936468234117055e-06,"{'lambda_2': 8.775387693846923e-07, 'lambda_1': 3.0021510755377684e-06, 'alpha_2': 6.003351675837918e-06, 'alpha_1': 6.4936468234117055e-06}",-0.11746775706544166,-0.10358091309690556,-0.1143787119659363,-0.15412323837922187,-0.14125762322479563,-0.10944264944278793,-0.12473146290962092,-0.10235215123008656,-0.18179758439937754,-0.12828645135257657,-0.12774185430667503,0.023785319173059597,7
87,0.5207722663879395,0.06258260709141113,0.00899813175201416,0.0012875444086752218,9.221110555277638e-07,6.454027013506753e-06,6.84392196098049e-07,5.319909954977488e-06,"{'lambda_2': 9.221110555277638e-07, 'lambda_1': 6.454027013506753e-06, 'alpha_2': 6.84392196098049e-07, 'alpha_1': 5.319909954977488e-06}",-0.11746775808578544,-0.10358090745812916,-0.11437871617396059,-0.1541232354093328,-0.14125762844686354,-0.10944265908201002,-0.12473146809212188,-0.1023521511378448,-0.18179758777977914,-0.12828645776238132,-0.12774185694282086,0.023785319418271996,8
62,0.49613246917724607,0.11730151199015258,0.009135842323303223,0.001366972661303193,1.1301150575287644e-06,4.2056028014007e-06,5.433816908454227e-06,4.844472236118058e-06,"{'lambda_2': 1.1301150575287644e-06, 'lambda_1': 4.2056028014007e-06, 'alpha_2': 5.433816908454227e-06, 'alpha_1': 4.844472236118058e-06}",-0.11746775856797691,-0.10358090417863315,-0.11437871800584584,-0.15412323415883827,-0.14125762991601298,-0.10944266243557656,-0.12473147028934192,-0.10235215109438474,-0.18179758989926334,-0.1282864596000258,-0.12774185781458997,0.023785319777154177,9
25,0.5198153495788574,0.0841955333889993,0.009297847747802734,0.0009984096763987892,1.0508754377188592e-06,9.806853426713356e-06,1.9918459229614807e-06,2.804052026013006e-06,"{'lambda_2': 1.0508754377188592e-06, 'lambda_1': 9.806853426713356e-06, 'alpha_2': 1.9918459229614807e-06, 'alpha_1': 2.804052026013006e-06}",-0.11746775857527358,-0.1035809044128314,-0.11437871810226449,-0.15412323406051287,-0.14125763040215752,-0.10944266302620645,-0.1247314704386879,-0.10235215109373709,-0.18179758970805807,-0.12828646017493475,-0.1277418579994664,0.02378531967495224,10
64,0.5133992195129394,0.03296685367704316,0.009938383102416992,0.001589372859465896,1.4718359179589796e-06,1.2786893446723362e-06,9.00455227613807e-06,6.7943971985993e-07,"{'lambda_2': 1.4718359179589796e-06, 'lambda_1': 1.2786893446723362e-06, 'alpha_2': 9.00455227613807e-06, 'alpha_1': 6.7943971985993e-07}",-0.11746775998847106,-0.10358089540370527,-0.11437872362974494,-0.15412323025749566,-0.14125763568275,-0.10944267405226615,-0.12473147712540199,-0.10235215096616151,-0.18179759538449525,-0.12828646673220412,-0.1277418609222696,0.02378532048252777,11
17,0.5108062505722046,0.07642795745710154,0.010777044296264648,0.003070036469465375,1.4074537268634316e-06,6.216308154077038e-06,5.7705852926463224e-06,1.3430715357678837e-06,"{'lambda_2': 1.4074537268634316e-06, 'lambda_1': 6.216308154077038e-06, 'alpha_2': 5.7705852926463224e-06, 'alpha_1': 1.3430715357678837e-06}",-0.1174677600607992,-0.1035808952361239,-0.11437872398440098,-0.1541232299827168,-0.1412576364320129,-0.10944267517827179,-0.12473147758770106,-0.10235215095962344,-0.18179759544017432,-0.12828646763418206,-0.12774186124960063,0.023785320411537095,12
15,0.500211763381958,0.052011126699089534,0.00948803424835205,0.0009290971602705033,1.3183091545772886e-06,7.008704352176087e-06,1.1499249624812404e-06,6.150575287643822e-07,"{'lambda_2': 1.3183091545772886e-06, 'lambda_1': 7.008704352176087e-06, 'alpha_2': 1.1499249624812404e-06, 'alpha_1': 6.150575287643822e-07}",-0.11746776024721671,-0.10358089452020341,-0.1143787248349167,-0.15412322936555373,-0.14125763789553356,-0.10944267755993765,-0.12473147866343919,-0.10235215094268116,-0.18179759578352137,-0.12828646941567431,-0.12774186192286777,0.02378532033020471,13
8,0.5063127756118775,0.10471955565487424,0.011712336540222168,0.004573730367177376,1.4965982991495747e-06,9.468734367183591e-07,5.463531765882941e-06,6.518409204602301e-06,"{'lambda_2': 1.4965982991495747e-06, 'lambda_1': 9.468734367183591e-07, 'alpha_2': 5.463531765882941e-06, 'alpha_1': 6.518409204602301e-06}",-0.11746776068144943,-0.10358089158141753,-0.11437872649262089,-0.15412322824678754,-0.1412576392383004,-0.10944268062669484,-0.12473148064820289,-0.1023521509034687,-0.18179759765793932,-0.1282864711021077,-0.12774186271789892,0.023785320642024845,14
88,0.6015926599502563,0.10477099120262218,0.012196779251098633,0.0025899487130711966,1.6105052526263132e-06,4.641420710355177e-06,7.716908454227113e-06,4.9286643321660825e-06,"{'lambda_2': 1.6105052526263132e-06, 'lambda_1': 4.641420710355177e-06, 'alpha_2': 7.716908454227113e-06, 'alpha_1': 4.9286643321660825e-06}",-0.11746776094079317,-0.10358088982672246,-0.11437872747576235,-0.1541232275612961,-0.14125764004680558,-0.10944268243029533,-0.12473148183348465,-0.10235215088017745,-0.18179759881164506,-0.12828647210464958,-0.12774186319116315,0.02378532083695742,15
19,0.5290668964385986,0.09200337424573508,0.013538360595703125,0.007855204306806092,1.4668834417208605e-06,1.1152576288144071e-06,1.5659329664832417e-06,2.0809904952476237e-06,"{'lambda_2': 1.4668834417208605e-06, 'lambda_1': 1.1152576288144071e-06, 'alpha_2': 1.5659329664832417e-06, 'alpha_1': 2.0809904952476237e-06}",-0.11746776109520249,-0.10358088944632904,-0.11437872823918585,-0.15412322700795467,-0.14125764160119555,-0.10944268483705523,-0.12473148281199,-0.10235215086602359,-0.18179759889360528,-0.12828647399620233,-0.12774186387947442,0.023785320679910755,16
21,0.5380797386169434,0.09272252688992703,0.011063933372497559,0.004150274183734506,1.6402201100550274e-06,1.4866933466733364e-06,5.671535767883941e-06,6.285642821410705e-06,"{'lambda_2': 1.6402201100550274e-06, 'lambda_1': 1.4866933466733364e-06, 'alpha_2': 5.671535767883941e-06, 'alpha_1': 6.285642821410705e-06}",-0.11746776145791075,-0.1035808869301063,-0.11437872960285794,-0.15412322607631646,-0.14125764262680116,-0.10944268725722014,-0.12473148444429319,-0.10235215083337383,-0.1817976005367551,-0.12828647528132822,-0.1277418645046963,0.02378532097117688,17
76,0.5108958721160889,0.05515195453078735,0.009269189834594727,0.0013108940911333315,1.9126063031515755e-06,6.067733866933466e-06,9.123411705852926e-06,8.672736368184091e-06,"{'lambda_2': 1.9126063031515755e-06, 'lambda_1': 6.067733866933466e-06, 'alpha_2': 9.123411705852926e-06, 'alpha_1': 8.672736368184091e-06}",-0.11746776243130616,-0.10358088081279664,-0.11437873342406978,-0.15412322341563053,-0.14125764641286545,-0.10944269499088985,-0.12473148908549525,-0.10235215074565526,-0.1817976044112375,-0.12828647996160053,-0.1277418665691547,0.023785321502755617,18
1,0.5340738773345948,0.06737926090172225,0.010718441009521485,0.002604669821783872,1.7343171585792895e-06,5.7953476738369175e-06,2.1552776388194094e-06,5.160080040020009e-07,"{'lambda_2': 1.7343171585792895e-06, 'lambda_1': 5.7953476738369175e-06, 'alpha_2': 2.1552776388194094e-06, 'alpha_1': 5.160080040020009e-07}",-0.11746776246716986,-0.1035808811957093,-0.1143787337229616,-0.15412322317222082,-0.14125764753917128,-0.10944269647544246,-0.1247314895061107,-0.10235215074225425,-0.18179760402501186,-0.12828648131555537,-0.12774186701616072,0.023785321278672063,19
82,0.5119153499603272,0.06171710880875888,0.009520602226257325,0.0009004311460854399,1.957178589294647e-06,3.99264632316158e-06,7.860530265132567e-06,5.037618809404702e-06,"{'lambda_2': 1.957178589294647e-06, 'lambda_1': 3.99264632316158e-06, 'alpha_2': 7.860530265132567e-06, 'alpha_1': 5.037618809404702e-06}",-0.11746776289254508,-0.10358087817480174,-0.11437873530597474,-0.1541232221006548,-0.14125764862722248,-0.10944269918316356,-0.12473149139188443,-0.10235215070395948,-0.1817976060041284,-0.1282864826884125,-0.12774186770727472,0.023785321646028378,20
37,0.5106003284454346,0.06499657090592607,0.013271927833557129,0.006022938088376027,1.9967983991996e-06,3.809404702351175e-06,4.567133566783391e-06,4.007503751875938e-06,"{'lambda_2': 1.9967983991996e-06, 'lambda_1': 3.809404702351175e-06, 'alpha_2': 4.567133566783391e-06, 'alpha_1': 4.007503751875938e-06}",-0.11746776361789034,-0.10358087413260655,-0.11437873829091719,-0.15412322000288958,-0.14125765228312476,-0.1094427059780757,-0.12473149506234357,-0.10235215063839297,-0.1817976084257665,-0.12828648718137942,-0.12774186956133865,0.02378532183109167,21
55,0.5224185943603515,0.053292739786105166,0.011360573768615722,0.00512823043118449,1.962131065532766e-06,4.26008004002001e-06,1.7640320160080037e-06,9.291795897948975e-06,"{'lambda_2': 1.962131065532766e-06, 'lambda_1': 4.26008004002001e-06, 'alpha_2': 1.7640320160080037e-06, 'alpha_1': 9.291795897948975e-06}",-0.11746776385191181,-0.10358087298121679,-0.11437873929388889,-0.15412321929103906,-0.14125765370956325,-0.10944270847391628,-0.12473149630911821,-0.10235215061718556,-0.1817976090714767,-0.1282864889278179,-0.12774187025271347,0.023785321828906535,22
57,0.5221755027770996,0.0820113113554663,0.011800289154052734,0.005068861054799563,2.2196598299149573e-06,3.7733866933466733e-07,7.860530265132567e-06,2.541570785392696e-06,"{'lambda_2': 2.2196598299149573e-06, 'lambda_1': 3.7733866933466733e-07, 'alpha_2': 7.860530265132567e-06, 'alpha_1': 2.541570785392696e-06}",-0.11746776441701998,-0.1035808690916195,-0.11437874142917397,-0.1541232178368667,-0.14125765535657844,-0.10944271231341159,-0.12473149886530238,-0.10235215056629828,-0.18179761159503519,-0.1282864909919772,-0.12774187124632833,0.0237853222678687,23
