,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_random_state,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
83,11.69885687828064,0.48615697219693244,0.09983577728271484,0.028326131126489795,0.8144257628814408,0.8571,0.464,42,3,42,0.45327363681840915,0.27068484242121055,0.45678269134567284,"{'subsample': 0.8144257628814408, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 3, 'max_depth': 42, 'learning_rate': 0.45327363681840915, 'gamma': 0.27068484242121055, 'colsample_bytree': 0.45678269134567284}",-0.12754805616390033,-0.13527569025921984,-0.13817452816349315,-0.16595504138447636,-0.17435425451153094,-0.122230266422087,-0.15221240820814624,-0.12928816189643827,-0.1590302763569701,-0.14649466290555824,-0.14505633462718204,0.016621967448684966,11
37,13.696503734588623,0.6780477008733156,0.10808320045471191,0.023952741790651363,0.8499399699849925,0.8571,0.464,42,5,58,0.21839119559779888,0.3024477238619309,0.8149259629814908,"{'subsample': 0.8499399699849925, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 5, 'max_depth': 58, 'learning_rate': 0.21839119559779888, 'gamma': 0.3024477238619309, 'colsample_bytree': 0.8149259629814908}",-0.12920321045184144,-0.1402034438970817,-0.13845157846815795,-0.17764144771207516,-0.17143931711158225,-0.12642725172304764,-0.1462542730572779,-0.12131283145276128,-0.15244031990709514,-0.1500608998788522,-0.14534345736597726,0.01751377316465723,12
24,8.93910892009735,0.7926503188416792,0.10798046588897706,0.01907129594935019,0.5618247123561781,0.8571,0.464,42,7,40,0.391304652326163,0.1535217608804402,0.538315307653827,"{'subsample': 0.5618247123561781, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 40, 'learning_rate': 0.391304652326163, 'gamma': 0.1535217608804402, 'colsample_bytree': 0.538315307653827}",-0.14874569481947705,-0.12924230929360622,-0.14129204477730614,-0.15419790335730219,-0.16846553299693845,-0.12203081706020467,-0.15523225093398402,-0.13658997264491354,-0.1589326888076357,-0.15554515954365794,-0.14702743742350258,0.013705993978452418,13
13,21.575371265411377,1.2550006877273268,0.10092864036560059,0.014654095285232052,0.8214285642821411,0.8571,0.464,42,1,56,0.45627213606803396,0.11067183591795897,0.8189275637818909,"{'subsample': 0.8214285642821411, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 56, 'learning_rate': 0.45627213606803396, 'gamma': 0.11067183591795897, 'colsample_bytree': 0.8189275637818909}",-0.12560701985075043,-0.12914245422284412,-0.14111731029139085,-0.1841280769669393,-0.17266900150451311,-0.12698356517304565,-0.15531467260708315,-0.1339662582027281,-0.1450583393993241,-0.15734003574524777,-0.14713267339638667,0.0189703177315026,14
9,7.399320912361145,0.36702872348697696,0.10555410385131836,0.020787135937934048,0.7694077538769385,0.8571,0.464,42,5,55,0.4542731365682841,0.17419759879939967,0.2842136568284142,"{'subsample': 0.7694077538769385, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 5, 'max_depth': 55, 'learning_rate': 0.4542731365682841, 'gamma': 0.17419759879939967, 'colsample_bytree': 0.2842136568284142}",-0.14104131388231755,-0.12971145904235762,-0.13137471741476037,-0.1697308271751994,-0.17975339149792832,-0.14107679348475888,-0.1522490582961928,-0.1349775793799555,-0.14709798565460253,-0.14748582546934222,-0.14744989512974152,0.01540591237327051,15
25,4.38722448348999,0.30928200309912957,0.10199406147003173,0.017020163814245166,0.42126848424212104,0.8571,0.464,42,10,55,0.1399304652326163,0.3072421210605302,0.3077230615307654,"{'subsample': 0.42126848424212104, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 10, 'max_depth': 55, 'learning_rate': 0.1399304652326163, 'gamma': 0.3072421210605302, 'colsample_bytree': 0.3077230615307654}",-0.1392089371495886,-0.12891657632002107,-0.1329279765279635,-0.17840484894969943,-0.1780730660307658,-0.1359332556374677,-0.14887049950128714,-0.13761215989199757,-0.16560719620589343,-0.14233121952896283,-0.1487885735743647,0.017571770359066187,16
54,7.662706112861633,0.24749620511643988,0.109169602394104,0.03649877307038497,0.5293117058529264,0.8571,0.464,42,1,56,0.34132966483241617,0.03156428214107053,0.2221888444222111,"{'subsample': 0.5293117058529264, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 56, 'learning_rate': 0.34132966483241617, 'gamma': 0.03156428214107053, 'colsample_bytree': 0.2221888444222111}",-0.14159628613250722,-0.11767825257350915,-0.15606395061704778,-0.188686458257552,-0.17574412426216066,-0.13142587770130995,-0.14199370686835272,-0.1377263600445977,-0.15602035449792698,-0.14316255869171915,-0.14900979296466832,0.019860569996658032,17
26,10.369672393798828,0.7722585804923856,0.10455880165100098,0.03005813845619952,0.38725487743871934,0.8571,0.464,42,3,57,0.2998504252126063,0.19427413706853425,0.7068827413706854,"{'subsample': 0.38725487743871934, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 3, 'max_depth': 57, 'learning_rate': 0.2998504252126063, 'gamma': 0.19427413706853425, 'colsample_bytree': 0.7068827413706854}",-0.13571325669778403,-0.14400949223604695,-0.13940111715113854,-0.18538832315854273,-0.16299432124220084,-0.1269527787833299,-0.14716370564516507,-0.14115256848614924,-0.15014782961153236,-0.15796799706290932,-0.14908913900747991,0.015640426799795316,18
48,9.036193203926086,0.6713553898338509,0.1115339994430542,0.02012791215735293,0.8769507753876938,0.8571,0.464,42,7,48,0.3008499249624812,0.4288999499749874,0.43677468734367186,"{'subsample': 0.8769507753876938, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 48, 'learning_rate': 0.3008499249624812, 'gamma': 0.4288999499749874, 'colsample_bytree': 0.43677468734367186}",-0.13799142866166111,-0.13636393116461723,-0.14080085139864815,-0.18103795461504393,-0.17528421370000014,-0.11860204262168497,-0.1595542086920927,-0.13628783754535748,-0.16505388494952608,-0.15156344291354257,-0.15025397962621742,0.01873759686494247,19
27,15.048392987251281,0.8870359395665067,0.10517942905426025,0.016474371502034343,0.9859943971985993,0.8571,0.464,42,3,47,0.29185442721360677,0.4271020510255127,0.6308523261630815,"{'subsample': 0.9859943971985993, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 3, 'max_depth': 47, 'learning_rate': 0.29185442721360677, 'gamma': 0.4271020510255127, 'colsample_bytree': 0.6308523261630815}",-0.14838741205568767,-0.1435395987775896,-0.1396774765158721,-0.18121475067869924,-0.17041994426064205,-0.13219662225404827,-0.14594951487129018,-0.14125676650318725,-0.16187029900044872,-0.1475643764680169,-0.1512076761385482,0.014437066056405896,20
58,19.931088638305663,1.15122684846052,0.10795726776123046,0.013391202726291988,0.859943971985993,0.8571,0.464,42,3,54,0.615192596298149,0.13943821910955476,0.9099639819909955,"{'subsample': 0.859943971985993, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 3, 'max_depth': 54, 'learning_rate': 0.615192596298149, 'gamma': 0.13943821910955476, 'colsample_bytree': 0.9099639819909955}",-0.15432581876510665,-0.1501408255794679,-0.1303561419668383,-0.18126013717659648,-0.18436931708428161,-0.1211939694702092,-0.14186697316775798,-0.14798096643394615,-0.14329027678042672,-0.16213084481403175,-0.1516915271238663,0.01904372597406984,21
74,5.792128658294677,0.34726230076582776,0.11416323184967041,0.027434614687844885,0.6478591295647824,0.8571,0.464,42,5,57,0.12343871935967983,0.5760280140070034,0.3122248624312156,"{'subsample': 0.6478591295647824, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 5, 'max_depth': 57, 'learning_rate': 0.12343871935967983, 'gamma': 0.5760280140070034, 'colsample_bytree': 0.3122248624312156}",-0.13342147807362006,-0.1367328315180828,-0.13949927499010292,-0.1768280673865027,-0.18204754725447436,-0.13610322622642398,-0.15187349205516085,-0.14111985734506485,-0.1717779681890397,-0.14938023102692027,-0.15187839740653925,0.01738616786548317,22
11,5.830554413795471,0.2186132274440881,0.09868717193603516,0.03269260336684506,0.19667863931965981,0.8571,0.464,42,5,46,0.29885092546273134,0.23622511255627812,0.7088835417708854,"{'subsample': 0.19667863931965981, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 5, 'max_depth': 46, 'learning_rate': 0.29885092546273134, 'gamma': 0.23622511255627812, 'colsample_bytree': 0.7088835417708854}",-0.14420810139221804,-0.14634255652023034,-0.13953117123414727,-0.17722336665654495,-0.16164136571795856,-0.13346501973432512,-0.15683570040963002,-0.14600448239242145,-0.1849698217894032,-0.15473343026139247,-0.15449550161082715,0.015532055337387773,23
55,3.2463458776474,0.29392907364979143,0.09850058555603028,0.015348247689169451,0.3677470735367684,0.8571,0.464,42,10,50,0.07696198099049524,0.3914437218609304,0.29071625812906454,"{'subsample': 0.3677470735367684, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 10, 'max_depth': 50, 'learning_rate': 0.07696198099049524, 'gamma': 0.3914437218609304, 'colsample_bytree': 0.29071625812906454}",-0.14610830956457668,-0.13462285287964054,-0.1452552949854839,-0.17906354070615516,-0.18279221588923553,-0.14201959954002805,-0.161592865951106,-0.14332458798792622,-0.1741250534121732,-0.14674735660288832,-0.15556516775192136,0.01649139891918569,24
78,11.365175867080689,0.7554236821729851,0.10991640090942383,0.025573480700329974,0.7864145572786393,0.8571,0.464,42,7,42,0.4827588794397198,0.3423011505752876,0.6048419209604803,"{'subsample': 0.7864145572786393, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 42, 'learning_rate': 0.4827588794397198, 'gamma': 0.3423011505752876, 'colsample_bytree': 0.6048419209604803}",-0.13897006194869385,-0.14277543118833738,-0.15559285308744758,-0.1838891765329177,-0.18208418793034511,-0.1324377928729596,-0.16162413847015264,-0.14098006478369915,-0.17023612980455377,-0.1555598091625544,-0.15641496457816612,0.017137126370745367,25
92,11.333630037307739,0.3842414666803382,0.09988384246826172,0.02684738765821951,0.8164265632816409,0.8571,0.464,42,3,57,0.6046978489244622,0.13284592296148073,0.4577830915457729,"{'subsample': 0.8164265632816409, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 3, 'max_depth': 57, 'learning_rate': 0.6046978489244622, 'gamma': 0.13284592296148073, 'colsample_bytree': 0.4577830915457729}",-0.16223002751729393,-0.15913549487615133,-0.1477662714853941,-0.17713759941040205,-0.16818093787023358,-0.1332519080393458,-0.15203026841908096,-0.146000361013595,-0.17168527498692293,-0.14828535813448182,-0.15657035017529014,0.012834056281267364,26
90,11.269977521896362,0.7724976335358977,0.11745724678039551,0.015504801721385424,0.5218087043521761,0.8571,0.464,42,7,53,0.48525762881440715,0.22903351675837916,0.8164265632816409,"{'subsample': 0.5218087043521761, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 53, 'learning_rate': 0.48525762881440715, 'gamma': 0.22903351675837916, 'colsample_bytree': 0.8164265632816409}",-0.16436519625056534,-0.13878330766572458,-0.16160320300203873,-0.17191878924634807,-0.1804918657749364,-0.12076149173858126,-0.16092621840067295,-0.13988067541150373,-0.17047110575321267,-0.16489981979092524,-0.1574101673034509,0.017451741805727214,27
33,4.185140585899353,0.3494939045198735,0.11130061149597167,0.0208486780977138,0.3177270635317659,0.8571,0.464,42,7,40,0.2258874437218609,0.43758979489744865,0.26520605302651323,"{'subsample': 0.3177270635317659, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 40, 'learning_rate': 0.2258874437218609, 'gamma': 0.43758979489744865, 'colsample_bytree': 0.26520605302651323}",-0.14376418594623885,-0.14463304449881234,-0.15755971836600224,-0.19088967325452116,-0.18039711731085875,-0.13298525430843522,-0.15975845759886487,-0.16057569976933833,-0.1693112284331694,-0.15403896596825084,-0.1593913345454492,0.016506449300875126,28
79,4.288836932182312,0.18006260811902067,0.11591236591339112,0.02631253207689143,0.9809923961980991,0.8571,0.464,42,10,41,0.23638219109554776,0.5940070035017508,0.12164862431215609,"{'subsample': 0.9809923961980991, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 10, 'max_depth': 41, 'learning_rate': 0.23638219109554776, 'gamma': 0.5940070035017508, 'colsample_bytree': 0.12164862431215609}",-0.1497898647340464,-0.12985542873855604,-0.15514168041398263,-0.19025628215662202,-0.18532267091803684,-0.14056095537440094,-0.16297220484726005,-0.14672356502457237,-0.18252577259087946,-0.1569652747393184,-0.16001136995376752,0.019164598766949828,29
38,5.192341661453247,0.24143128372501538,0.10366065502166748,0.027678215643846465,0.24619844922461231,0.8571,0.464,42,1,48,0.12093996998499248,0.4819379689844922,0.2902160580290145,"{'subsample': 0.24619844922461231, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 48, 'learning_rate': 0.12093996998499248, 'gamma': 0.4819379689844922, 'colsample_bytree': 0.2902160580290145}",-0.13799678547268723,-0.14296353734201991,-0.15187765288826519,-0.17926463915773025,-0.18635230629279464,-0.1528512638774746,-0.17236794755390306,-0.15158465265065074,-0.1837204654329811,-0.1511934483906623,-0.1610172699059169,0.016765087168601766,30
49,3.920991611480713,0.22003870217760096,0.10714294910430908,0.01282278051364487,0.2381952476238119,0.8571,0.464,42,10,56,0.09645222611305652,0.5442651325662831,0.5623249124562282,"{'subsample': 0.2381952476238119, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 10, 'max_depth': 56, 'learning_rate': 0.09645222611305652, 'gamma': 0.5442651325662831, 'colsample_bytree': 0.5623249124562282}",-0.15006054127275464,-0.14918565055678412,-0.1478740352368704,-0.18018920072844805,-0.190710437476317,-0.14546238592376207,-0.16584698909270656,-0.1512442107122151,-0.17830546261134217,-0.15176546621747836,-0.16106443798286782,0.015579722037047286,31
2,3.5370330095291136,0.1930266750447799,0.09682252407073974,0.035627205580166826,0.3477390695347674,0.8571,0.464,42,10,47,0.5087458729364682,0.15681790895447723,0.17767103551775887,"{'subsample': 0.3477390695347674, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 10, 'max_depth': 47, 'learning_rate': 0.5087458729364682, 'gamma': 0.15681790895447723, 'colsample_bytree': 0.17767103551775887}",-0.14480449403231804,-0.14580382798076355,-0.15465621915914543,-0.19233886243827397,-0.18873371807076614,-0.13654715760792818,-0.1763896677100963,-0.14727669142738642,-0.1707183478822234,-0.17538266186977347,-0.16326516481786751,0.018862277521166416,32
94,5.236156582832336,0.3183606751493573,0.10218522548675538,0.0334533283540153,0.23919564782391195,0.8571,0.464,42,1,55,0.10444822411205602,0.5787248624312156,0.34373746873436717,"{'subsample': 0.23919564782391195, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 55, 'learning_rate': 0.10444822411205602, 'gamma': 0.5787248624312156, 'colsample_bytree': 0.34373746873436717}",-0.1570768355436482,-0.14755353146759242,-0.15155689951278548,-0.17874280241196636,-0.1953321331353809,-0.14818136935052295,-0.16681394073373595,-0.15463137127442778,-0.17759852900038575,-0.15931871030243755,-0.16368061227328834,0.014913192126657069,33
91,9.656986975669861,0.9157473140384212,0.10660510063171387,0.0152131478434615,0.6463585292646323,0.8571,0.464,42,7,47,0.6056973486743371,0.20715907953976986,0.540316108054027,"{'subsample': 0.6463585292646323, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 47, 'learning_rate': 0.6056973486743371, 'gamma': 0.20715907953976986, 'colsample_bytree': 0.540316108054027}",-0.16038600303168296,-0.13914622332656684,-0.1615080173849074,-0.19040596845357272,-0.18408322233949082,-0.14792384620475968,-0.14460164521477106,-0.15075735381847707,-0.19689939943716936,-0.16536771011060947,-0.16410793893220071,0.019057343280571386,34
50,11.156094574928284,1.4962199821563873,0.1125528335571289,0.013055998744528374,0.720388144072036,0.8571,0.464,42,10,50,0.48825612806403196,0.5877143571785892,0.738895547773887,"{'subsample': 0.720388144072036, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 10, 'max_depth': 50, 'learning_rate': 0.48825612806403196, 'gamma': 0.5877143571785892, 'colsample_bytree': 0.738895547773887}",-0.14921446578945233,-0.16088850213771413,-0.15034404176132166,-0.1897366427432866,-0.18544395728243104,-0.1403249807304778,-0.16191349119104298,-0.1569286214965116,-0.18082721495466478,-0.1677022763893034,-0.16433241944762064,0.015644865473836873,35
70,23.783075189590456,1.5639413724137285,0.10739364624023437,0.02058155479722727,0.9434773886943472,0.8571,0.464,42,1,45,0.6246878439219609,0.517895947973987,0.7889155577788894,"{'subsample': 0.9434773886943472, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 45, 'learning_rate': 0.6246878439219609, 'gamma': 0.517895947973987, 'colsample_bytree': 0.7889155577788894}",-0.15014699132522924,-0.1593908539606901,-0.14314495017160986,-0.196207049044291,-0.18689371686626607,-0.13903448681782668,-0.18674935080648652,-0.13375439411494497,-0.18307912419342628,-0.16814609656819937,-0.16465470138689703,0.021545353799821025,36
41,8.060097289085387,0.3776938927728648,0.11906468868255615,0.02283482572834831,0.7183873436718359,0.8571,0.464,42,7,43,0.4462771385692846,0.5751290645322661,0.36474587293646826,"{'subsample': 0.7183873436718359, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 7, 'max_depth': 43, 'learning_rate': 0.4462771385692846, 'gamma': 0.5751290645322661, 'colsample_bytree': 0.36474587293646826}",-0.15657186079015295,-0.14005617450048902,-0.16039067601972923,-0.18743554505136997,-0.20057980288613397,-0.15223000871309983,-0.16966919914223763,-0.14173223188161455,-0.1745966914923846,-0.16908562928271054,-0.16523478197599223,0.0182160661054891,37
53,4.756690239906311,0.3428831512761635,0.11600823402404785,0.018016224669258948,0.3957582791395698,0.8571,0.464,42,10,58,0.4507748874437218,0.018978989494747373,0.31522606303151574,"{'subsample': 0.3957582791395698, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 10, 'max_depth': 58, 'learning_rate': 0.4507748874437218, 'gamma': 0.018978989494747373, 'colsample_bytree': 0.31522606303151574}",-0.18109525769941942,-0.1480037978017764,-0.15782347661439183,-0.18760192837459297,-0.1833883385731386,-0.1548767899789862,-0.16122659321921926,-0.13739067175819578,-0.17677290027765594,-0.16455834619700865,-0.16527381004943847,0.01570174628706147,38
52,8.43891966342926,0.349796083550405,0.11776907444000244,0.01635241138032465,0.49479789894947473,0.8571,0.464,42,3,46,0.3728139069534767,0.5769269634817408,0.3707482741370685,"{'subsample': 0.49479789894947473, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 3, 'max_depth': 46, 'learning_rate': 0.3728139069534767, 'gamma': 0.5769269634817408, 'colsample_bytree': 0.3707482741370685}",-0.14989716915704251,-0.14899914281910417,-0.16431049142854762,-0.19628324858182328,-0.19282647270891648,-0.14072257171297,-0.15947973420323192,-0.15878473619715222,-0.18029953437132018,-0.1657474681942777,-0.1657350569374386,0.01767846235910375,39
1,2.3012802362442017,0.17318721535740528,0.12282943725585938,0.05595482078969776,0.19767903951975987,0.8571,0.464,42,3,52,0.06696698349174587,0.3779594797398699,0.17517003501750875,"{'subsample': 0.19767903951975987, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 3, 'max_depth': 52, 'learning_rate': 0.06696698349174587, 'gamma': 0.3779594797398699, 'colsample_bytree': 0.17517003501750875}",-0.14651146863407633,-0.15229604877670097,-0.16261095518876298,-0.19107513656702843,-0.19920230244533832,-0.15544965473939482,-0.1657638598836599,-0.15191016256878537,-0.18511132074263312,-0.16234092238921066,-0.1672271831935591,0.01727339813089823,40
