,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_loss,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
33,6.913052821159363,0.3000667869432863,0.12749094963073732,0.03197537535620924,42,171,square,1.6509237618809403,"{'random_state': 42, 'n_estimators': 171, 'loss': 'square', 'learning_rate': 1.6509237618809403}",-0.1937650788615409,-0.17396341586330122,-0.16961635515244475,-0.1958253878275279,-0.19147854343367102,-0.16941194769154444,-0.18349350174293366,-0.17337569892311058,-0.20435628813723053,-0.1687750069104274,-0.18240612245437324,0.012431675042312249,1
62,3.835613322257996,0.36139958408219625,0.062087202072143556,0.017841759471478702,42,88,exponential,1.6008987993996997,"{'random_state': 42, 'n_estimators': 88, 'loss': 'exponential', 'learning_rate': 1.6008987993996997}",-0.18795208734889285,-0.18669957002381465,-0.17734593750888739,-0.19422211702507505,-0.1938787021131698,-0.1699546715443567,-0.17795741820060967,-0.18641302153023276,-0.19090689216769813,-0.16846654979365328,-0.18337969672563903,0.008910756671683336,2
29,3.595701217651367,0.21709848151477593,0.05048956871032715,0.007333707397096122,42,77,square,0.20019984992496245,"{'random_state': 42, 'n_estimators': 77, 'loss': 'square', 'learning_rate': 0.20019984992496245}",-0.1896406814331572,-0.18048380692834737,-0.17077655409700107,-0.1970301212287123,-0.20702613838600725,-0.1644489470056743,-0.18886916068266402,-0.17583731201138728,-0.20349232566928657,-0.1610175285556311,-0.18386225759978686,0.015164314783873712,3
99,5.796827554702759,1.5709755767839886,0.07486433982849121,0.04648969553177648,42,152,linear,0.4503246623311655,"{'random_state': 42, 'n_estimators': 152, 'loss': 'linear', 'learning_rate': 0.4503246623311655}",-0.1937100039787929,-0.1814206422102222,-0.1749082392148562,-0.19441665930641874,-0.20126512778921965,-0.16796435916164254,-0.17780200135609386,-0.18412269596687006,-0.19833622174965376,-0.16634630321460608,-0.1840292253948376,0.011844545362022172,4
59,0.7164020776748657,0.21828447066087875,0.01961705684661865,0.006664432642639246,42,12,square,0.7504744372186092,"{'random_state': 42, 'n_estimators': 12, 'loss': 'square', 'learning_rate': 0.7504744372186092}",-0.19489219710412117,-0.1972543593220975,-0.19591472630315,-0.21559205438631618,-0.22133783280949007,-0.18545373908133095,-0.20236501918076977,-0.18967231261757336,-0.21829290484792835,-0.17603680658066134,-0.19968119522334388,0.014072774119573648,5
81,5.66608419418335,0.5126528465641547,0.14716203212738038,0.053904613422149805,42,170,exponential,6.203195347673836,"{'random_state': 42, 'n_estimators': 170, 'loss': 'exponential', 'learning_rate': 6.203195347673836}",-0.16961941605724593,-0.216699577155828,-0.2315610615201708,-0.24534206436630554,-0.2746002093825473,-0.20471067451592362,-0.2083303272851131,-0.20560323122570348,-0.2456732745446843,-0.18870200838874002,-0.21908418444422623,0.029178182043086236,6
10,3.0202014207839967,0.1679468662521719,0.08997902870178223,0.020863980269168608,42,98,exponential,10.305242271135567,"{'random_state': 42, 'n_estimators': 98, 'loss': 'exponential', 'learning_rate': 10.305242271135567}",-0.2951293032449736,-0.2740794877545358,-0.32435114802750126,-0.3547113414306512,-0.31130612242635297,-0.28790823092940104,-0.29794777416335744,-0.29197818958794997,-0.3391995563726884,-0.3118183334857044,-0.30884294874231166,0.023492141434310495,7
76,3.958777117729187,0.3175043351036214,0.11762018203735351,0.016788194624809807,42,160,exponential,10.905541820910454,"{'random_state': 42, 'n_estimators': 160, 'loss': 'exponential', 'learning_rate': 10.905541820910454}",-0.3142273411208901,-0.3149553477396785,-0.32634939815012265,-0.36296935573306904,-0.3834336150427571,-0.31447096280710213,-0.275592895387397,-0.2939227020776324,-0.3348486065102168,-0.31842447955731545,-0.3239194704126181,0.0295316839503479,8
65,1.0565223693847656,0.12745826096675966,0.03963644504547119,0.011512779853769667,42,38,exponential,11.205691595797898,"{'random_state': 42, 'n_estimators': 38, 'loss': 'exponential', 'learning_rate': 11.205691595797898}",-0.34814695733049156,-0.268784942659878,-0.3078183290322927,-0.329032307199611,-0.38991079171877147,-0.344952717158448,-0.30127810897975293,-0.3141179547058005,-0.3164144662173964,-0.33500270600253834,-0.3255459281004981,0.03077472598371583,9
70,1.3180850267410278,0.09863186283404299,0.04952008724212646,0.00947067556497672,42,63,exponential,14.507339119559779,"{'random_state': 42, 'n_estimators': 63, 'loss': 'exponential', 'learning_rate': 14.507339119559779}",-0.27966650852805397,-0.3230832096928004,-0.3282191596513775,-0.40996753387174173,-0.40040730195699625,-0.34286659980273687,-0.2736585189081832,-0.38887728955959944,-0.3828432523395963,-0.29406027374247445,-0.342364964805356,0.048268069351852856,10
66,2.1138962268829347,0.21812293255132761,0.08943207263946533,0.02235289378721044,42,111,exponential,17.008587243621808,"{'random_state': 42, 'n_estimators': 111, 'loss': 'exponential', 'learning_rate': 17.008587243621808}",-0.3151005452610339,-0.37600589035651644,-0.39680899252812646,-0.39483502470200615,-0.36659490595803773,-0.3939997258023752,-0.323124429913676,-0.3475172297186987,-0.3178893694076699,-0.3266200877964925,-0.3558496201444633,0.032048243351782385,11
49,2.765559959411621,0.49387282786265657,0.12487642765045166,0.03523066056487186,42,147,linear,4.752471435717858,"{'random_state': 42, 'n_estimators': 147, 'loss': 'linear', 'learning_rate': 4.752471435717858}",-0.2582082908955692,-0.20580955489179398,-0.32892386499546356,-0.7022138172855332,-0.36807119945974204,-0.226984120478576,-0.4167512644159141,-0.47436780152523267,-0.3008840533640684,-0.5896583569507617,-0.3871872324262655,0.15333542865597277,12
