,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
79,0.046565794944763185,0.00296645186765677,0.008126235008239746,0.0007039499457901255,42,0.008603401700850425,"{'random_state': 42, 'alpha': 0.008603401700850425}",-0.14939051843490692,-0.14209453316077056,-0.14610251745863864,-0.1807600702462734,-0.17337643385982157,-0.1373374103946376,-0.15046356543849654,-0.151110613174364,-0.218693747333409,-0.15305997347968672,-0.1602389382981005,0.023264400145232737,1
0,0.05796580314636231,0.009305822875715292,0.009415102005004884,0.0019251048806205437,42,0.015606203101550776,"{'random_state': 42, 'alpha': 0.015606203101550776}",-0.15324927609237543,-0.14588308157665134,-0.1508572339360654,-0.18344096118832567,-0.17908541183316784,-0.1398775273403945,-0.15425626823584876,-0.15328854874208264,-0.2198838952220042,-0.15682295143076924,-0.16366451555976852,0.022775023988611667,2
19,0.049789929389953615,0.012226784595086386,0.007992911338806152,0.001029757758822275,42,0.029111605802901452,"{'random_state': 42, 'alpha': 0.029111605802901452}",-0.1609225668091951,-0.15248980089323022,-0.1616511928834158,-0.18750522358978475,-0.19147514873889676,-0.14622930268239448,-0.16484516808644276,-0.15731044362460211,-0.22007036617468317,-0.16407299554638657,-0.1706572209029032,0.02125280935354853,3
59,0.04568736553192139,0.007308513929014119,0.00739755630493164,0.0010906570422836393,42,0.04261700850425213,"{'random_state': 42, 'alpha': 0.04261700850425213}",-0.16973163124845725,-0.16321119871634,-0.17535146812740007,-0.19377966536766933,-0.2062624983854036,-0.155330633231198,-0.175833906305638,-0.16474700552926194,-0.22114859281739302,-0.17372078237513022,-0.17991173821038914,0.019696840584682622,4
13,0.04586424827575684,0.0019424049116906672,0.009173917770385741,0.001331579630943158,42,0.052621010505252634,"{'random_state': 42, 'alpha': 0.052621010505252634}",-0.177246764319984,-0.1730552400470261,-0.1870267496659662,-0.19973779350980475,-0.2186952721795938,-0.1629354260875992,-0.18466086135872417,-0.17179830069817928,-0.22338569142507977,-0.18209461774674235,-0.18806367170386995,0.018996732885906035,5
14,0.04449572563171387,0.006006448995719651,0.00819551944732666,0.0009327756338101877,42,0.07112841420710356,"{'random_state': 42, 'alpha': 0.07112841420710356}",-0.19088419126180164,-0.19001544809566395,-0.20544036210716235,-0.2127613334105834,-0.23770954244291367,-0.17743353805018658,-0.20009521716671425,-0.1846616426925478,-0.22784105909002225,-0.19709771379281088,-0.2023940048110407,0.018077618010874107,6
88,0.04153289794921875,0.003738180150820192,0.009740519523620605,0.0024089342314550797,42,0.07412961480740371,"{'random_state': 42, 'alpha': 0.07412961480740371}",-0.19303303783780817,-0.19274167464690697,-0.20840949775699816,-0.21495860552637472,-0.24081198600901865,-0.17977152666233331,-0.2025578737269867,-0.18670993084416995,-0.22868495946578962,-0.19958963335986485,-0.2047268725836251,0.01803674424162369,7
70,0.040777945518493654,0.005274179196310205,0.008058905601501465,0.0013800265667726962,42,0.07763101550775388,"{'random_state': 42, 'alpha': 0.07763101550775388}",-0.1956173495380964,-0.19600768608340732,-0.21194577938218584,-0.2176193768033311,-0.2444968323570278,-0.18256800788113647,-0.20550550245545615,-0.18918448394651916,-0.22979222884608191,-0.2025886810645226,-0.20753259283577646,0.018017483964950197,8
20,0.04303462505340576,0.011933693895992812,0.009847736358642578,0.0015489427968653625,42,0.07863141570785394,"{'random_state': 42, 'alpha': 0.07863141570785394}",-0.196370656208286,-0.1969411869066675,-0.2129700135511238,-0.21839823562379088,-0.24556209382849917,-0.18334940594687227,-0.20636184006211822,-0.18990826070854558,-0.23013262334970133,-0.20346306842892783,-0.20834573846145327,0.018022658003062506,9
32,0.03498444557189941,0.002190453217754573,0.007519769668579102,0.0016957288383464587,42,0.09313721860930466,"{'random_state': 42, 'alpha': 0.09313721860930466}",-0.20783592269130494,-0.21090408535911304,-0.22831546616721396,-0.23042382520559332,-0.26158584785147787,-0.19533930019718787,-0.21938352971238484,-0.200904938620705,-0.2362311613856496,-0.21675854085590932,-0.22076826180465398,0.018382309990072534,10
