,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
28,2.9478538990020753,0.24883776400891872,0.18505380153656006,0.1117970902808072,42,107,21,1,143,"{'random_state': 42, 'n_estimators': 107, 'min_samples_split': 21, 'min_samples_leaf': 1, 'max_depth': 143}",-0.1440857764403334,-0.13609585365556284,-0.1474123404825491,-0.17692679359322463,-0.18035091946067242,-0.11955965843907658,-0.15194235014884439,-0.13169242221285732,-0.15422676379648065,-0.14641049934252384,-0.14887033775721253,0.01778980897927795,1
12,0.5822971820831299,0.06352439797547162,0.11443121433258056,0.06291263594594941,42,23,11,3,159,"{'random_state': 42, 'n_estimators': 23, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_depth': 159}",-0.1492532006538951,-0.13560040661606085,-0.15818339996598435,-0.1751052052446043,-0.17914757104968385,-0.11745149865161911,-0.1484962028851188,-0.1354797035044956,-0.15429182082447013,-0.14919102011467303,-0.15022000295106053,0.017452282887704333,2
80,4.6638507604598995,0.4636869719300272,0.19103736877441407,0.042100730068382636,42,187,21,7,13,"{'random_state': 42, 'n_estimators': 187, 'min_samples_split': 21, 'min_samples_leaf': 7, 'max_depth': 13}",-0.15132416824336056,-0.138893199895343,-0.15167000178085455,-0.18168403450199158,-0.18336443599320174,-0.1258998170933797,-0.15772908923373527,-0.1402392886095935,-0.159977377464769,-0.14847800544375567,-0.15392594182599847,0.01711294956216585,3
49,3.356655740737915,0.3591249379516471,0.20733988285064697,0.08657922464572067,42,139,35,3,187,"{'random_state': 42, 'n_estimators': 139, 'min_samples_split': 35, 'min_samples_leaf': 3, 'max_depth': 187}",-0.14998221849606025,-0.13996546308785696,-0.1560276886425503,-0.18466825081561533,-0.1881021183895587,-0.1277385557236158,-0.16060514088767178,-0.1398993745690641,-0.1614976691323494,-0.15224271918796006,-0.15607291989323024,0.01808084757729027,4
26,3.9860002040863036,0.43187545907902875,0.2283982515335083,0.0940249725767796,42,165,17,11,135,"{'random_state': 42, 'n_estimators': 165, 'min_samples_split': 17, 'min_samples_leaf': 11, 'max_depth': 135}",-0.15377924830709866,-0.14226542459327954,-0.15443076394062183,-0.18394576550981517,-0.18714612044000423,-0.13120851492467672,-0.16071704309687632,-0.14315200673366368,-0.16341449931517443,-0.15021628401181364,-0.15702756708730242,0.016813345348902265,5
9,4.179935789108276,0.6134361196787405,0.24178178310394288,0.18999161663655093,42,175,39,1,78,"{'random_state': 42, 'n_estimators': 175, 'min_samples_split': 39, 'min_samples_leaf': 1, 'max_depth': 78}",-0.14879600682541477,-0.14248339857021566,-0.1542833775956678,-0.1859644852287099,-0.19059078537528862,-0.1299366160661574,-0.1629757168958887,-0.14157847281932437,-0.161175910522086,-0.15264565548894546,-0.15704304253876986,0.018152242247786124,6
20,3.9085391998291015,0.3133907032975593,0.24930875301361083,0.08348456560812535,42,175,31,15,183,"{'random_state': 42, 'n_estimators': 175, 'min_samples_split': 31, 'min_samples_leaf': 15, 'max_depth': 183}",-0.15758293841427662,-0.14523256064650847,-0.15965036934714896,-0.1874825532585382,-0.19439579748401822,-0.13427430065002371,-0.1646070910164589,-0.14701069297262145,-0.16809875190962176,-0.15413266301465545,-0.16124677187138717,0.017602935346307472,7
72,0.32550859451293945,0.09902453798039038,0.09379479885101319,0.05263353199108057,42,7,21,5,90,"{'random_state': 42, 'n_estimators': 7, 'min_samples_split': 21, 'min_samples_leaf': 5, 'max_depth': 90}",-0.1606923383770647,-0.14803796912561903,-0.15818278214268436,-0.1831500901291664,-0.19437046334664765,-0.13923267259677458,-0.16324700238798437,-0.14810023185033364,-0.1698616862050987,-0.15620027687569787,-0.16210755130370713,0.01585821439856482,8
66,3.7091917037963866,0.27292602999993476,0.2085718870162964,0.08647246191543474,42,195,57,5,106,"{'random_state': 42, 'n_estimators': 195, 'min_samples_split': 57, 'min_samples_leaf': 5, 'max_depth': 106}",-0.15804442501398028,-0.14850245485658098,-0.16333609721789355,-0.19210036627525545,-0.20057718835603286,-0.13704100880047806,-0.17005179904307885,-0.15163357610764666,-0.17172612025116268,-0.15964751202987756,-0.16526605479519868,0.018391717959143544,9
79,0.8298432111740113,0.0820212545538564,0.11490325927734375,0.04970632116932958,42,41,11,21,90,"{'random_state': 42, 'n_estimators': 41, 'min_samples_split': 11, 'min_samples_leaf': 21, 'max_depth': 90}",-0.16381885288400494,-0.1532452953372508,-0.1683528350206369,-0.1937234532575997,-0.2028650923988633,-0.14222782054597066,-0.16755810505148047,-0.1548016870608209,-0.1761125722375044,-0.1594896833744766,-0.16821953971686085,0.017575357233407352,10
64,0.8919835329055786,0.07973038852221134,0.0949927568435669,0.053416668947120494,42,43,67,5,106,"{'random_state': 42, 'n_estimators': 43, 'min_samples_split': 67, 'min_samples_leaf': 5, 'max_depth': 106}",-0.16396636055900252,-0.15378673328031078,-0.17117406123940804,-0.19404828396627208,-0.20497041834447255,-0.14414565176822525,-0.17379903682008047,-0.15460041149140633,-0.17633183570201122,-0.16293232363063914,-0.16997551168018282,0.01764077347696786,11
35,1.0697681903839111,0.1353215787304742,0.14625129699707032,0.1179597875485314,42,57,69,5,25,"{'random_state': 42, 'n_estimators': 57, 'min_samples_split': 69, 'min_samples_leaf': 5, 'max_depth': 25}",-0.16197979883043465,-0.15287403420070497,-0.17143517097571329,-0.19579259192984713,-0.20591964190789508,-0.14403549125106796,-0.17599951381516743,-0.15507907951507002,-0.17720979706340337,-0.163981296954852,-0.17043064164441563,0.01826005396166977,12
24,1.3860396146774292,0.15577999644920681,0.126556396484375,0.05001210850556713,42,77,63,19,33,"{'random_state': 42, 'n_estimators': 77, 'min_samples_split': 63, 'min_samples_leaf': 19, 'max_depth': 33}",-0.1657771189985951,-0.15590012992747157,-0.17031250857602193,-0.19613445403132332,-0.20953460157936812,-0.1441539859377249,-0.1754354919395039,-0.1580321375754096,-0.18182992806012777,-0.16398511957764156,-0.17210954762031877,0.018534146731111804,13
