,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lambda_2,param_lambda_1,param_alpha_2,param_alpha_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
3,0.5052075624465943,0.05643763514524404,0.01389153003692627,0.005591771051260959,3.8478239119559783e-07,5.865432716358178e-06,1.2481240620310156e-06,4.8459229614807406e-06,"{'lambda_2': 3.8478239119559783e-07, 'lambda_1': 5.865432716358178e-06, 'alpha_2': 1.2481240620310156e-06, 'alpha_1': 4.8459229614807406e-06}",-0.11753964786072839,-0.09436241480589039,-0.1037257106679303,-0.12175984787653482,-0.13838925606293861,-0.09636111967601049,-0.11609178786952412,-0.09395981228349519,-0.09257629011112037,-0.12137049889288998,-0.10961363861070628,0.01482156761995663,1
75,0.48142030239105227,0.04522793128468819,0.009474825859069825,0.002084944775724518,3.955127563781891e-07,5.574287143571786e-06,2.4327163581790897e-06,8.699849924962482e-06,"{'lambda_2': 3.955127563781891e-07, 'lambda_1': 5.574287143571786e-06, 'alpha_2': 2.4327163581790897e-06, 'alpha_1': 8.699849924962482e-06}",-0.11753964799014197,-0.0943624150122139,-0.10372571066211835,-0.12175984812566065,-0.1383892552198735,-0.09636111960775354,-0.11609178775250273,-0.09395981240258099,-0.09257629073538759,-0.12137049890077779,-0.1096136386409011,0.014821567379892328,2
35,0.4780315637588501,0.05789017093822331,0.013745808601379394,0.0044892461614349545,3.8887943971985995e-07,4.877938969484742e-06,2.4847423711855927e-06,4.821910955477739e-06,"{'lambda_2': 3.8887943971985995e-07, 'lambda_1': 4.877938969484742e-06, 'alpha_2': 2.4847423711855927e-06, 'alpha_1': 4.821910955477739e-06}",-0.11753964805345185,-0.09436241511924699,-0.10372571065924294,-0.1217598482372058,-0.13838925491954865,-0.09636111957538038,-0.11609178769716783,-0.09395981246236745,-0.09257629108603822,-0.12137049890405967,-0.10961363867137097,0.014821567277327306,3
38,0.46592686176300047,0.05419855193880396,0.012029433250427246,0.003130338552638565,3.7385692846423214e-07,6.668334167083541e-06,2.324662331165583e-06,8.619809904952477e-06,"{'lambda_2': 3.7385692846423214e-07, 'lambda_1': 6.668334167083541e-06, 'alpha_2': 2.324662331165583e-06, 'alpha_1': 8.619809904952477e-06}",-0.11753964815866967,-0.09436241530059879,-0.10372571065442719,-0.12175984841798108,-0.1383892544705778,-0.09636111952178554,-0.11609178760592825,-0.09395981256276581,-0.0925762916917893,-0.12137049890926131,-0.10961363872937846,0.014821567113114883,4
4,0.4873363971710205,0.07322195516436837,0.01365361213684082,0.005135965542081881,3.9590295147573786e-07,6.240620310155077e-06,3.769384692346173e-06,8.151575787893947e-06,"{'lambda_2': 3.9590295147573786e-07, 'lambda_1': 6.240620310155077e-06, 'alpha_2': 3.769384692346173e-06, 'alpha_1': 8.151575787893947e-06}",-0.11753964825206514,-0.09436241544269579,-0.10372571065026584,-0.12175984861004222,-0.13838925372924035,-0.09636111947109902,-0.11609178751915576,-0.09395981264719758,-0.09257629208924646,-0.12137049891564428,-0.10961363873266523,0.01482156692210487,5
40,0.4631711483001709,0.03704159414248138,0.013003730773925781,0.005213578146998876,3.617608804402201e-07,4.130565282641321e-06,2.992996498249125e-06,7.2471235617808905e-06,"{'lambda_2': 3.617608804402201e-07, 'lambda_1': 4.130565282641321e-06, 'alpha_2': 2.992996498249125e-06, 'alpha_1': 7.2471235617808905e-06}",-0.11753964835929488,-0.09436241563356335,-0.10372571064536856,-0.1217598487801895,-0.13838925342386416,-0.09636111941879259,-0.11609178742910682,-0.09395981275029837,-0.09257629276214262,-0.12137049892013553,-0.10961363881227563,0.014821566775908379,6
54,0.48006765842437743,0.04131891285152277,0.010616898536682129,0.0020933464615209814,3.7756378189094547e-07,6.3141570785392694e-06,3.9894947473736866e-06,8.463731865932968e-06,"{'lambda_2': 3.7756378189094547e-07, 'lambda_1': 6.3141570785392694e-06, 'alpha_2': 3.9894947473736866e-06, 'alpha_1': 8.463731865932968e-06}",-0.11753964844419222,-0.0943624157671282,-0.10372571064153567,-0.12175984894956657,-0.13838925280677356,-0.096361119372715,-0.1160917873509929,-0.09395981282854156,-0.09257629315016411,-0.12137049892565907,-0.10961363882372688,0.01482156660920842,7
43,0.477390456199646,0.036433792600138105,0.011255335807800294,0.0022216083256805597,3.816608304152076e-07,4.003001500750375e-06,4.5577788894447226e-06,7.755377688844422e-06,"{'lambda_2': 3.816608304152076e-07, 'lambda_1': 4.003001500750375e-06, 'alpha_2': 4.5577788894447226e-06, 'alpha_1': 7.755377688844422e-06}",-0.11753964849486097,-0.09436241584609913,-0.10372571063929369,-0.12175984904827326,-0.13838925246374523,-0.09636111934631829,-0.11609178730512869,-0.09395981287437442,-0.09257629338619049,-0.12137049892880131,-0.10961363883330855,0.014821566514005177,8
61,0.5206361770629883,0.07029889966645378,0.012861204147338868,0.0045284021719470945,3.91415707853927e-07,6.611305652826413e-06,5.4222111055527766e-06,7.127063531765883e-06,"{'lambda_2': 3.91415707853927e-07, 'lambda_1': 6.611305652826413e-06, 'alpha_2': 5.4222111055527766e-06, 'alpha_1': 7.127063531765883e-06}",-0.11753964861197115,-0.0943624160361906,-0.10372571063397737,-0.12175984927161368,-0.1383892517243648,-0.09636111928388581,-0.11609178719931643,-0.09395981298368414,-0.09257629396614901,-0.12137049893584197,-0.1096136388646995,0.014821566298978196,9
16,0.5756540536880493,0.10950602875575274,0.016094398498535157,0.007983808700612447,3.1571785892946475e-07,4.3436718359179584e-06,1.352176088044022e-06,6.27063531765883e-06,"{'lambda_2': 3.1571785892946475e-07, 'lambda_1': 4.3436718359179584e-06, 'alpha_2': 1.352176088044022e-06, 'alpha_1': 6.27063531765883e-06}",-0.11753964842425935,-0.09436241576321495,-0.10372571064230908,-0.12175984886035936,-0.13838925348749698,-0.09636111938921545,-0.11609178737870787,-0.09395981281636265,-0.0925762932722242,-0.12137049892158619,-0.1096136388955736,0.014821566720032712,10
