,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
84,3.5170981168746946,0.4443016118862815,0.22238221168518066,0.09990857814008075,42,73,2,1,61,"{'random_state': 42, 'n_estimators': 73, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 61}",-0.1426921090653491,-0.13229764723204385,-0.1415450579825687,-0.17371178698790268,-0.16937874983402532,-0.1145682779205536,-0.1424348368877422,-0.12705020620777555,-0.14771184329810821,-0.14181456856941538,-0.14332050839854843,0.016856636440986283,1
39,3.0771729230880736,0.30819255154653213,0.27756831645965574,0.0961566897551681,42,74,2,1,67,"{'random_state': 42, 'n_estimators': 74, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 67}",-0.14293901807931217,-0.1329087133254057,-0.14127371740071532,-0.17437113792448286,-0.169435679018547,-0.11449058866556246,-0.14226308649563246,-0.1268819005258927,-0.14761497558433578,-0.14160795959154024,-0.1433786776611427,0.0169786211814837,2
50,3.0852362155914306,0.26863099931642564,0.20874974727630616,0.09944459456894131,42,74,4,1,84,"{'random_state': 42, 'n_estimators': 74, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 84}",-0.14179592155352883,-0.1340456643528621,-0.14129341558675412,-0.17571662769276492,-0.17113615789949535,-0.11407454333696268,-0.14209532347453918,-0.12850198803931576,-0.14544452917434197,-0.14027998116797644,-0.14343841522785414,0.017336979122334038,3
22,2.657452201843262,0.3359016828366857,0.2068302869796753,0.072375459845138,42,74,4,1,96,"{'random_state': 42, 'n_estimators': 74, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 96}",-0.1417959215535288,-0.13404566435286214,-0.14129341558675418,-0.17571662769276497,-0.1711361578994956,-0.1140745433369626,-0.14209532347453915,-0.12850198803931592,-0.14544452917434192,-0.14027998116797646,-0.14343841522785417,0.017336979122334083,4
99,2.3625732898712157,0.5450925399541985,0.13650612831115722,0.10261306960829779,42,73,4,1,56,"{'random_state': 42, 'n_estimators': 73, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 56}",-0.14176844780090256,-0.13337374640690983,-0.14171929836834693,-0.17536435122294045,-0.17107977917855896,-0.11428266953955092,-0.14243615411396443,-0.12866476425319068,-0.14539855030702753,-0.14061558569072716,-0.14347033468821196,0.017237967418997142,5
88,3.253223752975464,0.553027756423126,0.23158063888549804,0.04773834740806753,42,73,4,1,75,"{'random_state': 42, 'n_estimators': 73, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 75}",-0.14176844780090256,-0.13337374640691005,-0.14171929836834687,-0.1753643512229406,-0.17107977917855902,-0.11428266953955102,-0.14243615411396443,-0.12866476425319065,-0.1453985503070276,-0.1406155856907273,-0.14347033468821202,0.017237967418997153,6
12,3.2689205408096313,0.41923881957274645,0.22647547721862793,0.07943484883391749,42,75,2,1,73,"{'random_state': 42, 'n_estimators': 75, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 73}",-0.14333814206257284,-0.13332972992781392,-0.1411561687400725,-0.17437631673645718,-0.16947039454743812,-0.11468398524263375,-0.14240179999148675,-0.12684853114922864,-0.14782870591829675,-0.1413474503884491,-0.14347812247044495,0.01693803119493438,7
80,3.3664621353149413,0.3920558433920052,0.24225096702575682,0.1095679249746974,42,76,2,1,89,"{'random_state': 42, 'n_estimators': 76, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 89}",-0.1434863365545665,-0.13332269127993004,-0.1410819233674429,-0.17418836034415017,-0.1694281368535841,-0.1146060438399962,-0.14257675845982246,-0.12707945608429586,-0.14817397964736556,-0.1412597071214386,-0.14352033935525924,0.016898747990375388,8
25,3.180095410346985,0.246973734667853,0.24484765529632568,0.05284757188635422,42,76,2,1,65,"{'random_state': 42, 'n_estimators': 76, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 65}",-0.14348633655456644,-0.13332269127993013,-0.14108192336744305,-0.17418836034415008,-0.1694281368535841,-0.11460604383999624,-0.14257675845982265,-0.12707945608429586,-0.1481739796473655,-0.14125970712143868,-0.14352033935525926,0.016898747990375353,9
78,2.5581086397171022,0.2367042862511957,0.19895505905151367,0.08618993554289305,42,70,4,1,70,"{'random_state': 42, 'n_estimators': 70, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 70}",-0.1420412164081403,-0.13357133147799324,-0.14186178074902206,-0.17529969444210983,-0.17154342317929286,-0.114442538829633,-0.14177875795601289,-0.12879906542440395,-0.14546052136192267,-0.14055691610011473,-0.14353552459286453,0.017253849972829714,10
61,2.5701202869415285,0.16494823454940713,0.23093945980072023,0.09918240441899878,42,76,4,1,95,"{'random_state': 42, 'n_estimators': 76, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 95}",-0.14189985935750551,-0.13469549678927872,-0.14124818052598248,-0.17546601588550437,-0.17122320166323013,-0.11415252731429329,-0.14219527613247604,-0.12881787456919508,-0.1459688138665426,-0.13973537979720227,-0.14354026259012104,0.017246289342497306,11
58,2.7213804483413697,0.23900949374986033,0.2240442991256714,0.08194402942587498,42,75,4,1,44,"{'random_state': 42, 'n_estimators': 75, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 44}",-0.14192900928461993,-0.13467961526488526,-0.14130218895902094,-0.17571550065664007,-0.17114975203516442,-0.11414470148443623,-0.14225440246975224,-0.1287105529235265,-0.14554334086290585,-0.13998297311055255,-0.14354120370515042,0.017280004032933925,12
77,2.8780059814453125,0.26147892715048365,0.21124465465545655,0.06686765305028018,42,75,4,1,71,"{'random_state': 42, 'n_estimators': 75, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 71}",-0.1419290092846199,-0.1346796152648853,-0.14130218895902097,-0.17571550065664013,-0.17114975203516442,-0.11414470148443635,-0.14225440246975238,-0.12871055292352654,-0.14554334086290605,-0.1399829731105526,-0.14354120370515047,0.017280004032933907,13
62,2.43125376701355,0.15939565992273086,0.22555406093597413,0.06241113765810716,42,71,4,1,76,"{'random_state': 42, 'n_estimators': 71, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 76}",-0.1420137415869538,-0.13359656038237347,-0.14166908759849686,-0.17508267461636728,-0.1714334920206602,-0.11486008608006716,-0.1419126906914373,-0.12879056394866498,-0.14563276972140576,-0.14089605331854935,-0.1435887719964976,0.017122402875780048,14
89,2.3839304208755494,0.16395201994667521,0.26575138568878176,0.03587214771678949,42,71,4,1,92,"{'random_state': 42, 'n_estimators': 71, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 92}",-0.14201374158695382,-0.13359656038237355,-0.14166908759849678,-0.1750826746163676,-0.1714334920206602,-0.11486008608006712,-0.1419126906914373,-0.12879056394866514,-0.14563276972140565,-0.1408960533185493,-0.14358877199649764,0.017122402875780093,15
33,2.873500847816467,0.2295580199552686,0.23555963039398192,0.10551509054255398,42,77,4,1,98,"{'random_state': 42, 'n_estimators': 77, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_depth': 98}",-0.14211303879707762,-0.13486278484705178,-0.14125184602293975,-0.1753160674929169,-0.17110014647995206,-0.11429855526279836,-0.14256062131907452,-0.12877101482946868,-0.1459472055191028,-0.1397531682504947,-0.14359744488208773,0.017164183635906143,16
