,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_random_state,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
30,13.609244894981384,0.7325439914750675,0.10803530216217042,0.039868334665866256,0.7901950975487744,0.8571,0.464,42,2,44,0.1433951975987994,0.007862931465732866,0.635767883941971,"{'subsample': 0.7901950975487744, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 44, 'learning_rate': 0.1433951975987994, 'gamma': 0.007862931465732866, 'colsample_bytree': 0.635767883941971}",-0.11706473604084695,-0.11212381674932335,-0.127923278094456,-0.1486327596123773,-0.15759932370841548,-0.10370089693212878,-0.13011103416225683,-0.11495247266235505,-0.13181583547869205,-0.130719514654123,-0.12746436680949746,0.015677046877216747,1
61,10.21345920562744,1.0023441796116381,0.10287296772003174,0.035830301948885514,0.8667333666833417,0.8571,0.464,42,4,42,0.1052536268134067,0.023044772386193096,0.6483741870935468,"{'subsample': 0.8667333666833417, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 42, 'learning_rate': 0.1052536268134067, 'gamma': 0.023044772386193096, 'colsample_bytree': 0.6483741870935468}",-0.1270619093099685,-0.12031437434861389,-0.11910975466319143,-0.1561839918784303,-0.15904894781443718,-0.10917632397960249,-0.1222091920094582,-0.1071739270177999,-0.12888119072113374,-0.13132632873859454,-0.12804859404812302,0.01652503184458324,2
5,9.740235567092896,0.790343188283014,0.1347874641418457,0.024336311204862852,0.9041020510255128,0.8571,0.464,42,2,60,0.09553126563281641,0.001102151075537769,0.49889944972486244,"{'subsample': 0.9041020510255128, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 60, 'learning_rate': 0.09553126563281641, 'gamma': 0.001102151075537769, 'colsample_bytree': 0.49889944972486244}",-0.11831404079810727,-0.11801217179479581,-0.12338425756436763,-0.15844300418203405,-0.16081939108688734,-0.10885075247628556,-0.13667487587581034,-0.10832127781770816,-0.12308569809369556,-0.12907696019591164,-0.12849824298856033,0.017523685502020738,3
90,8.391656732559204,0.607711448439801,0.09129860401153564,0.026706470966920855,0.9936968484242121,0.8571,0.464,42,8,50,0.08939869934967484,0.026514907453726862,0.6191095547773887,"{'subsample': 0.9936968484242121, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 8, 'max_depth': 50, 'learning_rate': 0.08939869934967484, 'gamma': 0.026514907453726862, 'colsample_bytree': 0.6191095547773887}",-0.13049534921837241,-0.12462162452077961,-0.11758450379490672,-0.16198071249082574,-0.15548066704035263,-0.10889790029598073,-0.12210247044725735,-0.11127718769053724,-0.13354000948992284,-0.1291814865124545,-0.12951619115013896,0.01650582143100022,4
15,8.561177015304565,0.7727931776737738,0.10210967063903809,0.025540513870454334,0.7924462231115558,0.8571,0.464,42,6,46,0.1532671335667834,0.02129474737368684,0.49709854927463737,"{'subsample': 0.7924462231115558, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 6, 'max_depth': 46, 'learning_rate': 0.1532671335667834, 'gamma': 0.02129474737368684, 'colsample_bytree': 0.49709854927463737}",-0.1232247879644265,-0.11811586847681958,-0.1225329737656668,-0.15944122269542896,-0.15692161825358025,-0.10106280258384104,-0.12451871898538645,-0.11691900218294296,-0.13305526135985285,-0.13953369363070814,-0.12953259498986536,0.01723662172731012,5
26,12.91700530052185,0.8858488858164493,0.10833327770233155,0.015405179180005803,0.8874437218609305,0.8571,0.464,42,4,41,0.1389079539769885,0.012335217608804402,0.7991995997999,"{'subsample': 0.8874437218609305, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 41, 'learning_rate': 0.1389079539769885, 'gamma': 0.012335217608804402, 'colsample_bytree': 0.7991995997999}",-0.13009053471163984,-0.11186057696840768,-0.1303288736480091,-0.15391920130057046,-0.1612906633026418,-0.10370658107458049,-0.12964284013517788,-0.11357897398390428,-0.12668501297941578,-0.1345354919051916,-0.12956387500095387,0.01694452164006009,6
14,9.98885736465454,0.5529256883633435,0.11310546398162842,0.026078863851473136,0.6056028014007003,0.8571,0.464,42,2,43,0.18258379189594798,0.027457228614307154,0.456128064032016,"{'subsample': 0.6056028014007003, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 43, 'learning_rate': 0.18258379189594798, 'gamma': 0.027457228614307154, 'colsample_bytree': 0.456128064032016}",-0.12546754601457624,-0.11530100010058614,-0.12408783499452535,-0.15117853647811477,-0.15871818102246976,-0.10742298674670414,-0.12368518670746588,-0.12206553466827394,-0.131339273617859,-0.1382639164873344,-0.12975299968379098,0.01492263975726002,7
19,10.221806049346924,0.7092866886812529,0.11327524185180664,0.018962622324585673,0.9252626313156579,0.8571,0.464,42,8,50,0.18333166583291646,0.029581190595297648,0.6470235117558779,"{'subsample': 0.9252626313156579, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 8, 'max_depth': 50, 'learning_rate': 0.18333166583291646, 'gamma': 0.029581190595297648, 'colsample_bytree': 0.6470235117558779}",-0.13103760515933818,-0.12087691823183926,-0.12067698215139123,-0.1611466737961418,-0.1573144903577298,-0.1077704929314856,-0.12904424646867854,-0.10692033057224946,-0.14021589337151794,-0.12551407800084347,-0.13005177110412153,0.01743450412426754,8
35,10.15147144794464,0.57766601530259,0.1249610185623169,0.019550875238811674,0.55967983991996,0.8571,0.464,42,4,56,0.15939969984992497,0.013636518259129564,0.6735867933966984,"{'subsample': 0.55967983991996, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 56, 'learning_rate': 0.15939969984992497, 'gamma': 0.013636518259129564, 'colsample_bytree': 0.6735867933966984}",-0.1285674071096668,-0.12276099881769273,-0.11576309576386093,-0.1580748460431213,-0.15634561812912773,-0.11009750420797611,-0.12459563059827161,-0.1241783069951303,-0.1313312152097727,-0.13536747266076468,-0.1307082095535385,0.014913780283660584,9
70,6.683293557167053,0.47335665149940725,0.1287832021713257,0.013709911627102679,0.9900950475237619,0.8571,0.464,42,6,50,0.08775337668834417,0.015610905452726363,0.3867933966983492,"{'subsample': 0.9900950475237619, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 6, 'max_depth': 50, 'learning_rate': 0.08775337668834417, 'gamma': 0.015610905452726363, 'colsample_bytree': 0.3867933966983492}",-0.12337747269930248,-0.1232556380434787,-0.1220830969925914,-0.16064634807720285,-0.15726353943288493,-0.11187499811974315,-0.13261431376068267,-0.11086873363158917,-0.1375891009167837,-0.12936365638394304,-0.13089368980582022,0.01608070000294007,10
