,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_l1_ratio,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
29,0.21987535953521728,0.05417140393157485,0.011182141304016114,0.0015545531126983747,42,1.345681490745373,0.0005305052526263132,"{'random_state': 42, 'l1_ratio': 1.345681490745373, 'alpha': 0.0005305052526263132}",-0.10794524989917499,-0.10473488350038053,-0.1080202461045674,-0.15632124924783783,-0.14335734116645604,-0.10186969747976879,-0.11806753582128118,-0.09812572481310355,-0.17735550630871033,-0.12511370189813573,-0.12409111362394162,0.025191292076521037,1
65,0.30904536247253417,0.05398266903023965,0.013157010078430176,0.0017413388658249053,42,0.36018972986493253,0.0007498999499749875,"{'random_state': 42, 'l1_ratio': 0.36018972986493253, 'alpha': 0.0007498999499749875}",-0.11079350865520729,-0.10076375001616528,-0.10824348505752203,-0.15393181113846818,-0.14125053581233918,-0.10753212343602633,-0.11775868806393293,-0.09812594415598762,-0.17674969258355822,-0.12714780962259709,-0.12422973485418043,0.0243467030314209,2
61,0.34771161079406737,0.07919170483981447,0.014798808097839355,0.003415675114221953,42,0.9304743021510756,0.00030170085042521263,"{'random_state': 42, 'l1_ratio': 0.9304743021510756, 'alpha': 0.00030170085042521263}",-0.11026877108253036,-0.09878462864138252,-0.10590403797540474,-0.15807782323558858,-0.14031979167279798,-0.11692933181450231,-0.11617113672369628,-0.09453445120235919,-0.17815504544285468,-0.12316176319235925,-0.12423067809834758,0.025479212227616982,3
17,0.32863492965698243,0.056094950613682186,0.014463472366333007,0.0016571575098355542,42,0.34518224112056034,0.0009791995997999,"{'random_state': 42, 'l1_ratio': 0.34518224112056034, 'alpha': 0.0009791995997999}",-0.11034796063774645,-0.10188383863330304,-0.1088614688889209,-0.1532419660458912,-0.14210830423366624,-0.10523709596788562,-0.11838289371873446,-0.09871443683132895,-0.17674073378021965,-0.12690294908530617,-0.12424216478230025,0.02429004937766845,4
77,0.3523509740829468,0.06473001852079542,0.015006446838378906,0.006196122065569366,42,0.24513231615807907,0.0009920760380190095,"{'random_state': 42, 'l1_ratio': 0.24513231615807907, 'alpha': 0.0009920760380190095}",-0.11173002777531364,-0.10108318864398887,-0.10925667426006767,-0.153451131045288,-0.14146022124661042,-0.10670667960351767,-0.11832004414190864,-0.09912988120067269,-0.17663376807238532,-0.12803244885928408,-0.12458040648490369,0.0240798165840684,5
55,0.3504849672317505,0.11896793524990397,0.014555621147155761,0.0033050337760165637,42,1.5257713556778392,0.00029377688844422215,"{'random_state': 42, 'l1_ratio': 1.5257713556778392, 'alpha': 0.00029377688844422215}",-0.10901367471141599,-0.09998631763273083,-0.10643706270032344,-0.15934100830136158,-0.14191358943324717,-0.11726640295655115,-0.11654904194224674,-0.09462550468807142,-0.17824402980334225,-0.12273638144216822,-0.12461130136114588,0.025658489618058614,6
39,0.4585798978805542,0.11042330899241619,0.01479196548461914,0.0023458760774968867,42,0.29015478239119563,0.0006810605302651326,"{'random_state': 42, 'l1_ratio': 0.29015478239119563, 'alpha': 0.0006810605302651326}",-0.11213823345577252,-0.10025793737619772,-0.1090910913500429,-0.1544557772484855,-0.1405326553542271,-0.10976953628508798,-0.11880760782314442,-0.09879884405027069,-0.17702719307993578,-0.12815100872542898,-0.12490298847485937,0.02411031139153216,7
27,0.19957921504974366,0.04402832951037098,0.011329960823059083,0.003027733455718761,42,1.9709935217608807,0.00030120560280140073,"{'random_state': 42, 'l1_ratio': 1.9709935217608807, 'alpha': 0.00030120560280140073}",-0.10869748175300468,-0.10068582713293274,-0.10673837100184307,-0.16282589168125064,-0.14190323714244532,-0.11667693614405984,-0.11665949538625946,-0.09473183457340968,-0.17809140261277526,-0.1224735418202749,-0.12494840192482556,0.02605188736082364,8
8,0.37412500381469727,0.07875515037085916,0.012280488014221191,0.005809394728688824,42,0.24513231615807907,0.0008019009504752376,"{'random_state': 42, 'l1_ratio': 0.24513231615807907, 'alpha': 0.0008019009504752376}",-0.11235389246139219,-0.10055350868597211,-0.10951819700706172,-0.15415025226234885,-0.140730176651155,-0.1088314452827523,-0.11907514811048182,-0.09922296749915487,-0.17691986158135758,-0.1284380768571769,-0.12497935263988533,0.024006012650724648,9
3,0.2503394842147827,0.05035461053715965,0.012170886993408203,0.001476511939792554,42,2.0560359579789895,0.00024078539269634818,"{'random_state': 42, 'l1_ratio': 2.0560359579789895, 'alpha': 0.00024078539269634818}",-0.10908321787876059,-0.09985692697197641,-0.10607528887520605,-0.16347566881520623,-0.14178058231088342,-0.12448841377775616,-0.11622716314400511,-0.09382295714142387,-0.1782809280154035,-0.12221776955835162,-0.1255308916488973,0.026265261895455642,10
5,0.2966145038604736,0.2767821859258379,0.014770746231079102,0.0036923918074694764,42,9.939970045022513,0.00010261130565282641,"{'random_state': 42, 'l1_ratio': 9.939970045022513, 'alpha': 0.00010261130565282641}",-0.10839603741696024,-0.10818261236614037,-0.10964148746139346,-0.1529625567190874,-0.14531295620609347,-0.10254261770809911,-0.11978522206994825,-0.10112250917770735,-0.17779172169949128,-0.13016733205544648,-0.12559050528803672,0.024291487207729095,11
0,0.3110832214355469,0.26060336664966993,0.01122732162475586,0.0028071787044081573,42,9.40970544272136,0.00010855427713856929,"{'random_state': 42, 'l1_ratio': 9.40970544272136, 'alpha': 0.00010855427713856929}",-0.1084128570850522,-0.10819676727797241,-0.10963991588270612,-0.15294016381973868,-0.145308386503789,-0.10256067945752612,-0.11979800918691151,-0.10113448958225152,-0.17780633302667323,-0.13017423047644372,-0.12559718322990646,0.024286537492439,12
76,0.2386173725128174,0.03332126457444442,0.01728229522705078,0.004414553803224976,42,1.3056615207603803,0.0007375187593796899,"{'random_state': 42, 'l1_ratio': 1.3056615207603803, 'alpha': 0.0007375187593796899}",-0.10941290948431023,-0.1081101338255044,-0.10982476221956221,-0.15460393556335078,-0.1446959138667943,-0.10295063033751269,-0.12004100560094103,-0.1012363991424839,-0.17783158548078598,-0.1297029849515934,-0.1258410260472839,0.02429924100284075,13
62,0.5030962705612183,0.15242388050787042,0.015119290351867676,0.004798779987712764,42,1.2606390545272639,0.00015312656328164082,"{'random_state': 42, 'l1_ratio': 1.2606390545272639, 'alpha': 0.00015312656328164082}",-0.11155392125163587,-0.09799217862695242,-0.10613570587518224,-0.16206724046830137,-0.13950047071620497,-0.1284381807352105,-0.11686152536304809,-0.09463560539106464,-0.17851496394730554,-0.1232164029070497,-0.12589161952819555,0.025902625457609324,14
