,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
17,0.1783529281616211,0.010617371916321991,0.006372928619384766,0.0007569393012388754,svd,42,6.907953976988494,"{'solver': 'svd', 'random_state': 42, 'alpha': 6.907953976988494}",-0.11903520321268182,-0.1010572623497099,-0.11275748857045428,-0.12373255767283146,-0.14113909130234312,-0.10347693304622432,-0.11919320943719801,-0.09354627841117777,-0.09689165824988727,-0.12144256886651399,-0.1132272251119022,0.013870252294755511,1
51,0.22221646308898926,0.014331856243873117,0.008967113494873048,0.0010050517191241277,svd,42,6.9329664832416205,"{'solver': 'svd', 'random_state': 42, 'alpha': 6.9329664832416205}",-0.11903800076462605,-0.10106129623460183,-0.11275502694874205,-0.12373714313244386,-0.1411274422160293,-0.10347347829394883,-0.11918951816270353,-0.09354896928044369,-0.0969045248189866,-0.12143969847922736,-0.11322750983317531,0.013866044613827165,2
15,0.2096161127090454,0.02570739401624485,0.0076740503311157225,0.0019612584182040742,svd,42,6.287643821910955,"{'solver': 'svd', 'random_state': 42, 'alpha': 6.287643821910955}",-0.11896943424997043,-0.10096130534927045,-0.11283253928205984,-0.12362111095846011,-0.14145024341752846,-0.10357550455331102,-0.1192996305067811,-0.09349233784305189,-0.09657069553857366,-0.1215274509789568,-0.11323002526779638,0.013978492038061834,3
71,0.2287959337234497,0.026224728176555714,0.008253645896911622,0.001733269120668347,svd,42,6.277638819409705,"{'solver': 'svd', 'random_state': 42, 'alpha': 6.277638819409705}",-0.11896844118084575,-0.10095982984606205,-0.11283398821393899,-0.12361935516313775,-0.1414556396397973,-0.10357731375217016,-0.11930160043035862,-0.09349168595230108,-0.09656549341590429,-0.12152905303605882,-0.11323024006305749,0.013980303384940452,4
23,0.03936769962310791,0.0034461663690185966,0.006826019287109375,0.0007534530115839542,cholesky,42,6.187593796898449,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 6.187593796898449}",-0.11895961968663873,-0.10094666720734286,-0.11284739990573463,-0.12360362297595841,-0.1415047916814271,-0.10359393765382212,-0.11931972466573185,-0.09348615891350906,-0.0965186458617754,-0.12154383383643608,-0.11323244023883763,0.013996706480076216,5
70,0.2253777265548706,0.014297587350223526,0.00840604305267334,0.0010316924681928925,svd,42,7.238119059529764,"{'solver': 'svd', 'random_state': 42, 'alpha': 7.238119059529764}",-0.11907282660824853,-0.10111137845676706,-0.11272815047719173,-0.12379353771885163,-0.14099036634329584,-0.1034342389068677,-0.11914783526937574,-0.09358467291432734,-0.09706094705396219,-0.1214077686233098,-0.11323317223721976,0.013815601292187153,6
74,0.210368013381958,0.04501726389281794,0.008269238471984863,0.003111778427047374,svd,42,6.1075537768884445,"{'solver': 'svd', 'random_state': 42, 'alpha': 6.1075537768884445}",-0.11895196224674716,-0.10093514956258812,-0.11285989528255637,-0.12358974892552291,-0.1415493873931963,-0.10360924144452563,-0.11933644558050016,-0.09348177151010256,-0.09647696403385002,-0.12155753197904894,-0.11323480979586382,0.01401144264436241,7
81,0.03658580780029297,0.002532578967281177,0.008323001861572265,0.0031792575865895534,cholesky,42,7.443221610805402,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 7.443221610805402}",-0.11909685492264037,-0.10114586377876046,-0.11271317491277959,-0.12383185209906264,-0.14090318683553807,-0.10341071333107334,-0.11912309843889846,-0.09361147931865199,-0.09716547658976835,-0.12138933153396717,-0.11323910317611403,0.013782576352246577,8
72,0.048438405990600585,0.010135698523182166,0.007880544662475586,0.0007945818175829014,cholesky,42,7.523261630815408,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 7.523261630815408}",-0.11910634511870781,-0.10115948356634985,-0.11270796206034053,-0.12384688023063721,-0.14087018186603129,-0.10340211490349925,-0.11911411515440064,-0.09362251288962946,-0.09720612886338902,-0.12138275443075852,-0.11324184790837437,0.01376987021232901,9
63,0.03444087505340576,0.0018631663226559422,0.0058266639709472655,0.00016184771955098638,cholesky,42,5.787393696848424,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 5.787393696848424}",-0.11892329919126689,-0.10089095834731623,-0.11291562785815992,-0.12353541014866302,-0.14173682018292638,-0.10367573101570862,-0.1194094503997465,-0.09346948913085822,-0.09630996252453816,-0.121617924120623,-0.11324846729198071,0.014071935515051212,10
87,0.2893970966339111,0.07247287860274637,0.008589434623718261,0.0013955478581473336,svd,42,7.788394197098549,"{'solver': 'svd', 'random_state': 42, 'alpha': 7.788394197098549}",-0.11913816422213039,-0.10120519076575163,-0.11269308158625368,-0.12389692246539447,-0.1407647107052405,-0.10337583475258623,-0.11908689182820491,-0.09366122046021129,-0.09734020645085066,-0.12136330304508373,-0.11325255262817076,0.013728474824311821,11
44,0.22374165058135986,0.027374519023111648,0.008207607269287109,0.0017407214660637535,svd,42,5.602301150575287,"{'solver': 'svd', 'random_state': 42, 'alpha': 5.602301150575287}",-0.11890839657372677,-0.10086693902827801,-0.11295237948853146,-0.12350495713979294,-0.141852293310525,-0.10371831856170338,-0.11945648244801785,-0.09346653782444951,-0.09621331358702798,-0.12165724017590734,-0.11325968581379602,0.01410811731441759,12
28,0.7436427116394043,0.06086235718609335,0.009094476699829102,0.005871684032258867,sag,42,5.87743871935968,"{'solver': 'sag', 'random_state': 42, 'alpha': 5.87743871935968}",-0.11925795217107535,-0.10098679110544165,-0.11273827423516787,-0.12376537658429174,-0.14142393821694696,-0.10357418003221273,-0.11938180000894132,-0.09339760544042411,-0.09666402630409376,-0.12141717138776262,-0.11326071154863582,0.013993647423009894,13
75,0.8478437185287475,0.1186738889832492,0.006299829483032227,0.0005013582662913375,sag,42,5.602301150575287,"{'solver': 'sag', 'random_state': 42, 'alpha': 5.602301150575287}",-0.11924529882472587,-0.10094966505522251,-0.11277515482253124,-0.12372393117056092,-0.1415654387531215,-0.10362715721718353,-0.11944394727608729,-0.09338144141388931,-0.09652976664766144,-0.12145741650721417,-0.11326992176881978,0.014041304278177806,14
88,0.8453085660934448,0.08312745328177869,0.006613373756408691,0.0012731606292698669,sag,42,5.457228614307153,"{'solver': 'sag', 'random_state': 42, 'alpha': 5.457228614307153}",-0.11923454957862428,-0.10092993367458035,-0.11279592346108896,-0.12370682503359233,-0.14164655531304784,-0.1036560637693155,-0.11947654433119086,-0.09337281681112243,-0.09645954555333523,-0.1214846044494617,-0.11327633619753594,0.01406823233422602,15
46,0.2198033094406128,0.01913263517753392,0.008628034591674804,0.0019265853380704984,svd,42,8.248624312156078,"{'solver': 'svd', 'random_state': 42, 'alpha': 8.248624312156078}",-0.11919447061384213,-0.10128641576801505,-0.11267526616566621,-0.12398453706130275,-0.1405946576494455,-0.10333761007687696,-0.11904814391734916,-0.09373562456855342,-0.09757072266521723,-0.12133737034617317,-0.11327648188324416,0.013658982629502036,16
2,0.7208449363708496,0.04448659985837819,0.009048843383789062,0.004763104586666476,sag,42,7.378189094547274,"{'solver': 'sag', 'random_state': 42, 'alpha': 7.378189094547274}",-0.1193812651156599,-0.10121786186015927,-0.1126158227334513,-0.12400008173917765,-0.14077897760236488,-0.10337833504317583,-0.1191557866377483,-0.09357619673806358,-0.09738673949777926,-0.12127865026249311,-0.1132769717230073,0.013753753705264382,17
80,0.033258247375488284,0.001849188507011286,0.005756187438964844,0.0003556853275685724,cholesky,42,5.362181090545272,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 5.362181090545272}",-0.11889126192894567,-0.10083769740209321,-0.11300552379539815,-0.12346668475236718,-0.14201065518951841,-0.10377855835177298,-0.11952332490910741,-0.09346771190228746,-0.0960879851817195,-0.12171353680272881,-0.11327829402159388,0.014156499326516274,18
1,0.7975363254547119,0.05117337628651923,0.007061123847961426,0.0014540299276840718,sag,42,5.412206103051526,"{'solver': 'sag', 'random_state': 42, 'alpha': 5.412206103051526}",-0.1192354534225115,-0.10092448998482641,-0.11280337325780418,-0.12369905655906309,-0.14166966620994426,-0.10366575106369719,-0.11948735544116744,-0.09337282108442577,-0.09643485436273376,-0.12149093490256435,-0.1132783756288738,0.014075945037669972,19
49,0.22086236476898194,0.023977767983176666,0.007428646087646484,0.001217656137230321,svd,42,8.413706853426714,"{'solver': 'svd', 'random_state': 42, 'alpha': 8.413706853426714}",-0.11921490512116857,-0.1013160504462264,-0.11267113968437063,-0.12401613380469963,-0.14053736635565658,-0.1033259870146433,-0.11903664868227444,-0.09376433769849783,-0.0976526952449637,-0.1213302767590196,-0.11328655408115207,0.013634735502382152,20
99,0.053888678550720215,0.01834866112525021,0.006834197044372559,0.0020745949418254613,cholesky,42,5.262131065532766,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 5.262131065532766}",-0.11888495892556462,-0.10082622022884448,-0.11302962667444323,-0.12345119866947533,-0.1420797020507758,-0.10380544327703306,-0.11955326646491239,-0.09346999297779328,-0.09603582929226767,-0.12173888509396558,-0.11328751236550753,0.014177172052513221,21
89,1.3991028308868407,0.11573550854758875,0.007128095626831055,0.0026340486349876453,saga,42,6.292646323161581,"{'solver': 'saga', 'random_state': 42, 'alpha': 6.292646323161581}",-0.11956165429698537,-0.10113087725894518,-0.11262572578921687,-0.12397273220193696,-0.14109616632019603,-0.10346112838382016,-0.11933835465233589,-0.09343690615777207,-0.09710043280935086,-0.12125017599851018,-0.11329741538690694,0.013884247947328678,22
25,1.226073956489563,0.07789974717140777,0.005957984924316406,0.001378156748470548,saga,42,6.407703851925963,"{'solver': 'saga', 'random_state': 42, 'alpha': 6.407703851925963}",-0.11956530215371607,-0.10114882973280434,-0.11261770468634204,-0.1239891038455614,-0.14105171322604318,-0.10344686840635353,-0.11932064012354035,-0.0934516255713193,-0.09715201130935121,-0.12124257112397288,-0.11329863701790041,0.013866929141781918,23
