,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lambda_2,param_lambda_1,param_alpha_2,param_alpha_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
61,0.5161605834960937,0.0873679831948775,0.014315032958984375,0.0040414000295950405,3.966833416708354e-07,6.909954977488744e-06,1.5522761380690344e-06,8.871935967983993e-06,"{'lambda_2': 3.966833416708354e-07, 'lambda_1': 6.909954977488744e-06, 'alpha_2': 1.5522761380690344e-06, 'alpha_1': 8.871935967983993e-06}",-0.11753964782648813,-0.09436241474429727,-0.10372571066949764,-0.12175984782309027,-0.13838925615069422,-0.09636111969268348,-0.11609178789812638,-0.09395981225035688,-0.09257628989217782,-0.1213704988915048,-0.10961363858389168,0.01482156766537567,1
62,0.5823299884796143,0.09990439225754096,0.015626692771911622,0.004702909956121075,3.9980490245122564e-07,6.156578289144572e-06,2.5607803901950974e-06,1.0080040020010004e-06,"{'lambda_2': 3.9980490245122564e-07, 'lambda_1': 6.156578289144572e-06, 'alpha_2': 2.5607803901950974e-06, 'alpha_1': 1.0080040020010004e-06}",-0.11753964800044532,-0.09436241502864427,-0.10372571066163695,-0.12175984814749824,-0.1383892551314752,-0.09636111960161002,-0.1160917877426647,-0.09395981241248975,-0.0925762907791183,-0.12137049890152798,-0.10961363864071108,0.014821567357504572,2
15,0.5245778560638428,0.06230571444471815,0.012770724296569825,0.0036975464533692314,3.8887943971985995e-07,4.342171085542771e-06,2.3806903451725863e-06,1.4762381190595297e-06,"{'lambda_2': 3.8887943971985995e-07, 'lambda_1': 4.342171085542771e-06, 'alpha_2': 2.3806903451725863e-06, 'alpha_1': 1.4762381190595297e-06}",-0.11753964803353227,-0.09436241508648799,-0.10372571066014637,-0.12175984820047243,-0.138389255031924,-0.09636111958573532,-0.11609178771489553,-0.09395981244379022,-0.09257629098257814,-0.12137049890293432,-0.10961363866424967,0.014821567312018544,3
67,0.5720341444015503,0.09557796609578188,0.012112879753112793,0.0024883171308845344,3.728814407203602e-07,4.28664332166083e-06,1.9564782391195597e-06,8.65582791395698e-06,"{'lambda_2': 3.728814407203602e-07, 'lambda_1': 4.28664332166083e-06, 'alpha_2': 1.9564782391195597e-06, 'alpha_1': 8.65582791395698e-06}",-0.11753964806882657,-0.09436241515126016,-0.10372571065852919,-0.12175984825248524,-0.13838925497443474,-0.0963611195691165,-0.11609178768603493,-0.0939598124780316,-0.0925762912209147,-0.12137049890418554,-0.10961363869638192,0.01482156726971692,4
75,0.5451930522918701,0.13871796756845958,0.012355589866638183,0.00175621626526311,3.72296148074037e-07,4.909454727363682e-06,2.4407203601800897e-06,6.418709354677338e-06,"{'lambda_2': 3.72296148074037e-07, 'lambda_1': 4.909454727363682e-06, 'alpha_2': 2.4407203601800897e-06, 'alpha_1': 6.418709354677338e-06}",-0.11753964817772414,-0.09436241533121786,-0.10372571065358568,-0.12175984845285523,-0.13838925436583674,-0.0963611195122411,-0.11609178758915811,-0.09395981258010663,-0.09257629178922719,-0.12137049891031285,-0.10961363873622657,0.014821567080711294,5
6,0.5525059223175048,0.10914730829386134,0.017095732688903808,0.00803472808702589,3.5512756378189096e-07,4.501250625312656e-06,2.712856428214107e-06,7.179089544772386e-06,"{'lambda_2': 3.5512756378189096e-07, 'lambda_1': 4.501250625312656e-06, 'alpha_2': 2.712856428214107e-06, 'alpha_1': 7.179089544772386e-06}",-0.11753964836398915,-0.0943624156449081,-0.1037257106451319,-0.12175984878289406,-0.13838925346199035,-0.09636111941690403,-0.11609178742601514,-0.09395981275560816,-0.09257629281304922,-0.12137049892007096,-0.10961363882305611,0.01482156677624129,6
69,0.5349274635314941,0.033868341612639484,0.014889407157897949,0.0037709170621457967,3.8068534267133565e-07,5.181090545272636e-06,4.6618309154577286e-06,8.175587793896949e-06,"{'lambda_2': 3.8068534267133565e-07, 'lambda_1': 5.181090545272636e-06, 'alpha_2': 4.6618309154577286e-06, 'alpha_1': 8.175587793896949e-06}",-0.11753964853540763,-0.09436241591423927,-0.10372571063743775,-0.12175984912171146,-0.13838925224998613,-0.09636111932508566,-0.11609178726920784,-0.09395981291279701,-0.09257629360427318,-0.12137049893102209,-0.10961363885011681,0.01482156644513129,7
98,0.555155873298645,0.10876477251652455,0.015988421440124512,0.005562336627745699,3.354227113556778e-07,6.2376188094047015e-06,1.8524262131065533e-06,6.91895947973987e-06,"{'lambda_2': 3.354227113556778e-07, 'lambda_1': 6.2376188094047015e-06, 'alpha_2': 1.8524262131065533e-06, 'alpha_1': 6.91895947973987e-06}",-0.11753964837984222,-0.09436241568237488,-0.10372571064433554,-0.12175984879404643,-0.1383892535689906,-0.09636111941018702,-0.11609178741514493,-0.09395981277343574,-0.09257629297700819,-0.12137049891996342,-0.1096136388565329,0.014821566774340154,8
47,0.58815598487854,0.07055014149326486,0.018513083457946777,0.012806859658028674,3.822461230615308e-07,6.446223111555778e-06,4.761880940470235e-06,7.903451725862932e-06,"{'lambda_2': 3.822461230615308e-07, 'lambda_1': 6.446223111555778e-06, 'alpha_2': 4.761880940470235e-06, 'alpha_1': 7.903451725862932e-06}",-0.11753964855675288,-0.09436241594979522,-0.1037257106364547,-0.12175984916171195,-0.13838925212304032,-0.09636111931358063,-0.11609178724998062,-0.09395981293310224,-0.0925762937144676,-0.121370498932271,-0.10961363885711572,0.014821566406761069,9
57,0.523936676979065,0.05594290027280854,0.012485599517822266,0.0034746114934880805,3.5317658829414707e-07,4.438219109554777e-06,3.1330665332666334e-06,6.598799399699849e-06,"{'lambda_2': 3.5317658829414707e-07, 'lambda_1': 4.438219109554777e-06, 'alpha_2': 3.1330665332666334e-06, 'alpha_1': 6.598799399699849e-06}",-0.11753964846090123,-0.09436241580496357,-0.1037257106407465,-0.12175984896047222,-0.13838925292818682,-0.0963611193665833,-0.11609178734000714,-0.09395981284624665,-0.09257629332065474,-0.12137049892547777,-0.10961363885942399,0.014821566609291755,10
87,0.510509991645813,0.053126427552983975,0.01481623649597168,0.006632811124848051,3.391295647823912e-07,5.575787893946973e-06,2.328664332166083e-06,8.475737868934467e-06,"{'lambda_2': 3.391295647823912e-07, 'lambda_1': 5.575787893946973e-06, 'alpha_2': 2.328664332166083e-06, 'alpha_1': 8.475737868934467e-06}",-0.11753964843061102,-0.0943624157630277,-0.10372571064206593,-0.12175984889170718,-0.13838925323897053,-0.09636111938355392,-0.11609178736929185,-0.09395981281997556,-0.09257629322132614,-0.12137049892304842,-0.10961363886835782,0.014821566680399393,11
74,0.5454827547073364,0.10487023094122569,0.012613582611083984,0.005208603085653481,3.209854927463732e-07,5.64032016008004e-06,1.2681340670335167e-06,6.790895447723862e-06,"{'lambda_2': 3.209854927463732e-07, 'lambda_1': 5.64032016008004e-06, 'alpha_2': 1.2681340670335167e-06, 'alpha_1': 6.790895447723862e-06}",-0.11753964837894189,-0.09436241568743328,-0.10372571064435092,-0.12175984878027676,-0.13838925370521685,-0.09636111941212125,-0.11609178741826731,-0.09395981277400751,-0.09257629302404964,-0.12137049891923123,-0.10961363887438966,0.014821566793528036,12
42,0.5138317584991455,0.060483356836447594,0.011186432838439942,0.0020561375484955797,3.7502751375687843e-07,4.514757378689345e-06,4.805902951475738e-06,8.307653826913457e-06,"{'lambda_2': 3.7502751375687843e-07, 'lambda_1': 4.514757378689345e-06, 'alpha_2': 4.805902951475738e-06, 'alpha_1': 8.307653826913457e-06}",-0.11753964860140168,-0.09436241602467496,-0.10372571063445339,-0.12175984923933186,-0.1383892519221418,-0.09636111929135517,-0.11609178721131766,-0.0939598129747092,-0.0925762939631275,-0.1213704989345153,-0.10961363887970285,0.014821566336377984,13
12,0.5040886163711548,0.048668282214979465,0.011933016777038574,0.0015995431043917714,3.681990995497749e-07,6.080040020010005e-06,4.2776388194097046e-06,3.87743871935968e-06,"{'lambda_2': 3.681990995497749e-07, 'lambda_1': 6.080040020010005e-06, 'alpha_2': 4.2776388194097046e-06, 'alpha_1': 3.87743871935968e-06}",-0.11753964858165739,-0.09436241599778053,-0.10372571063529179,-0.12175984919558414,-0.13838925211348033,-0.09636111930185483,-0.11609178723006998,-0.09395981295807082,-0.09257629389633261,-0.1213704989330013,-0.10961363888431237,0.014821566380814938,14
80,0.6245493173599244,0.09235876186048414,0.02006540298461914,0.008513906010163014,3.084992496248124e-07,6.062031015507754e-06,1.6283141570785392e-06,6.334667333666833e-06,"{'lambda_2': 3.084992496248124e-07, 'lambda_1': 6.062031015507754e-06, 'alpha_2': 1.6283141570785392e-06, 'alpha_1': 6.334667333666833e-06}",-0.11753964855556735,-0.09436241598398518,-0.10372571063632663,-0.12175984909591434,-0.13838925281935516,-0.09636111932117532,-0.1160917872629763,-0.09395981294042349,-0.09257629398491074,-0.12137049892863797,-0.10961363895292724,0.014821566500720106,15
17,0.5293793201446533,0.07532982822705939,0.014850163459777832,0.0077270910116689654,3.3210605302651325e-07,5.905952976488244e-06,3.08504252126063e-06,2.3526763381690846e-06,"{'lambda_2': 3.3210605302651325e-07, 'lambda_1': 5.905952976488244e-06, 'alpha_2': 3.08504252126063e-06, 'alpha_1': 2.3526763381690846e-06}",-0.11753964864807265,-0.09436241612460665,-0.10372571063219797,-0.12175984928724558,-0.13838925207330494,-0.09636111927063316,-0.11609178717675908,-0.0939598130242094,-0.09257629437498824,-0.12137049893502323,-0.10961363895470408,0.014821566309766289,16
49,0.494416332244873,0.021798306284659428,0.012177824974060059,0.006536287219638544,3.990245122561281e-07,5.488744372186093e-06,7.611305652826413e-06,6.842921460730365e-06,"{'lambda_2': 3.990245122561281e-07, 'lambda_1': 5.488744372186093e-06, 'alpha_2': 7.611305652826413e-06, 'alpha_1': 6.842921460730365e-06}",-0.11753964895777626,-0.09436241659900785,-0.10372571061838436,-0.12175984991857425,-0.1383892496751769,-0.09636111910317081,-0.11609178689002791,-0.09395981330491578,-0.0925762957175876,-0.12137049895587482,-0.10961363897404966,0.014821565684326325,17
73,0.5049108743667603,0.07617269489071815,0.014664530754089355,0.007943055500206785,3.071335667833917e-07,5.28464232116058e-06,2.0885442721360683e-06,8.68384192096048e-06,"{'lambda_2': 3.071335667833917e-07, 'lambda_1': 5.28464232116058e-06, 'alpha_2': 2.0885442721360683e-06, 'alpha_1': 8.68384192096048e-06}",-0.11753964864188536,-0.0943624161252576,-0.10372571063244015,-0.12175984925507165,-0.13838925233288477,-0.09636111927654613,-0.11609178718628328,-0.09395981302059783,-0.09257629443084506,-0.12137049893350213,-0.10961363898353138,0.014821566350846428,18
93,0.5388619184494019,0.07057352852737588,0.012486124038696289,0.00331997016549508,3.832216108054027e-07,6.111555777888944e-06,6.8709354677338665e-06,3.4252126063031514e-06,"{'lambda_2': 3.832216108054027e-07, 'lambda_1': 6.111555777888944e-06, 'alpha_2': 6.8709354677338665e-06, 'alpha_1': 3.4252126063031514e-06}",-0.11753964895797356,-0.09436241660819575,-0.10372571061831581,-0.12175984990463812,-0.1383892498294026,-0.09636111910433119,-0.11609178689243999,-0.09395981330743168,-0.09257629578269926,-0.12137049895509078,-0.10961363899605188,0.014821565704383753,19
41,0.5433270454406738,0.06873756849174134,0.012204933166503906,0.0038962957055326134,3.147423711855928e-07,6.431215607803902e-06,3.061030515257629e-06,2.104552276138069e-06,"{'lambda_2': 3.147423711855928e-07, 'lambda_1': 6.431215607803902e-06, 'alpha_2': 3.061030515257629e-06, 'alpha_1': 2.104552276138069e-06}",-0.11753964879155453,-0.09436241636922692,-0.10372571062566033,-0.12175984953730147,-0.1383892514225396,-0.09636111919740822,-0.11609178705178168,-0.09395981316030086,-0.09257629518347177,-0.12137049894231396,-0.10961363902815593,0.014821566081030534,20
78,0.6289864778518677,0.08689298774349952,0.013432979583740234,0.002787165886027556,3.2001000500250127e-07,5.1840920460230116e-06,3.545272636318159e-06,6.92296148074037e-06,"{'lambda_2': 3.2001000500250127e-07, 'lambda_1': 5.1840920460230116e-06, 'alpha_2': 3.545272636318159e-06, 'alpha_1': 6.92296148074037e-06}",-0.11753964881848578,-0.09436241640895532,-0.10372571062448668,-0.12175984959282743,-0.138389251206831,-0.0963611191832642,-0.11609178702688935,-0.0939598131839391,-0.09257629529448025,-0.12137049894414968,-0.10961363902843088,0.014821566026165852,21
16,0.5716876029968262,0.11412718109429618,0.016273760795593263,0.006934043986108953,3.9453726863431717e-07,4.811905952976488e-06,8.49574787393697e-06,6.1945972986493245e-06,"{'lambda_2': 3.9453726863431717e-07, 'lambda_1': 4.811905952976488e-06, 'alpha_2': 8.49574787393697e-06, 'alpha_1': 6.1945972986493245e-06}",-0.11753964915761894,-0.09436241692867917,-0.1037257106093484,-0.12175985028476839,-0.13838924857437085,-0.09636111899956422,-0.11609178671273365,-0.09395981349160894,-0.09257629676332164,-0.12137049896702005,-0.10961363904890345,0.014821565340215068,22
21,0.55664963722229,0.09747513783560925,0.012005472183227539,0.0040542099109992374,3.4186093046523264e-07,6.891945972986493e-06,5.350175087543771e-06,8.371685842921462e-06,"{'lambda_2': 3.4186093046523264e-07, 'lambda_1': 6.891945972986493e-06, 'alpha_2': 5.350175087543771e-06, 'alpha_1': 8.371685842921462e-06}",-0.11753964900335642,-0.09436241670313313,-0.10372571061615997,-0.12175984995268818,-0.1383892499599438,-0.09636111908462353,-0.11609178685873604,-0.09395981335452004,-0.0925762961734882,-0.12137049895565376,-0.1096136390662303,0.014821565676848569,23
76,0.6112642526626587,0.10550654958416836,0.015828251838684082,0.00568714377574558,3.2001000500250127e-07,5.698849424712356e-06,4.345672836418209e-06,5.594297148574287e-06,"{'lambda_2': 3.2001000500250127e-07, 'lambda_1': 5.698849424712356e-06, 'alpha_2': 4.345672836418209e-06, 'alpha_1': 5.594297148574287e-06}",-0.11753964898038824,-0.09436241667540164,-0.10372571061715812,-0.1217598498918908,-0.13838925028925791,-0.09636111909876552,-0.11609178688270412,-0.09395981333528305,-0.09257629613322045,-0.12137049895331975,-0.10961363908573896,0.01482156574364564,24
