,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_random_state,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
54,0.046280193328857425,0.0026189426973370145,0.009894967079162598,0.0013609807918012352,cholesky,42,7.467236828414207,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 7.467236828414207}",-0.11864843683744611,-0.0998945403508666,-0.11357778499006026,-0.1280858115328294,-0.13866922226278916,-0.10545255180214197,-0.12010544811021295,-0.09415409633299462,-0.0943446918434011,-0.12296944093607715,-0.11359020249988191,0.014131626818085006,1
86,0.4377054929733276,0.05314193041299962,0.027736401557922362,0.011635456860806153,svd,42,7.912959284642321,"{'solver': 'svd', 'random_state': 42, 'alpha': 7.912959284642321}",-0.11868218955649087,-0.09997375502800045,-0.11352286784946594,-0.1281651608750638,-0.13849019680862873,-0.10535252390261259,-0.12000865027847303,-0.09423115686810991,-0.0945501221701143,-0.12293708511381708,-0.11359137084507769,0.014062350316899586,2
39,0.046725678443908694,0.005110855707690022,0.009080624580383301,0.0015648187956703447,cholesky,42,7.2526297198599305,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 7.2526297198599305}",-0.11863330683364101,-0.0998573426452092,-0.11360874452931491,-0.12804792604039272,-0.13876168193589813,-0.10550605067704187,-0.12015728095254592,-0.0941198960633104,-0.09424646987047333,-0.12298844261237003,-0.11359271421601973,0.014165922281598057,3
7,0.06814384460449219,0.011072634116176339,0.014952969551086426,0.0047906638233559656,cholesky,42,8.067036183091545,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 8.067036183091545}",-0.11869447129712328,-0.10000168088312501,-0.11350660009638441,-0.12819274427222413,-0.13843209005726195,-0.10532114586349195,-0.11997833043218815,-0.0942595219614696,-0.0946214635945629,-0.12292794849011247,-0.11359359969479436,0.014038978592876089,4
98,0.08471825122833251,0.01382438036304819,0.016394901275634765,0.004328420738563865,cholesky,42,7.159083031515758,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 7.159083031515758}",-0.11862697864313936,-0.09984134305650262,-0.11362323179787329,-0.1280314947204925,-0.13880335550169137,-0.10553054564222691,-0.12018102270405542,-0.09410563132183712,-0.09420383483622488,-0.12299747997849009,-0.11359449182025336,0.014181074629681061,5
76,0.11605823040008545,0.01465372901267628,0.011541104316711426,0.002327321822212034,lsqr,42,9.06303327663832,"{'solver': 'lsqr', 'random_state': 42, 'alpha': 9.06303327663832}",-0.11902168619109828,-0.10025139725762405,-0.1130480894542392,-0.12841796477241485,-0.13800900827148982,-0.1050537158172442,-0.1197986120061724,-0.09437710006255288,-0.09524468750790085,-0.12289612029119378,-0.11361183816319305,0.013883702100821987,6
49,1.00383403301239,0.25348096878637294,0.010190558433532716,0.004742850152590392,sag,42,8.237621320660331,"{'solver': 'sag', 'random_state': 42, 'alpha': 8.237621320660331}",-0.1189462621762604,-0.10008420090719937,-0.11340143653052753,-0.12836431211569008,-0.13826972358186157,-0.10515975356625641,-0.11996859351099724,-0.09428318081049238,-0.09481848519900718,-0.12282411963205561,-0.11361200680303478,0.014002297782951924,7
28,0.20005977153778076,0.053390578936974104,0.028449440002441408,0.010977822899822038,sparse_cg,42,8.908956378189094,"{'solver': 'sparse_cg', 'random_state': 42, 'alpha': 8.908956378189094}",-0.11902733071025187,-0.10025629849118874,-0.11333911890420752,-0.12824683425698064,-0.13789652299312433,-0.10481312136791618,-0.12009566728111036,-0.09401165285830704,-0.09539681410331824,-0.12304182815212611,-0.11361251891185312,0.013914158014500706,8
33,0.3493387460708618,0.061659444509651704,0.011194229125976562,0.0029597190798714016,svd,42,8.798901450725364,"{'solver': 'svd', 'random_state': 42, 'alpha': 8.798901450725364}",-0.1187560497624711,-0.10013744530743167,-0.11344611350638345,-0.12832433729952153,-0.13817958573513991,-0.10519178401110618,-0.11985371909360902,-0.09440472650769977,-0.09496151254587862,-0.12289710186105916,-0.11361523756303005,0.01393163189184421,9
26,0.32098774909973143,0.0614049380043623,0.018006443977355957,0.00433501296750174,svd,42,6.575791915957979,"{'solver': 'svd', 'random_state': 42, 'alpha': 6.575791915957979}",-0.1185919531686217,-0.09974496185460348,-0.11372851811745856,-0.1279305237790057,-0.1390837841788472,-0.10570104188867988,-0.12034636854973182,-0.09402647226218969,-0.09394122828300894,-0.12306525223750182,-0.11361601043196487,0.014278554272636797,10
69,1.6490132570266725,0.10014599720596064,0.00948486328125,0.002855115307058465,saga,42,6.762885292646323,"{'solver': 'saga', 'random_state': 42, 'alpha': 6.762885292646323}",-0.11910722623585568,-0.09989796477511301,-0.11349053616112229,-0.1282615382351769,-0.13868172734207082,-0.1053242993570645,-0.12028213925560728,-0.09403032786276903,-0.09429207555856378,-0.12280664171523506,-0.11361744764985786,0.014197909950968436,11
11,0.055611157417297365,0.008667627402593029,0.012152314186096191,0.0036804266898656066,cholesky,42,8.859431660830415,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 8.859431660830415}",-0.11876133677315664,-0.1001488732017312,-0.11344224815414805,-0.12833524111018704,-0.13816030219971648,-0.10518241422933863,-0.11984472777871029,-0.09441743449257524,-0.09498967479864984,-0.12289539556819436,-0.11361776483064076,0.013923007905804969,12
47,0.0811535120010376,0.015393456926805462,0.01588897705078125,0.004605738651522846,cholesky,42,6.4767424812406205,"{'solver': 'cholesky', 'random_state': 42, 'alpha': 6.4767424812406205}",-0.11858689997504096,-0.09972924820907085,-0.1137491845162762,-0.12791369139962047,-0.13913522890242405,-0.10573331338414173,-0.12037767368020254,-0.09401486776142695,-0.09389732196126101,-0.12307889650410857,-0.11362163262935734,0.014295657396448733,13
46,0.21379077434539795,0.02182032708713274,0.026366448402404784,0.009397676366879907,lsqr,42,8.430217443721862,"{'solver': 'lsqr', 'random_state': 42, 'alpha': 8.430217443721862}",-0.11900288407496681,-0.10014581758771691,-0.11304984569078831,-0.12832041042499825,-0.13819978657339177,-0.10551261287650686,-0.11989424538515042,-0.09423889825039375,-0.09497556681708542,-0.12291627682188636,-0.11362563445028848,0.01394948172291742,14
27,0.1874688148498535,0.04153842095696843,0.027819204330444335,0.011159522442787092,lsqr,42,8.567786103051526,"{'solver': 'lsqr', 'random_state': 42, 'alpha': 8.567786103051526}",-0.11900623985432626,-0.10016828227717753,-0.11304838208920938,-0.12834128070470074,-0.1381563783759618,-0.10548478011339042,-0.11987168567050123,-0.09426803285889453,-0.09503369805008814,-0.12291075272455189,-0.11362895127188019,0.013930430429673643,15
78,0.18157145977020264,0.022903411125706933,0.021199727058410646,0.008012278289009777,lsqr,42,8.617310820410205,"{'solver': 'lsqr', 'random_state': 42, 'alpha': 8.617310820410205}",-0.11900755334103949,-0.10017643974225139,-0.11304800789731129,-0.1283488438782911,-0.13814102337904316,-0.10547502632330273,-0.11986381405386387,-0.09427865101445336,-0.09505468166654091,-0.12290892582024646,-0.11363029671163438,0.01392361076059831,16
23,0.12867252826690673,0.006806738446720746,0.013689875602722168,0.002596298093164728,sparse_cg,42,7.791898864432216,"{'solver': 'sparse_cg', 'random_state': 42, 'alpha': 7.791898864432216}",-0.11916814836878581,-0.1001737485877579,-0.11305978113799052,-0.12822457253859776,-0.1384200879376783,-0.1052324161674867,-0.12009922460889996,-0.0940428819642664,-0.09486546719422739,-0.12303057815225668,-0.11363169066579473,0.014057456929186368,17
61,1.8819320678710938,0.13356379142277294,0.008139753341674804,0.001271847275425489,saga,42,6.069539249624812,"{'solver': 'saga', 'random_state': 42, 'alpha': 6.069539249624812}",-0.11909865660537025,-0.09978699263464011,-0.11358956902536484,-0.128158686999166,-0.13897802774168855,-0.10548515007580353,-0.1204710285124508,-0.09392035282558028,-0.0939872987624741,-0.12285418728807773,-0.11363299504706162,0.014309687786345487,18
