,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_random_state,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
82,9.36648268699646,0.7364209060555765,0.11224191188812256,0.02006626042978463,0.9248124062031016,0.8571,0.464,42,6,45,0.0861080540270135,0.022685792896448224,0.6906953476738369,"{'subsample': 0.9248124062031016, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 6, 'max_depth': 45, 'learning_rate': 0.0861080540270135, 'gamma': 0.022685792896448224, 'colsample_bytree': 0.6906953476738369}",-0.11802534807582245,-0.1171086392595399,-0.12082798050442035,-0.15440019154483628,-0.15108095181024245,-0.10934487020127459,-0.12377212159807673,-0.11033422843686669,-0.12958883818822822,-0.12856845900784344,-0.12630516286271512,0.01466746353404504,1
80,12.289421606063843,0.6383869433349043,0.11475503444671631,0.02206225159325248,0.7928964482241121,0.8571,0.464,42,4,53,0.10211255627813907,0.028668784392196098,0.8406203101550775,"{'subsample': 0.7928964482241121, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 53, 'learning_rate': 0.10211255627813907, 'gamma': 0.028668784392196098, 'colsample_bytree': 0.8406203101550775}",-0.12152401036847109,-0.11738998255477048,-0.12277710264588172,-0.15314128238347688,-0.1587213340595986,-0.10569919454566405,-0.13265961111529798,-0.10459543592569924,-0.13295181341761714,-0.13038410056790287,-0.127984386758438,0.016895820453674996,2
39,9.609487676620484,0.5176887643287947,0.107993745803833,0.026463073589688104,0.7334667333666833,0.8571,0.464,42,1,53,0.13068134067033516,0.021055427713856927,0.3471735867933967,"{'subsample': 0.7334667333666833, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 53, 'learning_rate': 0.13068134067033516, 'gamma': 0.021055427713856927, 'colsample_bytree': 0.3471735867933967}",-0.12278285120268072,-0.12032921390358498,-0.11586054715010376,-0.16258671688432588,-0.15453024626821196,-0.11119272846834688,-0.13081165514250903,-0.11276381242276919,-0.11687108098265465,-0.13761924697040825,-0.1285348099395595,0.016939818757056302,3
92,11.76076672077179,0.8129760018374317,0.11534044742584229,0.019248873562588066,0.7744372186093047,0.8571,0.464,42,8,50,0.1287368684342171,0.020008404202101048,0.8055027513756878,"{'subsample': 0.7744372186093047, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 8, 'max_depth': 50, 'learning_rate': 0.1287368684342171, 'gamma': 0.020008404202101048, 'colsample_bytree': 0.8055027513756878}",-0.1329077192765185,-0.11273217242527246,-0.11776063350100817,-0.16432979294703615,-0.15164378998644495,-0.10651248414138939,-0.1243553473061102,-0.11382061721736757,-0.12714272004155208,-0.1359429192726544,-0.12871481961153539,0.0172501782773549,4
62,7.378209376335144,0.4451422642299078,0.13039562702178956,0.03440008316328357,0.6321660830415208,0.8571,0.464,42,4,40,0.11707003501750876,0.012619409704852425,0.3354677338669335,"{'subsample': 0.6321660830415208, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 40, 'learning_rate': 0.11707003501750876, 'gamma': 0.012619409704852425, 'colsample_bytree': 0.3354677338669335}",-0.11887681263604327,-0.11533785477446863,-0.11341901729215832,-0.1556210958886197,-0.16275205034060056,-0.10899361163593203,-0.12640943994220494,-0.11141052455958174,-0.1401057002971273,-0.13435099588836638,-0.12872771032551028,0.018020456008912448,5
67,10.805470991134644,1.092315497912867,0.12539389133453369,0.026548361001972196,0.8113556778389195,0.8571,0.464,42,4,52,0.08326613306653327,0.006531715857928964,0.7834417208604302,"{'subsample': 0.8113556778389195, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 52, 'learning_rate': 0.08326613306653327, 'gamma': 0.006531715857928964, 'colsample_bytree': 0.7834417208604302}",-0.12618839694606365,-0.11752978311006215,-0.12826003447967022,-0.15106733823555493,-0.1578073085591099,-0.10440247487059748,-0.12551183307858563,-0.11566053047372377,-0.12684133974678574,-0.13564773546993825,-0.12889167749700917,0.015168153615238666,6
88,11.00282816886902,0.6252141921856903,0.10403673648834229,0.016997229131278206,0.8653826913456728,0.8571,0.464,42,4,57,0.12978389194597298,0.006232566283141571,0.7181590795397699,"{'subsample': 0.8653826913456728, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 4, 'max_depth': 57, 'learning_rate': 0.12978389194597298, 'gamma': 0.006232566283141571, 'colsample_bytree': 0.7181590795397699}",-0.12473119107846123,-0.11716202981418794,-0.11841874759925908,-0.15202713880107105,-0.16244892735904387,-0.10766171004481422,-0.13155101346149775,-0.11545671673694818,-0.13226131355404083,-0.13106772861106733,-0.12927865170603917,0.016058608415242436,7
83,9.668447756767273,0.541682461441321,0.12076725959777831,0.022150153266346024,0.8392696348174087,0.8571,0.464,42,2,54,0.10989044522261131,0.02902776388194097,0.451175587793897,"{'subsample': 0.8392696348174087, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 2, 'max_depth': 54, 'learning_rate': 0.10989044522261131, 'gamma': 0.02902776388194097, 'colsample_bytree': 0.451175587793897}",-0.12882645832634868,-0.11865616754940429,-0.12525980435044437,-0.15639865222177313,-0.15893753124983653,-0.10723055582500865,-0.1318487998646347,-0.11207296762674032,-0.12380419420486706,-0.13092330114234754,-0.12939584323614056,0.01601759445944102,8
20,10.596535968780518,0.9141289973216019,0.11336455345153809,0.026581910215111082,0.888344172086043,0.8571,0.464,42,6,60,0.10211255627813907,0.024031965982991496,0.7406703351675838,"{'subsample': 0.888344172086043, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 6, 'max_depth': 60, 'learning_rate': 0.10211255627813907, 'gamma': 0.024031965982991496, 'colsample_bytree': 0.7406703351675838}",-0.12821891199420765,-0.11969827527453876,-0.118210896700979,-0.15768141555958173,-0.15820937099601073,-0.1078433279020283,-0.12699759740404748,-0.11036046222497826,-0.1334381363752275,-0.13371291732234578,-0.12943713117539452,0.016487548181076547,9
74,9.480460929870606,0.6700263074888986,0.11909751892089844,0.023547100799530884,0.7114057028514257,0.8571,0.464,42,1,44,0.1243991995997999,0.0031961980990495246,0.34312156078039024,"{'subsample': 0.7114057028514257, 'reg_lambda': 0.8571, 'reg_alpha': 0.464, 'random_state': 42, 'min_child_weight': 1, 'max_depth': 44, 'learning_rate': 0.1243991995997999, 'gamma': 0.0031961980990495246, 'colsample_bytree': 0.34312156078039024}",-0.12482370009318183,-0.1199190051742087,-0.12591405455644367,-0.1588256118116207,-0.15257004364621296,-0.11032613434040789,-0.13308908694830693,-0.10976235204813133,-0.13030750990825776,-0.12986625241578117,-0.12954037509425528,0.01513143746339615,10
