,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_loss,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
87,6.039574861526489,0.706304038889643,0.10546588897705078,0.030562709952328126,42,135,exponential,5.302746023011505,"{'random_state': 42, 'n_estimators': 135, 'loss': 'exponential', 'learning_rate': 5.302746023011505}",-0.18137113626769397,-0.17442758572690226,-0.15856676315000545,-0.18948243444443552,-0.18812641282374606,-0.16129783489520194,-0.17364227131478563,-0.1554303022415507,-0.20193684528520447,-0.16542502732951608,-0.17497066134790423,0.014432064592287937,1
76,10.037966299057008,0.7125928357524856,0.13760595321655272,0.0341601449075528,42,194,exponential,3.151672636318159,"{'random_state': 42, 'n_estimators': 194, 'loss': 'exponential', 'learning_rate': 3.151672636318159}",-0.18395350815115985,-0.17680679561708293,-0.16797112477802623,-0.19205049498530474,-0.18679333232617784,-0.1639558771198077,-0.17162073500199038,-0.17303800431267544,-0.1935350911929998,-0.16720719835614575,-0.17769321618413708,0.010156878015145131,2
10,2.9015583992004395,0.4426122991213333,0.05145318508148193,0.015615860914949799,42,57,exponential,3.8520221110555277,"{'random_state': 42, 'n_estimators': 57, 'loss': 'exponential', 'learning_rate': 3.8520221110555277}",-0.18426495928697104,-0.18188082386353163,-0.16235398501235526,-0.19342916946546257,-0.192728187465859,-0.16491982467820335,-0.1787660354705082,-0.1742949648600047,-0.19891077766059892,-0.17271633056274222,-0.18042650583262368,0.011600821659949247,3
28,3.0508852005004883,0.5347723291998508,0.05209901332855225,0.012589173930890341,42,66,exponential,3.151672636318159,"{'random_state': 42, 'n_estimators': 66, 'loss': 'exponential', 'learning_rate': 3.151672636318159}",-0.18802313701883328,-0.17660871176311643,-0.17076738409545572,-0.19582269965525786,-0.19077596312896455,-0.16838215521968125,-0.1823012757666302,-0.17257621394367276,-0.2013354614386064,-0.17319440356512295,-0.18197874055953414,0.010887325972082114,4
24,1.6265482187271119,0.16883573417344985,0.03531367778778076,0.008364903801498503,42,30,exponential,1.2507240620310154,"{'random_state': 42, 'n_estimators': 30, 'loss': 'exponential', 'learning_rate': 1.2507240620310154}",-0.1868738910765906,-0.18841553946948372,-0.17361099707940386,-0.19769023758470544,-0.20623998832331183,-0.15912710516520984,-0.19158459439226525,-0.17322306315644778,-0.20129820888517566,-0.16443739052203762,-0.18425010156546315,0.015137221857848115,5
23,4.66343367099762,0.3805250558087517,0.07786109447479247,0.01676084721695845,42,98,exponential,1.1006491745872935,"{'random_state': 42, 'n_estimators': 98, 'loss': 'exponential', 'learning_rate': 1.1006491745872935}",-0.19241074714241235,-0.18018353960223243,-0.17227691694168393,-0.19420567226289712,-0.19719889363294174,-0.1706420630368502,-0.18058107642853677,-0.18374551593846825,-0.2027269894369615,-0.17075343046833363,-0.18447248448913178,0.01102375097489998,6
31,6.07230658531189,0.4913560187638586,0.10167222023010254,0.02607968783992452,42,108,exponential,0.8505243621810905,"{'random_state': 42, 'n_estimators': 108, 'loss': 'exponential', 'learning_rate': 0.8505243621810905}",-0.18846920260793132,-0.18274458621391734,-0.1710401344530298,-0.19563547891796745,-0.19847501245914423,-0.16824522609186734,-0.18720413069170805,-0.18401014501532703,-0.20471213700677124,-0.16534888209643717,-0.18458849355541013,0.012515156152293701,7
41,5.000484371185303,0.6416596987661574,0.09317891597747803,0.026677207558790633,42,90,exponential,0.9505742871435717,"{'random_state': 42, 'n_estimators': 90, 'loss': 'exponential', 'learning_rate': 0.9505742871435717}",-0.19001658707671443,-0.1883234068290392,-0.17296123440142164,-0.19437747652096296,-0.20035957865028658,-0.1662479794467978,-0.1829306304257048,-0.19245731518539624,-0.19987908642191415,-0.16705721209338953,-0.18546105070516272,0.012073665832400661,8
91,0.39297621250152587,0.09209559919438838,0.01950945854187012,0.005356475655777977,42,6,exponential,5.853020610305152,"{'random_state': 42, 'n_estimators': 6, 'loss': 'exponential', 'learning_rate': 5.853020610305152}",-0.2017757662678378,-0.22016111706077363,-0.24363430990682916,-0.236957827443709,-0.2513974828609055,-0.18725171864812973,-0.21584933233020806,-0.23820356791819863,-0.2463619352234982,-0.19874563382647792,-0.2240338691486568,0.021375513247300675,9
50,0.06909644603729248,0.00798056357001497,0.010644841194152831,0.0022440792812954222,42,1,square,83.14158764382191,"{'random_state': 42, 'n_estimators': 1, 'loss': 'square', 'learning_rate': 83.14158764382191}",-0.23957895185402414,-0.23237765396790255,-0.2578708119622108,-0.24514226506234837,-0.27344867585571864,-0.21815332505426815,-0.24851442358740486,-0.24975845883279937,-0.2597666161501206,-0.2391867205615182,-0.24637979028883156,0.014670595071140007,10
83,1.9475687265396118,0.16091850092135956,0.06579198837280273,0.015574950018348846,42,83,exponential,9.304743021510754,"{'random_state': 42, 'n_estimators': 83, 'loss': 'exponential', 'learning_rate': 9.304743021510754}",-0.26635262661022174,-0.279756780337207,-0.32709809914728866,-0.31393397729688605,-0.3206882193112042,-0.26461816675319155,-0.27929384658742623,-0.25917345022889504,-0.27984334190286175,-0.3028566866928954,-0.28936151948680777,0.02351277041268265,11
70,2.7508467197418214,0.21979895044060474,0.08689086437225342,0.03450114325679506,42,89,exponential,8.754468434217108,"{'random_state': 42, 'n_estimators': 89, 'loss': 'exponential', 'learning_rate': 8.754468434217108}",-0.23382260708222552,-0.3041326617650667,-0.3277955246767491,-0.3498820930044909,-0.34781968277457564,-0.24972586863726084,-0.3509453856180802,-0.26015897681668787,-0.261544914079714,-0.2829387744257284,-0.2968766488880579,0.042809597334917286,12
